accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeY
-0.6412765,5.4580283,-7.7072816,1.0096831,0.025503604,-0.124998204
-0.2943172,5.103891,-8.499306,0.91744256,-0.10461059,0.024663666
0.040677983,4.7449675,-8.300702,0.8093195,-0.03252855,-0.06513346
-0.0071784677,4.369294,-8.274381,0.8062652,0.029779658,-0.090178914
-0.24885355,4.072584,-8.135597,0.8044326,0.11530073,-0.08223767
-0.02871387,3.737589,-7.702496,1.0793217,0.10491603,-0.06879865
0.13399807,2.751746,-9.712467,1.244866,-0.014813471,-0.05108357
0.1268196,2.4622145,-10.183853,0.8539126,0.37064222,-0.14088069
0.014356935,1.7659031,-9.674182,0.88201237,0.19288056,-0.0028252497
0.1698904,1.3447664,-10.226924,0.80137825,0.032223117,-0.087124586
-0.059820566,1.1413764,-9.097511,0.71463543,-0.11499529,-0.04619665
-0.20817557,0.49052864,-10.643275,0.76106113,-0.13698642,0.02649626
-0.3062813,0.5192425,-9.078369,0.46051568,0.0151189035,-0.0034361144
0.033499517,0.3804588,-9.592826,0.703029,-0.047189303,0.046654798
0.050249275,0.07178468,-9.272188,0.76411545,0.033444848,0.015500694
0.019142581,-0.6364908,-9.68136,0.861243,-0.03008509,-0.02481638
0.1268196,-1.2107682,-9.973285,0.73357224,-0.027030766,0.046654798
-0.25124636,-1.5050855,-9.042477,0.7928261,-0.038026333,8.40E-04
0.3278167,-1.7587247,-10.040284,0.8264237,-0.03375028,-0.10361794
-0.2321038,-2.0745773,-9.456435,0.75250906,0.033444848,-0.07185297
0.30388847,-2.498107,-8.018349,0.9614248,0.00962112,-1.91E-01
-0.36131623,-3.1202407,-9.159725,1.1116976,0.03649917,-0.19769111
-0.23449662,-3.8476589,-8.939586,1.0787108,-0.11194097,-0.030314164
0.35174492,-4.4147577,-9.827323,0.9944115,-0.07101303,-0.14515674
-0.60777694,-5.029713,-9.695718,0.53748465,-0.12049308,-0.016264275
-0.28953153,-5.802595,-9.236296,0.14408773,-0.011759147,0.1107956
0.41156548,-6.5276203,-7.987242,-0.20044,0.13790272,0.020387612
0.009571291,-7.1377897,-9.365508,-0.38919723,0.20204352,-0.03581195
0.40438703,-6.056234,-9.466006,-0.756327,0.14767656,-0.13843723
0.09332009,-5.087141,-9.578469,-0.7434988,0.27229297,-0.091400646
0.41635114,-5.070391,-9.908679,-1.1167371,0.046273008,-0.018707734
-0.36370903,-5.1493545,-9.138189,-1.2505165,-0.06551525,-0.07246383
-0.31585258,-5.144569,-9.88475,-1.6243658,-0.19562945,0.02649626
0.7537391,-4.3525443,-9.729217,-2.0232606,0.013286309,-0.048029244
-0.34217364,-2.821138,-9.616755,-2.4704134,-0.020922119,-0.22090398
0.19860429,-0.49292147,-8.063812,-2.748968,0.15378521,-0.09506583
-0.148355,1.3112668,-6.927222,-2.2535565,-0.08567379,-0.1268308
-0.49292147,3.3690944,-8.075776,-2.2663846,-0.15775582,-0.009544762
0.23928227,4.8215375,-5.6374903,-2.1833072,-0.100945406,0.10407609
0.49292147,6.1184473,-7.173682,-1.4985276,0.073761925,0.055817768
-0.083748795,6.6352973,-6.0394845,-1.7679191,-0.0386372,0.003894263
0.4761717,7.446464,-5.2929235,-1.5431207,-0.10155627,-0.007101303
-0.25124636,7.4033933,-5.163711,-1.4808125,0.04016436,0.0020616686
0.44506502,7.4823565,-4.3262234,-1.6542982,0.041996952,-0.09445497
0.17706887,7.2382884,-3.6729827,-1.6707915,0.030390523,-0.17569998
-0.5168497,7.881958,-3.290131,-1.8888702,0.39568767,-0.090178914
-0.086141616,8.956335,-1.7515461,-1.8503858,0.46166107,0.072921984
-0.0526421,10.195817,-1.6486548,-1.6744567,0.12751803,0.07536544
0.3278167,10.516456,0.050249275,-1.6219224,-0.10827578,-0.023594651
0.34217364,10.573883,0.71306115,-1.4026219,-0.14859286,0.02527453
0.16749759,10.317851,0.55034924,-1.1741585,-0.0013744457,0.10102176
0.2656033,9.944571,1.5457634,-1.2071452,-0.2451095,0.027107125
0.47856453,10.009177,2.0554347,-1.2584578,-0.07651082,-0.015653409
-0.0047856453,10.348958,3.2853456,-0.9670753,0.06093376,0.030772313
0.2656033,10.655239,3.3954153,-0.76793337,-0.21517712,-0.04253146
0.6149554,10.260424,3.345166,-0.5767327,-0.27992877,-0.15493058
-0.31345975,10.042677,3.4241292,-0.60055643,-0.14920372,-0.19646938
0.53359944,10.047462,4.156333,-0.48632473,-0.14859286,-0.12072215
0.2943172,10.143175,3.8213377,-0.18272492,-0.11988221,-0.15920663
0.64606214,10.406385,4.048656,-0.22182028,-0.21823144,-0.22945608
1.0863415,10.9352,4.87418,0.109268434,-0.2554942,-0.32536185
1.4644074,10.762917,5.285745,0.43302676,-0.3593412,-0.5159517
1.134198,10.131211,3.6921253,0.60223633,-0.70570153,-0.76701707
1.119841,9.810573,3.897908,0.5832995,-1.1455241,-0.7236457
1.253839,9.332008,4.359723,0.7537308,-1.2444843,-0.76396275
0.11724831,9.3200445,3.5246277,0.99746585,-1.0758855,-0.88124883
-1.4763715,9.590433,3.0819557,0.94859666,-1.3422227,-0.57092947
-1.1988041,9.611969,2.8953154,0.9058361,-1.4039199,-0.5122865
-2.1966112,9.848858,2.3521447,0.9681443,-1.3568834,-0.43776098
-2.5722845,9.812965,2.1367905,1.0261765,-1.3000729,-0.26671883
-2.1391835,9.698111,1.0695918,1.1007019,-1.2035563,-0.19646938
-2.4837499,9.420543,1.1700903,1.0890956,-1.0520619,-0.20257804
-2.603391,9.150154,0.6029913,1.2198206,-0.96715164,-0.23373213
-2.6153553,9.128618,-0.20338993,1.1495712,-0.73990995,-0.34613127
-3.1250265,9.044869,-0.33260235,1.1941643,-0.87246764,-0.45181087
-3.4456646,9.176475,-1.1557333,1.2784636,-0.8309288,-0.45181087
-3.7040894,9.018549,-1.7922242,1.3303871,-0.7460186,-0.4927388
-4.1443686,8.580662,-1.7395821,1.3981931,-0.74174255,-0.47563457
-3.749553,7.874779,-1.8975084,1.506927,-0.77717274,-0.45364347
-3.792624,7.1880393,-4.3525443,1.4892119,-0.45341438,-0.42432195
-4.287938,6.987042,-4.910072,0.98341596,0.043218683,-0.48296496
-6.1974106,6.63769,-4.462614,0.99685496,-0.8168789,-0.6631701
-5.4149575,5.7762737,-3.8739798,0.9522618,-1.151022,-0.41332638
-5.089534,4.752146,-4.072584,1.1685079,-0.581696,-0.383394
-5.615955,4.206582,-4.2568316,1.1251366,-0.32207847,-0.34307694
-5.2259245,3.9433718,-4.867001,1.0585523,-0.2603811,-0.37789622
-5.4580283,3.9601214,-6.7429743,0.93332505,-0.568257,-0.45242172
-5.790631,3.888337,-5.4317074,0.50755227,-0.735023,-0.5049561
-7.135397,3.3714871,-4.8454657,0.59001905,-0.28970262,-0.48724103
-8.262417,2.952743,-4.8526444,0.6963095,-0.23594652,-0.21968225
-7.9011,2.4861426,-5.697311,0.6602685,0.13790272,-0.06391173
-9.025727,1.672583,-5.4795637,0.6608793,0.048716467,-0.14576761
-9.178867,1.3136597,-6.2285175,0.4324159,-0.2780962,-0.035201084
-10.013963,0.10289137,-6.1998034,-0.13691007,0.045051277,-0.23189954
-10.090533,-0.15553348,-6.1591253,-0.32444555,0.016951498,-0.07735075
-8.779266,-0.58624154,-6.101698,-0.54313517,-0.12904519,-0.060857404
-8.989835,-0.66041905,-7.245467,-1.1778237,0.21609342,-0.2606102
-9.944571,0.29671,-5.302495,-1.9853868,0.8373429,-0.07857248
-8.987442,2.0434706,-1.7300107,-1.8442771,1.0548108,0.30443972
-8.023134,3.1274192,-2.2301106,-1.65552,0.9741766,0.4663189
-6.053841,4.1108694,-3.3116665,-1.8100687,0.93508124,0.42233664
-7.8723865,4.962714,-4.8909297,-1.9481242,1.6387975,0.28977898
-5.9916277,6.506085,-3.9696927,-2.6206863,0.86055577,0.9831105
-3.735196,7.54457,0.1052842,-2.2107959,0.44638944,1.287932
-2.4526432,8.243274,-1.8185452,-1.6341397,1.0682498,1.3459642
-1.4237294,7.8628154,-0.34217364,-1.7483714,1.3602432,1.008156
-1.9381863,7.9776707,-1.4500505,-1.3470331,1.5154028,1.1132247
-1.1629118,8.556734,-0.64845496,-2.0501385,1.6949971,0.9837214
-0.11964113,9.815358,1.9501505,-2.1845288,1.7566944,0.6501892
-2.617748,10.832308,1.6941184,-2.1399357,1.7298163,0.7900772
-0.4977071,10.451849,2.4119651,-2.3781729,1.5923718,1.6220751
3.1106694,10.0881405,7.6259255,-1.555949,1.0322088,1.4033855
3.4839497,11.380264,4.3525443,-0.69707304,1.3400846,0.5781072
0.8853444,10.762917,4.24726,-0.63354313,1.0804671,0.29588762
2.981457,9.954143,4.421936,-0.5956695,0.8978185,0.6135373
3.101098,8.851051,5.582455,-0.27068946,0.41523534,-0.124998204
2.3377876,9.781859,4.3764725,0.1721875,-0.037415467,-0.22945608
-0.7609176,8.415557,6.0107703,0.14592032,1.1049017,0.5597812
1.4213367,8.843872,3.3403804,0.6101776,-0.15714496,0.47792533
1.847259,8.793623,2.239682,0.056734066,0.31994042,0.17554727
1.3232309,9.006584,2.5603201,-0.37636906,0.23747368,0.14011711
1.820938,9.0233345,3.3236306,-0.46677706,0.066431545,0.086361006
1.5314065,9.032906,3.4169507,-0.47899434,0.03405571,0.014889829
1.9812572,8.906086,4.1922255,-0.6708059,-0.087506376,0.016111558
1.3854443,9.06162,4.3908296,-0.62132585,0.012064579,-0.10300707
0.5096712,8.7577305,4.017549,-0.92797995,0.13301581,-0.07612903
0.59581286,8.080562,4.725825,-1.6298636,0.534354,-0.16226095
-0.19142582,7.2765737,7.4823565,-1.461265,0.37186393,-0.02481638
0.46660042,7.391429,7.381858,-0.873613,0.16905683,8.40E-04
0.72741807,6.9942207,7.1880393,-0.72028595,-0.45341438,-0.04619665
1.2203395,6.788438,7.530213,-0.71662074,-0.28909177,-0.037644543
1.8424734,7.1856465,8.015956,-0.66775155,0.21242823,-7.98E-02
1.430908,6.5659056,8.300702,-0.26763514,0.31810784,-0.34674212
0.2321038,6.195018,7.9226356,-0.11064288,0.3358229,-0.29970554
-0.21535404,6.0155563,7.7910304,-0.15584688,0.35414886,-0.115835235
0.32303107,5.8337016,8.602198,0.18684827,0.8947642,-0.28015786
-1.416551,6.218946,6.8985076,0.3768272,0.04138609,-0.06940951
-1.402194,6.6687965,6.276374,-0.028787002,0.1763872,0.07475458
-1.1174482,6.4295144,7.2622166,-0.36109746,-0.10216714,0.25251624
-0.74177504,5.8432727,8.597412,0.21006113,0.07864884,0.08758274
-1.1270195,6.2117677,8.068598,0.35361436,-0.08567379,0.19814926
-0.5024927,6.1734824,7.982456,0.27175847,0.3620901,0.32582
-0.0071784677,6.4534426,7.611569,0.32551455,0.17394374,0.2775617
-0.13878371,6.472585,7.3363943,0.1636354,0.26496258,0.16516256
-0.29910284,6.2691956,7.3459654,0.18868086,0.11713332,0.22502731
-0.076570325,6.539584,6.9248285,0.1392008,0.06826414,0.27939427
-0.0526421,6.6281185,6.963114,0.1098793,0.009010255,0.348422
0.047856454,6.546763,6.948757,-0.015958842,-0.0019853106,0.30627233
0.1698904,6.855437,7.1449685,0.07322741,-0.044134982,0.3985129
0.37328035,6.5778694,6.6089764,0.1117119,0.14767656,0.3117701
0.14356937,6.9320073,7.094719,-0.20654866,0.16233732,0.34109163
0.4019942,6.728617,7.1856465,-0.12224931,0.2509127,0.3380373
0.6029913,7.0779696,7.1138616,0.051236283,-0.16081016,0.44799295
1.6582261,7.379465,6.352944,0.15447243,0.061544627,0.1211803
0.74416786,7.865208,6.3457656,0.07383828,-0.0368046,-0.052305296
0.9403793,7.9298143,6.4438715,0.14408773,-0.27504188,-0.100563616
1.0313065,7.60439,6.788438,0.093996815,-0.41248643,-0.16226095
0.9284152,6.9583282,6.8913293,0.05856666,-0.12049308,-0.22273657
0.49292147,7.274181,7.2933235,0.142866,-0.16142102,-0.09750929
1.416551,7.4177504,6.135197,0.1098793,-0.06551525,-0.05291616
1.0408778,7.149754,7.133004,-0.047112945,-0.016035201,-0.18608469
0.4761717,6.9248285,6.599405,0.119653136,-0.03924806,-0.026038112
0.37567315,7.01097,6.498906,0.0011453715,0.032223117,0.016111558
0.8350951,7.322037,6.946364,-0.16562071,0.046883874,0.015500694
0.91166544,7.338787,7.3268228,-0.13019055,-0.006261364,0.015500694
0.9020941,7.173682,7.4440713,0.03718639,0.061544627,-0.03825541
1.0049855,7.135397,6.9009004,0.117820546,-0.0056504994,-0.05780308
0.89491564,7.1976104,6.647261,0.045127634,-0.010537418,-0.12011129
0.80159557,7.2215385,7.0301127,0.026190827,0.063377224,-0.10911572
0.6963114,7.2263246,7.0612197,0.26564983,-0.19318599,-0.06330086
0.7920243,7.2861447,6.5635123,0.19417864,0.018173227,-0.15431972
0.55513483,7.355537,6.391229,0.08116866,-0.06307179,-0.13171771
0.5096712,7.3268228,6.623333,-0.0049632764,0.02489274,-0.12927426
0.36610186,7.4823565,6.45105,-0.035506517,-0.038026333,-0.115835235
0.33260235,7.391429,6.640083,-0.09231694,-0.0056504994,-0.082848534
0.29192436,7.2789664,6.788438,-0.01962403,-0.044134982,-0.112780906
0.19621146,7.396215,6.687939,0.011530072,-0.020922119,-0.108504854
0.15314065,7.460821,6.762117,-0.0025198173,0.0010690134,-0.09750929
0.2105684,7.4584284,6.7573314,0.051236283,-0.011759147,-0.0956767
0.18903299,7.4153576,6.6999035,0.031077746,0.016951498,-0.10483967
0.02632105,7.396215,6.5204415,0.053068876,-0.026419902,-0.03214676
0.16271193,7.24786,6.5204415,-0.020234896,-0.008093959,-0.023594651
0.02871387,7.3268228,6.6017976,-0.022678355,-0.0013744457,-0.032757625
0.07178468,7.405786,6.474978,-0.011682789,-0.03375028,-0.04253146
0.12921242,7.4392858,6.546763,-0.058108512,0.03527744,-0.054748755
0.009571291,7.393822,6.6568327,-0.048334677,0.020616686,-0.041920595
0.12203395,7.3770723,6.678368,-0.039171703,0.012064579,-0.053527027
0.0047856453,7.283752,6.587441,-0.041615162,-0.0019853106,-0.020540329
-0.0071784677,7.1425757,6.802795,-0.022678355,-0.020922119,-0.015653409
0.062213387,7.164111,6.558727,-0.005574141,-0.016035201,0.03565923
0.083748795,7.2622166,6.4821568,0.04696023,-0.08933897,0.077198036
0.4546363,7.2670026,6.8410797,0.0457385,-0.102778,0.036270097
0.4426722,7.460821,7.001399,0.19723296,-0.20295982,-0.06513346
0.7082755,7.874779,6.963114,0.37621635,-0.2206749,-0.1720348
0.64606214,8.676374,6.678368,0.32612544,-0.11866048,-0.22640176
0.6891329,9.035298,6.7118673,0.40248352,-0.17791437,-0.21113014
0.92602235,9.032906,6.216553,0.4586831,-0.37033677,-0.21235187
1.5074782,8.032705,6.2141604,0.4482984,-0.3752237,-0.29542947
1.1413764,7.475178,5.572884,0.6944769,-0.617737,-0.37606362
1.1389836,7.446464,4.6612186,0.4482984,-0.4980075,-0.35651594
0.6053841,7.4775705,5.197211,0.22716534,-0.45707956,-0.2966512
0.3493521,7.798209,4.991428,0.20456335,-0.47479466,-0.2758818
-0.50009996,8.032705,4.725825,0.11843141,-0.46257734,-0.30092725
-0.65324056,8.310273,4.776074,0.023136504,-0.49006626,-0.24045165
-0.9212367,8.255239,4.74736,0.05184715,-0.21578798,-0.1995237
-1.3854443,8.413164,4.723432,-0.061162837,-7.64E-04,-0.124998204
-1.1581261,8.69791,5.5465627,-0.13629921,-0.016646065,-0.012599086
-0.7968099,8.736196,5.4436717,0.04696023,0.007788526,0.008781182
-0.46181476,8.695518,5.0177493,0.050625417,7.18E-03,-0.015653409
-0.29671,8.60459,4.9268217,0.022525638,0.020005822,-0.028481571
-0.059820566,8.539984,4.9316072,0.008475749,0.007177661,-0.03214676
-0.18664017,8.484949,4.8095737,-0.00923933,0.034666575,-0.017486004
-0.06699903,8.489735,4.8454657,-0.062384564,0.034666575,0.016722424
0.05742774,8.595019,5.204389,-0.05261073,-0.011148282,0.038713556
0.08853444,8.752945,5.046463,-0.03489565,-0.012370012,0.058261227
0.15074782,8.673982,5.1996036,0.0041996953,0.019394957,0.015500694
0.23688944,8.568698,5.029713,0.03718639,-0.009315688,-0.00160352
0.09571291,8.444271,4.855037,0.068340495,-0.016035201,0.014278964
0.08853444,8.559127,4.962714,-0.03367392,0.014508039,0.03138318
0.02871387,8.5423765,4.9579287,0.026190827,0.012064579,0.019165883
0.12203395,8.595019,5.070391,0.025579963,-0.0025961753,0.008781182
0.16510476,8.554341,4.9172506,0.031077746,0.020005822,2.29E-04
0.014356935,8.585447,4.9698925,0.010308343,0.015729768,-0.015653409
0.076570325,8.623733,4.9028935,0.013362667,-0.009315688,-0.0064904382
0.17706887,8.595019,4.938786,0.01763872,0.020005822,-1.75E-02
0.02632105,8.554341,4.76411,0.020693045,0.014508039,-0.013820816
-0.033499517,8.678768,4.8502517,-0.025121814,-0.0490219,0.008781182
0.18903299,8.640483,5.005785,-0.006185006,-0.010537418,-0.008933897
0.031106694,8.609376,4.9938207,0.007864884,0.011453714,0.014278964
0.10049855,8.537591,4.8382874,0.024358233,-0.009926553,0.008781182
-0.023928227,8.465807,4.807181,-0.02328922,0.0029016077,0.014278964
0.07178468,8.518449,4.910072,-0.045280352,0.049327333,-0.020540329
0.038285162,8.671589,5.0129633,-0.0184023,0.010231985,-0.0064904382
0.078963146,8.709874,4.981857,-0.0043524117,0.020005822,-0.0064904382
0.05742774,8.650054,5.096712,-0.0067958706,0.02489274,-0.010766491
-0.04546363,8.573483,4.9531426,0.04085158,0.0029016077,8.40E-04
0.086141616,8.58784,4.7952166,-0.0019089525,0.014508039,0.016722424
0.031106694,8.592627,4.883751,-0.003130682,0.017562363,-0.009544762
0.0023928226,8.5423765,4.912465,5.35E-04,0.018784093,-1.63E-02
0.062213387,8.609376,4.9028935,0.009086614,-0.0074830935,0.009392046
-0.019142581,8.578269,4.8885365,-0.006185006,0.016340632,-0.008933897
0.019142581,8.650054,4.979464,-1.91E-03,0.010231985,-0.0022143847
0.047856454,8.583055,4.8454657,0.0054214248,-0.0044287695,0.006948587
0.033499517,8.592627,4.948357,0.015806125,0.005345067,0.0045051277
-0.076570325,8.611769,4.766503,-0.013515383,0.011453714,0.009392046
0.14117654,8.580662,5.032106,0.012751802,0.0010690134,0.0020616686
-0.033499517,8.580662,4.807181,-0.0019089525,0.0065667965,8.40E-04
0.062213387,8.535198,4.979464,0.00481056,-0.0025961753,0.009392046
-0.07178468,8.551949,4.8263235,-0.027565273,0.04382955,-0.008933897
0.18664017,8.573483,4.9435716,-0.0037415468,-0.025198173,1.86E-02
0.10767702,8.640483,4.871787,-0.039171703,0.05421425,-0.008933897
0.0047856453,8.721839,5.261817,-0.009850195,-0.0013744457,0.010613776
0.11485548,8.626125,5.1158547,0.07078396,-0.020922119,-0.00160352
0.031106694,8.535198,4.5152564,0.031077746,-0.010537418,-0.0022143847
0.11485548,8.508878,4.895715,-0.014126248,-0.021532983,0.0063377223
-0.021535404,8.635697,4.9052863,-0.03489565,0.0108428495,-0.022983788
-0.0526421,8.650054,5.096712,-0.0074067353,-0.0074830935,-0.0193186
0.023928227,8.58784,4.7880383,0.0029779659,0.0035124724,-0.011377357
-0.03589234,8.58784,5.0129633,-0.014126248,0.0065667965,-0.00160352
0.038285162,8.640483,4.9459643,5.35E-04,-0.0044287695,0.010613776
-0.011964113,8.592627,4.9603214,0.017027855,0.00962112,2.29E-04
0.0741775,8.547162,4.7808595,-0.013515383,0.00962112,-0.0058795735
-0.05742774,8.5423765,4.9268217,-2.15E-02,0.016340632,-0.007101303
