x,y,z,x,y,z
4.30581328,3.539913079,-0.1834206309,-0.3029843569,1.039505243,-0.2654650211
4.661068734,4.532476256,0.1662204898,-0.4137997925,1.525833607,-0.01548927277
4.836047115,5.271361025,0.8590024093,-0.6410756707,1.667295218,0.218233794
4.227666211,4.501598303,2.333212646,-0.9839196205,1.392166615,0.3255565166
2.910203556,2.420650107,3.961941683,-1.334369183,0.8845540881,0.4295392334
2.489529582,0.644412587,4.130474541,-1.672238111,0.4910001159,0.5867139697
2.646445067,0.3303501447,3.499499236,-1.937031627,0.3244705796,0.7969427109
2.840304675,0.2271609884,2.163247855,-2.093813181,0.4365409315,1.021823764
2.947403113,0.3844493992,0.8270544886,-2.215120316,0.7566356063,1.247775078
2.69716637,0.2662625802,-0.01299392161,-2.358174086,0.9257852435,1.455761909
1.867154931,0.1774070697,-0.5387713614,-2.407727718,1.035887837,1.617316723
0.7691580339,0.4183411474,-1.07686475,-2.38536191,1.105519652,1.707054019
-0.3182499571,1.332559102,-1.418509539,-2.35190773,0.9778877497,1.728438258
-0.8558546128,2.524358903,-1.484115691,-2.27095437,0.6530393958,1.731952667
-0.9069970633,3.91418829,-1.318448743,-2.184332371,0.254252106,1.649135232
-1.38344787,5.152840444,-1.009212114,-2.080074072,0.1082701162,1.475022316
-2.026290431,5.068178293,-1.437769535,-1.729895711,0.6828209758,1.135145664
-2.848947415,3.013348873,-4.844699793,-1.307525039,1.203943849,0.8191667199
-2.382114917,1.92859315,-4.356140031,-0.9890592098,1.724580765,0.5499667525
-2.11717131,1.69818222,-2.384960369,-1.145349741,2.038964033,0.2757512331
-2.634744985,1.815818419,0.5347441517,-1.505773902,2.214017153,0.1598190218
-2.200941188,0.6365379081,1.634362951,-1.537615776,1.23537612,0.3483745754
-0.9470040795,0.4771691839,1.397124075,-1.753932953,0.7233529687,0.5756941438
-1.163491698,-1.684662229,0.9257061477,-1.792291999,0.743255794,0.7002056837
-1.067804296,-2.323442363,-1.136343141,-1.698824286,0.8034927249,0.6098428369
-0.4076902818,-3.099716658,-2.537988492,-1.470493555,0.7316792607,0.5364048481
-0.7437175954,-2.907188592,-2.839579283,-1.195816517,0.5177590251,0.5636162162
-1.786535334,-1.233773149,-2.62111072,-0.990721643,0.3714785278,0.5863100886
-2.848180815,0.8835223719,-1.675125462,-0.8540110588,0.2724157572,0.5727699995
-3.372302304,2.871182628,-0.6956421313,-0.7668988109,0.1913448721,0.4794525802
-3.531611992,3.364812533,-0.0734780548,-0.7143381238,0.1801470816,0.3655992448
-3.184214851,2.719304552,0.2541428111,-0.7052143812,0.1558404118,0.2933093309
-2.161565747,1.702408313,0.5317269958,-0.7243409753,0.1502011716,0.2920815945
-0.9862693374,1.007531029,0.6343523808,-0.7472359538,0.1694366485,0.373709321
0.110931441,0.5943944644,0.3297314283,-0.7391684651,0.2226834595,0.4944010377
0.7192398645,0.2206710419,-0.4824412791,-0.6806769371,0.2788055837,0.619751811
0.8651119782,-0.2195744788,-1.292227091,-0.6066793799,0.3282112479,0.719532907
0.5920359186,-0.6978823114,-1.752576366,-0.5271382332,0.3954408765,0.7974082828
0.1874731212,-1.191229308,-2.053548148,-0.4305744767,0.4841082394,0.7925055623
-0.8159919735,-1.582214831,-2.467282971,-0.3027062416,0.5719541907,0.7309620976
-1.665354594,-1.93171742,-2.893689351,-0.1872531772,0.5956864357,0.6454443932
-2.131463162,-2.322539861,-2.859026326,-0.08511188626,0.5459409952,0.5513677001
-2.480240067,-2.688275792,-2.629006441,0.007813509554,0.4772408605,0.455253154
-2.660946179,-2.941201336,-2.498573304,0.08789396286,0.4194007218,0.3643541336
-2.737543388,-3.17584362,-2.312003562,0.1736340076,0.388686955,0.2684356272
-2.738869961,-3.384178328,-2.191626539,0.2667458355,0.3642045259,0.1637571603
-2.710754458,-3.496960657,-1.94699916,0.3712532222,0.3765743077,0.06030692905
-2.469549454,-3.573304477,-1.539768897,0.491144985,0.4143294096,-0.01503070537
-1.92552821,-3.559853459,-1.306908528,0.6180003285,0.4234172702,-0.06756018102
-1.337628076,-3.533707795,-1.019726494,0.7797327638,0.4337095916,-0.08880048245
-0.6936673241,-3.384393432,-0.7554848978,0.9566376209,0.4545193315,-0.0861588791
-0.1276122344,-3.092255236,-0.2522317168,1.117456555,0.4757913351,-0.09136588871
0.2430766427,-2.949564675,0.5255117746,1.225545526,0.4445588291,-0.1313147545
0.5257943909,-2.850020013,1.281059508,1.275432944,0.3540262878,-0.1537779868
0.987867128,-2.503705991,1.963304106,1.286148787,0.246255219,-0.1021133289
1.804473142,-2.010752378,2.587282392,1.168340087,0.1167960316,-0.007909066975
2.590633164,-1.499768018,3.711021926,0.8464325666,0.04278302938,0.1189443842
3.263551714,-0.9217921891,5.153128613,0.3799777925,0.07029853761,0.2746588886
4.058702268,-0.4366197314,5.883195284,-0.06736256927,0.1110721529,0.4567581415
4.825025663,0.222811561,5.754704513,-0.3564617634,0.1230827346,0.6181046963
5.410579526,1.429978443,5.374277794,-0.4741425216,0.1711918414,0.7317841053
5.356135403,2.67325884,4.957932204,-0.4015615284,0.2347990423,0.7980872393
4.44958813,3.051404171,3.518246314,-0.1662309617,0.2703184485,0.799883604
3.216581873,2.639788532,1.697597698,0.09749442339,0.2944837213,0.7613071799
2.280447563,1.993211461,1.070905477,0.2439063787,0.355262965,0.6975300312
1.682516741,1.305294663,1.596374873,0.2684010565,0.4020195603,0.6330695748
0.8972510375,1.075375316,1.577920641,0.3147270679,0.3506099284,0.5391027927
0.1899643535,1.215662907,0.6423059701,0.3187540472,0.1541211009,0.3973800242
-0.3309071941,1.761390079,0.30505496,0.1523251534,-0.0375745371,0.3221662045
-0.1815799715,2.421081484,0.8764461499,-0.1266843826,-0.05038034543,0.3681328893
0.4856590721,2.697797069,1.429434545,-0.3585743606,-0.02554891258,0.5006220341
0.6441384463,2.795374815,1.698456069,-0.4159428477,-0.2422482073,0.4850736558
-0.6586851503,2.189032723,1.436443547,-0.2783060372,-0.6505542994,0.1999508888
-3.27377471,1.202396014,-0.05273088871,-0.1691505164,-0.6451976299,-0.1605138183
-5.334200635,0.5246013817,-1.456304432,-0.1656850725,-0.172937572,-0.4156853259
-5.937675647,-0.08602700911,-2.163563643,-0.1511729807,0.2148378491,-0.5123631358
-5.089862302,-0.1741360852,-2.894844951,-0.01791781932,0.1103063449,-0.5006625056
-3.293783479,0.1732429358,-3.70553005,0.2176009715,-0.3654055893,-0.4608192444
-2.058233676,0.6573281827,-5.082630597,0.5521327853,-0.6553831697,-0.397551626
-1.591128789,1.156300618,-6.33459699,0.8711842299,-0.6266154051,-0.3076246679
-1.609734998,1.232014323,-5.698667569,1.002658367,-0.5986245275,-0.2654624283
-1.82684864,0.9367091877,-3.356954805,0.9834801555,-0.6746327281,-0.282371372
-1.787542173,0.9684078098,-1.277445702,0.8925457001,-0.7623071671,-0.3282586932
-1.810200287,1.192055822,-0.0457131189,0.7962687016,-0.7626523376,-0.3929700553
-1.959388978,1.628012705,0.1369603469,0.7585531473,-0.6875174642,-0.4795364738
-2.163568027,2.103700126,-0.5764835447,0.8046508431,-0.4841933548,-0.5713247061
-2.326318795,2.46614403,-1.708237312,0.9390277267,-0.1699255109,-0.6485537887
-2.146397404,2.741353887,-2.816283748,1.119069695,0.1209151223,-0.7073867321
-1.626406439,2.834672806,-3.349018167,1.303569198,0.3209189177,-0.757583797
-0.9757514505,2.769396909,-3.334224795,1.497571707,0.4269489646,-0.8079974055
-0.6072235508,2.587383222,-3.235190712,1.707291007,0.4559846818,-0.8532489538
-0.6005442192,2.230979183,-2.971597059,1.862114429,0.4486522079,-0.9053595662
-0.5612590875,1.700178947,-2.097851254,1.891839266,0.4425851107,-0.9682876468
-0.5499740157,1.142106673,-0.7493501214,1.832547545,0.4515533149,-1.034306169
-0.6961077029,0.7030863098,0.3550900337,1.698595643,0.4397848547,-1.090175986
-0.784856246,0.3294143252,1.125367135,1.537970304,0.3865346909,-1.119086742
-0.648230684,-0.1367348676,1.539728857,1.400400281,0.2702696919,-1.111236572
-0.3911097339,-0.5920253972,1.476032338,1.291345716,0.08956780285,-1.056326389
0.02757628145,-0.9695756845,1.163898818,1.201313376,-0.1909970939,-0.9630081058
0.441407258,-1.190235036,0.8618260884,1.166901112,-0.4771564007,-0.8714952469
0.5812216791,-1.476109495,0.4233446548,1.153914332,-0.7154947519,-0.7842057943
0.4017164681,-1.795640139,0.1480897989,1.129078746,-0.8796030283,-0.703774333
0.1415238554,-2.094510858,0.253673166,1.071112156,-0.9681813121,-0.6530631185
-0.2072775996,-2.251871165,0.6227122119,0.998085618,-1.032896757,-0.6271132827
-0.4352478585,-2.363300326,0.756552527,0.9475321174,-1.074256778,-0.6260219812
-0.5009861129,-2.35856453,0.6104478466,0.9255221486,-1.083093047,-0.6209638715
-0.4625412314,-2.276159803,0.3659429247,0.9211664796,-1.092207789,-0.6283599734
-0.2739092956,-2.179590941,0.3407347606,0.9346423745,-1.081265926,-0.6360602379
0.03080664167,-2.157656757,0.5159224738,0.9435654283,-1.065497875,-0.6330778003
0.3854749429,-2.057146465,0.931003085,0.9305154085,-1.051279068,-0.6216711998
0.7567442502,-1.919466425,1.402337718,0.8788823485,-1.037334323,-0.5812090635
1.131404223,-1.786781125,1.706932074,0.8319145441,-0.9807190895,-0.5187137127
1.381509449,-1.643867862,1.644147409,0.8165792823,-0.9205019474,-0.4904376864
1.290318335,-1.579201036,1.38861592,0.8365516663,-0.8702417016,-0.4884626865
1.167986087,-1.509606106,1.138762769,0.8967275023,-0.8240766525,-0.5217117071
1.024218837,-1.396505797,0.9883762466,0.9745461345,-0.7701127529,-0.5730198622
0.9637287121,-1.285047994,1.030647701,1.009550929,-0.6920236349,-0.6311609745
0.9733791685,-1.126986845,1.234009588,0.9967413545,-0.5478976369,-0.6596038342
1.092144956,-0.9635855042,1.466682326,0.9152362943,-0.355140835,-0.6442911625
1.336215725,-0.6483195313,1.54012414,0.8237559199,-0.1803202927,-0.6210228205
1.533685485,-0.3207254073,1.410932966,0.7792502642,-0.1295750588,-0.5940781236
1.917121616,0.09267010039,1.130589253,0.7929711342,-0.2455610484,-0.5678622127
2.468267013,0.8635007436,0.9764636905,0.8272847533,-0.4145887494,-0.5317376852
3.162179544,1.757569059,1.015075453,0.8735079169,-0.5409812927,-0.4752062261
3.822134861,2.482074589,1.178548398,0.8820552826,-0.5975686908,-0.4194515049
4.233017801,2.951874706,1.60389124,0.8252026439,-0.5953617096,-0.3595657945
4.457195097,2.934744123,2.343510753,0.6555153131,-0.5319027901,-0.2729969323
4.348896051,2.466463763,3.367137761,0.3806454539,-0.3908393681,-0.2492106557
3.676590079,1.757806375,4.394652132,0.04557031766,-0.2349238992,-0.2645957768
2.852609445,1.101601644,5.217062448,-0.3132754564,-0.06458838284,-0.2757799923
2.342705866,0.9713222359,5.273471149,-0.6336330175,0.151347056,-0.2237676978
2.549979082,1.215678105,3.829510066,-0.8383712769,0.3035544455,-0.1474737227
3.061833795,1.686547312,1.732563505,-0.9307100177,0.2960969508,0.0981246829
4.501628113,3.03194193,0.5017439455,-1.081676602,0.1587718278,0.3973582685
5.555425803,4.321950761,0.84538831,-1.327675581,0.07872340828,0.6930681467
5.789969303,4.609710887,1.59642222,-1.673725128,0.2200858593,0.9184064269
4.969491709,3.893768603,1.764138209,-2.032900095,0.5342813134,1.021049738
3.469946101,2.710098332,1.441558406,-2.326172829,0.8819417953,0.9997811913
2.239085479,1.783123772,0.6801959942,-2.618781567,1.168829322,0.9522881508
1.735590306,0.901122326,0.20048414,-2.939739704,1.294029355,1.007309079
1.69389066,-0.1335626673,0.1849661068,-3.114120245,1.336691737,1.175678492
1.401924022,-0.6336807651,-0.3761416626,-3.129232883,1.446775556,1.432762742
0.9642904376,-0.164864399,-1.831605771,-3.070404053,1.583778262,1.689192891
0.529529778,1.383366329,-3.438448847,-2.949362516,1.542233825,1.905960083
-0.2398988894,3.147912242,-4.552886591,-2.756991863,1.24465251,1.997011662
-1.273166709,4.185269669,-4.963393977,-2.492522001,0.6903650761,2.017614126
-2.178540263,4.297201519,-4.84713608,-2.283159971,0.0018399572,1.979310393
-3.427376249,4.685790503,-3.414256655,-2.233969688,-0.5258076191,1.863780379
-4.727351763,4.701766655,-0.9849591316,-2.355556011,-0.7564549446,1.74367249
-5.163556483,4.237724079,1.434192407,-2.428952217,-0.9189695716,1.597089767
-4.762653378,3.619954,1.833066637,-2.394257307,-1.133271456,1.405910015
-3.978636213,3.144119279,0.9310099531,-2.316447735,-1.387608767,1.166001201
-3.091905692,3.016337533,0.2733902402,-2.114732981,-1.522239804,1.011344552
-1.767839694,2.740363122,-0.9888593539,-1.864241838,-1.501441836,1.022775054
0.02542348733,2.323701891,-1.870556702,-1.632404447,-1.295005798,1.134269714
1.265428224,1.956023593,-2.136002413,-1.471687555,-1.040506959,1.314277887
2.380492576,1.518193902,-2.025033124,-1.381818056,-0.746519208,1.463684201
2.516048463,0.8965607172,-1.714803392,-1.295634508,-0.4124535918,1.500372529
1.709263294,0.4700350943,-1.82476628,-1.155702472,-0.0691421032,1.450880051
0.845458891,0.1274666885,-2.319090305,-0.9944166541,0.2747460306,1.364747763
0.09279752616,-0.1183539922,-2.820936542,-0.836836338,0.6015616059,1.291139722
-0.5121855523,-0.3752466866,-2.969433159,-0.6915020347,0.9337017536,1.201405525
-1.085762854,-0.6201438227,-2.968597,-0.5671960711,1.223832846,1.0891155
-1.848412529,-0.9569389058,-3.009081279,-0.4447413683,1.495423198,0.9768471718
-2.629637725,-1.284148999,-3.251533652,-0.3262640536,1.704312801,0.8380993009
-3.260943578,-1.768501957,-3.579370937,-0.2065656334,1.822882295,0.6871784925
-4.01547892,-2.201681192,-3.789899647,-0.07422355562,1.85661602,0.5216837525
-4.801804069,-2.487289109,-3.926153161,0.07661628723,1.781897306,0.3315265477
-5.458102324,-2.7910476,-3.924645679,0.2253969014,1.599696159,0.1241929531
-5.856527642,-3.133919957,-3.660074705,0.3752785623,1.34295857,-0.07555611432
-6.009645489,-3.395021209,-3.18155586,0.5131565928,1.056818485,-0.2582613528
-5.892408518,-3.607047172,-2.564292562,0.6146951914,0.7953871489,-0.435198307
-5.637625363,-3.708646429,-1.7540441,0.6574345827,0.5948172808,-0.5890367627
-5.125100788,-3.675366675,-0.9524959549,0.6795265675,0.4754581153,-0.6882083416
-4.352029088,-3.464537813,-0.2502536947,0.7132749557,0.4107772708,-0.7351809144
-3.490818501,-3.26971842,0.2490671153,0.8014903069,0.3532247543,-0.7789635062
-2.62821383,-3.170187202,0.5931321894,0.9300357699,0.2811325788,-0.8282334208
-1.618339452,-3.049979691,0.8257701479,1.078353882,0.1708596051,-0.8774225712
-0.507099335,-2.895506922,0.9865943316,1.222393751,0.04880318046,-0.9365611076
0.4381678376,-2.724904272,1.173504558,1.306029558,-0.007886197418,-0.9928323627
1.182750525,-2.329712529,1.713730502,1.270870447,0.005796663463,-0.9691359401
2.024723036,-1.882436379,2.668577696,1.09425652,-0.01342949457,-0.8272994161
3.198894826,-1.561857687,3.833757494,0.7249265313,-0.02903048694,-0.6126456261
4.523883784,-1.149274665,4.646077209,0.2172015607,0.0277515687,-0.3147263229
5.870101994,-0.5307008676,4.475853621,-0.2121001631,0.112198323,0.0868473202
7.262106387,0.2647802327,3.969875983,-0.3690349162,0.1097620577,0.4807392359
7.865404874,1.435622586,3.470051315,-0.2380087972,-0.03311042488,0.7463626266
7.096874324,3.001061054,2.885477695,-0.03972474113,-0.1405247748,0.8384057283
5.489629681,3.733787884,2.851729155,0.1255304068,-0.1457173228,0.7892110944
3.714433195,3.27308702,2.567201143,0.2316547185,-0.1280307323,0.7023390532
2.354985502,2.272228893,1.875187139,0.2426081151,-0.04989940301,0.6024503112
1.254711308,0.937853097,1.690985587,0.1683900803,0.03904698044,0.4178077877
0.1421101309,0.02682137143,1.439013397,0.1907235235,0.08897120506,0.2313156277
-0.4539633727,-0.1139379293,0.4553218015,0.3363030851,0.03047167137,0.05290913582
-0.9853343947,0.5029349088,-1.064865612,0.5157945752,0.03210915253,-0.08790847659
-1.344195471,1.735746519,-2.2188524,0.6400542259,0.2264557332,-0.1642277539
-1.764655218,2.780694548,-2.873004583,0.4961789548,0.5845200419,-0.2345133126
-2.46236042,3.42864057,-1.413233644,-0.04268879816,1.040717959,-0.3374311626
-2.728552565,3.56405208,3.40191243,-0.5326609015,0.9502033591,-0.4385100007
-2.67891672,1.690862837,4.871901395,-0.6388770938,0.2601003349,-0.5572539568
