Accel x,Accel y,Accel z,Gyro x, Gyro y,Gyro z
-0.641648529,0.763777218,0.97321784,0.573491156,0.522724271,-0.157459155
-0.45505789,0.849551129,1.306193657,0.305747747,0.385813028,-0.163587332
-0.63188789,0.76632281,1.17749655,0.039849497,0.161212116,-0.177966014
-0.40437502,0.805749396,0.982900446,-0.189800143,-0.100119442,-0.198857352
-0.374939082,0.947124199,0.616905571,-0.368088394,-0.354113609,-0.25318104
-0.352250865,1.081055115,0.36677638,-0.485912919,-0.52717793,-0.327436656
-0.380142204,1.135792667,0.156864632,-0.535121739,-0.558561385,-0.389878452
-0.319137115,1.130077212,0.016537293,-0.506027937,-0.436172962,-0.430056602
-0.222526022,1.073336503,-0.106014151,-0.377073437,-0.173793301,-0.432074457
-0.145039755,0.986309377,-0.201304663,-0.186171129,0.151368663,-0.389532596
-0.076098028,0.865942292,-0.194689044,0.06681744,0.399459422,-0.322263539
-0.031023207,0.762905111,-0.029780221,0.267138958,0.396990448,-0.238654077
0.106340022,1.043010923,0.793625828,0.133756116,0.808098078,-0.253312111
0.403523079,0.554552283,0.618756168,0.039687395,0.575700462,-0.224663377
0.395954251,0.381375399,0.711976888,-0.058418132,0.049014539,-0.152336985
1.05082335,0.728319535,0.750623722,-0.188689053,-0.429071963,-0.11561764
1.102899575,0.676004242,0.596661825,-0.342992365,-0.791937768,-0.110518754
0.851912743,0.627031244,0.619700171,-0.428740174,-0.969838798,-0.157411516
0.438879347,0.542791118,0.455756394,-0.406556845,-0.832343817,-0.232385352
-0.044608373,0.422589452,0.470438999,-0.336615592,-0.35375154,-0.306441396
-0.508689673,0.302715703,0.680858696,-0.26106596,0.230081037,-0.374685705
-0.722224287,0.066110595,0.86113343,-0.132554382,0.654790878,-0.378333211
-0.493379437,-0.222391874,0.49293257,0.024936445,0.752258837,-0.324692369
0.110786772,-0.347003758,-0.017480127,0.150355443,0.620701969,-0.263444126
0.521596793,-0.201563021,-0.280840556,0.233397603,0.339428484,-0.215817228
0.818300981,0.087611648,-0.263069337,0.265512526,-0.004205332,-0.168530732
0.944418885,0.175586869,0.085953359,0.253761858,-0.276764423,-0.105322734
0.964051222,0.079581486,0.522480736,0.21130529,-0.371038288,0.002760694
0.971654829,0.071479428,0.866589357,0.192677274,-0.360603243,0.093268484
0.567080487,-0.254181682,1.052653196,0.196244478,-0.236404523,0.17864427
0.437908456,-0.30757308,1.245043315,0.194158688,-0.077893175,0.27340886
0.340239232,-0.391827234,1.211045769,0.191653833,0.079332352,0.375976086
0.399316713,-0.42575873,1.144273495,0.211508498,0.184006572,0.483162999
0.484971236,-0.439215593,0.871471869,0.220301881,0.154684424,0.572794139
0.507690141,-0.354563379,0.667753131,0.199469313,0.022003334,0.630728006
0.327304493,-0.161118198,0.514244238,0.143765703,-0.145138606,0.635907233
0.094104225,-0.022674773,0.42357671,0.063203752,-0.242117077,0.590983689
-0.068867638,-0.027236382,0.42250119,-0.005514061,-0.12852788,0.434954733
-0.30730873,0.295605579,0.533077534,-0.115609407,0.036672525,0.416329622
0.30129137,0.896829597,0.739834616,-0.203293696,0.338980079,0.499124199
0.23160014,0.23711072,0.368220149,-0.250948042,0.607922077,0.641104817
0.180800365,-0.373593074,0.079591423,-0.239100888,0.815288126,0.794515252
0.378277286,-0.474029132,-0.134354694,-0.221790344,0.821358263,0.958828807
0.651174921,-0.372937241,-0.512037668,-0.169969812,0.75753969,1.084375978
0.907847543,0.052409402,-0.721670599,-0.096953392,0.6882056,1.212951541
1.063518727,0.238741244,-0.678240622,-0.02100314,0.686063051,1.368334413
1.175439179,0.20887539,-0.531032292,0.02009636,0.710595787,1.585243225
1.213854396,-0.026598669,-0.29750586,0.009955005,0.750841916,1.861062407
1.232608927,-0.396131361,-0.026672903,-0.065216444,0.793110013,2.165133953
1.021325453,-0.748977416,0.14785072,-0.180886343,0.84579742,2.466461658
0.72125705,-0.923420083,0.223385562,-0.320547312,0.884174883,2.741899252
0.456054938,-0.957398632,0.251195359,-0.466019481,0.878830075,2.975857258
-0.000821984,-1.003891211,0.073220719,-0.61553067,0.856609464,3.107386351
-0.584410538,-0.997171547,-0.468904629,-0.73971504,0.762442052,3.074506521
-1.260948448,-0.934645533,-1.27862176,-0.845052063,0.610808313,2.848089695
-2.002004569,-0.78580434,-1.866788728,-0.908477724,0.470848709,2.417191982
-2.549949271,-0.45789399,-2.013387987,-0.898050666,0.357262224,1.816711783
-3.009332915,-0.063092416,-1.967961868,-0.818500698,0.289258271,1.137933254
-3.08360402,0.289601955,-1.725469455,-0.696076274,0.294869006,0.501239121
-2.745966641,0.446078465,-1.253263447,-0.549992919,0.254140943,0.000975884
-2.275508791,0.322809228,-0.93265319,-0.389356077,0.161217123,-0.323570251
-1.417793792,0.114505792,-0.457315313,-0.251721025,0.174823061,-0.436940223
0.003092851,0.107064536,-0.007043489,-0.205942079,0.334787428,-0.340444297
1.601282811,0.540526973,0.247567232,-0.206331983,0.411691397,-0.196614966
1.942728058,0.554083497,0.203996386,-0.267892838,0.427064508,-0.051695067
1.894230277,0.312360315,0.033715223,-0.369665325,0.450906813,0.063306257
2.018085497,0.310234408,-0.122339262,-0.473098785,0.446281433,0.085412093
2.054286691,0.519760079,-0.169335991,-0.525564969,0.433760822,-0.003182805
1.787686258,0.782912126,-0.321017084,-0.496504575,0.409372121,-0.157951877
1.674419359,1.011995023,-0.49898471,-0.364745736,0.335407883,-0.290370375
1.920960463,0.955095908,-0.53380351,-0.195287988,0.226714432,-0.326459646
2.197827294,0.604507862,-0.301315773,-0.056873813,0.107499115,-0.255346477
2.377494125,0.285464709,-0.151540223,0.023663372,0.050682433,-0.118035749
2.545723762,0.158703538,0.057366732,0.076936342,0.064789861,0.003977452
2.379269172,0.033193537,0.323971842,0.126733452,0.02351113,0.069354065
2.007543645,-0.00042524,0.719794283,0.160127044,-0.057062451,0.089004368
1.78592144,0.103016138,1.050335567,0.163045332,-0.103626758,0.105399586
1.756060262,-0.002690262,1.237303661,0.013145218,0.139979824,0.255737036
2.736976987,0.670306907,1.537759018,-0.22039935,0.372207224,0.486894637
2.795950861,0.714565151,2.165724328,-0.408642024,0.656059802,0.710450351
2.494493341,0.443658544,2.088362856,-0.546805203,0.681469798,0.963967323
2.82094531,-0.051070262,1.638003938,-0.629213095,0.597661614,1.201991439
2.434863049,-0.505477579,1.158892972,-0.635596156,0.433658838,1.094075322
-0.410222138,-1.612729796,1.06609077,-0.478412509,0.141586989,0.548821807
-3.600629122,-3.512283022,0.671732556,-0.243690819,-0.174959004,-0.013358468
-3.662310209,-3.949375339,0.631738399,-0.145637423,-0.133808047,-0.003714258
0.095346042,-1.048119644,0.881466608,-0.193245143,-0.020814376,0.20273
1.073874263,0.191136612,0.889297448,-0.262076914,0.069415085,0.348360389
0.267603181,-0.846601339,0.323827465,-0.303791076,0.15236643,0.473483682
0.309083777,-1.188437339,-0.168669052,-0.307696372,0.156098396,0.545508504
0.49670449,-0.788326845,-0.156546652,-0.284102648,0.118912421,0.531190813
0.255274884,-0.465784451,-0.148078099,-0.237944186,0.100985028,0.45235312
-0.031583471,-0.361280121,-0.317742008,-0.178955674,0.087665759,0.357470036
-0.270547126,-0.357010773,-0.471308767,-0.099760666,0.094309665,0.27613759
-0.307804843,-0.345381417,-0.508094484,-0.00491671,0.140069962,0.222873852
-0.201106948,-0.281406373,-0.468969511,0.108983248,0.196074799,0.186805055
-0.166671595,-0.351497562,-0.434054849,0.22731255,0.186287418,0.155367509
-0.241758838,-0.51365504,-0.270358325,0.317766637,0.137251899,0.114894569
-0.381716321,-0.668546911,-0.136724931,0.353944629,0.049435489,0.073459782
-0.275806946,-0.61136255,-0.100778004,0.328929812,0.029030401,0.009671078
-0.26592385,-0.453396679,-0.0991618,0.316640645,0.179687291,-0.048737638
-0.544196601,-0.438006802,0.143507723,0.341973782,0.228416279,-0.125449881
-0.932078751,-0.550353955,-0.034720016,0.424126446,0.199101523,-0.224433184
-1.071017267,-0.535801406,-0.527743187,0.516867459,0.114824593,-0.28389284
-0.543169158,-0.352455301,-0.56213061,0.5565539,0.102465659,-0.273119032
0.279548324,0.05484072,-0.350419119,0.525569737,0.141707599,-0.328159869
0.055557052,0.121071434,0.024079379,0.495363981,0.097046122,-0.48947075
-1.048135426,-0.465143231,0.021812603,0.459264785,-0.020866543,-0.646275043
-1.518391178,-0.801230458,-0.0442448,0.376440465,-0.097493142,-0.710990965
-1.074185229,-0.572799011,-0.003280337,0.223840415,-0.12947008,-0.739391327
-0.884933846,-0.420862483,0.300582783,0.038653255,-0.072079755,-0.791971445
-1.245131724,-0.61073302,0.42471419,-0.138605922,0.094907731,-0.855607033
-1.366916714,-0.852940187,0.097708095,-0.29002741,0.232950285,-0.815519512
-0.980588661,-0.977113094,-0.412638552,-0.413681805,0.389832944,-0.632296443
-0.241814514,-0.78957626,-1.139437161,-0.490351558,0.5439291,-0.377654314
0.325308497,-0.218132171,-2.153396177,-0.512393713,0.648034871,-0.169717222
0.68433061,0.600101152,-3.020267859,-0.444153398,0.616577864,-0.121037565
0.560257363,1.35805244,-3.589661153,-0.287702531,0.504934132,-0.249026433
0.497021593,2.091442118,-3.698600251,-0.047801271,0.299682766,-0.519320488
0.332141339,2.413043431,-3.214197024,0.246233985,0.02575594,-0.832889736
0.093717856,2.235357837,-2.424108138,0.555415511,-0.271064013,-1.083576798
-0.142520465,1.831760085,-1.607244058,0.817794263,-0.398138762,-1.14850843
0.142560505,1.397971777,-0.843359873,0.920972049,-0.287517726,-1.07548511
0.358974036,0.93602822,0.033712885,0.872592628,-0.039855186,-0.896764636
0.522860164,0.763621443,1.016335682,0.727158785,0.196034297,-0.690923035
0.598256547,0.696910252,1.657930874,0.52559489,0.367789179,-0.53951931
0.509968607,0.626485301,2.01241242,0.281372935,0.459584624,-0.439978331
0.521822565,0.722297791,2.212014955,0.025664946,0.464710385,-0.397204846
0.745599171,1.058922778,2.279969132,-0.235176489,0.442346752,-0.446905822
0.895077931,1.657094131,2.349849893,-0.494570076,0.485891044,-0.542850435
0.994711587,2.353680265,2.299872102,-0.746328831,0.531200767,-0.689550102
0.749067578,2.870590507,2.561885793,-0.970230579,0.551617324,-0.850014389
0.471849596,3.333099882,3.055738985,-1.142646551,0.734889925,-1.0277493
0.258663357,3.719133628,3.34920989,-1.231742263,1.112000585,-1.215689301
0.177994806,4.244878919,3.690762397,-1.211978078,1.638109088,-1.448502898
0.306303645,5.088257789,4.103385751,-1.05845499,2.302320242,-1.705740094
0.259041835,5.784776995,4.195921412,-0.737730503,3.01747179,-1.882717252
0.387477588,6.295997502,4.189994944,-0.252227604,3.84846735,-1.946885943
0.95581224,6.843124019,4.273242552,0.353835136,4.755533695,-2.034256697
0.678468001,7.639665442,4.542836322,0.996389091,5.645409584,-2.053626537
1.075411264,8.835388554,5.078682736,1.609161735,6.540854454,-2.086900949
0.873766702,9.873546192,5.671088657,2.210687399,7.521109581,-2.187929153
-0.366959627,10.69390513,6.150743812,2.765252113,8.431544304,-2.360663652
-1.792357757,11.7344897,6.861006297,3.238377094,9.179847717,-2.621121883
-2.984960983,12.96098964,7.573204134,3.623210192,9.727305412,-2.984565496
-4.090090801,14.05821088,7.887229167,3.956918001,10.05491352,-3.431975842
-4.941308401,14.8654321,7.822907794,4.208627701,10.11688614,-3.934664965
-5.550757812,15.48432271,7.493329218,4.3624897,10.01382828,-4.483372688
-6.077437753,15.81428415,6.838804403,4.438609123,9.740184784,-5.001095295
-6.298675781,15.86293157,6.080949561,4.462499142,9.317064285,-5.486979961
-6.005078035,15.79510131,5.16153696,4.481667519,8.717750549,-5.860864162
-4.574948201,15.25934024,3.946971785,4.504338264,7.900183201,-6.023911476
-2.412414193,14.02102477,2.541864164,4.429495335,6.748797417,-5.969073772
0.161488201,12.48306584,1.174401507,4.157207966,5.182516098,-5.754653931
2.797895858,10.76003443,0.199590625,3.606500387,3.272560835,-5.520998478
4.931534611,8.685939167,-0.456349172,2.752359867,1.238710999,-5.336090088
6.99782709,6.576620032,-0.632389702,1.654018879,-0.61859566,-5.190268517
9.336544763,4.505625951,-0.353707128,0.520682812,-1.859333396,-5.222899437
10.8035591,2.403000176,-0.130896663,-0.306592196,-2.165831327,-5.254209042
12.11840134,-0.020768647,-0.964194576,-0.463446081,-1.510982513,-4.964005947
15.34292102,-2.102259864,-3.57314724,0.172526896,-0.327760249,-4.274811268
19.37714147,-3.734344057,-7.080694758,1.445122004,0.761031985,-3.289334536
23.41458146,-5.454610975,-10.42500402,2.893147707,1.20862031,-2.225370646
26.83140416,-7.502796719,-11.8591238,3.867716551,0.860356927,-1.240010619
28.3059261,-9.636669865,-9.938818583,4.079471588,-0.106645338,-0.381937116
27.8720846,-11.52923367,-5.835001454,3.631989956,-1.258171916,0.235068038
25.55981888,-13.13607733,-1.868973671,2.842617273,-2.110817432,0.812997401
23.65212882,-13.83326114,0.625621962,2.097698689,-2.52447176,1.514914155
22.39907521,-13.73529527,1.71987032,1.464137793,-2.858241558,2.274145365
20.13041716,-13.7750942,4.146374998,-4.422884464,-5.513323784,1.563953042
7.788420418,-14.08684076,37.03897539,-9.295351028,-5.738137245,0.470773399
-1.426378372,-9.814253461,38.26790227,-8.134912491,-4.707752705,1.086914182
10.74844102,-9.217141554,1.738796408,-6.186477184,-3.412941456,1.985455155
8.311691428,-3.85129958,3.11957579,-5.106948853,-1.031057119,1.866281748
-1.155543662,0.606454028,9.783613992,-3.386864662,0.578785419,1.745214462
-1.741203616,-1.645142411,4.292081108,-1.736938596,1.357717395,1.888912201
-0.546675266,-0.605571692,3.017149434,-0.274402708,1.645050645,2.039864063
-1.770643061,0.714944213,3.242442291,0.910114408,1.776134729,2.45680666
0.190445415,0.246972773,2.211316451,1.730918765,1.955307126,3.041113615
2.861559644,0.002031506,0.263519419,2.398963928,1.801900506,3.818183184
5.399567718,-0.336440424,-1.084383309,2.603244305,2.131501675,3.736382246
1.612425845,0.722134344,-0.480654651,2.666663885,2.427858114,2.670014858
-5.377337766,2.550274265,-0.671375997,2.766673326,2.26040864,2.243670225
-4.280805096,2.06592686,-1.169502045,2.998078823,2.199359179,2.445219994
-0.01742109,0.05137246,-2.916619268,3.602688313,1.569149613,3.47826004
5.246298479,-2.519890233,-4.652611871,3.368690968,1.432249308,3.517958641
2.004882025,-1.141988015,-0.621544337,2.878361464,1.462055206,2.398723841
-6.904297158,0.836491741,0.667373191,2.638379574,0.785459638,1.79809463
-5.984730243,1.593075832,-1.303617085,2.510140657,0.410205573,1.779287696
-2.50282687,2.455318977,-2.70364638,2.410166502,0.241680577,1.682634711
-2.964047374,3.159744718,-1.517526378,2.331498146,0.094752908,1.474811673
-4.320631495,3.680707159,-0.0761293,2.23783493,-0.02146877,1.245251656
-5.275601731,4.035267031,0.347530997,2.192629099,0.009006847,1.157968402
-4.035380721,3.880321384,-0.399436687,2.181520462,0.149416983,1.18663013
-2.291902731,3.898212138,-0.723039622,2.108846188,0.224700019,1.105241895
-1.689613129,2.912764054,0.050804305,1.938344717,0.26864779,0.882692635
-1.6762305,1.695954461,0.749185213,1.689835072,0.437964112,0.455025166
-2.321971121,0.012523528,1.274060151,1.455246449,0.482337922,-0.004432352
-2.638789,-1.462604701,1.081144254,1.127494931,0.406680197,-0.324762166
-1.817486645,-1.261388009,0.853896245,0.750029922,0.415317684,-0.821523845
-2.806743766,-2.206803066,0.899495017,0.306576073,0.506725669,-1.381173015
-4.478284063,-3.091928489,1.399724174,-0.164717302,1.013963699,-1.934715033
-6.73784812,-2.811459688,1.766351647,-0.499183416,1.965649366,-2.774014711
-9.372260804,-4.026991078,0.146776954,-0.834278345,2.038628101,-3.498784781
-8.828000198,-4.327030256,-0.316092195,-0.94372654,2.054662943,-4.052102566
-6.080380821,-1.409813899,-3.99824663,-0.396451443,1.203838706,-4.399666309
-2.075052708,1.082252873,-8.116591465,0.147213981,0.299075782,-4.847353935
0.681397041,0.758728848,-6.550962443,0.111382514,-0.694628358,-4.903039455
4.798554712,-0.009910569,-1.120483016,-0.309629947,-1.719071984,-4.631027222
7.422567583,-0.305657018,3.576687105,-0.619764507,-2.25082612,-4.432377338
6.876652195,1.937026486,5.685926161,-0.501138508,-2.204130173,-4.552480698
4.015260308,3.55235229,5.938676933,0.326025277,-1.342274904,-5.070066929
1.140388178,5.466908147,1.092784716,1.783643603,-0.231878966,-5.43358469
1.924458827,7.67396694,-5.02916438,3.32032156,0.440519661,-5.2695961
4.980056942,7.144636777,-5.996335341,4.357914448,0.805309296,-4.735777855
7.116088728,6.229335119,-3.081274408,4.616233826,0.015298859,-4.523263931
6.031158233,3.500370173,1.255700319,4.20565033,-1.395968318,-4.543916702
5.39383122,-0.711089584,4.095790474,3.174706936,-2.057555914,-3.845286369
9.382558911,-2.5427012,4.525187268,2.781108856,-1.672706008,-2.632467985
13.75941849,-3.284082461,-1.906247463,2.757455826,-1.370329142,-1.887346506
12.33329964,-8.408672962,-2.035127525,2.432219505,-1.437599301,-1.474680662
10.03368765,-8.554976453,3.471101993,1.911859035,-0.658871472,-0.557216227
5.501857879,-0.738520611,0.979928225,1.13942647,1.742930412,0.196056217
5.639609815,5.468610859,-0.360978507,0.936335862,2.701879978,-0.159437642
2.128976606,7.023427395,-2.848545849,0.804953635,2.773901224,-0.464216202
-1.096140456,7.365530521,-4.141815143,0.551070452,1.806711197,-0.550041437
-2.568250067,7.007806047,-4.177171703,0.333178043,0.932968557,-0.81470269
-5.903973868,5.889132857,-2.800085477,0.277760893,0.555221975,-1.28331697
-8.713442091,3.606258652,-0.476699228,0.653260171,0.470627159,-1.587431073
-11.30248828,0.827596487,1.710263118,1.468497992,0.50200963,-1.374285221
-12.12438918,-0.819284585,3.430068557,2.228523493,0.701227129,-0.83123821
-12.01709201,-1.661447942,3.783964997,2.454738617,0.705415189,-0.446864784
-10.94271739,-2.067221284,3.177715844,2.224864721,0.932628334,-0.29902792
-9.597101241,-3.26843481,2.357809327,1.595281243,0.418944091,-0.269353896
-8.349602933,-4.514464214,2.695341493,0.883904874,-0.960423648,-0.342802018
-7.972443107,-5.627086434,2.747748556,0.515646756,-2.158913374,-0.494576067
-8.508722651,-5.361629909,2.005748871,0.522589326,-2.228488922,-0.669086933
-8.788246279,-4.381042417,0.697758539,0.786618471,-1.575249672,-0.67291826
-7.741772064,-2.956084433,-0.796893744,1.342335701,-0.462977499,-0.561007679
-5.807265891,-1.8419559,-3.195868171,1.938275695,0.593027711,-0.927220523
-4.699784541,-0.608303163,-4.840811553,1.74419415,0.420200288,-2.316439867
-3.997421869,0.366801514,-3.162354609,1.055360436,-0.135300443,-4.341702461
-1.688449346,0.414108624,-1.086031004,0.094206385,-0.391230762,-5.668293476
6.519337471,-1.205828326,1.05086982,-0.963474691,-0.394448578,-5.524210453
16.18344713,-4.192939181,2.62840906,-1.435106754,-0.366036892,-4.728322506
17.10610792,-2.581290166,-0.351180459,-1.456297994,-0.04960303,-3.581887245
15.23877793,0.869320244,-2.620292389,-1.267693996,0.223632768,-2.275869608
12.77651921,2.462358082,-2.913411412,-0.965380192,0.29773134,-1.057389975
7.781988924,5.11740848,-1.006620344,-0.629779577,0.220360368,0.039426956
2.390995558,7.146850946,1.873404931,-0.284000516,0.133457139,0.564966977
-2.493756259,7.799889322,3.972283337,0.042334981,0.063985929,0.426206946
-5.949301203,7.220415948,4.637047222,0.227381468,0.11969889,0.070734292
-6.516311986,4.727618304,3.433437741,0.37845996,0.477630109,0.036993369
-3.399099418,0.000299275,0.697843295,0.587568521,1.088552475,0.17164427
-0.105288174,-1.709199289,-0.882963569,0.67720598,1.309181809,0.24701944
1.863182813,-1.723093374,-0.37480055,0.650403202,1.147956967,0.202205926
