Acceleration x,Acceleration y,Acceleration z,Gyro x,Gyro y,Gyro z
3.070107118,2.022272428,-1.682278256,1.594957232,-0.1102181971,-1.809721708
2.329511454,1.975135706,0.07649374935,1.163657665,-0.2139400095,-1.741176963
2.545654204,-0.288318363,1.678148609,0.5184669495,-0.8819079399,-1.499650836
6.142106917,-1.809135873,3.891532514,0.2209323645,-2.058932781,-1.054708958
2.686015446,-1.445410697,3.137576726,-0.4233925343,-1.310526848,-0.2090419084
-6.347212725,-4.048168306,-1.560803648,-0.9821841121,1.628744006,-0.476344794
-12.49256082,1.135220712,-4.835628013,-1.218819022,2.763785124,-1.389793277
-4.238084729,2.868448235,-4.370002552,-1.172699928,1.441051483,-1.561167479
4.366510618,-2.547004158,-3.206097012,-0.5416756272,0.4964130223,-1.151319504
6.563642477,-1.585268811,-3.019954555,0.2648409307,0.3278193474,-0.3864815533
7.19418319,2.25083393,-2.597552734,0.948335886,-0.3402356505,0.2804126143
7.34403999,2.090090995,-0.5261284452,1.313487291,-1.044492126,0.765914917
7.350347565,-0.2004001881,3.018687604,1.080293775,-1.581072688,1.136374474
5.685025412,-0.9333210066,7.776324907,0.3133699894,-1.534679651,1.451444745
1.002786465,-1.830515784,11.03177749,-0.7506172061,-0.5820253491,1.717730284
-4.682829315,-3.610999417,10.48422193,-1.582517028,0.410856545,1.212869048
-2.380238601,-2.370349514,0.9880679113,-1.141116977,-0.1540867537,1.166687727
-9.209678963,-2.563801563,1.930408091,-1.515546203,0.2488389462,-0.2201003581
-1.058811719,-2.635275439,-6.502206888,-0.5589100122,-0.6201201677,0.2616583109
4.706259875,3.583378711,-1.794085895,-0.1606527269,-0.9125827551,0.7339488864
5.978109364,0.420549325,-4.185912351,0.0281661991,-1.149631858,1.645040989
6.892456498,0.6652348642,-1.066957324,0.1908993572,-0.6308405399,2.442982674
-1.738203849,-1.568679496,3.980957641,-1.132218003,0.9122029543,1.479219556
2.843154219,0.05708016996,2.133772608,-0.943325758,0.1169202477,1.761742353
6.501054211,3.515461652,2.103209712,-0.4370812178,-0.1473670751,2.485421181
-1.090802017,-1.961759653,0.9435697211,-1.684046149,3.868023872,3.052688599
-9.926785615,-0.9387912547,7.064269693,-3.779576778,4.917119026,1.455334187
-2.485411625,-1.146540856,2.685964592,-3.146288872,3.420572996,0.5215459466
1.474080035,1.701254029,-5.991062954,-0.7442752123,1.3834095,0.5451914072
2.308447038,4.690098137,-8.120814051,0.1797282845,0.2327926904,0.5867615938
1.310141518,2.237038483,-2.144308323,0.1810145825,0.1962109804,0.5479388237
1.588489089,-1.31391753,1.983704797,0.07197961956,0.2156236321,0.6346032619
1.368341194,-0.9941979385,3.100468061,-0.1197634488,0.3779939115,0.6950474381
0.555756983,-0.4033231726,2.27089326,-0.3384328485,0.7561834455,0.6544072032
-0.3816717512,-0.3061703739,0.3652458093,-0.442928642,1.132843137,0.5649809241
-0.2681424026,0.2521810095,-0.4054071393,-0.4973575175,1.467364907,0.5668520331
0.8511778532,0.5216225121,0.1489013984,-0.6043689251,1.511483312,0.6183844805
2.39981307,-0.4281716365,0.9386284653,-0.5350013375,1.006914973,0.6820349693
3.527106205,-1.124920268,0.5855719833,-0.2537949979,0.2655489445,0.7297364473
2.885800936,-0.5082362301,-0.9137932993,0.02661311254,-0.3158401549,0.6881791949
2.002996941,-0.5034548411,-0.9142036336,0.1447591931,-0.4991181195,0.6338917017
1.488940919,-0.7143576454,-0.01435761118,0.09964700043,-0.341994226,0.5742288828
0.8253951771,-0.668477061,0.2158522434,0.05030421913,-0.1109822989,0.4826648831
0.8101911782,-0.8684861308,0.4092611844,0.05132368952,0.04688590392,0.4368786514
0.7522767494,-0.8896700809,0.766231625,0.09137204289,0.1539188772,0.3850085139
-0.05587561648,-0.5662254778,0.4628735321,0.1806742102,0.1712070704,0.3320216835
-0.22015374,-0.42223494,-0.009958207174,0.3172911704,0.1136961058,0.294560045
0.2967231849,-0.4824345571,0.02894201685,0.3890224993,0.06235514209,0.2994503081
0.5022247148,-0.4582496717,0.2933320812,0.3740371764,0.07883798331,0.2899779975
0.247204244,-0.3271694689,-0.004645779979,0.3703611791,0.1012865528,0.2148745358
0.1852034227,-0.1412774794,0.005893149692,0.3905207813,0.05157411844,0.1550969481
0.07771510784,-0.2775403456,-0.1345171915,0.4295221865,-0.1553456336,0.1324935108
-0.1460673441,-0.4361129509,-0.6062889003,0.4864842594,-0.446904242,0.1247290596
-0.1324620126,-0.5718935865,-1.19419751,0.5469510555,-0.7934355736,0.151093483
0.2442500704,-0.6879270268,-1.259149874,0.5879746675,-1.115260959,0.2036730647
0.3357072879,-0.5811360466,-1.280935298,0.6317961216,-1.407847643,0.2444727719
0.3591939619,-0.3768424313,-1.228337388,0.7042357326,-1.662603498,0.2793362141
0.6967933471,-0.2434709027,-1.141630872,0.8443847895,-1.928521872,0.3279911578
0.7742372368,-0.2003831639,-1.332883804,1.0356251,-2.211547375,0.3429562449
0.175999541,-0.1846083794,-1.191138999,1.193782091,-2.44118619,0.3168386817
0.1216132863,0.1475353708,-0.5554629685,1.384655118,-2.875452757,0.4866405129
0.5802250693,-1.223513328,-1.548036374,1.582056761,-3.516628504,1.090939641
0.983607717,-5.71349572,-2.936946309,1.694336414,-4.087777138,1.274527311
-1.963653942,0.2574897835,-0.6808223094,1.495244384,-3.949692488,0.9227199554
-1.952743257,1.756244241,2.210328755,1.256331682,-3.463566065,0.7179061174
0.4865314711,1.051607194,1.746476734,1.106807351,-3.071936846,0.6536771059
1.092622803,0.4750824408,0.4801927696,1.024583578,-2.863111496,0.6435006261
1.047520509,0.214265851,0.05674889218,1.001685977,-2.795532942,0.5522475839
0.6940431716,0.03762099786,-0.06166121414,0.9656682611,-2.577672243,0.3911164701
1.205585165,0.6868450768,0.2176999171,0.8916814923,-2.181753635,0.2580283284
2.600832486,1.033215213,0.6605360388,0.7982335687,-1.548406959,0.2309037596
3.861416485,1.481472191,1.400894387,0.6231276989,-0.6782273054,0.2819654047
4.383951582,1.606053387,1.553536433,0.5369970202,0.01511364616,0.3465768695
3.275620338,0.8324033023,0.9815542916,0.4218023717,0.2710523903,0.3840032816
1.983214383,0.3042980041,0.5087374576,0.2829155922,0.3853949308,0.3515255153
2.030556564,0.2195283016,0.5374918064,0.09307702631,0.7218077183,0.4069439173
3.056590633,0.153503047,1.336422792,-0.1736614555,1.233401537,0.6691871881
4.746303716,-0.1354112177,2.132534591,-0.3813763857,1.648581982,1.143648386
6.60659899,-0.2204921782,1.413682557,-0.4116322994,1.584054112,1.760657072
6.759358525,0.660906918,-1.013839043,-0.3240135312,0.9701980948,2.320936203
5.587690827,1.84751938,-2.826065721,-0.1566674113,0.3059037328,2.849256992
4.41582673,2.154629518,-3.04930866,-0.04690603167,0.03813192993,3.182338715
2.641170926,1.582911288,-0.8552707485,-0.07402606308,0.4356580079,3.42865777
2.050221049,1.299495621,0.7931821758,-0.118959941,1.383089662,3.579005957
0.5557464616,1.341404087,0.2987865472,-0.2086054087,2.000755548,3.305881023
-4.868467622,0.2511994511,-0.7439817993,-0.2494165897,1.768507123,2.431694984
-4.374483496,-1.391179049,-2.237615845,0.1290412396,2.129524231,2.153898239
-1.914522539,-0.3292962518,-1.498750219,0.343785435,2.387900114,1.856473923
-4.349441994,-1.495167246,0.1952669899,0.3453391194,1.71549809,0.7564072609
-11.31686752,-3.192398449,0.18195465,0.5898882747,0.6963931918,-0.2699202001
-10.85048451,-2.368726443,0.1171516307,1.053172827,0.7392197847,-0.3747038543
-6.297786724,0.6529039365,0.6259050166,1.237109423,1.594551086,0.2829008102
-2.063803585,-0.1607096174,0.5221710858,0.710970819,1.280225635,1.232069492
-1.678980091,-1.802060528,0.8046915579,0.2998102605,0.4149154127,1.839372516
-1.496149828,-3.314528453,0.412531146,0.5066142678,-0.634062171,2.334171295
-0.7583920174,-3.149526691,-0.2533865859,0.577534318,-1.198848724,2.973717451
-0.01878711806,-2.342809327,0.4131495701,0.1864310056,-1.133817315,3.638852358
-0.6464227578,-1.572436948,-0.3900219386,-0.1750974059,-0.96953547,4.128603458
-1.828006285,0.02156067442,-4.191144699,0.5081741214,-1.816153884,4.006824017
-0.7811047845,2.334157818,-3.548979598,-0.2020971179,-1.883056283,4.281906128
2.131016588,0.2517863111,4.061023112,-0.6367607117,-1.836781502,4.484912872
2.312147062,-2.271716852,1.8729737,-1.099126697,-2.046789885,4.518623829
1.336015964,-7.052054354,2.259860556,-0.7949236631,-2.194287062,3.751695871
-0.8222107019,-9.319902256,-5.089275442,-0.4270769656,-2.607897282,2.726186752
-0.3048696665,-7.998214092,-0.4225988048,-1.016370058,-2.557432413,2.09518981
2.356398876,-5.586726366,1.436638485,-0.8621303439,-1.928157806,1.774066806
6.418970386,1.072793482,-3.687287999,-0.9533494711,-0.774005115,2.374196053
6.401835127,11.13554181,3.378834629,-1.434301972,0.3643509746,2.672879457
-1.770165214,9.353548505,6.085499479,-1.082000136,0.8067635298,1.986798525
-3.795515149,7.909414696,-1.116094353,-0.5120462775,0.9322826862,1.643918395
-2.130426221,9.482610938,0.4390349759,-0.2735809982,1.021734953,1.115361333
-3.134398972,9.179685391,-0.075302786,-0.06156099588,0.9831727743,0.3687465191
-2.415729017,6.418275974,0.8032067993,0.05522847176,1.276025057,-0.1809474975
-1.822304567,3.769721367,0.9359318467,0.01642516814,1.697637677,-0.7767256498
-1.315533148,2.966668955,0.4467969151,-0.02346818708,2.096133947,-1.550790429
-2.059583629,2.701170929,-0.03030095717,-0.1820796132,2.329838037,-2.350960016
-0.8362845277,2.318207969,0.8339904254,-0.3241571188,2.103343248,-2.718922377
0.5702189313,2.017120744,0.3262285348,-0.1751807183,2.034671068,-2.830957413
1.569976111,1.259636489,0.9771019884,-0.3720879257,0.9579050541,-1.557257652
6.973621454,-6.179658941,-0.4310352093,-0.8295663595,-1.007098198,0.3067560792
1.946181998,-2.797600674,-2.601692902,-0.2248400003,-1.157279968,0.4575610161
-1.277435473,-0.3232832751,-1.110712002,0.651563108,-0.9624653459,0.177637428
0.1349146664,-1.380356041,-1.644557013,0.7810190916,-1.146384835,0.1758493781
0.5106760245,-1.687421172,1.097833889,0.4406120479,-1.354553938,0.2464439124
-0.02269143202,-1.060601525,1.364793146,0.07995373011,-1.487017155,0.3215269446
-0.6519470742,-0.8753601083,1.318824006,-0.07418194413,-1.547322154,0.4016188681
-1.324537123,-0.667577774,0.8502654875,0.008222116157,-1.457443953,0.3997173607
-1.43070325,-0.8342945229,0.3527952738,0.1569003761,-1.277772546,0.2535333633
-1.205100304,-1.126349132,-0.02753857979,0.172205016,-1.153047919,0.06608758122
-0.8224307744,-1.514559345,-0.08517769881,0.2875240445,-0.9324679971,-0.2439431697
-0.8050204976,-1.601994467,-0.8032441356,0.4213614464,-0.7461884022,-0.5423746109
-0.6233125159,-1.831284284,-0.9454535621,0.5706747174,-0.4338389039,-0.7861821651
-0.4020212962,-3.051059303,-1.817278555,0.3690243959,-0.4694943726,-0.9068741798
1.138524138,-6.414812682,-1.950230397,-0.6023736,-0.7586022019,-0.1420503557
-1.94684017,-1.721906794,-1.607217754,-0.5242010355,-0.8474109173,-0.0917475149
0.2368804184,-2.033047796,-0.6552595597,-0.327924788,-1.181622267,-0.08258930594
-1.654948058,-2.054068373,-0.7714590043,0.04264659807,-1.512959123,0.0984499827
-0.7722142066,-0.8885814089,-0.05105681802,0.393728137,-1.735532165,0.5710832477
0.5326148846,-1.594352428,0.226557159,0.5864842534,-1.79563117,0.9878644943
0.5460615184,-3.582925123,0.6010521687,0.7239750624,-1.736120343,1.466169238
0.09356704923,-5.772369934,-0.01111994443,0.8851208091,-1.590335727,1.707701087
-0.7935843268,-7.512199338,-0.9193436269,1.041107178,-1.565468192,1.819880247
-0.3007356355,-7.057600883,-0.9068471334,1.322452307,-1.645877481,1.940319538
0.01973141317,-3.50208633,-1.199139642,1.486557603,-1.755084872,1.981163383
-0.8050035465,-3.076304219,-0.758446378,1.62483716,-1.662630558,1.754844785
-0.4663113976,-4.462980111,-1.542096755,1.674475074,-1.655876398,1.662679791
1.413307002,-2.573547004,-0.3461480179,1.476019025,-1.60274744,1.531410456
1.848409899,-1.042412373,-0.3507008223,0.9202695489,-1.450075269,1.3265903
1.221803894,0.7825678428,0.9409393726,0.5056684017,-1.568002701,1.210619211
1.536332785,2.084737067,0.1515618498,0.7848622203,-1.703798175,1.504394531
3.160455497,2.935669421,-2.076037628,1.293491483,-1.977509618,1.929801464
3.027491965,1.162891102,-1.13016489,1.418823004,-1.907559752,1.963933945
1.158404896,-2.445913143,0.6885504194,0.9506453872,-1.877798319,1.573524952
0.4507955563,-2.512242933,0.3637994829,1.004870653,-2.4993155,1.377528071
0.7355985863,-2.521111884,-0.5107289237,0.8835988045,-2.57987833,1.136843324
-0.004104512709,-1.935935914,0.2979583528,0.7668115497,-2.682625771,0.9105129838
0.4950783501,-0.9178262081,-0.1875753394,0.7799931169,-2.63769269,0.9684900045
1.316254156,1.444567524,-0.3687771252,0.4974962771,-2.430110455,1.360963345
2.093162512,-0.488453379,1.426221136,-0.1239310279,-2.539854765,1.414847374
3.114192928,-2.481813308,0.8896592672,-0.469688803,-3.623399258,1.516286373
3.693562549,-1.799610796,-1.652832089,-0.1434118897,-4.289966106,1.641242743
0.1439890765,2.664497441,-0.3550485327,-0.8510382175,-6.055978298,1.523754716
1.652569347,0.7676900071,-0.5648789951,1.316343784,-8.917776108,0.4092215002
4.007947063,-16.14711325,-8.515660926,3.520953655,-10.05615616,-0.1369111985
4.106660243,-10.55912607,-0.2548246924,2.643026352,-7.915788651,-0.6593099833
1.444753402,0.2635667653,4.276723964,1.828275084,-4.422663689,-0.688505888
-2.414479894,23.01224803,9.542599251,0.4096594453,-0.7994247079,1.582703471
-7.265205522,45.5804792,15.42205827,-0.485614568,1.374401689,3.021212339
-12.17279695,4.156261601,3.336320013,-0.003730756696,0.7693890333,1.363093495
