x_accelerometer,y_accelerometer,z_accelerometer,x_gyro,y_gyro,z_gyro
-1.723041059,2.147722369,-0.5804080246,-1.001680136,-2.862514019,0.9451156259
-3.853942204,1.494312529,-0.3478407932,-1.071637154,-3.970100164,0.9187854528
-6.342748732,2.350834081,-0.7014706913,-1.176887512,-5.176710129,0.7458631396
-7.199699908,2.357485794,-1.424452957,-1.411091566,-6.238334179,0.5359943509
-7.033437332,1.438958599,-1.39779759,-1.786965847,-7.28120327,0.3740212619
-5.728961,0.9202570154,-0.8492425012,-2.272743464,-7.658504486,0.300155282
-3.847226924,0.9850685103,1.34704823,-2.731724501,-7.840409279,0.4087269604
-1.842597705,0.965002093,3.698832891,-3.042723894,-7.359581947,0.7263219953
-0.1301835462,0.4448841403,5.678168971,-2.984000206,-6.36541748,1.175391912
1.891215898,-0.2972013239,6.039307052,-2.459049225,-5.641941547,1.591427684
3.645526832,-0.6989628001,4.286129506,-1.597523928,-4.928311348,1.817755342
3.967919296,-0.7816495589,2.870710919,-0.4043883383,-3.965986967,1.679340243
2.948881369,-1.112107548,0.8747107044,1.670544624,-3.268970251,1.204679251
2.020143891,-0.747603643,-5.659494081,2.948195219,-3.026268482,0.8309623599
2.784961558,3.231633312,-0.9711597388,3.694951057,-2.593003511,0.833789587
4.029747684,4.859449618,1.504268837,4.241540432,-1.785065293,1.385888219
6.087256552,3.262058553,0.5359761777,4.592817307,-0.4863051176,2.149044275
6.136279234,2.791271471,1.314610188,4.795464039,1.179145694,2.865517139
5.055489492,3.224258984,3.09091259,4.92965889,2.632212162,3.530326128
4.596379112,1.965841369,3.088873193,5.012266159,3.782863379,4.147278309
4.561913363,0.6556587882,2.520330378,3.819614887,0.3476497531,5.053313255
6.38042409,-2.226831124,-8.470259942,1.694648504,-4.263323784,5.202597618
7.303826053,-2.129558936,-16.92278315,1.004639506,-3.199929476,4.556780815
3.906552681,1.530116249,2.066080882,1.22342205,-0.7432283163,3.865465164
2.157967138,1.863710928,4.579564171,1.328860521,-0.6440996528,3.53888917
1.907162824,-0.6447688531,-3.519347846,1.319844961,-1.632525325,3.391271353
3.244019915,-2.356793574,-8.306309735,1.327348232,-1.851985812,3.312274933
3.773685595,-1.924127695,-5.759173183,1.362527251,-1.383926749,3.304770947
3.440872275,-0.6729771489,-3.143898914,1.405002236,-1.124889135,3.33924675
2.451512862,-0.2914218637,-4.266996935,1.505452633,-1.275489807,3.380748987
1.676994471,-0.8240542839,-6.133783325,1.68268466,-1.581117272,3.310525894
0.2604536017,-0.6033256666,-6.407920584,1.991077542,-1.809300661,3.085419893
-1.442724527,0.1409726513,-6.05466478,2.338235855,-1.894569755,2.758212805
-3.14225407,0.2469680972,-5.203822443,2.671202183,-1.777315617,2.384190321
-4.425052239,-0.1738873711,-4.204539018,2.933702707,-1.607141018,1.884508967
-6.205284965,-0.4895493576,-3.07766557,3.123849154,-1.167324305,1.488217592
-7.131817043,-0.7201192777,-1.5237831,3.094233513,-1.136251688,0.9304755926
-9.039000325,-1.099009581,0.154438282,2.858253717,-1.235843778,0.4707716703
-9.57793243,-3.226884948,1.561233417,2.518805504,-0.8795498013,0.4809641242
-6.361582027,-4.99142297,3.80758728,2.145665884,-0.80055058,0.5004875064
-6.304198929,-4.900628016,4.464375364,1.736090779,-0.9444120526,0.415885359
-6.377957992,-3.938401817,5.217870257,1.489593387,-1.003130198,0.2417862713
-5.704523309,-2.999216887,5.128133288,1.502271414,-0.9854258299,0.002070576418
-5.214451973,-1.632665499,3.818912976,1.493715167,-0.7437295914,-0.1180672795
-3.871097337,2.50755799,4.243814213,1.336065173,0.4388464093,-0.2221492529
-3.293846315,7.093495787,8.068903831,1.577266932,1.081664801,-0.1351576298
-0.5787883145,6.491260546,5.218965651,1.744967818,1.019835949,-0.153270632
-0.6813111158,6.122816526,3.37590442,1.492848754,0.7349002361,-0.1488625556
-1.332444536,2.360301144,2.877998738,0.9495420456,0.1290091872,-0.02337078936
-1.528456352,0.9985668012,1.172217149,0.3111471832,-0.2595188618,0.1864956319
-1.010837669,1.295324473,1.129909454,0.06911750138,-0.1705245376,0.2813816667
-0.7694833203,1.753713845,0.9454904601,0.05671249703,-0.009067465551,0.2250861675
-0.3623807753,1.306075584,-0.0197708684,-0.01670996286,-0.06463184953,0.1829206795
0.9651496848,0.4033440693,-1.244897185,-0.163215518,-0.1377401501,0.3232637048
3.080550186,-0.01523760888,-1.301476566,-0.3227880895,-0.1986242831,0.6722338796
5.171738621,-0.264613644,-1.162318271,-0.4896364808,-0.3787964284,1.203959823
7.191963176,-0.7005949314,-1.149229072,-0.5650352836,-0.8262235522,1.764231563
8.309979948,-0.6466141887,-1.70395905,-0.4144521058,-1.546520114,2.33899188
8.905643409,-0.4652376309,-2.996846067,0.02607109956,-2.26995635,2.495860338
6.500026037,0.7352619017,-4.227859688,0.6326374412,-2.707852125,2.326658726
3.279110518,0.4591828609,-4.667077619,1.181429386,-2.712893486,1.910017133
-0.809823514,-1.038793452,-4.120382479,1.388713121,-2.455448627,1.234453917
-5.407233722,-2.449418228,-2.63995629,1.153597951,-2.345481873,0.3429430723
-9.361697909,-4.346320063,-0.2861146972,0.6535039544,-2.380784512,-0.4060435295
-10.12307157,-6.228914263,2.540205291,0.1276279092,-2.541515589,-0.7725639939
-9.204741507,-6.258737739,4.514495778,-0.2915155888,-2.682094097,-0.5868088007
-6.309421047,-5.309183098,5.223839395,-0.6645199656,-2.557848215,-0.1558647007
-3.473957967,-3.31720381,5.553599757,-0.9957442284,-1.903895497,0.004065841902
-2.751806307,-0.4027800057,5.292487984,-1.070807934,-1.039102912,-0.1982129067
-3.231524006,1.065579313,2.087896408,-1.008820176,-0.4473499358,-0.3713908195
-2.674717807,0.2345359011,-0.862095553,-0.8491304517,-0.2525335848,-0.4702782333
-3.145211166,-0.5845595913,-1.257311845,-0.5896973014,-0.1964370459,-0.6522418857
-3.739235628,-1.516229324,-1.134599658,-0.4757619202,-0.3173137605,-1.042603254
-3.954039239,-1.970300833,-0.7498375396,-0.4596047997,-0.4631151557,-1.70990622
-4.637422485,-1.889071872,-0.6152285781,-0.5540038943,-0.7840682268,-2.468301535
-4.752450548,-1.902499362,-0.6099880471,-1.283327103,-2.193791389,-3.221892357
-3.399935284,-2.94727598,1.645059702,-1.561345696,-2.364474297,-3.295524597
3.22697818,-2.963997105,3.005646628,-1.136315823,-1.120000124,-3.305909395
3.681304248,3.590231938,1.965634887,-0.3502445817,-0.4247272909,-3.310492992
1.395856393,5.609146872,-1.885277156,0.1656685919,-0.2505703866,-2.706648111
6.627834086,2.931478399,-3.315476547,0.06865780056,0.07301478088,-2.237348795
9.246846372,3.313112156,-1.655647731,-0.1331184506,0.4626070261,-1.812307358
9.156855135,5.060944835,-2.322333233,-0.3925833106,0.2298350036,-1.473008871
8.01161601,4.080338638,-1.815294103,-0.2409176081,-0.1294027865,-0.7474620938
6.181259362,1.397637723,-1.709241374,-0.01117182337,-1.000925779,-0.1691467464
4.135473665,0.7871352968,-3.178403826,0.1219257712,-2.035619736,0.04447899014
2.876752537,0.7667343138,-2.430734278,0.5189523101,-3.191552162,0.2883271873
4.322023241,1.708874879,-4.145550238,0.6222755313,-2.379543543,0.3607592881
-1.13892512,2.273364034,3.678848087,0.3443944752,-2.051322222,0.2835305631
-4.652177571,-0.1312137569,4.211977059,-0.08337125182,-1.813244104,0.04049261659
-5.051317175,-0.1389615946,3.969596874,-0.2800000608,-1.408188462,0.005028151907
-4.532485024,0.1252554513,3.715522452,-0.2374025136,-1.19590342,-0.09474051744
-5.210088517,0.05800560511,1.124595274,0.01683306135,-1.13008678,-0.2445810884
-5.46756398,0.2482455515,-1.613564785,0.2986538112,-1.066783428,-0.305013001
-4.435283125,-0.2936132362,-2.419181788,0.4069393873,-1.001525283,-0.3226678073
-3.528011045,-1.023732514,-2.108705241,0.4375106096,-1.015941501,-0.4905912876
-3.809896726,-1.407939045,-1.957751878,0.3718768656,-1.007375836,-0.7586041689
-3.812285082,-1.97817785,-1.508607743,0.2155530453,-0.9138012528,-1.022834539
-3.053653411,-1.924761025,-1.022729767,0.03272850811,-0.7238221765,-1.204424977
-1.733413692,-1.355033092,-0.37926469,-0.1439045817,-0.4198428094,-1.278512597
0.3535907351,-0.8334247543,0.2639958043,-0.4169705212,0.7349424362,-1.690132737
1.402526957,-0.5596981949,1.029974185,-1.038383484,3.141600609,-1.935795784
2.480893271,3.477980939,-0.4554717314,-1.110537767,0.1543952525,-1.301623821
1.222239948,0.08660919292,-5.507520727,-0.486064285,-0.9350341558,-0.3931892216
6.502432513,-1.293961952,-2.724920638,0.2727858722,-0.287828356,-0.3378582597
3.937309054,2.88492766,3.01573606,1.168321967,0.1112532541,-0.2344112396
2.901448002,0.8856205132,2.129886122,1.627128124,0.264208436,0.02537395619
2.743434785,0.637572658,1.209101795,1.191855788,-0.1363328397,0.2219242901
2.521049924,1.881550828,0.4801572598,0.4938910306,-0.4777580202,0.335388422
2.818057187,2.188150241,1.071850502,0.5234864354,-0.2594296932,0.5483473539
2.224341937,1.438775643,2.373029254,0.5567274094,-0.3098940253,0.7726432681
2.129199309,1.112859974,0.8798280474,0.3617941141,-0.5002143979,0.9166941643
2.607773099,0.7945774295,-0.7286188105,0.2422348708,-0.8092948198,1.003240347
1.759594428,0.4493640622,-1.752692978,0.3711323738,-0.8816713095,1.162171721
1.115626662,-0.02940437366,-2.09286952,0.7367662191,-0.9535434246,1.368355513
1.08846919,-0.4243335928,-2.044344851,0.9877124429,-0.9967878461,1.42864275
0.001215805531,-0.1619523109,-1.193478548,1.137699008,-1.070240498,1.432320237
-1.521287191,-0.06756342392,-0.6238298177,1.197526932,-1.147783518,1.396326303
-2.065706788,-0.02718235023,0.03882153276,1.186702251,-1.223994255,1.464965224
-0.7058721411,-0.1338455576,0.1652187654,1.280166507,-1.089090705,1.678908348
0.7743775221,0.3517749178,-0.756860497,1.753321171,0.2914371789,1.796135545
1.567062854,2.14359433,-4.804092472,2.2899611,-1.005272627,1.956350446
2.075671133,4.652450251,-8.901950985,2.345210791,-1.653566241,1.772149205
-1.129990703,2.963340103,-1.105314527,1.999477744,-1.060498357,1.463918924
-2.21551741,-2.264530447,5.824741926,1.446729064,-0.5448198915,1.246594906
-4.529686918,-2.292671961,7.051248299,0.7615586519,-0.1851048619,1.083135962
-4.577639924,-0.6117475311,6.98156043,0.303871721,0.1204752028,1.1129632
-1.962696495,0.2991520926,5.236604184,0.398491174,0.2252112031,1.330978632
0.450347228,0.7203080782,0.9671563484,0.5927100182,0.1237208843,1.550237894
1.224921734,1.225524376,-1.053970124,0.7255727053,0.08607790619,1.774900556
1.91055422,0.8865344132,-1.154744036,0.7915781736,-0.10920389,2.039530516
2.230895012,0.09120134301,-1.54609547,0.8709310889,-0.3541955352,2.314432859
1.94306299,0.1547974707,-1.909236708,1.002922773,-0.4358095229,2.480243206
1.010451885,0.2361003739,-1.863287442,1.186240673,-0.4490065277,2.516623259
-0.1075192945,0.01626534449,-1.809322628,1.32893002,-0.4534105361,2.394310474
-0.8054401843,-0.05947802489,-1.139070081,1.372697473,-0.4313790202,2.217084885
0.00588321282,-0.5787962055,-0.490427894,1.25917995,-0.2027036101,2.065227747
0.3611702304,-0.9940969623,1.098982986,0.9716795087,0.08476573229,1.90098536
0.3309785058,-0.97547088,2.030411603,0.6453830004,-0.0940059647,1.754901409
0.7841150722,-0.7697384641,1.415578746,0.5158950686,0.184815824,1.609776616
0.6205033037,-0.9175734023,1.501400588,0.4298139811,0.4937662184,1.655298829
0.02866787608,-1.973833683,1.336048113,0.3339092731,0.3333547115,1.753585458
1.193771393,-1.223001872,-0.2662743803,0.4007147849,-0.1053089872,1.703642964
1.340726626,-0.1193681377,-1.603921051,0.5693405271,-0.7098070979,1.483938813
1.709458816,-0.2772083371,-2.437766661,0.7043327689,-0.8622101545,1.2663095
0.2379039162,-0.5974331014,-1.266401745,0.7744995952,-0.7529901862,1.232954025
-1.376952955,-1.049768873,0.1795610329,0.7544609904,-0.6062734723,1.20252645
-2.12345872,-0.9767045135,0.1179249897,0.6733797193,-0.6123396158,0.987285018
-2.54820915,-0.05028817174,-0.3273591462,0.5572133064,-0.5889446139,0.5758476853
-2.583350606,0.8904302516,-0.07950900552,0.4299125671,-0.1095998585,0.4778358638
-2.718204482,0.6945908686,1.690343197,0.383251071,0.4744432271,0.6932345033
-2.293704812,-0.1057601758,1.942483728,0.3700796068,0.6517223716,0.8511141539
-1.429460556,-0.5866361054,0.4233411842,0.3003890514,0.5399568081,0.9131373167
-0.6110363871,-0.4276566728,-0.1238443333,0.2523703873,0.4527683556,0.9481933117
0.1333066467,0.0343669645,-0.308636837,0.2596792877,0.3668040037,0.9944065809
0.6765455089,0.2301721529,-0.9530933363,0.2384738773,0.184811011,1.071389556
0.9750684367,0.3103992436,-1.319936936,0.2426618189,0.1080557257,1.249243617
0.6950397815,0.5463385818,-1.188320069,0.2359122932,0.1598113328,1.455664158
0.2387304302,0.6120937872,-0.5453694445,0.1307732612,0.2927091122,1.564770222
0.01411971077,0.6597498569,0.02027721048,-0.06738989055,0.4124986231,1.588031292
-0.7034253325,0.7286696639,0.2701052271,-0.2826712728,0.573738873,1.682288527
-0.2998433628,0.2969429652,0.5587818838,-0.4770713747,0.6926319599,1.781625271
0.2200824283,0.04696750288,0.6468833611,-0.5507988334,0.6128922701,1.839019895
0.2371732639,0.1326397072,-0.06963986487,-0.4960024059,0.4818351865,1.819836378
-0.05892857431,0.4921972417,-0.5992038374,-0.3938397467,0.4079295993,1.793858528
-0.2886585364,0.5792804819,-0.528106175,-0.4168870151,0.2342848629,1.865763545
0.6545294919,0.5989835458,0.3222866653,-0.5067084432,-0.9721140862,1.676564336
-0.6688420949,0.08016834621,0.2184252357,0.2671766281,-0.4241090417,1.74966526
0.4805775311,-1.232137072,-2.428162382,0.473221004,0.5902939439,1.394893527
-1.690698586,-0.2834428476,-0.8161813586,0.07346323878,0.1230607629,1.264875054
-0.5548842918,-1.290661157,-0.7006804177,-0.1561539918,0.145102948,1.068265438
-0.137894559,0.222730897,-0.4364139797,-0.2171667367,0.2368504405,0.9022215009
-0.4460632671,-0.4304734837,0.5290811575,-0.1826481074,0.1533902586,0.7669597268
-0.1597159302,-0.8221645246,0.2101402955,-0.08824864775,0.1412510276,0.6045596004
-0.3156324681,-0.612782354,0.3404910881,0.02844489925,0.05385465175,0.4518386126
-0.5115653745,-0.6999234618,0.2133354383,0.1566007435,-0.08560790122,0.3651873469
-0.01518529417,-0.7203764673,0.1050947707,0.2267645597,-0.1843110025,0.3014830947
0.08315642211,-0.8295832765,0.3522259495,0.2380808592,-0.371496588,0.2223384678
0.1788011544,-0.7494651991,-0.1820680472,0.2264509499,-0.5922721624,0.07595627755
0.04194645985,-0.5615577782,-0.552274913,0.2575002313,-0.721252799,-0.04617841914
-0.05028408008,-0.1243552785,-0.7994470083,0.2746046185,-0.7071259618,-0.06752019376
-0.2035918968,0.1670499263,-0.7370668323,0.2672156692,-0.5501717329,-0.1956704259
-0.6211743348,0.1404272923,-0.541645967,0.2394902706,-0.2731462419,-0.3054660559
-0.310316826,-0.5304086067,-0.07737075139,0.1343382746,-0.1109187081,-0.3914046884
0.155958039,-0.6919914998,0.2333176844,0.003202899359,-0.09221132845,-0.5116732717
0.003530512214,0.1291980423,0.05462532416,-0.09605710953,-0.1346823573,-0.5743473172
-0.1149468141,0.7820482028,-0.4837829761,-0.1371409595,-0.1262156069,-0.5648525357
