lsm6dsr_accelerometer.x,lsm6dsr_accelerometer.y,lsm6dsr_accelerometer.z,lsm6dsr_gyroscope.x,lsm6dsr_gyroscope.y,lsm6dsr_gyroscope.z
1.5176477,-8.227122,2.638087,0.4524851,0.63528115,-1.6242429
1.2418749,-10.376475,4.434499,0.855797,0.775776,-0.94803494
0.34217364,-12.531212,2.1367905,1.4290771,1.058751,-0.3929275
-1.1970096,-14.087744,-0.91405827,1.2023001,-0.024128467,0.9185616
0.42951167,-14.804992,-1.4781662,0.6455128,-1.0185878,2.1718674
4.9340005,-15.305092,-0.6221339,-0.6930062,-1.498561,3.6247675
7.6869426,-15.225531,0.51206404,-1.668682,-1.4834425,4.2136245
9.41456,-13.366905,1.2095718,-2.2491395,-1.324775,4.5373735
12.144173,-10.319646,0.15014961,-2.5279913,-1.1920685,4.5463834
17.394026,-1.3471591,-2.6362925,-2.8407452,-0.7846333,4.454298
21.18964,10.9375925,-4.4548373,-3.3756948,1.1627477,5.296504
38.38267,23.289942,-11.129617,-4.2608123,-1.4099882,6.664191
54.191452,29.243284,-5.8935223,-5.8934546,-2.7197974,5.635677
43.771904,27.28117,5.2169514,-5.980347,-0.15530792,1.7865756
28.783264,21.904497,8.473583,-4.47018,-0.5546493,-0.060473878
9.256635,13.526627,4.6002016,-1.726407,-1.8814095,-1.234675
3.876971,8.5346,0.34456646,-0.79608667,-2.428576,-1.0963181
-0.40677986,4.718646,0.30867413,-0.65070504,-2.2031734,-0.6291727
-5.0674,3.0275187,2.2097716,-0.73225313,-1.7864228,0.27946264
-7.678568,2.8803604,4.3926244,-0.73637635,-1.4179292,1.2334533
-10.782657,6.8536425,11.065608,-0.34558684,-1.3172921,1.8766755
-11.069796,13.182658,18.640686,1.340657,-1.5347537,1.6992244
-6.823732,19.899311,16.502699,2.9219878,-2.633057,-0.107050985
-4.342375,21.430717,9.8835535,1.55369,-1.6770811,-2.5628097
2.405385,21.070599,10.436894,-0.84648156,1.7050275,-3.4777062
15.149558,24.525236,17.570498,-0.87794024,5.000396,-4.018306
37.38187,24.755545,11.450254,1.8038319,6.7009945,-5.183192
35.486755,24.428925,5.411967,4.2534823,6.7190146,-7.314896
39.13641,20.827726,-8.986245,6.225755,4.6778684,-7.237013
27.15076,18.151953,-13.6504545,5.2994056,3.3472903,-7.02963
22.381268,12.230315,-15.399609,3.0774486,2.515469,-5.628194
13.335799,4.305286,-9.556933,0.89382225,2.5628097,-5.0394897
4.578666,-3.629912,0.17467605,0.12568182,2.645885,-3.8654416
2.7900312,-8.613564,5.411967,1.0520316,1.848882,-2.7202556
7.192227,-14.097315,5.451448,2.2654798,0.5803049,-1.6541743
7.84786,-20.082363,2.4945176,2.2007298,0.7583669,-2.088334
-8.360522,-22.167109,-3.071188,0.3581092,0.8852704,-1.0560021
-8.256434,-21.875782,2.1577277,-2.3285499,-0.27961534,3.0394232
5.4687963,-22.771297,8.440681,-2.978644,-0.35856733,5.097062
12.378072,-20.882761,7.152147,-2.1359801,-0.5633539,5.59643
14.189438,-17.794825,0.50009996,-0.9900307,-1.9134791,5.6871405
15.973288,-12.071791,-7.3746796,-0.38407022,-3.34164,6.1083198
19.54996,-5.9581285,-24.812374,-1.9285975,-3.2089334,8.6586075
66.38168,9.385847,-16.505692,-7.130573,-3.1837358,11.711775
83.653076,19.48296,-1.0875379,-7.342842,-1.1931374,8.539798
40.755753,26.528028,14.61536,-3.3917294,-2.0185447,3.2519982
29.132616,20.788244,1.4943178,-1.1913049,-2.24746,3.5192437
15.924234,13.551153,-3.5413775,-2.8534203,-1.7436635,3.0841677
7.8293157,8.563314,6.04427,-4.635109,-3.2016032,4.1855254
16.47638,11.916855,10.908878,-3.9958572,-4.271502,3.2316873
8.373683,13.84547,9.997811,-3.0452263,-3.702498,1.4229687
-1.4889339,16.425531,8.800801,-2.763931,-3.2087808,1.2847645
1.2646067,21.661028,11.504093,-2.7204082,-2.4621725,0.6954496
0.43489552,22.676182,17.980268,-2.4114723,-0.68231636,-1.1622896
-2.5992036,19.926828,21.131615,-1.0569185,1.9182131,-2.9676487
3.5820556,16.516459,18.156738,1.0593618,2.6437469,-4.708105
11.629118,15.421144,11.535798,1.8160489,3.52016,-6.0487623
25.28017,20.050058,4.490132,1.1430479,5.4618907,-6.691679
38.748173,27.089743,3.7471602,1.3033954,7.455238,-7.700035
46.175495,33.093933,-3.7369907,3.9214866,5.7098947,-8.007291
45.46303,25.975883,-9.879965,4.152845,3.6937933,-9.007707
30.337402,9.611969,-13.410575,2.644816,2.9132833,-8.856522
18.469002,-2.495714,-13.177275,0.64429116,2.0836,-7.6065755
7.0636125,-11.25165,-3.8051863,-1.1274713,1.5284926,-5.569858
4.040281,-15.537195,1.1108679,-1.2117683,1.1494619,-3.824362
1.666601,-18.278772,2.6596224,-0.8762604,1.4645063,-2.555174
-1.6342978,-20.717058,3.2997024,-0.15332267,1.7841321,-1.1328162
-5.829514,-21.433111,0.5282156,0.56961507,1.1135745,1.6283661
-2.650051,-21.788445,-0.8578269,0.47737715,0.48241663,4.3318233
5.9898334,-22.167707,-1.0564312,0.17302248,0.028709821,6.8074346
16.5356,-22.493132,-2.3587248,-0.10796725,-0.35658208,8.0841055
25.40699,-16.511673,-5.2516475,-0.89657104,-0.20952061,7.5725207
24.866213,-11.810374,-5.831907,-1.5611728,0.41537613,6.152301
12.993027,-9.667004,-12.429517,-2.3479443,-1.4044906,8.1549635
28.541588,-5.075775,-8.486146,-3.7457154,-3.2771955,10.733197
74.687775,11.763116,1.018146,-4.241876,-1.7874918,11.446514
75.759155,24.312275,7.769495,-2.4998925,-1.5379606,4.8119493
43.338802,23.849861,1.7006987,-1.0813524,-2.005717,2.5475385
23.550161,13.835898,-5.7930236,-2.2740316,-1.2253596,1.9140899
10.1683,8.270193,-2.1948166,-3.9734087,-1.0818105,2.1248322
9.087342,7.3603225,6.2877398,-4.639843,-1.2136008,3.159302
11.422139,9.989436,10.811969,-3.7391489,-1.2653701,1.8549904
2.289333,13.094124,10.2682,-3.1525826,-1.4425159,0.42560783
-9.776475,21.077776,12.958929,-3.4784696,-1.2435323,0.69331163
-6.3457656,25.185057,19.690538,-3.2758212,-0.9031377,0.935818
3.5790644,26.95455,23.857637,-0.067804046,1.0750911,-1.915617
2.684747,22.031914,14.362918,1.8728577,2.0240424,-4.261423
9.733404,14.99223,8.878569,2.445985,2.7124672,-6.052122
16.49253,12.505489,5.9473605,2.5734994,3.8935404,-7.184633
26.766113,11.475977,1.1994023,2.763473,4.2980742,-8.275911
26.9378,18.844675,1.8652053,2.5484548,4.50057,-9.11659
26.742785,30.948769,3.0783663,3.33996,4.7974415,-6.4441333
48.878788,27.693333,3.5623147,4.4312387,1.8053591,-6.443064
34.19523,9.140582,-7.672586,3.3051417,0.33520243,-7.8440423
20.644676,-2.9306095,-7.612167,0.6940752,1.2105466,-7.0662813
4.558925,-14.162519,5.98E-04,-0.59252185,2.2992291,-5.5649714
-3.1561332,-17.871992,4.0390844,0.19424942,1.0149227,-3.611329
-2.6081767,-21.055044,4.3202415,1.7942111,0.63955706,-1.3391299
-2.6572297,-22.364517,-0.47018966,2.6509244,0.33642414,0.5355603
-1.7341982,-24.1041,-3.882953,1.6404303,0.39460734,3.187401
3.5539398,-27.463024,-2.3892334,-4.58E-04,0.21226943,6.182385
13.99203,-31.907692,-1.076172,-1.6413466,-0.32924667,8.328902
22.101904,-35.371902,1.9728823,-2.693531,-0.18585028,8.66273
19.850258,-36.964924,9.460623,-2.5307403,1.2113101,8.636464
26.516064,-35.18526,3.739982,-0.33504972,0.24296449,10.606905
47.735615,-28.713274,-8.010572,-0.75958854,-0.89657104,12.9879875
79.23533,-20.770298,2.5663023,-3.200687,0.9468132,16.494709
116.44672,-3.0023942,15.372689,-3.1744206,3.6380537,12.4880085
86.318085,12.014362,8.781061,-1.2268867,3.0911925,4.9269414
47.16672,15.958931,-5.756533,-2.1133788,2.1372018,2.1498768
28.0044,9.258429,-4.095316,-6.772769,4.323882,1.0477557
18.943378,8.843872,11.044671,-6.7946067,4.415815,-0.09483404
14.023735,8.837293,12.841083,-4.4197855,3.452967,-1.3288982
7.6307116,9.275179,9.15135,-2.117502,2.535169,-2.3079336
0.21535404,11.617154,6.48096,-0.9894198,1.741831,-3.0372853
-4.566104,14.709279,8.582457,-0.77608144,1.2911783,-3.1641889
-7.187441,19.294525,12.731611,-0.41400173,0.731795,-3.0436993
-4.348955,19.210777,16.4028,0.5123481,0.105065726,-3.6148415
0.5479564,17.113468,14.517255,1.8281131,1.3957859,-4.415204
8.518449,16.95255,8.78465,2.2778494,4.0949674,-5.2500796
19.933409,15.164514,14.434703,2.7142997,5.8546658,-5.437457
33.282368,14.3689,29.763723,5.1550927,5.9609528,-5.146083
42.66403,10.789836,26.850462,8.225211,4.3025026,-5.1069884
40.485363,4.4572306,17.313866,8.662578,2.7660692,-5.4976254
27.251858,-0.25782663,7.047461,7.0256596,1.458856,-5.236641
21.205194,-2.2211375,5.151149,5.1250086,0.6262711,-4.406041
12.91227,-5.469394,0.37447673,3.6986802,-0.0684149,-4.2663097
5.155935,-8.581261,-1.3663018,1.7236582,-1.1990932,-3.755947
4.7419763,-10.699507,2.3318057,0.47859883,-0.7553126,-2.8598342
2.8337002,-16.1354,3.158526,0.90970427,0.05955761,-2.599766
-4.042674,-19.338194,-0.23988047,1.6158437,-0.26067907,-1.9809777
-12.07837,-20.514866,-3.938586,1.3253858,-0.97903544,0.63497573
-4.1437707,-22.034906,-2.3264217,-0.3193204,-0.5909947,4.7242928
7.9244304,-24.136402,3.0478578,-1.6691401,1.3960915,6.923496
12.096915,-23.569304,5.3359947,-1.7584765,1.6970865,7.104306
12.076576,-21.807587,5.3007,-1.127624,1.1215155,7.409119
25.056442,-14.769099,4.3812585,-0.14171657,0.45324868,7.8858852
42.858444,-6.5665035,-2.292324,1.7015151,1.0949438,6.586766
38.61657,7.1096745,-22.335205,-1.2290246,-1.8753011,7.2641954
73.29455,15.047265,-6.174081,-5.2283945,-0.47539186,7.2579346
50.516075,18.613768,3.487539,-5.9400315,2.3458061,1.8055118
29.419754,15.807585,8.365906,-4.7163515,0.606724,0.5425851
14.906089,10.747363,4.9609194,-3.124331,-0.48531815,-0.012064233
8.519645,8.687741,2.1391835,-2.6904767,-0.89382225,0.15683503
3.862614,7.1623163,3.8386858,-2.792183,-0.36666107,0.37628192
-0.59760743,10.194023,7.018747,-2.584342,-0.16874656,0.16065283
-6.111269,16.26222,10.900503,-2.185306,0.053296424,-0.22845687
-8.072187,20.503498,17.958134,-0.9807153,0.27289602,-0.2854184
-2.3826532,24.168106,21.79622,1.8426207,0.80051535,-0.6630747
8.309675,20.27678,15.501902,4.414746,1.3953278,-3.1104343
11.223535,11.938989,9.619745,4.7000117,2.0498507,-5.0620914
14.313267,5.5393844,8.84806,4.571275,3.0615664,-5.712796
16.03251,0.5922236,9.190832,4.8461566,3.9023976,-6.136266
11.407184,-1.7874385,8.72483,5.5950556,4.5775366,-6.2457604
-3.429513,-0.8315059,6.276374,5.8271775,2.8734255,-3.0867639
15.659828,3.0634112,6.7704916,5.420353,-1.5495667,3.1197495
27.592834,0.5377869,3.0029924,4.6826024,-2.6975014,2.5537996
17.617157,-6.1244297,-1.4015958,1.5770549,0.14385453,1.2099357
2.649453,-14.724235,1.1365907,-1.1538905,3.0746996,3.2083225
3.44387,-18.019152,3.6849468,-1.3705885,2.0000665,4.849364
3.682554,-22.445274,-1.0612168,-0.7461499,2.8818247,5.442038
0.8147561,-18.05983,-9.873982,-1.4504569,2.6414564,4.7792687
2.2959132,-18.793827,-11.657832,-4.247221,2.338476,5.247025
4.4111686,-20.690737,-7.57448,-6.5627904,2.4740841,5.189911
10.394422,-21.582663,12.239287,-7.5288453,2.4374332,5.209
17.5364,-16.632511,20.651257,-5.386298,1.836665,4.304335
25.354946,-18.795023,13.188641,-4.938853,2.855711,3.2045047
25.73062,-17.638094,26.207989,-6.851721,3.3508027,2.3192344
18.875183,-16.988443,28.802406,-5.601164,3.7020397,1.5509412
18.078972,-13.482359,19.716858,-4.5454674,2.3798609,1.6492876
20.694925,-10.514063,16.015162,-4.3576317,1.6471497,1.4153332
17.542381,-9.0747795,16.305292,-4.282345,3.4273112,0.7815791
12.479767,-6.5018973,18.45644,-2.8253212,3.4357104,0.48516545
9.111869,-4.549354,17.763119,-1.1067026,2.917712,0.5045598
4.5008993,-0.8572287,7.2969127,0.75271654,2.614121,1.0133955
2.37368,1.375873,0.9774681,1.1357177,2.2289817,1.286597
2.5142584,4.4691944,-7.975278,0.8803836,1.3134743,1.6294351
2.1361923,6.5868425,-7.986644,-0.69422793,1.1792406,1.7202986
2.7493532,5.3814583,-0.73519474,-1.0986089,1.4344221,2.0738266
4.673781,3.3409786,3.37388,-0.50226915,0.92069954,2.1262066
4.822734,0.87158567,3.3924243,0.31718245,-0.20081604,2.1266646
4.8394837,-2.5513473,2.6111677,0.85136837,-1.4640481,2.0106037
-8.880961,-9.875777,-16.782063,-3.738538,-4.4126077,2.959097
8.366505,-15.771692,13.970495,-0.69071555,-4.364351,3.4755683
13.345968,-25.125834,8.227122,-1.33745,-5.3687367,1.1697725
-1.5714862,-30.939198,8.819346,-1.0410365,-4.039991,0.75577074
-6.4677997,-30.55096,6.296713,0.35200074,-2.0054116,2.554105
3.7657046,-20.378473,4.7216372,0.9307785,-1.169009,3.0478225
0.7513463,-12.26202,0.0735793,0.8061657,-2.13934,1.1178505
-3.3056846,-9.162716,3.6466618,-0.23731416,-1.5555226,1.6502038
-1.1682956,-2.841477,7.2496543,-0.07162184,-0.18294875,1.9672335
0.49052864,1.50688,0.73459655,-0.07070557,1.0821159,1.7664175
2.6536403,4.193422,0.997807,-0.3732277,1.2250541,0.71041536
2.3084757,3.7710886,-1.9543378,-0.7186618,1.52666,-0.07269082
1.9405792,-0.95413804,-0.68853474,-0.980868,1.988766,-0.99476475
-0.48275197,-4.712066,2.277369,0.11880979,1.9270704,-1.4269392
-3.903292,-9.090932,8.878569,1.5801091,1.9446323,-1.3811257
-7.0265236,-11.125429,-33.513874,1.1732849,1.547887,-1.0161444
-7.804789,-9.437292,3.8673997,2.4233837,3.559865,-0.13789877
-2.1780667,-7.176075,-8.478369,-1.813911,2.6994867,-0.08460235
-13.440485,-23.695524,8.987442,-1.4417522,-1.8610989,-0.8875611
1.7940187,-22.925035,1.1856437,-0.9261972,0.81196874,0.7536328
4.0408792,-23.377876,7.6307116,0.32726142,3.1429617,1.2180294
8.676973,-16.773088,3.3140593,0.9216158,3.4285328,0.45905173
-6.5497537,-5.0099726,4.0235314,0.5085303,3.0293443,-0.45416492
