Accelerometer x,y,z,Gyroscope X,y,z
0.05525021459,-0.1339753397,-0.06432254231,0.05525021459,-0.1339753397,-0.06432254231
0.05766995255,-0.05974865852,-0.1344692607,0.05766995255,-0.05974865852,-0.1344692607
0.009497932718,-0.00214373403,-0.08065759104,0.009497932718,-0.00214373403,-0.08065759104
-0.04013911816,0.07183481763,-0.01341068572,-0.04013911816,0.07183481763,-0.01341068572
-0.04880772392,0.1625020538,0.02292144138,-0.04880772392,0.1625020538,0.02292144138
-0.01101443823,0.1878767335,0.09211889625,-0.01101443823,0.1878767335,0.09211889625
0.01679369748,0.1724360033,0.139163556,0.01679369748,0.1724360033,0.139163556
0.01677855471,0.1296019469,0.13744097,0.01677855471,0.1296019469,0.13744097
0.003696735626,0.08577040401,0.142287241,0.003696735626,0.08577040401,0.142287241
0.003177534058,0.05385813918,0.1988461636,0.003177534058,0.05385813918,0.1988461636
0.01960252609,0.03533054884,0.272078573,0.01960252609,0.03533054884,0.272078573
0.02860862017,0.04930325235,0.3515542608,0.02860862017,0.04930325235,0.3515542608
0.0371645776,0.07936784349,0.3654167819,0.0371645776,0.07936784349,0.3654167819
0.04515453517,0.08704992242,0.2839654102,0.04515453517,0.08704992242,0.2839654102
0.0137930361,0.09429624029,0.2087649155,0.0137930361,0.09429624029,0.2087649155
-0.01360682934,0.1159767417,0.117321142,-0.01360682934,0.1159767417,0.117321142
-0.008383139877,0.129658061,0.04765899228,-0.008383139877,0.129658061,0.04765899228
-0.02343896245,0.1808975422,0.03554009994,-0.02343896245,0.1808975422,0.03554009994
-0.07387479903,0.1701435084,0.001211129355,-0.07387479903,0.1701435084,0.001211129355
-0.08819850793,0.08539017252,-0.02072597716,-0.08819850793,0.08539017252,-0.02072597716
-0.0610059651,0.02212298448,0.01346329269,-0.0610059651,0.02212298448,0.01346329269
-0.03450308504,-0.002798398547,0.06375321799,-0.03450308504,-0.002798398547,0.06375321799
0.00611081103,-0.04129530246,0.09748772981,0.00611081103,-0.04129530246,0.09748772981
0.06712561703,-0.05382189882,0.1338824007,0.06712561703,-0.05382189882,0.1338824007
0.0946379664,-0.05256254641,0.06769874074,0.0946379664,-0.05256254641,0.06769874074
0.07022435023,-0.04626081592,-0.007446224353,0.07022435023,-0.04626081592,-0.007446224353
0.03436155768,-0.05509440297,-0.0473953729,0.03436155768,-0.05509440297,-0.0473953729
0.0370096245,-0.07278758831,-0.1283539927,0.0370096245,-0.07278758831,-0.1283539927
0.05178630134,-0.04576747944,-0.09429857838,0.05178630134,-0.04576747944,-0.09429857838
0.02788169414,-0.0146852357,-0.04676934996,0.02788169414,-0.0146852357,-0.04676934996
0.005702960882,-0.003710837217,0.02005962221,0.005702960882,-0.003710837217,0.02005962221
-0.01905680184,-0.04394610923,0.05297112721,-0.01905680184,-0.04394610923,0.05297112721
-0.01852883245,-0.1060050905,0.1233838031,-0.01852883245,-0.1060050905,0.1233838031
0.002280219892,-0.1235974458,0.1123626429,0.002280219892,-0.1235974458,0.1123626429
0.05261014841,-0.1266097794,0.05859422779,0.05261014841,-0.1266097794,0.05859422779
0.09172295573,-0.09842910231,0.08082184169,0.09172295573,-0.09842910231,0.08082184169
0.1037402874,-0.06372428415,-0.01164309152,0.1037402874,-0.06372428415,-0.01164309152
0.01798756518,-0.07158931844,-0.1655816073,0.01798756518,-0.07158931844,-0.1655816073
-0.05498791039,-0.0176680509,-0.07624678886,-0.05498791039,-0.0176680509,-0.07624678886
-0.1051630137,0.0006111176357,-0.051657122,-0.1051630137,0.0006111176357,-0.051657122
-0.0849755273,0.005773322704,-0.08748597575,-0.0849755273,0.005773322704,-0.08748597575
-0.111308896,-0.05242664507,-0.1755412758,-0.111308896,-0.05242664507,-0.1755412758
-0.1548627911,-0.1301055126,-0.05171557419,-0.1548627911,-0.1301055126,-0.05171557419
-0.1811043168,-0.1521855347,0.1036141037,-0.1811043168,-0.1521855347,0.1036141037
-0.136935797,0.01252133566,0.3245955267,-0.136935797,0.01252133566,0.3245955267
-0.1362138394,0.0832882318,0.3674567633,-0.1362138394,0.0832882318,0.3674567633
-0.07709836418,0.003318623029,0.2429021629,-0.07709836418,0.003318623029,0.2429021629
-0.08815247684,-0.04825403556,0.02074935804,-0.08815247684,-0.04825403556,0.02074935804
-0.2572939686,-0.08327975623,-0.06585808131,-0.2572939686,-0.08327975623,-0.06585808131
-0.4627777436,0.01129617778,-0.04263619568,-0.4627777436,0.01129617778,-0.04263619568
-0.6044832392,-0.03764730135,-0.3507809384,-0.6044832392,-0.03764730135,-0.3507809384
-0.6177735134,-0.1216658933,-0.3466238187,-0.6177735134,-0.1216658933,-0.3466238187
-0.6316210561,-0.2581660753,-0.557572508,-0.6316210561,-0.2581660753,-0.557572508
-0.7212435324,-0.443984415,-0.884512552,-0.7212435324,-0.443984415,-0.884512552
-0.8125110726,-0.5618424404,-1.085450719,-0.8125110726,-0.5618424404,-1.085450719
-0.8090749606,-0.8193529743,-1.577573142,-0.8090749606,-0.8193529743,-1.577573142
-0.815673336,-0.7288952893,-2.402239421,-0.815673336,-0.7288952893,-2.402239421
-0.9353842227,-0.9418120638,-2.983248918,-0.9353842227,-0.9418120638,-2.983248918
-0.7332303959,-1.235615562,-2.086595262,-0.7332303959,-1.235615562,-2.086595262
0.06627033364,-1.334613112,-0.6248614989,0.06627033364,-1.334613112,-0.6248614989
1.363509682,-0.9912935953,0.9902665904,1.363509682,-0.9912935953,0.9902665904
1.451719004,-0.3168023886,1.832124827,1.451719004,-0.3168023886,1.832124827
0.3060015932,0.2657208746,2.393759177,0.3060015932,0.2657208746,2.393759177
-0.3876034428,0.9645897128,2.757716408,-0.3876034428,0.9645897128,2.757716408
-1.204901859,1.437166747,2.342054709,-1.204901859,1.437166747,2.342054709
-1.652072649,1.62352913,1.785142126,-1.652072649,1.62352913,1.785142126
-1.586321389,1.372373518,1.542511766,-1.586321389,1.372373518,1.542511766
-1.185645589,0.7567693847,0.8032073107,-1.185645589,0.7567693847,0.8032073107
