X-Accelerometer,Y-Accelerometer,Z-Accelerometer,X-Gyroscope,Y-Gyroscope,Z-Gyroscope
1.081788105,2.46084417,1.995384128,3.344569445,2.561275721,-4.024093151
0.5225917955,3.281465557,4.276407738,3.384590864,1.54613471,-3.745009422
0.5163502707,-3.041834086,6.350208985,3.769704103,0.7474759221,-3.39329505
0.4007254112,-8.371361176,5.883861639,4.434069157,0.136036858,-3.094556093
0.525249032,-4.438911253,4.859218732,5.043054581,0.04150502756,-2.543293238
2.788766211,3.127191525,6.312477512,4.985999107,1.148749828,-1.459629059
5.111953137,3.245650147,5.706658567,4.79583025,1.752132893,-0.07830356061
5.487966717,1.406211198,3.715437404,4.458726883,1.809208393,1.186176896
3.920321094,1.624462319,2.671263282,4.007997036,1.711751938,2.225431442
0.8187316276,1.17269295,2.225202646,3.632809877,1.904385686,2.979654312
-1.197357435,0.3892006854,0.3286404182,3.537536383,2.146036625,3.698141098
-1.150742984,0.3679039226,-2.588673846,3.181000233,1.860533237,4.407889843
0.3295575331,-0.5781652141,-2.139807212,1.746406078,0.2376463562,4.672047615
3.09695187,-1.588663861,0.9349630747,0.01800176129,-0.9998421073,4.876207352
3.57752414,-0.4010585887,2.403895956,-1.515703082,-1.61849153,5.045627117
1.366912038,1.836113604,2.163117799,-2.339704275,-1.895473838,5.20160675
0.09008300651,4.073222084,0.3360398808,-2.425481796,-2.360356569,5.334476948
-1.0834575,6.645891721,-0.6277858619,-1.958461404,-3.02415204,5.365587234
-1.938155928,5.802205685,-0.5528429952,-0.5921646357,-2.981045485,5.453574181
-3.376042367,2.199718952,-1.927398095,1.572285891,-1.839488268,4.348072529
-18.00366349,-3.146500621,-4.50126834,2.641589165,-1.622196436,1.168355942
-24.81361122,-4.419685159,-1.28955115,2.492188454,-1.951652646,-1.271694541
-11.55203236,-4.972099846,0.8063347951,1.795472145,-1.652685642,-1.016974926
11.57695988,-9.762706229,3.182585496,1.007588983,-1.633397341,1.620149732
17.84315612,-12.85708036,1.801075608,1.000717044,-1.834598899,2.78753686
2.652768425,-7.377952781,-0.8674328224,1.706204295,-1.04048121,2.377711535
-4.023908894,-2.437745618,-3.827773451,2.107252359,-1.046161771,1.887661457
-2.400855857,0.4488812471,-0.974815631,2.134296417,-1.856743097,1.448939323
-2.725516851,2.69887785,0.6108093004,2.039844275,-2.493516922,1.150096416
-1.551703957,4.180395341,1.070703963,1.896157026,-2.434285641,1.277986526
-0.335565249,4.95925147,0.6848597482,1.981374621,-1.594999671,1.592267752
0.7847077774,3.483243682,-0.9315396761,1.765618801,-0.8348140121,2.672007322
6.380852545,1.576990374,0.7900283879,1.389244676,-0.5227349401,4.043192387
6.629905047,2.389489245,0.5722527752,1.025088668,-0.5893879533,4.975671291
4.04831356,4.046521124,-0.1140862518,0.756559968,-0.9912807941,5.448182106
2.45756734,5.382044921,-0.7171966682,0.6489418745,-1.746296048,5.582550049
1.220389643,6.548951103,-0.5663816912,0.5298394561,-2.508052826,5.475261211
0.6552535684,6.898280089,0.9887073782,0.262211889,-2.804063559,5.240021706
0.5170696711,6.616340632,2.764393986,-0.1992148608,-2.784060001,4.955463886
0.4589999055,6.510446308,4.042318411,-0.6767419577,-2.325057745,4.718865395
0.6204658942,6.184032334,3.657132514,-1.104050517,-1.793137312,4.556845188
0.1957999277,6.093570557,3.544953412,-1.382195354,-1.599839211,4.348634243
-0.7661395628,5.948875086,1.228831016,-1.242216229,-1.854579329,4.141978264
-1.101620348,5.469738986,-0.4746043019,-0.9594520926,-1.988842726,3.904025316
-1.373031105,5.028946937,-0.4775315875,-0.375842154,-2.159959793,3.635806561
-1.127558653,6.706160019,-3.397569724,0.4044333994,-2.270273209,3.391512871
-0.2114518165,7.037456505,-2.596752523,0.7167268395,-1.747094274,3.316730499
1.448003636,1.836926089,0.7108779866,0.8219083548,1.146355152,3.019753218
-2.32954068,-20.61202579,-1.064033837,0.9475256801,5.709769249,0.9591158032
-11.50935174,-35.36276535,-3.029888797,0.3955551684,8.122128487,-1.487210751
-9.051136168,-32.01218066,3.678592651,-1.068878531,7.014038086,-1.699185371
3.332192704,-17.61030832,9.161125068,-2.055184364,4.645908833,-0.7110077143
5.313309238,-5.958500408,4.873403032,-2.206916332,2.52517581,-0.0002765813842
2.759695307,0.530163692,2.144026291,-1.808405399,0.8916628361,0.3119453788
0.8745331559,4.5766854,1.471397956,-0.9155604839,-0.532407403,0.3689961731
-0.6009245968,6.006252924,0.4065568938,0.01290478278,-1.427774072,0.2116524428
-1.686406588,5.261828057,0.0293052972,0.5621521473,-1.886304617,0.03544706479
-1.478482507,2.497574356,1.150801143,0.6169146299,-2.068629265,0.05590248108
-0.5334709169,-0.4110585892,2.683782864,0.3737414181,-1.979972005,0.1999078542
-0.09644786536,-1.64759185,3.020258799,0.0993751511,-1.573242903,0.3037447333
0.1592113417,-1.703494939,2.348721473,-0.164078325,-0.873465836,0.3790909052
1.197697919,-1.282531042,1.807887919,-0.4158138931,-0.1581814587,0.450312525
2.068765591,-1.165828909,1.500005334,-0.5774350166,0.311928004,0.4342352748
2.238638466,-1.650193557,1.383695415,-0.6643378139,0.4574978948,0.3802625239
2.936339283,-2.185419794,1.719979918,-0.7340175509,0.3378484547,0.3229505122
3.748128544,-2.589150232,2.315265194,-0.7515811324,-0.05140238255,0.2289461046
4.293484545,-2.813974302,3.011588878,-0.6485748291,-0.6942106485,0.08461049944
4.757658638,-2.787888843,3.461534247,-0.3726480305,-1.36390698,-0.1145175397
4.985808053,-2.360501051,3.47929173,-0.07222960889,-1.702667236,-0.274176985
5.478092388,-2.151998585,3.7003129,0.1163162515,-1.664464593,-0.3418751955
5.589990336,-2.59270354,4.097256455,0.1850612313,-1.282303691,-0.4240193367
4.340673581,-3.634282969,4.323420249,0.2337951958,-0.593002975,-0.5513137579
3.298986016,-4.576647406,3.918394218,0.4176105559,0.1144396514,-0.5844655633
2.855916085,-4.847083473,2.834909245,0.871917665,0.4647197127,-0.564759016
2.397480682,-4.740175004,2.01140412,1.460530877,0.5490977168,-0.5545783043
2.193308209,-4.319090111,1.603450219,2.048733711,0.5683020949,-0.5948601365
1.913055389,-3.993306251,0.8786293392,2.473148346,0.5468484759,-0.6601925492
1.701168396,-3.59706763,0.5677922887,2.682554483,0.4317644238,-0.7023596168
1.573872534,-3.12418416,0.6442319698,2.669433355,0.3745144606,-0.768824935
1.167301027,-2.653600784,0.6976043712,2.45172596,0.3424393237,-0.8797630072
0.5738263081,-2.037940245,0.3313469007,2.209280968,0.3307142258,-0.9325692654
0.135612001,-1.539671574,-1.114095215,2.057614803,0.3822163343,-1.031715393
-0.6163983525,-0.9423749584,-2.594579856,2.052364111,0.1230172664,-1.196611762
-1.194955635,-0.8573293615,-3.292204393,2.104232788,-0.3691231906,-1.199325204
-1.332516578,-1.56719671,-3.410947092,2.165225744,-0.837706089,-1.06864953
-1.684041174,-2.745162631,-2.755667074,2.139268637,-1.279971004,-0.9125682116
-2.070989697,-4.036448642,-1.427253402,1.918689251,-1.786248565,-0.8001993299
-1.822616701,-4.927162972,1.1782915,1.499756455,-2.149171114,-0.7646157742
-1.012889853,-3.58948112,3.022483197,1.28069365,-2.035995245,-0.8135524392
-0.1565652841,-1.250510349,1.917334674,1.355586648,-1.534654617,-0.8482967615
0.108026075,0.09196867412,-0.1610568234,1.548106313,-0.8545163274,-0.845625639
0.01459321003,0.6108680448,-1.756502307,1.642157674,-0.2304944843,-0.7882475257
-0.3034901949,1.164161268,-2.602425893,1.567046404,0.001917983638,-0.7603679299
-1.488324249,0.6256488498,-3.066484835,1.508355141,-0.2694598138,-0.7295373678
-2.362703237,-0.4496463863,-3.505498184,1.492886424,-0.5408665538,-0.7209713459
-2.538006905,-0.332933147,-3.312002734,1.438069105,-0.4851882756,-0.7367100716
-2.636281985,0.06309095469,-2.947955487,1.393808961,-0.4616512358,-0.7246959805
-2.837570281,0.4199766397,-2.663023277,1.359099627,-0.7154047489,-0.716137588
-3.118675334,0.7907862206,-2.120210678,1.338190317,-0.9356555939,-0.7761955857
-3.597427695,1.030654715,-1.803970307,1.288735151,-0.957097888,-0.8811906576
-3.615185178,1.153313711,-1.550964683,1.168289185,-0.9232472181,-0.938804388
-3.30467546,1.186606324,-1.494365428,1.069895148,-0.6398510933,-0.9269241095
-2.96007058,1.161977494,-3.158604316,1.222553968,0.4211753905,-0.8733780384
-2.650748318,0.9650742814,-6.099598147,1.410444617,1.321838498,-0.7328051329
-2.230608596,1.032027172,-6.032672729,1.508847117,1.683181524,-0.6118091941
-2.013212046,1.100718431,-4.882009825,1.54794538,2.010163784,-0.6312127709
-1.673847697,1.311858259,-4.060194844,1.393919349,1.972497225,-0.5855315924
-0.8084674232,1.499848098,-3.595265549,1.112106085,1.65034914,-0.5289542675
-0.5745354063,1.885726068,-4.064704723,0.8138312697,1.338593841,-0.5017695427
-0.7486912921,2.49428759,-4.115410828,0.6213535666,1.278575063,-0.5264762044
-0.8521236096,3.406851932,-3.836620774,0.4895217419,1.324244022,-0.5415971279
-0.5904478091,3.942903513,-3.471118068,0.3445602655,1.235433102,-0.4896692038
-0.464153635,4.530982803,-3.126199592,0.1805441529,1.071032166,-0.4084915519
-0.5741108972,5.009769943,-2.748302391,-0.02562104538,0.8280727267,-0.2966759205
-0.6384442532,5.400254531,-2.482938805,-0.2242502421,0.7106947303,-0.05249734595
-1.026959952,5.545542123,-2.398590251,-0.4255163372,0.6533031464,0.1756943017
-1.719279369,5.633776871,-2.021155114,-0.6826069951,0.5561254621,0.3343651593
-1.675568237,5.297616579,-1.586206531,-0.9150099158,0.4797603488,0.4601038098
-1.324165075,4.655580073,-1.339182027,-1.064718366,0.5129265189,0.6754536629
-1.429317933,4.377126704,-1.221322394,-1.101985455,0.7868635058,0.9864077568
-2.589679516,4.399465378,-0.9214356307,-1.117561221,1.167954087,1.256091475
-2.251932832,3.378525416,0.09102627871,-1.049430847,1.248975039,1.408489466
-0.9173021842,1.604796665,1.593781934,-0.9130450487,1.382928848,1.579431176
0.8334767768,-1.009664534,4.415884013,-0.7990809679,1.291045785,1.403632283
2.034733265,-3.946699982,6.956224329,-0.4565958381,0.404676348,0.6918795109
3.520842176,-7.970674928,8.258730822,-0.1413487643,-0.6146759987,-0.06718789041
6.167834063,-11.27345858,9.445028519,0.008647657,-0.7967166901,-0.6007196903
7.551060692,-11.97389584,8.834595943,0.1595598906,-0.1405477226,-0.8404235244
6.745259273,-9.991246689,5.868457149,0.3500555158,0.3250111938,-1.01610136
4.10024833,-7.250165774,3.030936552,0.4745418727,0.4847428501,-1.164847851
2.287525539,-4.961844994,1.058076829,0.543812573,0.5770382285,-1.300265074
1.46998955,-2.384320902,0.2148581178,0.475818038,0.7901970744,-1.363386154
1.781663052,0.45742345,0.4305094318,0.2766703069,1.095917821,-1.323842525
2.47302736,3.256672476,0.867986803,0.02067696489,1.391174197,-1.14118588
2.894729508,5.66804622,0.6130814831,-0.2747837007,1.489558816,-0.9091931581
2.553479199,7.153440261,0.1019194286,-0.688066721,1.327044249,-0.6658710241
1.730906386,7.169281389,-0.2875616811,-1.13459444,0.9931594729,-0.3901275992
0.4729144126,5.855056985,-0.794384245,-1.470187664,0.6338511705,-0.05242134631
-1.094983979,3.665772917,-1.226778175,-1.628010035,0.3272939026,0.3570671082
-3.084794984,0.4323176503,-1.598302919,-1.569060206,0.2087658048,0.7870887518
-4.602388581,-3.562689559,-2.091343626,-1.162308931,0.162641719,1.174089789
-5.279987983,-8.447355451,-2.328316983,-0.1461182982,-0.02167759463,1.296021581
-6.444996223,-13.32226158,-1.085932073,0.5833302736,-0.3814608157,0.6839994192
-7.639498269,-15.04943726,2.686222951,0.4502665997,-0.4800915718,-0.05960134417
-3.512546933,-11.54625495,5.37991843,0.1816077232,-0.6016587615,-0.2688714862
0.8913388909,-3.833780875,4.465936622,0.07214532048,-0.7909595966,-0.379052192
0.1570072557,2.464625442,1.27655606,-0.1213469133,-0.7755343318,-0.5718677044
-1.826653994,6.508734244,-2.101786402,-0.155550763,-1.229114652,-0.6376699805
-3.401756362,8.61899329,-3.537513617,-0.2261309177,-1.660624266,-0.5919504166
-3.21425723,9.459406588,-4.276476711,-0.4545408487,-1.715260983,-0.4075828493
-2.837359561,9.137036921,-4.138772706,-0.7285271883,-1.733291149,-0.2238495052
-2.857916612,8.011767986,-3.87875282,-0.9019275904,-1.722239733,0.0004726476036
-2.204123909,6.122448277,-4.386101454,-0.9456378222,-1.611275673,0.3356186748
-1.343655373,3.303523659,-4.936588972,-0.9441336989,-1.633253336,0.7557281256
-0.8129135889,0.04497779037,-4.731277996,-0.9311326742,-1.543180943,1.123332262
-0.6776227827,-2.949719574,-4.761398409,-0.8316870332,-1.318393588,1.488548279
-0.1157780043,-4.787141922,-4.859916066,-0.6614202261,-1.056573987,1.782085538
-0.2549754808,-6.497642941,-5.26108513,-0.2771587372,-0.3576940894,1.395859718
-2.821788483,-7.748757685,-6.297101079,-0.02579146437,0.2635422647,0.7735689878
-1.209913258,-5.530116006,-4.412416629,-0.1285506487,0.7616234422,0.6218056083
2.400199439,-3.280314049,-1.119604991,-0.8980705142,1.088880658,0.8457803726
4.117789832,-0.5417249505,4.332598996,-1.811384797,1.265689611,0.9531574845
2.825344129,1.518353476,3.753347156,-1.974558592,1.732384562,0.7529026866
1.596893052,1.815105887,-1.443853239,-1.653854847,1.983290434,0.4419851303
0.9954723423,1.41858085,-3.014145576,-1.262369156,1.650310397,0.23674196
0.8181909448,0.7994973503,-3.189348999,-0.9564091563,1.066473722,0.1180405617
0.720555331,0.3105214087,-2.808678533,-0.8042574525,0.5199044347,0.1056723148
0.9810051333,-0.145370594,-2.034610808,-0.8494769931,-0.02205454558,0.1093539298
0.06972761622,-0.1630640716,-0.9794014975,-0.9511133432,-0.4291882515,0.05269490927
-0.4995452664,0.01792611731,-0.9559247603,-1.039292336,-0.6349806786,0.05040156096
-0.5207249056,0.4162655102,-0.9383611196,-1.161550045,-0.7949639559,0.08460640162
-0.6909316886,0.9674415951,-0.7688104625,-1.311467171,-0.8930317163,0.1779209673
-0.918109482,1.340826579,-0.7652689905,-1.435082912,-0.9683142304,0.2166201621
-1.540876858,1.312607616,-0.8393904578,-1.493406415,-0.7037066221,0.2756331265
-1.385418585,1.440951087,-1.193921031,-1.513656855,-0.05649537593,0.3859095573
-1.04103049,1.749970859,-1.13981637,-1.564243555,0.485263139,0.4696937501
-1.092346032,1.388578511,-0.5793880339,-1.544321179,0.7103745341,0.5299690962
-0.9803290607,1.105800264,-0.2972187134,-1.491042972,0.5417410135,0.5567792654
-0.7023199285,0.574611321,0.4375703101,-1.329341173,0.1635926664,0.603253305
0.02625701555,0.3239373551,0.7429226456,-1.028969407,-0.1937072873,0.6371503472
0.5618395178,0.5949462531,0.5739508113,-0.7910529375,-0.4122801125,0.6516389847
1.004957525,0.9049567896,0.8396934593,-0.7222608328,-0.4432032704,0.6539025903
1.299689244,0.9919581967,0.8966282295,-0.7098107934,-0.3488240242,0.6661260128
1.667963315,0.8473457276,0.3890121771,-0.6760853529,-0.2493516505,0.7143822908
1.901624771,0.6702046154,0.09905541751,-0.6656108499,-0.2043229192,0.7537879944
1.757388588,0.4746487256,0.0508519431,-0.6911827326,-0.197169289,0.7739661336
1.548544324,0.4574409856,-0.003381459132,-0.7384921908,-0.2402618974,0.7734734416
1.148365002,0.4661094453,-0.02207958373,-0.8042648435,-0.3214562535,0.7679471374
0.7494476635,0.2443921092,0.08486746382,-0.9005804658,-0.3317451179,0.7821606994
0.7626233714,0.2578887196,0.591707125,-1.026434422,-0.1903217435,0.7952578068
0.8640314895,-0.185799635,1.281911741,-1.157000422,-0.05516284704,0.797932148
1.099557278,-0.7691776153,2.129939022,-1.290632606,-0.03855885938,0.7858589888
1.4207731,-1.303702425,2.992645692,-1.370922685,-0.2044727206,0.737675488
1.911306354,-1.603659185,3.566951016,-1.2773422,-0.5100502968,0.6892558336
2.732266033,-1.592261008,3.343566916,-0.9419716597,-0.8128069639,0.6560736299
3.807952606,-1.659823556,2.324617544,-0.4389402568,-0.9106317759,0.626000464
4.655410562,-1.85611945,1.026991808,0.02602423169,-0.7073318958,0.5275031924
4.726988774,-2.086624488,0.3359320365,0.1734237969,-0.4914539158,0.4243755043
4.894197691,-2.322950195,0.7429127087,0.06072921678,-0.2923149765,0.3346943557
5.101456878,-2.656423441,1.226015959,-0.1643450707,-0.1121513397,0.228904143
5.350638559,-2.679122179,1.972678668,-0.4346631169,-0.04187611118,0.09382675588
5.178381128,-2.637749135,2.773904742,-0.6398515701,-0.192065075,-0.06283731014
4.51393493,-2.528843355,3.172542241,-0.5718125701,-0.4467064142,-0.308132261
3.649874506,-2.752345236,3.250043413,-0.2959698439,-0.7441526055,-0.4298637807
3.579130699,-2.724315658,3.416269456,0.1274828762,-0.8355131149,-0.415399611
3.569141512,-2.71023511,3.071401249,0.5278719664,-0.5800072551,-0.3489745855
3.447152378,-2.85855754,2.42854349,0.8073395491,-0.08627635241,-0.3113388121
3.618049335,-3.500988013,1.663046609,1.072388649,0.2657277286,-0.3136017323
3.637268123,-4.36678885,1.397058462,1.496611476,0.3050599396,-0.380240947
3.771721893,-4.183991904,2.090616188,2.003520012,0.2673520744,-0.4986950755
3.591584814,-4.373586255,2.592939687,2.378853083,0.4339221418,-0.6923010349
2.906912698,-4.188878507,2.874994588,2.610202074,0.6610993147,-0.91991359
2.498545247,-3.474133908,2.81104234,2.724009752,0.7092588544,-1.123373985
1.631272145,-2.534086516,2.336308128,2.67296052,0.7222856879,-1.297695518
0.4321080992,-1.152793486,1.07740989,2.485615969,0.7334063053,-1.391130447
-0.9035819941,0.00513151767,-0.7343354345,2.279798746,0.792468667,-1.47364223
-1.804525603,-0.180673378,-2.597517663,2.171324968,0.8207346201,-1.489279509
-2.273272264,-1.697519372,-3.780515149,2.139489651,0.3780184388,-1.482964873
-2.991733838,-3.33216757,-3.917036666,2.061056376,-0.9520821571,-1.564345717
-4.295801882,-4.552994144,-3.892305544,1.781262398,-4.659431458,-1.870745778
-4.951404264,-4.882680856,-2.606623929,1.876095891,-4.237885952,-1.885715961
-3.362771675,-6.093913672,3.210773479,1.924679875,-2.18251276,-1.496712685
-1.70254626,-5.469816727,3.539961595,1.888143063,-1.283501983,-1.273079038
-2.797005047,-3.093433048,0.1101005066,1.895231605,-1.194466114,-1.349573493
-2.03709941,-1.679765689,-2.435759997,1.92920661,-0.911950767,-1.389733195
-0.6336643985,-0.9046586834,-3.507368654,1.81902492,-0.3103065789,-1.391047239
-0.3812804138,-0.5188642994,-3.566253389,1.519362569,0.6895495653,-1.441405416
-0.4209291181,-0.9282114085,-3.932148895,1.317574739,1.561115265,-1.37747097
-0.4716165183,-1.808521833,-4.503422011,1.280737042,1.778005242,-1.277826905
-1.138704463,-2.011764185,-3.917805896,1.482177615,0.9190488458,-1.215209007
-1.686650188,-1.42302497,-3.150950587,1.502450705,0.2293375134,-1.146158814
-1.82905141,-0.3043915276,-2.535263159,1.381716967,-0.2673496902,-1.0278337
-2.359635081,0.7243839494,-2.460907298,1.030541897,-0.1686295122,-0.9873960614
-2.789115462,1.286948859,-2.659705531,0.6582171321,0.3691720665,-1.01036644
