X-Accelerometer,Y-Accelerometer,Z-Accelerometer,X-Gyroscope,Y-Gyroscope,Z-Gyroscope
-3.736618431,-1.212963001,0.8538765907,1.388943315,-2.33092165,-0.9481243491
-4.805851591,5.610964735,-4.018818293,1.394828916,-2.892709732,-1.182394624
-7.68989107,9.585136078,-3.935485053,0.1362006366,-1.890028238,-1.403524637
-10.88183593,11.6654565,3.063111267,-1.476792455,-0.4380348921,-1.544689417
-10.34588547,12.54551149,1.730002423,-2.296033382,-0.1990806013,-1.017897248
-5.878437276,12.12643501,-4.398059602,-2.365538836,-1.062464714,-0.1823981702
-2.714201676,10.06956327,-7.826278147,-1.968186021,-2.226982594,0.5733001232
-0.4150815611,5.928989067,-8.121450011,-1.520642281,-3.245329142,1.355953932
0.2518056003,1.602839686,-5.802016884,-1.317399144,-4.363663673,1.827641845
-0.4476519976,-2.713306188,-4.071984066,-1.288690567,-5.149125576,2.246733904
-1.384397572,-5.232209164,-3.299666984,-1.151597738,-5.222784519,2.739029646
-2.638957927,-5.8271636,-3.557605972,-0.7031139731,-4.388371468,3.031435728
-4.810777649,-6.252440684,-4.770294832,-0.1199957207,-2.532722473,2.595736504
-6.280208981,-6.56756871,-4.272115009,-0.1533553749,0.3304873407,1.890228748
-4.032638437,-4.923220956,-1.046499934,-0.4882249832,2.801904678,1.168266296
-2.059378169,-2.167907518,-0.3509703234,-0.7150333524,4.057566166,0.8244341612
0.7905535808,-0.2283504905,-1.374637664,-0.8281779885,4.249161243,0.9478258491
2.964507393,0.0002484218031,-1.11357499,-0.9252747297,3.774818897,1.111804128
3.416968837,0.3595551964,-0.6496095711,-0.940520823,3.147180557,1.157104492
3.854857565,0.4416004424,-0.8776315603,-0.884945631,2.541383266,1.083052158
4.126080398,0.3409270683,-0.845353677,-0.9383612275,1.757676125,0.8634242415
3.272932414,0.1170832416,-0.5342506691,-1.138050795,0.6779360771,0.5672215819
2.280985908,0.04929799165,-1.143318386,-1.270909309,-0.2810186744,0.341324836
2.078531198,-0.2238882504,-2.007622848,-1.280881524,-0.8382941484,0.2386521101
1.604017789,-0.2174333751,-1.739315025,-1.336494207,-1.074820161,0.147379458
0.723666741,0.235840554,-0.1535866336,-1.490218401,-1.099960923,0.1380806565
0.8296213434,1.126290095,0.5107178909,-1.59868598,-0.8917922378,0.210884288
0.8249208376,1.698459868,0.2607692435,-1.584536552,-0.396425575,0.3163660765
0.4542019307,1.622213079,-0.311947569,-1.544361949,0.2013744712,0.3259572089
-0.6864636032,1.058436456,0.1058079605,-1.519964337,0.6045185924,0.3361676335
-0.9195013747,0.9002104719,0.2821804265,-1.432651281,0.6673870683,0.4181013703
-0.9578980331,0.8271984271,-0.1410730429,-1.281983495,0.4287112653,0.5229862332
-1.114159804,0.8262135078,-0.3605249183,-1.218348384,-0.08343537897,0.5416837931
-1.217968481,1.0206968,0.3392695104,-1.267260909,-0.5491589904,0.5447986126
-0.8656558028,0.9785580324,0.9118537095,-1.255715847,-0.7496917844,0.5910001993
-0.1239537119,0.7913882781,0.8931886104,-1.114640951,-0.7039646506,0.697016418
0.4370824536,0.7040911029,0.6528795327,-0.9323400855,-0.5196211934,0.773591876
0.452997158,0.600738865,0.4913292267,-0.8305599689,-0.3314260542,0.8467115164
0.516676434,0.4934978029,0.5816244147,-0.8263564706,-0.1892334968,0.9305957556
0.6762513482,0.5902595566,0.3662311671,-0.8220579028,-0.07607042789,1.006777167
1.023845327,0.6346025562,0.09301321474,-0.8208312392,0.02605168708,1.073365211
1.576866017,0.5703618469,0.3012885932,-0.8523656726,0.09737022966,1.131477237
2.156939841,0.2132581353,0.8946797257,-0.9423895478,0.149627313,1.163335323
2.565147717,-0.06799860047,1.752290535,-1.065037489,0.1688488871,1.149004698
2.948985706,-0.3099970925,2.460885379,-1.186479926,0.1473433375,1.103551984
3.381128877,-0.6842775644,3.054377049,-1.269431829,0.1105881035,0.984831512
3.617988545,-1.396128195,3.509200253,-1.259909153,0.001410215395,0.802115202
3.776857795,-2.345337384,3.756524324,-1.094945431,-0.1675743312,0.5790527463
3.869365983,-3.406348658,3.6440477,-0.8263970017,-0.3915858865,0.3765417039
4.251023706,-4.100241023,3.536393965,-0.5252139568,-0.5976521373,0.2263814509
4.668028051,-4.378991914,3.226267401,-0.2871412039,-0.7027209997,0.1093634889
4.765182019,-4.04639779,2.99574512,-0.1331223398,-0.6888152361,0.007457544096
4.413940478,-3.537273378,2.858961152,-0.04012528062,-0.6023306847,-0.06528217345
4.139208175,-2.949206363,3.194726892,-0.01193373464,-0.5268688798,-0.1467622221
3.562276302,-2.84445478,3.994653866,0.03381218389,-0.4792004228,-0.2132727951
3.02749401,-3.327102103,4.564931834,0.191662699,-0.4550552666,-0.3127488494
2.52226573,-3.752037827,5.325326423,0.5018913746,-0.5793969035,-0.4294525683
2.125437911,-4.660817389,5.557317901,0.9421872497,-0.639128387,-0.5520720482
2.218741633,-4.839126961,5.213882065,1.610089183,-0.8061365485,-0.6522015929
2.173794822,-5.151413626,4.669592524,2.393094778,-0.9186840653,-0.7568802834
2.163271236,-4.861129534,4.51145305,2.778360367,-0.849842906,-0.9021184444
2.323594923,-4.311560884,3.416037986,2.871715784,-0.7144696712,-1.072360754
2.689727744,-3.575870528,1.684585802,2.785280704,-0.4415470362,-1.299523354
2.581180276,-2.736749023,0.3816664905,2.545973778,0.1708631068,-1.501218677
2.141951677,-1.119513148,-0.9312811713,2.352501631,0.8759376407,-1.611804128
1.018989119,-0.656974547,-2.152451005,2.274096489,1.156696558,-1.611381769
-0.03995236342,-1.269847502,-2.702538418,2.297152042,1.059374213,-1.433274627
-0.9827619138,-2.120313992,-3.146962394,2.447726965,0.6559765339,-1.20816958
-2.634416776,-3.453985439,-2.488134328,2.531365871,0.0782673955,-1.114070058
-4.041677191,-4.902927525,-0.5078344079,2.351357222,-0.6272223592,-1.112828374
-4.038665442,-6.279594649,1.747198472,2.061239243,-1.378286481,-1.090186715
-2.845264343,-6.934623907,2.042204916,1.931392312,-1.812041879,-1.069962859
-2.001662186,-6.181431212,0.2240706212,1.983504534,-1.75497067,-1.066524148
-1.412424666,-4.279804979,-1.841950055,2.079600334,-1.474891424,-1.091801524
-1.208286533,-2.403690789,-3.047642188,2.083064556,-1.10200727,-1.114451408
-1.123824874,-0.9669330611,-3.70030647,1.972481251,-0.6706513762,-1.108678699
-1.398795661,0.009936872125,-4.169105885,1.809452891,-0.5229055882,-1.044270754
-1.977200529,-0.1181201835,-4.375971689,1.721856356,-0.542532742,-0.9857091308
-2.936561986,-1.05057639,-3.675391809,1.458162427,-0.7253715396,-0.9377336502
-3.278157747,-0.6429010134,-2.438647682,1.270661831,-1.112297058,-0.924854815
-3.30156405,-0.231583481,-2.425073768,1.128512144,-1.179273129,-0.9315209389
-3.287520034,0.1826058074,-3.218038502,1.046029925,-0.9840099812,-1.039900064
-3.719456869,1.133852054,-3.218162128,0.8471677303,-0.8432795405,-1.093760133
-3.407056807,1.920494599,-2.348662729,0.5356757641,-0.7581745982,-1.136923432
-2.883741958,2.319135021,-2.843324607,0.4998959303,-0.4232634604,-1.170187354
-2.640563024,2.501382516,-4.286489571,0.6071102619,0.01053032465,-1.187461972
-2.167385832,2.398412556,-4.914983874,0.765409112,0.420122385,-1.117514253
-1.496390358,2.553980719,-5.450531012,0.9332100749,0.8966380358,-0.9798035026
-1.283230715,2.825959338,-5.588534292,0.9445138574,1.482127905,-0.8826249838
-1.88156398,2.700931275,-5.155824428,0.8422690034,1.728654504,-0.8334121108
-2.15435304,3.133912358,-4.528517874,0.6417909861,1.487052798,-0.7182301283
-1.899372316,4.130536208,-4.131351909,0.4060125947,1.362093329,-0.6002573967
-2.271375929,4.589630807,-4.545986603,0.2430596352,1.499103308,-0.4253851771
-2.629559984,5.105606399,-5.404621494,0.1389919221,1.649286866,-0.2555826306
-3.113197487,5.685692936,-5.294200633,-0.07879127562,1.737788796,-0.151651457
-2.941748741,6.056356971,-4.44942271,-0.3237667978,1.682680845,-0.01527885627
-2.546615743,6.472169477,-3.97941012,-0.5500316024,1.473085999,0.141995728
-2.297861931,6.786062992,-3.416857777,-0.7581586838,1.178802133,0.2894164622
-2.247049151,6.871469824,-2.701539763,-0.9661329389,0.8699026108,0.4541343153
-2.166861516,6.77934216,-1.8981286,-1.190051317,0.5218733549,0.6239899993
-2.361693183,6.623219286,-1.18529831,-1.439391613,0.2430427969,0.7942948937
-2.383992693,6.50081105,-0.7097592117,-1.67916286,0.2858268321,0.9975383282
-2.002339208,6.10015695,-0.1853710343,-1.853400707,0.6137378216,1.230603814
-1.592516444,5.106121362,0.4101670472,-1.80883646,1.193757772,1.439453483
-0.6877119228,3.083827015,1.544077554,-1.526154995,1.53558147,1.579404712
0.5352151302,-0.292478387,4.121642708,-0.7904273868,1.014926195,1.350356817
2.041239286,-5.830442183,7.714763061,-0.08638159186,-0.4969314337,0.4112814665
4.913897832,-13.40134038,12.50366907,-0.06034441292,-0.9354218841,-0.2982809842
8.427437284,-17.97975421,14.08831259,-0.07633429766,-0.7253887653,-0.4945860803
8.437432608,-17.15074084,10.9589332,0.01767587475,-0.4433321357,-0.7746250033
6.471243594,-12.84376027,6.901033772,0.1769949645,-0.04795313254,-1.128299713
4.922801854,-7.945126645,3.843886089,0.4112041295,0.3754998446,-1.418665648
3.699231535,-3.805445592,1.871500997,0.5203607082,0.7092402577,-1.541682959
3.229973562,-0.2821089687,0.9332568553,0.3876937628,1.187414527,-1.510462761
3.000275456,2.683729965,1.035674297,0.07969065756,1.843277574,-1.383886695
2.404591683,5.413571109,1.260974752,-0.3271930218,2.003600121,-1.148387671
2.112620515,7.347164844,0.5683223039,-0.8005842566,1.487972021,-0.7919958234
1.571170874,7.839220046,-1.31785823,-1.232735872,0.8218368292,-0.407774061
-0.4195134061,6.406869614,-4.490763605,-1.381092072,0.5217247009,0.07719742507
-3.233451175,1.525883287,-6.42938189,-1.169868112,0.4041612744,0.6927903295
-5.452170012,-6.974193701,-4.00279421,-0.148895517,-0.1502244622,1.020015597
-6.606568011,-15.69302391,-0.8977999036,0.7304747701,-0.8705016971,0.7715508938
-6.260995162,-19.68077253,2.084024096,0.7398543954,-1.492418885,-0.2490350306
-4.654378881,-15.045051,3.888591492,0.5760432482,-1.850861549,-0.6913797855
0.4941992292,-3.888797829,-1.485826587,1.027363777,-2.329968214,-0.6868441701
-0.03562741289,4.248185852,-6.361252357,1.248264909,-2.782793283,-0.7383741736
-3.049327072,8.365794774,-2.358188244,0.1413389593,-2.317041159,-1.125773311
-6.712301006,10.37690254,6.206790109,-1.406192899,-1.176166892,-1.289097428
-6.151672033,9.907332726,2.947892358,-1.899774909,-0.7446577549,-0.9994746447
-2.982253478,9.003399435,-4.871587799,-1.698208809,-1.559553027,-0.3030945063
-1.31490128,8.101632381,-7.291732879,-1.332021475,-2.966791153,0.2489878237
-1.904807347,5.483360684,-6.101394967,-1.113486052,-4.196829319,0.8546018004
-2.651995103,2.359253096,-4.087939176,-1.028372526,-5.053862095,1.447802901
-4.756358077,-1.324420219,-3.44203898,-0.9155353904,-4.846842766,1.795590401
-6.741512488,-4.487520093,-3.64223539,-0.790099442,-3.607969046,2.061023712
-6.841338889,-6.535100273,-4.630283135,-0.4513234794,-1.668902874,1.889071703
-7.338216398,-6.269589388,-5.280148727,-0.2054924071,0.2540192902,1.579342127
-5.394501082,-3.442219598,-4.339989691,-0.02076998912,1.674914718,1.413374186
-3.032845308,-1.422179167,-3.247017928,0.05644517019,2.643621683,1.437908888
-1.239411155,-0.4663157815,-2.386955927,-0.04265886918,3.224681854,1.500963211
-0.1655973894,0.3353495605,-1.344130297,-0.3269172311,3.621575356,1.506801128
0.5553887342,0.5213847578,-0.1705763469,-0.7609545588,3.719591618,1.348992944
0.9242717309,0.7976186969,0.4234527913,-1.186677814,3.608920813,1.166102529
1.557967401,0.7748539074,0.3109025169,-1.554679275,3.148151398,0.9959309697
1.88491972,0.3451777115,-0.04263915482,-1.740938187,2.452150822,0.8886210322
2.380696866,-0.2625157949,-0.6911509573,-1.820237398,1.311044574,0.7163416147
2.203665352,-0.86061379,-0.6294453195,-1.802925348,0.0370192118,0.5862984061
2.29486538,-0.8383183716,-0.2434603813,-1.710918546,-1.055266738,0.4670850635
1.836181993,-0.4881541038,0.075810151,-1.546631336,-1.672147989,0.3945226967
1.699445664,-0.05077390943,0.1506266148,-1.470676064,-1.909639597,0.3830749094
1.47132869,0.009845102188,0.8302011161,-1.446322203,-1.670548201,0.4368824661
1.395639243,0.1878337712,0.8255565052,-1.427375674,-0.9450948834,0.5309383869
1.377763979,0.5537351218,0.622408845,-1.372327685,0.06708851457,0.6183680892
1.129740966,1.051100122,0.4546488707,-1.313148022,0.6900439858,0.625410378
0.3991822734,1.443198574,0.4709966328,-1.224332094,0.6856657267,0.6093938351
0.1633740143,1.482163972,-0.0587161006,-1.151078701,0.05775182694,0.6415529847
0.2684684928,1.721743713,-0.5339002482,-1.111803174,-0.5316419601,0.6540508866
0.1700950662,1.900457774,-0.6588057079,-1.111858726,-0.6457064152,0.6146656275
0.1323842711,1.826796909,0.003901099092,-1.173440933,-0.4427924752,0.6178789735
0.325411227,1.316669459,0.6525070462,-1.240983486,-0.08383002132,0.7062347531
0.4626292019,1.10015086,0.8845622364,-1.248207569,0.2406117171,0.8075925708
0.3866789118,0.72006141,0.9592901451,-1.233558059,0.4687893987,0.9097397327
0.4865447689,0.5380804565,1.252969725,-1.201094985,0.5136085153,0.9674450755
0.6628405164,0.3921171573,1.591447354,-1.149169683,0.4302880466,1.008039474
0.9528120351,-0.01128127247,1.738501663,-1.075393796,0.2478242368,1.029737949
1.241168228,-0.287085588,1.935122844,-1.014769197,0.05087989569,1.0336622
1.615470473,-0.467770072,2.284685931,-1.003910661,-0.1110144556,1.012654305
2.002267312,-0.6419920819,2.802948758,-1.044055223,-0.2205024213,0.971026957
2.356884906,-0.737217712,3.322428558,-1.101734161,-0.3135401905,0.906740129
2.788732601,-0.8632441385,3.692615039,-1.1011343,-0.406345278,0.8434131145
3.272462166,-1.435299345,3.59007061,-0.9740650058,-0.5193980932,0.7735126019
3.508919975,-2.355964576,2.975577069,-0.7394487858,-0.6406531334,0.652485013
3.602921032,-3.326778863,2.110639862,-0.5062046051,-0.7689799666,0.5004139543
3.926597982,-3.951191449,1.447681857,-0.3626129925,-0.8108053207,0.3255576789
4.255387161,-3.93392701,1.393713536,-0.3089223504,-0.8508001566,0.1559358984
4.246079235,-3.41453138,1.996484783,-0.3528452218,-0.8425630927,-0.01873925887
3.751571086,-2.614157247,3.197537858,-0.4651512504,-0.7717507482,-0.2231597751
3.065263769,-2.049911837,4.511556802,-0.4640704393,-0.7393704057,-0.4016512334
2.509008774,-1.823543461,5.11915737,-0.2295689881,-0.8304172158,-0.5000113249
1.984655521,-2.274911848,4.996730429,0.1442956626,-1.024391651,-0.539904654
1.582018431,-3.359166051,4.318118927,0.4947208166,-1.235273242,-0.5583805442
1.756921994,-4.504869872,3.321566681,0.864618361,-1.197737932,-0.5737501383
2.393796586,-5.409146862,2.017753197,1.305329442,-0.8795224428,-0.6374431252
3.159315095,-5.875747891,1.703069115,1.810574651,-0.6037227511,-0.7590378523
3.587030512,-5.889715041,2.460357555,2.371883392,-0.3451961279,-0.9574428201
3.297497823,-5.228506218,3.367947908,2.724524498,-0.2599286437,-1.185642362
2.787519425,-4.532289209,3.865840439,2.828070164,-0.3945333362,-1.464022398
2.666971723,-4.033998327,2.987399024,2.75891757,-0.3976011872,-1.681179166
2.451507894,-2.760644863,1.643950279,2.635419369,-0.1134499013,-1.77797544
1.263461454,-1.173334755,-0.4306451871,2.526638985,0.4185010493,-1.787269473
-0.03343582113,-0.126546651,-2.24825122,2.415153265,0.8750342131,-1.693528295
-0.7349914142,-0.8645166427,-3.165552528,2.361776114,0.8995897174,-1.536889434
-1.677354098,-2.369962122,-3.2754707,2.349257231,0.5344458222,-1.331367493
-2.371567511,-4.190715075,-3.16385683,2.372004986,-0.1001533121,-1.131422043
-3.214807557,-6.11290245,-2.601148713,1.90611124,-3.594056606,-1.19529593
-4.457296804,-7.378349671,-1.629634169,1.652646542,-4.07202816,-1.497267842
-3.434337905,-6.239464298,2.349285829,1.289375424,-4.421021461,-1.697220564
-0.9662966628,-5.530585377,1.797849047,1.917740941,-1.565310001,-1.593876719
0.2658402997,-3.846652047,-0.4161772474,1.870029807,-0.9925015569,-1.592089772
-0.6989952411,-2.322629293,-1.937778912,2.019845247,0.1219146699,-1.62127161
-0.26365269,-1.603859092,-3.892745105,1.867855191,0.8742323518,-1.557633519
-0.5563727768,-0.9566104045,-4.58174093,1.493830442,1.488562465,-1.455009341
-1.562457991,-2.449862173,-5.259467173,0.8979290724,2.527864933,-1.406517267
-1.268327745,-2.551969379,-5.295432805,0.7776073217,2.284697294,-1.178656936
-0.7405807587,-1.452700562,-4.285958825,1.21790874,0.4474483728,-0.8442128897
-2.260052425,0.4770931961,-3.6484208,1.590195656,-1.258396387,-0.8497233987
-4.721451306,1.979182351,-3.157235366,1.429763317,-1.548970342,-1.069610238
-5.831017938,2.539463533,-1.91411995,1.175063133,-0.7991514206,-1.217874289
-5.853689788,3.245346196,-1.684120085,0.7907700539,0.1050082892,-1.153786421
-4.476571998,3.991504754,-1.185169715,0.5495783091,0.6265741587,-1.040935755
-3.422450191,4.118680351,-2.938957357,0.5781732202,0.9841610789,-0.9792694449
-2.623978676,3.78483535,-5.382074147,0.7572100163,1.51397419,-0.9297603369
-1.873297526,3.237155875,-7.330325352,1.051149726,2.282285452,-0.863568306
-1.398307001,3.038476885,-7.922526691,1.136047721,2.378865242,-0.7947340012
-0.7197131811,3.397909331,-4.278167441,0.959115088,1.871834993,-0.8011466265
-0.6998268696,3.605618016,-1.628108275,0.7743161917,1.467326403,-0.8097444773
-1.289858316,3.605673545,-3.099125707,0.6832906604,1.648787022,-0.8058506846
-1.916481418,3.631428164,-5.021004454,0.5582416058,1.932824135,-0.7241432667
-2.192781116,3.798709561,-5.150776497,0.422357738,2.045401335,-0.6069327593
-2.583494106,4.143015751,-4.841971829,0.3053855896,1.95432198,-0.4732833803
-2.650112942,4.640695808,-4.333246646,0.1473040581,1.864548922,-0.2976542711
-2.44499369,5.26071162,-3.434571129,-0.04175860062,1.785652995,-0.1186551899
-2.378201542,5.466068189,-2.337409806,-0.2018084526,1.658244729,0.01867203601
-2.57339386,5.116727512,-1.50659348,-0.3698083758,1.343124986,0.1044069901
-2.758908833,4.76585305,-0.9540475683,-0.5122107863,1.121628046,0.2120255977
-2.796698757,4.530749578,-0.6956380396,-0.6792240143,0.8833863139,0.3380782604
-2.913737575,4.435554344,-0.2591241067,-0.8853281736,0.6368883848,0.4673978984
-2.68094238,4.548634195,0.2679598857,-1.105428338,0.4995553195,0.601667881
-1.993638746,4.295588823,0.63253481,-1.262138605,0.5649380684,0.7299547195
-1.147606001,3.331384895,0.9916722194,-1.197602391,0.5992723107,0.8758714199
-0.2680447144,1.599669239,1.90534876,-0.9017769694,0.4744494259,0.9666926265
0.5333286589,-0.7589917369,3.764198512,-0.5084939599,-0.08945087343,0.8325018287
1.466156548,-4.003950394,6.399274337,-0.3794819415,-0.6480342746,0.4620505869
3.230480927,-7.363664143,8.62018513,-0.5323458314,-0.8539431095,0.0840959847
4.686930028,-9.253962926,8.968518091,-0.6408683062,-0.7592536211,-0.198243022
5.855674824,-9.312221638,7.724587705,-0.5575202107,-0.513662219,-0.4788120985
6.839374311,-7.780733371,6.167998899,-0.3858850896,-0.1082596332,-0.7619946003
7.533993822,-5.595432235,4.387713565,-0.2318833917,0.2459416389,-0.955894053
7.642464133,-3.756660226,3.054751143,-0.1308595687,0.5320772529,-1.05416739
6.815627525,-1.873010379,2.15427033,-0.1101872399,0.8561724424,-1.092195272
6.136938574,0.2476128248,1.821679859,-0.246501416,1.328128576,-1.010883689
5.538471746,2.634405086,1.4986792,-0.5338068604,1.815413475,-0.8192225099
4.490025646,4.77806079,0.846834271,-0.8908008933,2.051000595,-0.5664858818
2.895788077,5.84265986,-0.4688685347,-1.154263377,1.782458305,-0.2968232334
0.6707967361,5.236787139,-2.542826872,-1.194273114,1.046336651,-0.01549781114
-1.899869452,2.731784679,-4.516612332,-1.203488231,0.1106693447,0.3949606717
-3.797146842,-1.810788608,-4.93313094,-1.22712779,-0.6966303587,0.9482316375
-4.904839496,-7.943995595,-2.63148949,-0.4162326455,-1.62550056,1.373910546
-7.787806086,-15.97431923,2.909191164,0.5368890166,-2.501034737,0.5251373649
-12.42693187,-20.93076792,6.897222689,0.1255954355,-1.980038762,-1.015038371
-7.374355048,-13.66180216,3.459994324,0.3749796748,-2.020025253,-1.31329751
-0.2036597744,-0.7262479897,-4.496927973,1.082195282,-2.109080315,-1.087682366
-1.970744923,6.45858928,-6.000105507,0.9274662137,-1.439267635,-1.061560512
-6.804890442,10.93703818,1.620999612,-0.5291693807,-0.2127740979,-1.042503238
-7.110465627,12.25922552,5.79975946,-1.312587261,-0.4616717994,-0.5406881571
-4.217801819,10.51059906,-2.39830968,-1.245068312,-1.690424442,0.08511537313
-2.983206248,8.240422428,-6.1639996,-1.092183948,-3.216407776,0.5986670852
-3.839450445,5.829359649,-4.744471824,-1.009011626,-4.525531769,0.9613614678
-4.953569333,2.382743278,-3.631668403,-1.075594187,-5.170771599,1.382404566
-5.118436654,-1.551374871,-3.329871568,-1.150214911,-4.888460636,1.889700294
-4.807227848,-4.963934659,-3.790156837,-0.9685269594,-3.981431723,2.32353282
-5.084817878,-8.686627733,-6.799033533,-0.2921968997,-2.400524378,1.697773814
-6.224544962,-9.045044866,-9.88987072,0.06112814322,-0.9007179141,1.076000214
-1.083145365,-4.600517527,-7.717274167,0.1861682087,-0.1399106681,1.104995251
3.081719522,-2.339344281,-5.917073004,0.2729345262,-0.3514199853,1.317581296
2.833151588,-0.5137257675,-5.059125803,0.3958051801,-0.7868446708,1.269980073
0.8482637193,1.342504742,-3.958882588,0.3099326193,-0.4172572792,1.124483109
-0.2675757087,2.611640296,-1.960986769,-0.1491354108,0.6625710726,1.000119805
-1.720456303,3.357647464,0.7081739883,-0.9810454249,2.133057117,0.763905704
-3.309249928,3.424050319,2.007657335,-1.705942035,2.819480181,0.6679865122
-2.759248732,2.525702719,0.00113632882,-2.065190792,2.78780365,0.6073639393
-2.931308595,0.8543611594,-1.171836114,-2.151550531,2.487454891,0.7173668742
-1.572941099,0.08528466631,-1.317488374,-2.12413764,1.971711755,0.8947361112
-0.799631498,-0.4763368248,-1.33038468,-1.953630686,1.528128743,0.9665583372
-0.6050406538,-1.092812188,-1.220748248,-1.855333924,1.054787755,1.056884289
0.4357158414,-0.6155950733,0.4071535446,-1.958451152,0.5499719977,1.184002519
0.9593761429,0.3804010006,1.879014734,-2.004164934,0.1338240206,1.176988482
0.6500105532,0.6904863559,1.264282269,-1.818046093,0.06773871183,1.136499763
1.155907234,0.8513491181,0.2420850013,-1.578426838,0.2093381882,1.162687659
1.848292994,0.9132944098,0.7267804891,-1.381519079,0.2078949511,1.169641256
1.612746893,0.5830559088,1.051886596,-1.166290879,-0.004271115176,1.054292798
1.545776028,0.5865367366,0.7305601538,-1.052621484,-0.1869156212,1.023003101
2.330933595,1.030654715,1.051361987,-1.165175796,0.02929284796,0.9641307592
1.886132749,0.6765788266,2.046759219,-1.423176527,0.04906094819,0.8470176458
1.649205423,-0.2269260106,2.140113502,-1.442468166,0.1531495303,0.7733082771
1.992877991,-0.2457037763,0.7004290733,-1.240586877,0.1289548874,0.7474907637
2.021523655,-0.05310615177,0.2656657834,-1.059117556,-0.05996602774,0.7420877218
1.58788177,0.4180447948,1.381734344,-0.9392933846,-0.2939074039,0.7165673375
1.177173602,0.8048059781,2.063225492,-0.8281556368,-0.339404583,0.7348901033
1.1494357,1.08046241,2.269403899,-0.7863667607,-0.2189751863,0.7816716433
0.9604644496,0.5951414834,2.801441568,-0.8156676888,-0.06060339138,0.8427850604
1.135481994,-0.2380412789,3.33368002,-0.8524096608,0.05350458622,0.8607049584
1.699478836,-0.6535457416,3.380187504,-0.8623866439,-0.04816611484,0.838508606
2.39064426,-0.8518845401,3.166886407,-0.8244510889,-0.3478379846,0.7991981506
3.070841569,-1.076491752,2.696859496,-0.7341829538,-0.6854152083,0.7575036883
3.750613347,-1.498377441,2.037982038,-0.6034017205,-0.9128956199,0.7187957168
4.185340689,-2.074830006,1.376551973,-0.4795087874,-0.9973244667,0.6346896291
4.142070579,-2.442168111,1.142569322,-0.4569525123,-0.9437352419,0.4935021102
3.830487386,-2.793023284,1.677631892,-0.5918986201,-0.7251911759,0.303450942
3.731681852,-3.185291248,2.649640649,-0.7390066981,-0.3855653405,0.0847029686
3.854580794,-3.44409299,2.748771762,-0.7094304562,-0.1433252692,-0.1100303084
3.760015381,-3.196788793,2.515958739,-0.5361571908,-0.17595236,-0.2855339348
3.051395403,-2.676567818,2.831676547,-0.2945541143,-0.414739877,-0.4478940964
2.077589533,-2.697132468,2.952421234,-0.09008464962,-0.6330660582,-0.526224196
1.34181559,-3.446578377,3.050269614,0.07652323693,-0.7174102664,-0.5533783436
0.5545759565,-4.701249938,2.8319238,0.2862192094,-0.7016689181,-0.5568317175
0.1338837159,-5.076720496,2.465036653,0.5719998479,-0.6295345426,-0.5585135221
0.0352795493,-5.196853188,2.156884604,0.9195887446,-0.4678924978,-0.5810793042
0.4285533293,-5.565724495,2.172481694,1.334892035,-0.1879087836,-0.6248709559
1.12511959,-5.893709079,3.158274938,1.796978593,0.02743500471,-0.7106648088
1.611379258,-5.520428724,4.913737673,2.421367645,0.001147474628,-0.8275709152
1.90013161,-4.879830727,5.95130319,2.884226084,-0.3700483441,-0.9482204318
2.420702714,-3.89657723,5.767966146,3.057999611,-0.8387188911,-1.059761763
3.179401313,-2.505955231,3.951207523,2.903368711,-0.8708131313,-1.174767375
3.5666193,-0.9118851276,1.061991079,2.656264305,-0.3472703099,-1.240252137
3.569980885,0.154824651,-2.328280304,2.50838685,0.2003517449,-1.254979014
2.627636614,0.4756470889,-4.171505348,2.426166296,0.5245607495,-1.221720099
1.404163618,0.1681008967,-4.617645187,2.39466548,0.5955018401,-1.205565572
0.429404101,-0.9264952522,-4.16349506,2.449290037,0.4680328071,-1.188662529
0.0057071256,-2.922497805,-2.955890956,2.431046486,0.2810852826,-1.157978296
-0.5549311997,-5.087357625,-1.292202542,2.288005114,0.1301490217,-1.132883549
-0.8866638848,-7.189191373,0.02960661823,2.131001711,0.2052271217,-1.111130357
-1.40559102,-6.873953457,-3.316275589,1.383120775,2.468786001,-0.9669578075
-3.195345901,-6.743263715,-2.359206335,2.213658571,-0.6796054244,-1.292180181
-1.772315962,-5.09816602,0.183363366,2.353583813,0.5410512686,-1.158067822
-1.777430529,-1.580884459,-2.445226914,2.750377893,-1.487582088,-1.338370442
-2.091181129,-2.100901435,-2.564596805,2.528534889,-2.335671425,-1.464598894
-1.555946417,-1.7977111,-1.068430173,1.87419188,-1.568992257,-1.505929708
-1.137638003,-1.493629954,-2.312388469,1.098696709,-0.5590142608,-1.324909329
-0.3134010558,-1.10715694,-3.711812199,0.7645466328,-0.5135703683,-1.199518204
-0.8468184889,-0.4582593163,-4.926141227,0.7785460353,-0.7283146381,-1.177137613
-2.241838139,-0.2550596337,-5.385609335,0.9571248889,-0.7201936245,-1.330132246
-2.889983775,0.64350424,-4.759467149,1.105138898,-0.3520276248,-1.375020623
-2.654969735,1.702767794,-4.356331754,1.097494602,0.01026372053,-1.347896576
-2.962776039,2.370722,-3.472815519,0.9012208581,0.5114810467,-1.327784657
-3.273983677,2.286070371,-3.117970692,0.8221362233,0.5816598535,-1.269260287
-3.874076353,2.19170165,-3.694835345,0.8889647722,0.7577978969,-1.310648799
