lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z
-3.2991042,-4.536792,-3.1770704,0.17019732,-3.2869692,0.25915194
-4.874479,-3.6364923,-3.7013974,-0.06314634,-2.1037579,0.41430715
-2.2648067,-3.0140593,-4.0938206,-0.27511033,-1.9571546,0.63176876
-0.8811569,-3.8401814,-4.369294,-0.7210288,-2.3297715,0.3837648
0.56500524,-3.5144582,-3.5527434,-0.984304,-2.1214726,0.25121093
2.6551359,-3.519244,-3.3589249,-1.2750673,-1.6181344,-0.03955236
3.7803607,-4.1871405,-4.1201415,-1.804061,-0.96391696,-0.2661767
3.586243,-5.853442,-1.6016957,-2.1009328,0.25846475,-0.22830416
2.3389843,-12.889836,11.254642,-1.0221765,-0.8515211,-0.31870955
-20.704197,-22.142881,10.122238,0.5233434,1.164962,1.8468204
-10.217951,-14.412569,7.0675006,-0.8987854,-1.0897515,1.7289268
-3.696612,-7.0196443,3.682255,-0.46447298,-0.48799062,-0.42133188
-0.6750751,-6.3131633,1.1682956,-0.71614206,0.313441,-0.2673984
0.17706887,-7.606185,1.082154,-0.9183325,0.82838523,-0.005955761
0.8138588,-9.890134,1.0677971,-0.52494687,1.5436873,0.033138465
-1.1730813,-12.090335,-3.260819,0.076126836,2.4673648,-0.038330667
-10.155738,-17.697317,-0.81864446,0.46958882,1.7672575,0.050242186
-4.1344986,-8.65454,-9.387342,0.22639526,0.9090171,-0.031611346
0.4118646,-4.0794635,-5.022834,-0.49196112,1.5161992,-0.5789305
-1.4653047,-7.11775,-6.5694947,-0.2940466,1.217495,-1.1855018
-8.12782,-10.53171,-8.508578,-1.0533297,-0.98040986,-0.77195823
-10.256236,-9.957133,-4.0651064,-1.9543295,-0.2839676,-0.09941539
-7.7186475,-7.912466,0.30418757,-1.5707173,5.5980334,0.18340689
-1.8984057,-6.832705,2.2073789,0.35474956,3.4599917,0.62871456
-2.8920252,-6.727421,-0.4621139,0.5312844,1.8797297,0.22189027
-4.752146,-8.656933,-1.59691,0.14332004,1.5198643,-0.062764555
-5.154439,-8.752945,-2.8322048,0.15798037,0.4942518,-0.72309047
-7.091429,-9.310772,-1.6088741,-0.3868954,0.90229774,-0.8672504
-8.975478,-8.738588,1.5634105,-0.9158891,3.1533463,-0.7267555
-7.1105714,-7.8239317,-0.285045,1.2056597,0.35131353,-0.19043164
-9.425628,-10.431211,-4.072285,1.0101887,-1.6541743,0.18279605
-9.018549,-9.107083,1.2640085,-0.2580066,-1.0445489,0.021532366
-10.179666,-11.26182,6.222236,2.276475,-1.1752701,0.9146674
-6.942775,-10.711171,-2.4011974,3.5397835,-3.8594093,1.5181845
-4.486542,-12.406187,-7.3546395,1.7114413,-4.4378815,1.8010068
-3.4713874,-17.60609,-2.6240292,0.7817318,-2.7616405,0.80838
-3.0786655,-16.14587,-4.615755,2.1909564,2.1081865,0.60428065
-1.8050855,-8.063214,-6.322735,1.0431744,-1.907676,0.8059366
-2.8393831,-5.5280185,-1.3405789,0.36269057,-2.9387863,0.6024481
-5.7984076,-4.6707897,-2.908775,0.5056288,-1.2168077,0.8499176
-0.8042875,-4.6707897,-3.6293137,-0.15294088,-1.4183873,0.8590803
0.92662054,-3.5886357,-3.4283166,-0.93971217,-1.4599249,0.42896748
3.5383866,-3.1507492,-3.2536407,-1.5890428,-1.3004938,-0.14889401
2.5570302,-6.5838513,0.07178468,-2.1418595,-0.019470757,-0.47386476
-14.175381,-20.594128,32.073692,0.78661853,-0.25709033,0.8505285
-9.719945,-11.319247,4.8505507,-0.8584695,-1.2644538,0.75462544
-1.9319052,-4.8433723,1.8266209,-0.9714762,-0.49165568,-0.3504736
-0.023928227,-7.838289,-0.16271193,-1.256131,0.63047075,-0.27289602
-4.929514,-14.39582,-2.111666,-0.63734275,1.8730104,0.07895201
-8.40808,-13.416556,-1.582553,0.93627614,0.97376686,0.70140535
0.2416751,-7.1632137,-7.704291,0.14820682,0.40934402,-0.53311694
1.1036894,-5.3772707,-5.0922256,-0.43087637,1.3750936,-1.0828794
-1.7668004,-7.5942206,-6.0954165,-0.41010758,0.39651623,-1.1170869
-6.7465634,-10.682458,-7.390532,-0.7320241,-0.91810346,-0.5630485
-9.097511,-10.6154585,-4.5008993,-1.4925289,-1.0897515,0.13820419
-7.615756,-7.670791,2.8537402,-1.9934237,5.116686,0.03863609
-3.4283166,-6.15763,1.2592229,-0.9445989,5.4868593,0.06795676
-3.9717865,-6.5742803,-0.0741775,1.0107995,2.6121356,0.25793025
-4.0531425,-8.405686,-2.5809584,0.5801522,0.80578387,0.119267926
-4.778766,-9.042477,-2.3724837,-0.4259896,0.6145887,-0.5441122
-6.026025,-8.178369,-0.84765744,-0.6874322,1.0262997,-0.8440382
-9.030513,-8.963513,0.65353966,-0.57931226,2.1216252,-0.61619216
-7.95793,-9.183653,-1.0893325,0.5239542,0.40751147,-0.09880454
-8.65454,-10.699207,0.05742774,0.37002072,-0.43301436,0.19318044
-8.676076,-10.0672035,3.042773,0.85014665,-0.015194826,0.2261662
-9.583553,-11.33839,1.0366904,2.608165,-1.3188193,1.2060416
-5.681159,-10.873883,-4.733003,2.4957693,-3.7201362,1.5084109
-1.3022938,-17.314165,-3.1962128,0.9625426,-2.6364167,0.9952993
1.4174483,-20.270798,-1.462912,1.4359492,1.2755255,-0.021226943
0.64875406,-14.0653105,-1.5299109,2.7022355,-0.7011763,0.5114319
-0.8210373,-8.26451,-6.5407805,1.2722421,-1.6621153,0.61466503
-4.0627136,-4.213761,-1.3884354,0.79150534,-0.8912262,0.35872006
-5.046762,-2.3102703,-2.975774,0.86236364,-0.12026055,0.49188477
-1.7117655,-4.8122654,-2.382055,0.10300412,0.16072918,0.83708984
-0.17228323,-4.5798626,-2.975774,-0.41988114,-0.49898586,0.6219952
1.4389837,-3.4402807,-2.243271,-0.60741127,-1.3230952,0.23471805
2.1954148,-3.7827535,-1.3597214,-0.976363,-1.7561859,-0.22524993
-2.695814,-7.2613196,6.9619174,-0.71980715,-1.8081079,-0.03771982
-11.084751,-15.803397,13.49552,0.55755085,1.1619078,0.6372664
-5.401199,-14.223237,7.19432,-0.30748525,0.7385907,-0.09941539
-3.2536407,-7.0196443,4.345366,-0.77783763,0.14729054,-0.0865876
-2.9997022,-8.554042,1.2424731,-1.4063995,0.27251422,0.13942589
-4.0794635,-9.978668,1.907977,-1.2152042,1.4025817,0.14125843
-7.093822,-12.916158,0.6774679,0.11888615,0.9224557,0.41980478
-4.2711883,-13.095619,-3.9670007,0.67055756,0.34398335,0.61466503
2.5570302,-7.5364943,-6.430412,0.41583428,1.7324392,-0.39384377
0.8644072,-7.048358,-7.022037,-0.62451494,2.3916197,-0.7670714
-1.7093726,-8.242975,-7.7210402,-0.96658945,1.2113864,-0.6839962
-6.1887364,-10.524531,-7.5699935,-0.956205,0.27434677,-0.7426376
-9.859028,-10.814063,-3.3756745,-0.8462525,0.3519244,-0.18065807
-9.600304,-6.99781,-0.29461628,-1.5792693,5.543668,-0.4793624
-6.0044894,-5.5112686,0.17467605,-0.5921401,3.594378,-0.2741177
-3.6221352,-5.72423,-0.41904306,0.4121692,1.3311125,0.33672956
-3.0667014,-6.7298136,-2.2025933,0.52639765,0.05444176,0.27686653
-4.7306104,-8.3123665,-2.4729822,0.23494713,0.34092912,0.084449634
-5.0850472,-8.314759,-1.7261224,-0.112014115,1.3146197,-0.31565532
-6.0451674,-8.860622,-0.76600236,0.008933641,2.1759906,-0.5746546
-7.2062845,-9.150154,0.26081768,-0.5970268,3.8735352,-0.4811949
-8.403294,-8.750552,-1.1826526,0.2190651,3.054389,-0.44943088
-9.655338,-8.175976,-0.57457656,1.0810469,0.56694263,-0.5441122
-8.745767,-9.798908,0.15074782,0.25205085,-0.40735877,0.11804623
-8.975478,-10.816456,2.6982067,0.9039012,-1.2907202,0.722785
-6.026025,-11.2139635,1.3166506,2.3858166,-2.3071702,1.5078001
-3.3493536,-12.509079,-3.4450665,2.8592234,-3.501453,1.2439141
-1.8577276,-16.780268,-4.7162533,1.7841321,-2.591825,0.9165
-0.30179477,-22.097418,-2.7436702,1.8073443,0.9181798,0.21639264
0.2632105,-20.268404,-2.0231316,2.428576,1.1777899,0.37948886
0.57457656,-10.431211,-3.3086755,2.5269225,-1.1141855,0.9195542
-3.2703903,-6.7872415,-6.372984,0.6815528,-1.1587772,0.29641363
-5.7673006,-1.8481563,-1.4509479,0.94543886,-0.3419981,0.6775823
-1.8912272,-3.7851462,-2.5546372,0.46225867,-0.07383616,0.7747834
0.0047856453,-3.7396827,-2.5354948,-0.074141584,-0.7750888,0.5132644
0.16271193,-1.8816559,-2.2552354,-0.5108974,-1.4306043,0.42041564
0.9936196,-1.4126626,-1.9510478,-1.1150253,-1.7250327,0.06001574
0.2727818,-3.4881372,-0.011964113,-1.7032713,-1.8044428,-0.0132859275
-3.73729,-9.365807,9.571589,-1.0478321,-0.68407255,0.1253764
-10.148559,-21.319452,3.5048869,0.16286714,1.7006751,1.1260206
-4.725825,-8.88455,6.413662,-0.4864635,-0.4708869,0.12904148
-1.4988043,-6.7968125,1.2496517,-1.2628504,-0.44706383,0.11193776
-1.1204392,-11.304891,2.8082764,-1.3343195,0.22364645,-0.19287503
-6.485746,-17.77628,6.96431,0.35719293,1.7440453,0.32634515
-8.721839,-13.940884,-1.6184454,0.94055206,0.4966952,1.0026294
1.9007984,-4.2831526,-9.418449,0.6137488,1.9182131,-0.31199023
3.251248,-3.8904305,-6.8685975,-0.3032093,3.3530934,-0.9045121
0.5171488,-7.345068,-4.99412,-0.596416,3.8161156,-0.7621847
-2.0063818,-10.864312,-5.779265,0.08956548,2.390398,-0.6192464
-5.432306,-11.996716,-6.6556363,0.2698418,0.6860578,-0.5789305
-7.8813596,-10.840384,-7.251748,-0.3832303,-0.057343286,-0.32237464
-8.755338,-10.014561,-6.303592,-0.80960166,-0.23937577,-0.2441862
-9.559626,-7.1081786,-0.30179477,-1.9647138,0.73187137,-0.4524851
-8.365009,-5.252545,1.5586249,-2.2212696,4.158801,-0.35963634
-7.0722866,-5.1735816,0.541077,-1.5078001,3.9511127,-0.15866758
-5.9063835,-6.6771717,0.22253251,-0.096132085,1.9689134,0.066124216
-5.4442697,-8.0201435,-0.2440679,0.65467554,0.90351945,0.47355935
-5.0682974,-8.958728,-1.5753746,0.7432484,0.81677914,0.4821112
-3.5048869,-8.539685,-2.1882362,0.09078717,1.189396,0.07956286
-4.65404,-8.623434,-1.5346966,-0.5212818,1.453282,-0.21181129
-4.872086,-8.4248295,0.7468598,-0.7650098,2.3598557,-0.21425468
-7.385746,-8.678469,1.9630119,-0.6318451,3.6377482,-0.40178478
-9.075976,-8.886943,-0.06699903,0.37063158,2.7795076,-0.2509055
-8.070393,-7.9890366,-0.0071784677,1.3321052,1.085552,-0.22769332
-7.6851482,-9.880563,-1.7500507,0.9295568,0.39040774,0.06490252
-7.483852,-9.250652,1.8050855,0.45798272,-0.542356,0.27075803
-8.8701935,-8.733803,4.3262234,1.1922212,-0.35054997,0.36910444
-8.161619,-9.475877,5.2812586,2.3155692,-0.4660001,0.8670213
-7.498209,-11.046466,-3.6221352,3.20565,-2.8734255,1.2976687
-6.5001025,-10.993824,-5.8654065,2.3509984,-4.572879,1.54384
-4.421936,-12.71516,-5.0108695,1.2942326,-4.619303,1.5212387
-3.6317065,-17.302202,-2.248057,0.9032904,-2.7390392,0.748517
-3.1507492,-20.598913,-2.5450659,1.9240161,2.2480707,0.21150586
-0.6008976,-18.824934,-4.821837,2.0095348,3.514357,0.39720342
0.70618176,-11.19482,-3.4833515,2.2196662,-2.4177334,0.8951203
0.038285162,-8.961121,-5.276473,1.0016367,-2.947338,0.5248705
-3.789932,-5.870192,-2.530709,0.15614784,-0.51608956,0.32634515
-5.19751,-2.7317061,-2.6431718,0.7151494,-0.55090785,0.60916746
-4.347759,-1.6519449,-3.0332017,0.505018,-0.7842515,0.5285356
-1.2640085,-3.5886357,-2.9279177,-0.2152473,-0.4403445,0.2377723
0.20338993,-4.0268216,-2.8393831,-0.58175564,-0.42629504,0.0917798
2.0590239,-2.8513472,-1.730908,-0.6507814,-0.42324078,-0.04382829
3.2775688,-2.2767708,-2.204986,-0.8187644,-0.38536826,-0.28450212
2.7388847,-3.682255,-2.5283163,-1.6128658,-0.69201356,-0.52578676
-1.5370895,-7.9340014,4.5726843,-1.8010068,-1.2235271,-0.4085041
-20.862123,-19.248463,29.880672,0.4384356,1.6377579,1.2542984
-15.331712,-18.118454,6.0810595,0.10300412,2.8802974,2.1821754
-7.1488566,-10.9121685,4.462614,-0.39605808,-0.8942804,0.18279605
-2.4251258,-6.370591,2.4035904,-0.53166616,-0.38231403,-0.20875706
-0.98883396,-8.479864,1.8457636,-0.8187644,0.5076904,-0.40361732
-2.4945176,-13.423735,4.1775694,-0.5976377,1.2205492,-0.2985516
-3.9143589,-18.865612,2.1068804,1.0175189,0.22120306,0.3465031
-4.682754,-10.457532,-4.462614,0.9845331,-0.9626953,0.3153499
-1.3286148,-4.6061835,-8.134998,0.6998783,0.45271417,-0.47203222
0.6559325,-3.5934215,-6.0858455,0.1427092,2.7929463,-0.80372226
-0.69182485,-6.6771717,-6.3801622,-0.10651649,4.04274,-0.3932329
-1.9247267,-10.253843,-7.347461,0.15675868,2.3629098,-0.6723901
-5.118547,-12.22194,-6.983453,0.3657448,0.40690064,-0.9900307
-7.7330046,-10.754242,-6.9906316,0.09872819,-1.0506573,-0.8672504
-9.98824,-9.308379,-5.994918,-1.1675582,-1.6853275,-0.20203774
-9.032906,-8.240582,1.0366904,-3.5474954,4.0561786,-0.14400724
-4.060321,-7.0435724,4.888836,-1.3862416,3.9694383,0.26098448
-3.2249267,-6.9786673,0.94337034,0.5557183,2.0416043,0.58106846
-4.479364,-8.001,-2.219343,0.72186875,1.2920183,-0.042606596
-4.558327,-8.283653,-2.4514468,0.23677967,1.4264047,-0.3694099
-6.4594245,-8.166405,-0.95054877,-0.648338,2.7892814,-0.79578125
-9.550055,-8.190332,-0.04546363,0.050471254,1.96647,-0.6216898
-10.488639,-7.7976108,0.11485548,0.5233434,1.9634159,-0.23380178
-7.4072814,-8.925228,-1.0390832,0.40117395,0.9175689,0.007482879
-5.8893347,-9.499805,-0.31615168,0.2973299,-1.0457705,-0.06765133
-8.925228,-9.516555,4.290331,1.5819417,-0.2577012,0.30191126
-8.836694,-10.318449,1.5346966,3.1390676,-1.627297,0.924441
-7.3402824,-10.603495,-4.924728,2.7706504,-3.5943017,1.5548353
-3.1100712,-11.302498,-7.2326055,0.74508095,-3.5863607,1.6366888
-2.5905297,-17.714066,-1.7955143,1.2777398,0.6787277,0.3141282
-3.7947176,-19.67947,-0.1268196,2.496991,-0.2796917,0.7851678
-3.610171,-11.793325,-3.0762727,1.732821,-1.9748691,0.57496
-2.868097,-9.226724,-2.949453,0.6931589,-0.48249298,0.3660502
-3.2033913,-7.670791,-5.386842,0.052914646,-0.23265645,0.5822902
-3.4139597,-3.289533,-1.8505492,-0.16393614,-1.1496146,0.8438091
-3.4570305,-1.3501502,-3.5336008,-0.50539976,-0.48982313,0.56946236
-0.68225354,-3.0957143,-3.2177482,-1.2268103,-0.4556157,0.530979
2.03031,-2.8345976,-3.0379875,-1.5615547,-0.37742725,0.081395395
2.2911277,-3.7444685,-2.2767708,-1.9152353,-0.91688174,-0.2936648
1.6591234,-4.929514,-0.5315057,-1.9842609,-1.1526688,-0.47447562
0.19860429,-6.8422766,2.271985,-1.9072942,-1.5283399,-0.6717793
-9.676874,-12.193226,21.77678,-0.12972869,-2.7976804,-0.3657448
-19.035501,-13.936098,4.5128636,0.14209834,1.2462047,1.1412917
-8.520542,-10.725529,3.9670007,-1.0435562,-2.5539525,0.6018373
-2.9255247,-8.103892,3.0762727,-0.6715502,-0.65353024,0.13148487
-0.48125646,-7.510173,-0.20817557,-0.94215554,0.23525254,0.21089502
0.6750751,-9.368199,1.8314066,-1.1822186,1.4428976,0.15530792
-0.5051847,-11.192428,3.0690942,-0.68804306,2.7440786,0.122322164
-9.84467,-15.561722,3.6631124,1.3547065,1.1997803,0.13759334
-6.0427747,-14.027025,-9.866206,1.2044381,-0.34260896,-0.2741177
-2.204986,-8.525328,-7.764111,0.026648212,0.74531,-0.39140037
0.7253244,-4.9677987,-6.579066,-0.5823665,2.2071438,-0.6797203
-0.8572287,-6.0978093,-7.1799636,-0.41194013,1.4832135,-0.85808766
-3.1220353,-9.116654,-7.6013994,-0.216469,-0.7970793,-1.0114104
-7.1919274,-12.154941,-7.7832537,-0.49990213,-2.5215776,-1.0816578
-9.75823,-10.213165,-0.85483587,-1.8645349,-1.5985873,-0.10246963
-7.8239317,-8.18794,0.2105684,-3.4998493,4.71597,0.051463883
-1.0917253,-5.776872,2.76042,0.42072105,3.1722825,0.31473905
-1.907977,-5.685945,-2.1978076,0.8922951,1.6298169,0.46195325
-1.7333009,-7.620542,-2.2863421,0.16164546,1.5442982,-0.13667707
-5.259723,-10.339985,-0.5027919,-0.85297185,2.4239945,-0.7707365
-9.621839,-7.620542,0.83060855,0.3669665,1.4441193,-0.78478605
-9.260523,-6.9882383,-1.338186,0.88129985,1.1197594,-0.3669665
-7.704291,-8.18794,-2.8202405,0.48180577,0.2267007,-0.19898349
-8.211868,-9.6122675,-2.719742,-0.17432053,-1.3230952,-0.30343837
-9.904491,-9.052048,1.975275,0.4396573,0.17233528,-0.029167956
-8.930014,-10.00499,-1.0271192,1.8775917,-3.2374904,1.2139826
-4.3070807,-12.162119,-6.2318077,1.4732109,-3.4201338,1.8651458
-3.3804603,-18.530317,-4.5535417,0.51356983,-1.6059175,1.400291
-0.46929234,-18.7696,0.57457656,2.0235844,-0.97246885,1.1376266
-1.6519449,-9.052048,-4.9438705,1.108535,-1.9021784,0.6134434
-2.868097,-7.1392856,-4.0651064,0.07368345,-1.455649,0.28480753
-4.112963,-4.0220356,-4.0938206,0.69376975,-1.3328687,0.458899
-2.367698,-3.2703903,-4.342973,-0.0820826,-1.6871601,0.67391723
1.2735798,-2.0518453,-2.0087745,-0.6746044,-0.7995227,0.052685577
3.3780673,-4.5535417,-0.5769694,-1.552392,-0.40491536,-0.55693996
-4.4315076,-10.033704,11.503495,-0.71553123,-1.5930897,-0.5593834
-19.226929,-14.419747,7.2708907,0.21540001,2.2914407,1.4412178
-6.6460648,-11.664113,4.8649077,-0.21463646,-1.5448327,0.084449634
-1.7428722,-8.26451,2.6647072,-0.4907394,-1.0787562,-0.011453386
0.14596218,-5.831907,1.5801603,-0.7827244,-0.29251948,-0.10185878
-2.3988047,-12.772588,6.6460648,-0.086969376,2.5003505,-0.43477052
-15.83929,-19.770397,6.68435,0.39017868,0.19371493,1.7277051
-0.038285162,-5.266902,-10.409676,0.66689247,0.16683766,-0.94116294
1.8122641,-5.4203415,-6.8853474,-0.7827244,4.1264257,-1.3443221
-0.062213387,-10.253843,-6.0571313,-0.576258,4.117874,-0.50196373
-2.4825535,-12.324831,-6.6077795,0.2654895,1.413577,-0.13667707
-4.9869413,-10.569995,-5.2310095,0.22211933,-0.29435202,-0.53372777
-9.013762,-8.091928,-2.1619153,-1.3355411,0.53517854,-0.79639214
-9.75823,-7.1153574,0.15074782,-2.6965852,4.4086375,-0.42133188
-4.8098726,-4.898407,1.4318053,-0.5218926,2.0452693,0.06795676
-4.8361936,-6.349056,-0.9194421,0.60825115,0.18455222,0.28725094
-4.963013,-7.3163543,-1.4940187,0.75180024,0.74592084,0.0013744063
-5.6500525,-7.7617183,-1.9800607,-0.047264308,2.255401,-0.20753536
-6.7441707,-8.39133,-0.69182485,-1.4210598,3.9938722,-0.512959
-11.419746,-9.219545,3.2584262,0.25877017,2.6762745,-0.09269607
-7.036394,-9.947562,-3.993322,0.90267956,-1.635849,-0.034054734
-5.293223,-10.217951,-4.141677,-0.6477272,-2.371309,-0.09636115
-6.492924,-10.928918,2.4394827,-0.0014507623,2.5565486,-0.21669807
-11.05843,-10.715957,4.189533,2.6038892,-1.0201149,0.51509696
-7.5173516,-8.046464,-4.421936,2.1353693,-3.07134,1.300112
-2.0422742,-11.594721,-4.479364,1.448777,-3.580863,1.1193012
-2.164308,-16.758732,-2.4275186,0.9814788,-2.5722778,0.7650098
-1.448555,-16.251154,0.40947178,2.3351164,0.88519406,0.53830916
-1.879263,-9.624231,-3.4689946,2.1988974,-0.28274593,0.888401
-4.924728,-6.3777695,-5.389235,0.4561502,-1.431826,0.23410721
-9.430413,-4.086642,-2.3437698,0.5520532,-0.9462024,1.0557731
-2.3772693,-4.4985065,-4.1775694,-0.052151084,-1.7329737,0.7918871
-0.40468612,-3.9670007,-3.83061,-0.6959841,-1.7891716,0.4344651
2.4538395,-3.4307094,-2.719742,-1.2634612,-1.8600299,-0.0047340663
2.3748765,-4.989334,-0.22013968,-1.4387743,-0.2876327,0.023364907
-1.7500507,-8.597113,4.8361936,-0.9647569,0.21448374,0.10094251
-11.288141,-18.013168,14.261522,0.5996993,0.81677914,0.82853794
-10.148559,-11.211571,5.3676996,-0.1816507,0.657348,0.8010498
-4.112963,-7.004988,1.4365909,-0.9519291,-0.20455748,-0.31443363
-2.1834507,-6.550352,2.8513472,-1.0496646,0.55961245,-0.5752654
-4.0100718,-11.776576,-1.9606191,-1.1492327,0.6830036,-0.47875154
-7.349854,-18.18306,-5.3342,-1.4577106,-0.6639146,0.0062611843
-4.153641,-7.538887,0.39032918,-0.22624256,3.1454053,0.17546588
0.5937191,-3.5838501,-2.3078775,0.101782426,3.1814451,0.24143738
1.0941181,-5.599803,-5.9757752,-0.49623704,1.2101648,-0.26434416
-1.4003994,-7.7832537,-3.6436708,-0.40460995,-0.82281125,-0.39995223
-4.79073,-9.68166,-4.0555353,0.2422773,-1.180157,-0.47508645
-8.1687975,-9.327521,-3.4857445,-0.22990763,-0.46050248,-0.20020519
-6.265307,-7.4790664,-0.17467605,-1.452213,3.4044044,0.25731942
-4.2161536,-6.2581286,0.68225354,-0.61107635,3.6676795,0.1577513
-4.941478,-7.309176,-0.6774679,0.66750336,2.1008565,0.28602922
-4.8768716,-8.463115,-2.0063818,0.94116294,1.2462047,0.23166382
-3.9454653,-7.95793,-2.1188445,0.24899662,1.577284,-0.12751436
-4.3645086,-7.8741813,-2.0255244,-0.23601611,1.4807701,-0.2533489
-5.5950174,-8.623434,-2.0255244,-0.053983625,1.1417499,-0.53739285
-7.5364943,-8.807981,-2.2815564,0.13843326,0.7581378,-0.55022067
-8.886943,-7.953144,-2.4251258,-0.027106347,0.48447824,-0.22586077
-8.3123665,-9.049655,-0.8787641,-0.3148154,0.8039513,0.15103199
-7.2230344,-10.088738,1.8385851,0.34314343,1.950588,0.50593424
-6.538388,-12.209976,2.9590242,1.7254908,0.07032379,0.6928535
-7.359425,-9.202796,-2.3054845,2.09261,-2.227149,0.98186064
-2.0925233,-10.42164,-2.5522444,1.9783815,-4.3218207,0.7570688
-2.882454,-16.131514,-3.3062828,1.4689349,-2.4775965,0.23288552
-1.0677971,-18.88954,-3.2249267,1.7896297,1.1417499,0.059404895
-0.79950184,-12.497114,-0.9170493,2.4493449,-0.36276692,0.6806366
-2.547459,-7.2589264,-4.462614,1.4701567,-0.9901834,0.26159534
-4.778766,-5.10419,-2.2791636,1.1922212,-0.48004958,-0.049325917
-2.5450659,-5.6787663,-2.2695923,1.2429215,0.07093464,0.16447063
-1.326222,-5.6644096,-1.326222,0.76340634,-0.27663746,0.088114716
-1.8002999,-3.9670007,-1.1946167,0.19707459,-0.5417452,0.3581092
-0.38793638,-3.545565,-2.1882362,-0.3948364,-0.5331933,0.14125843
-0.42622152,-4.493721,2.0757737,-0.7839461,-0.47271943,0.10827268
-3.4833515,-9.183653,11.953645,0.32603973,1.5400223,0.032527618
-8.307581,-16.421045,8.077571,0.22150849,2.9926934,0.32268006
-7.3977103,-8.743374,4.9319067,-0.71492034,0.9792645,0.11438115
-5.35095,-8.355437,2.312663,-1.9286739,0.6316924,-0.29061058
-4.2687955,-14.678172,-3.5168512,-1.1089169,-0.29251948,0.18218519
-3.9526439,-17.074585,-2.5498517,-0.06192464,1.2370421,0.11987878
-1.4027922,-5.915955,-2.8992038,-0.07230905,4.145973,0.47600272
1.7739788,-3.246462,-8.319545,-0.89145523,1.5320812,-0.07131642
-0.90029955,-6.439983,-3.8210387,-0.59580517,0.027564483,-0.2325801
-4.8768716,-9.897313,-3.2823544,0.7279772,0.19676918,0.37521294
-7.069894,-9.585947,-1.6686947,1.456718,2.2169175,0.992245
-5.152046,-7.6109705,-4.692325,0.83915144,4.2510386,0.20967332
-5.286044,-6.930811,-4.240082,0.47264308,3.1057003,0.13209572
-7.251748,-7.170392,-4.328616,0.47264308,1.9493663,0.19073705
-8.589934,-7.534101,-2.4346972,0.91978323,2.0782552,0.29397026
-6.399305,-6.0571313,-2.6694927,0.90512294,2.8253212,0.42102647
-5.2956157,-6.370591,-1.2855439,0.33398074,3.1356318,0.28053162
-6.320342,-8.355437,-1.4581263,0.3229855,2.8069959,0.15408622
-7.1153574,-8.262117,-0.61764735,0.18363595,2.1051323,0.009926268
-6.593423,-8.036893,-0.31136605,0.19096613,1.9420362,0.28358585
-6.2270217,-8.865408,-0.8042875,0.5557183,1.0116395,0.56518644
-6.641279,-10.246665,-1.1970096,0.5056288,0.8943567,0.86457795
-6.5048885,-12.042179,-0.15553348,1.0095778,0.4337779,1.2756782
-5.1592245,-14.881862,3.502494,2.0895557,-0.15141377,1.1926029
-2.0111675,-15.322141,1.1228321,4.3357177,-2.8941944,0.5822902
-1.2640085,-15.968502,-6.2437716,2.8634992,-1.7629052,0.24571331
2.2265215,-16.277475,-5.729016,1.5202461,2.7294183,-0.54227966
0.8596215,-14.81217,-2.9685955,3.757245,0.87236625,0.74973863
2.152344,-10.960324,-4.0698924,3.3913476,-1.1624423,0.20845163
-0.663111,-8.592327,-4.9438705,2.1481972,1.5186427,-0.3694099
-1.4653047,-5.480162,-6.562316,1.2924001,1.9597508,-0.22769332
-5.4873405,-2.4466612,0.78753775,1.280794,2.1320097,0.20784079
-3.0068808,-3.222534,-2.3078775,1.044396,1.9511988,0.5242597
-3.141178,-2.8130622,-2.3844478,0.31076854,0.19921257,-0.045049984
-3.8617167,-3.9622152,-0.4884349,-0.9207759,-1.0146173,-0.75668705
-6.873383,-6.818348,5.6356955,-0.15416257,-0.18317783,-0.43354884
-8.0201435,-10.342378,10.924132,0.25510508,1.9560857,0.21394925
-5.9303117,-12.296118,7.7186475,-0.09124531,1.9230999,0.055739813
-3.7947176,-11.486745,4.4410787,-1.7686319,1.2645302,-0.11102149
-1.8074784,-14.8480625,1.0103694,-0.6672743,2.570598,0.084449634
0.19621146,-16.014265,-6.090631,0.23677967,0.08131904,-0.43110546
0.031106694,-5.192724,-5.384449,0.36513394,1.285299,-0.051158458
-1.3310076,-3.5431721,-5.0539403,0.13721156,1.6835715,-0.2832804
-3.964608,-6.6676,-6.631708,0.12804885,0.6341358,-0.14583978
-8.05125,-8.6090765,-5.391628,0.2062373,-0.4336252,-0.094528615
-10.069596,-11.307283,-2.4251258,0.037643462,0.9126822,0.1937913
-5.309973,-7.3953176,1.8146569,-0.74668443,4.6976447,0.559078
-5.3051867,-7.3785677,-0.09092726,-0.68437797,5.342088,0.43141088
-5.439484,-6.7441707,-1.0079765,0.9179507,1.2724712,0.530979
-5.449055,-8.17119,-1.6878372,0.892906,0.44721654,0.3776563
-5.2022953,-7.8287177,-1.4940187,0.41278005,1.0067526,0.18401773
-5.171189,-7.75454,-1.9103698,-0.06742226,1.633482,-0.11468657
-5.7840505,-8.750552,-0.9720842,-0.46630552,2.2718937,-0.28877804
