lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z
-2.4945176,-6.0571313,-9.080762,-1.152287,-0.33894387,-1.1439642
-6.5742803,-9.0951185,-9.068798,-1.6641771,-0.8057075,-0.6308525
-10.4718895,-11.9560375,-4.9869413,-1.6849458,-1.1764919,-0.029778805
-10.289736,-8.333902,6.0116677,-2.4473596,3.94195,0.4161397
-8.613862,-7.9483585,4.01725,-2.7081914,7.9498715,0.7038488
-0.8066803,-7.053144,6.775277,-0.83770066,7.1049933,0.75096035
-0.46929234,-7.620542,0.27038896,1.1360232,2.2761695,0.63176876
-2.3509483,-7.64447,-2.0398812,0.57587624,0.46065518,0.45034716
-3.313461,-7.6851482,-1.8625133,0.20440477,-0.6199336,0.084449634
-3.5934215,-7.809575,-1.2257234,0.17936003,-0.54052347,-0.03283304
-3.950251,-7.663613,-1.7691933,-0.36734828,1.2168841,-0.76096296
-5.006084,-7.8837523,-2.0757737,-0.52494687,1.8485001,-0.8611419
-6.863812,-8.709874,-1.9968106,-0.3716242,1.8821731,-0.8593094
-8.415258,-9.123833,0.38554356,-0.6196282,2.9481015,-0.7383616
-10.397712,-9.059227,1.6998014,-0.80532575,4.6774864,-0.4732539
-9.619446,-7.8813596,2.774777,0.7988355,2.2358537,-0.054212693
-8.920443,-11.07518,-2.542673,1.3479872,-1.3664653,0.09910997
-9.425628,-11.154142,-1.2855439,0.09261972,-2.5105822,0.3397838
-10.3543415,-9.772587,4.148855,0.60458606,-1.5472761,0.20173231
-10.016953,-9.2075815,3.461816,2.6454268,-2.1086447,1.0301175
-7.306783,-12.379867,-2.4227328,3.6387408,-3.1849575,1.7191533
-5.8510494,-13.397414,-7.50778,2.524479,-3.0731726,2.0545084
-3.5168512,-16.63909,-5.7816577,0.9704836,-3.083557,1.5542245
-2.1140587,-19.851753,-2.679064,1.1555703,0.17050274,0.4576773
-2.4107687,-19.018753,-3.1004999,1.656465,1.3158413,0.4008685
-1.1515459,-10.6154585,-3.531208,1.6466914,-2.291899,0.6262711
-2.2695923,-7.225427,-3.1220353,0.63268507,-3.3107922,0.13942589
-3.8210387,-6.4761744,-2.8920252,0.47997323,-2.6865063,0.057572354
-4.761717,-4.6085763,-2.6431718,0.64306945,-1.9095086,0.29152685
-3.461816,-2.3629124,-3.6340995,0.5325061,-1.4104463,0.5596888
-1.082154,-3.153142,-4.23051,-0.017943637,-1.2241379,0.5981722
1.0295119,-2.5088747,-3.6197424,-0.45714283,-1.0763129,0.49066305
2.1355941,-2.2648067,-2.774777,-0.77844846,-0.7866949,0.28114244
3.3230324,-2.5402803,-3.8377883,-1.4015126,-0.77692133,0.09300149
3.976572,-4.328616,-3.0188448,-2.0697796,-0.64131325,-0.13056861
-1.7907287,-12.332009,14.060525,-1.168169,-1.5539954,-0.40422818
-23.222643,-22.411177,11.857932,0.7383616,1.8925575,1.816278
-7.4718876,-12.540185,5.7577295,-0.7301915,-1.8551431,0.2677038
-2.6072793,-6.9116683,4.304688,-0.8279271,-1.1209047,-0.16294351
-0.09332009,-6.512067,0.9098708,-0.84869593,-0.65353024,-0.21669807
-1.0127622,-11.972787,4.924728,-0.964146,0.89069164,-0.17027368
-3.5694933,-17.527126,8.460722,-0.18714833,1.69701,0.12110047
-3.7731822,-15.935002,-4.331009,0.7395833,0.24441525,0.70201623
-0.8330014,-5.4849477,-7.5029945,0.78051007,-0.02741177,-0.51356983
0.8210373,-4.151248,-6.8255267,0.32176378,1.3579898,-0.9973609
0.2105684,-5.549554,-7.278069,-0.2952683,2.5009613,-0.91306394
-2.3772693,-8.961121,-8.137691,-0.95498335,2.2419622,-0.87824565
-5.9327044,-12.384652,-8.673683,-1.2512443,0.6432985,-0.58076304
-8.214261,-11.960823,-7.089036,-1.5310123,-0.40369368,-0.6962132
-9.952348,-10.510175,-4.388437,-1.9390583,-0.17584765,-0.43904647
-10.371092,-7.3163543,4.345366,-3.1113505,4.97558,-0.19959435
-5.915955,-7.5317082,4.9725847,-0.87129724,5.4679227,0.7105681
-2.4562325,-7.282855,1.9510478,0.6345176,2.3916197,1.036226
-1.3094722,-8.053643,-1.3022938,0.6736118,1.2993485,0.51082104
-2.856133,-8.068,-1.6447664,0.26121357,0.25724304,0.2664821
-2.8178477,-7.325926,-1.0845468,0.30343837,0.051387526,-0.0132859275
-3.7851462,-7.886145,-0.48364928,0.32787228,0.83266115,-0.18310146
-4.115356,-8.398508,-2.1212373,9.93E-04,2.2334104,-0.58992577
-6.143273,-9.030513,-1.7883358,-0.49562618,2.6365695,-1.0053018
-10.033704,-9.217153,0.19860429,-0.44981265,3.150292,-1.0053018
-11.912967,-8.697611,1.4198412,-0.019165333,3.4557157,-0.53433865
-9.047262,-8.618649,-0.1268196,1.0828794,0.8980218,-0.14339639
-8.348259,-11.118251,-3.1244283,0.54227966,-2.0292346,0.30007872
-7.84786,-9.859028,0.71336025,0.060855657,-3.082946,0.2896943
-8.848659,-9.200403,4.817051,0.45065257,-2.0487816,-0.19226417
-11.132607,-9.423235,5.9470615,1.7835213,-1.7525208,0.35994175
-9.145369,-8.276474,-2.9685955,3.3070507,-3.9614208,1.2133718
-6.567102,-12.231511,-6.1767726,1.6815097,-4.0976396,2.1785104
-4.151248,-16.696518,-4.098606,0.79150534,-3.1562479,1.5939295
-4.0698924,-19.923838,-2.0231316,1.2410889,-0.062230065,0.57190573
-3.8952162,-17.467306,-6.550352,1.4463336,1.6609701,0.8859576
-2.181058,-7.768897,-2.2265215,0.44637662,-0.9345963,1.0117922
-2.14038,-5.872585,-3.0092735,0.28389126,-3.1849575,0.8664105
