x acc,y acc,z acc,x gyr,y gyr,z gyr
0.5023040771,0.2001190186,-0.1343688965,-0.9087975621,-0.3719019294,0.1764647812
0.6401977539,0.2720794678,0.07168579102,-1.559531093,-0.2669299543,0.196549803
0.3287506104,0.4462738037,0.2139129639,-2.071223021,0.240113005,-0.3130114377
0.08573913574,0.3135528564,0.009689331055,-1.865253568,0.7066498399,-1.321756959
0.1596374512,0.3701324463,0.05413818359,-1.647662282,0.8618434072,-1.673019886
0.2045593262,0.5162506104,0.03071594238,-1.316331267,0.9903984666,-2.437190533
0.5228271484,0.5417327881,0.1151580811,-1.072799325,0.3953990042,-2.694333553
0.8965148926,0.5409545898,0.1510162354,-0.7929056287,-0.8148788214,-2.515662909
1.47644043,0.8641357422,0.04856872559,-1.008852601,-0.6873829365,-1.843411088
1.57850647,0.8499755859,-0.2179870605,-1.16882515,-0.2750462294,-1.673478723
1.287704468,1.050079346,-0.2751617432,-0.3032996953,-0.3075647354,-1.772351742
0.9506530762,0.8214874268,-0.3603057861,0.3471398354,-0.3867138922,-1.9447366
0.7498626709,0.4952087402,-0.2267608643,0.02533544973,-1.043983698,-2.29596591
0.7944946289,0.4364929199,-0.2878112793,-0.1433206797,-0.7781514525,-2.670855999
0.7117614746,0.3932952881,-0.1108856201,-0.5822226405,0.5108278394,-3.075338602
0.6937713623,0.4618835449,-0.1087341309,-0.8169153333,1.257007003,-3.151681185
0.6559448242,0.5246582031,-0.02502441406,-1.042029142,1.477747321,-2.800747871
0.564453125,0.5544281006,0.1650848389,-1.711879373,1.57829237,-2.21410656
0.5312957764,0.5533447266,0.2872772217,-2.371623039,1.545121551,-1.833769917
0.5928344727,0.5682983398,0.2604064941,-2.142626047,-0.09909968823,-1.388375401
0.6183166504,0.5949401855,0.0838470459,-1.45585537,-0.8801925778,-1.089812398
0.6336517334,0.6280059814,0.06170654297,-0.8313933611,-0.2978079915,-0.9728463292
0.6684417725,0.7126922607,0.06343078613,-0.2836546302,0.5137839317,-0.9413523078
0.5965423584,0.6826019287,-0.01747131348,0.09107238799,1.077747703,-1.187177777
0.5444030762,0.5959014893,-0.1331481934,0.5170862675,1.086242199,-1.506428242
0.6302032471,0.5486907959,-0.2250518799,0.8902992606,0.6377626061,-1.747514367
0.7389526367,0.5184173584,-0.1635894775,0.9729113579,0.07836111635,-1.525319099
0.8478546143,0.4679260254,-0.03358459473,0.3324256241,-0.3038975596,-0.9322839975
0.7813720703,0.4732513428,0.008743286133,-0.8029680848,-0.3070443571,-0.5086619258
0.7825775146,0.7543029785,0.07383728027,-1.61404264,-0.02672082745,-0.1101033315
0.8020935059,1.154281616,-0.5592956543,-0.1592599601,2.349923611,0.7557587624
0.7719268799,1.574462891,-0.2877197266,1.412450075,2.517123938,1.152318597
0.7950134277,2.143814087,-0.3097991943,3.287660122,-0.7045696378,1.062486172
0.6181030273,1.960494995,0.0729675293,4.038613796,-2.98029685,0.9059134126
0.3056030273,1.520446777,0.1882476807,3.934322119,-2.504568815,0.3639718294
0.1553039551,1.300338745,0.1683044434,3.441977024,-1.432271957,0.3705950975
0.09658813477,1.136032104,0.07200622559,2.711330414,-0.09807410091,0.7037352324
0.1402435303,1.175338745,-0.2210998535,1.913602948,2.25057292,1.034269214
0.5168609619,0.9905090332,-0.8244934082,2.51718998,1.486933112,1.173609495
0.4506378174,0.8692321777,0.1274871826,1.507834911,-1.217272043,0.3794738352
0.5256195068,0.8074798584,0.06623840332,0.6221144199,-2.641225338,-0.348010689
0.7350006104,0.7986450195,-0.3219146729,0.6380054951,-2.418734789,-0.11960949
0.7616424561,0.8706665039,-0.1928710938,0.6904188991,-1.639950037,0.5892704725
0.3323669434,0.8688201904,-0.1846160889,0.7231254578,-0.980112493,0.6562931538
0.1519012451,0.7445983887,-0.1231536865,0.3846800327,-1.12102592,0.4172267914
0.1421508789,0.6845092773,-0.09982299805,0.04346039146,-1.081454635,0.09424979985
0.2263793945,0.6063995361,-0.04055786133,-0.2669675052,-0.7266320586,-0.2509483397
0.1187286377,0.571105957,-0.04498291016,-0.3575395048,-0.1869136989,-0.2554986179
-0.1101074219,0.5332336426,-0.06935119629,-0.5378029943,0.1631287336,0.1137249693
-0.1237792969,0.4556274414,-0.08975219727,-0.9090393782,0.5670399666,-0.1701038182
0.0807800293,0.3909759521,-0.08778381348,-1.324610829,0.9898149371,-0.555560708
0.1302337646,0.3550415039,-0.1072845459,-2.043134212,1.271857023,-1.269083619
0.2547607422,0.4411315918,-0.2869415283,-2.260711908,1.712984324,-1.386104465
0.3905944824,0.6764984131,-0.3834991455,-1.832983971,1.367370725,-0.9921886325
0.7053985596,1.151000977,-0.7320251465,-1.554929972,0.2748403549,-2.173720598
1.203399658,1.208984375,-1.227798462,-0.479028374,-1.356698394,-2.059949398
1.473632813,1.500457764,-1.091018677,0.5035949945,-1.286104918,0.05209515989
1.432617188,1.761901855,-1.104049683,0.7749242187,1.841909289,2.128309727
0.1820373535,0.4194030762,-0.7283172607,1.079894781,3.914420128,1.305037379
-0.2819213867,0.7118225098,-0.1588439941,-0.3936591446,3.6078372,-0.5247340798
-0.115020752,1.341278076,0.3079681396,-2.065063715,2.669048548,-1.789878368
-0.2861328125,1.878219604,0.1796569824,-0.01327559166,1.297696829,-2.626594305
-0.3015899658,2.273925781,0.2825469971,0.6382726431,-1.229539871,-2.403182983
0.08340454102,0.9625549316,0.3571166992,0.04276077822,-0.9805024266,-1.598854899
0.1675262451,0.3846282959,0.1290130615,-0.2241793126,-1.326622248,-1.376250505
0.214630127,0.2713928223,0.05395507813,0.154986918,-0.7885262966,-2.220385075
0.2947235107,0.2749328613,0.03103637695,0.8483424783,0.4444424212,-2.842303276
0.31300354,0.4914550781,0.1730804443,0.4432674348,-0.01254881453,-2.562094688
0.2752532959,0.8370361328,0.3060455322,-0.554256022,-0.4077051878,-1.46335113
0.3144836426,1.231430054,0.2962341309,-1.455524325,-0.03220374137,0.3674224913
0.252822876,1.420578003,0.2966461182,-2.248962402,0.9463737011,2.009976864
0.1307830811,1.31489563,0.1550750732,-2.624839067,1.215274692,2.511549711
0.08193969727,1.159667969,0.09559631348,-2.860510111,0.03497795761,1.962037802
0.04406738281,1.248153687,0.03507995605,-2.758985043,-1.190977097,0.599412024
0.1309204102,1.192123413,-0.164276123,-1.911676645,-1.091872096,-0.4899976552
0.469039917,0.8316040039,-1.816299438,0.8049798608,0.3986576498,-0.4222103655
0.4187011719,0.787322998,-0.06471252441,0.3848997355,-0.3123488426,-0.1964659244
0.3835601807,0.8140258789,0.08937072754,0.2302694172,-1.035337687,-0.2243580073
0.3861541748,0.8669433594,0.09732055664,0.4199842215,-0.8235607147,-0.1375261694
0.345413208,0.8737792969,0.1404724121,0.3373303711,-0.1736223847,-0.08499931544
0.2729644775,0.86668396,0.17137146,0.001287105726,0.8903200626,-0.2399950176
0.2644042969,0.8633422852,0.2162780762,-0.6323007345,1.421969771,-0.2308198959
0.243560791,0.936126709,0.2479858398,-1.452694654,1.148306847,-0.1153976992
0.2057342529,1.067459106,0.1951446533,-1.908666253,0.658934474,-0.07845485955
0.2123413086,1.043151855,0.09664916992,-1.65935123,0.3785595596,0.3030301929
0.1766204834,1.006210327,0.06491088867,-1.204643369,-0.4274035394,0.5609695911
0.1570281982,1.06968689,0.05111694336,-0.9276887178,-1.765632391,0.1964177191
0.3062896729,1.163619995,-0.06518554688,-0.5044708848,-1.506243467,0.2158047259
0.7024230957,1.395263672,-1.652252197,1.153872848,2.560372829,0.4651772678
0.5230712891,1.218994141,-0.3761444092,2.807332516,0.9117749929,0.08358677477
0.6450500488,1.270233154,0.1140136719,2.700929642,-0.4663325548,-0.01035916433
0.7974243164,1.448074341,0.191192627,2.027128458,-0.9552588463,0.33714661
0.9216918945,1.474304199,0.08717346191,1.603889346,-0.9172264934,0.9712479115
0.5110473633,1.215362549,-0.9465637207,3.334290981,-0.7507773042,1.112667084
0.2344665527,1.204864502,-0.1067810059,3.82966423,-1.297522664,1.259093285
0.1122894287,1.246994019,0.2221374512,3.487784624,-0.009259810671,1.380903602
-0.1893768311,1.318115234,0.3862762451,2.805963993,2.872493267,1.017985344
-0.3871765137,1.178649902,0.174987793,2.205132961,2.642449379,0.4095992446
0.06925964355,0.9812469482,0.04554748535,1.527877092,-2.785752058,0.8999454975
0.5787506104,0.9295349121,-0.08503723145,1.179839253,-3.05978775,1.925873756
0.8681335449,0.8869628906,-0.1905517578,0.9721571207,-1.730654716,2.607085228
0.5226593018,0.7548675537,-0.09184265137,0.7562237382,-2.180902719,1.744877577
0.4018249512,0.7053527832,-0.09652709961,0.6439651251,-2.138103962,0.9645114541
0.1602172852,0.7512969971,-0.09532165527,0.4189383984,-1.834030628,0.6033895016
-0.005981445313,0.7050933838,-0.113861084,0.2350948006,-1.685334086,0.3592289984
-0.04614257813,0.6112365723,-0.1407012939,0.06192728505,-1.325446725,0.2650004923
-0.03126525879,0.5713348389,-0.1416473389,-0.194937259,-0.7584552169,0.2715252638
-0.02209472656,0.5382995605,-0.1274261475,-0.4467793703,-0.02716584131,0.238174215
-0.04536437988,0.511932373,-0.1059112549,-0.715144217,0.4663245678,0.1703251302
-0.06365966797,0.4866333008,-0.1016082764,-0.952893436,0.7536716461,0.05071271211
-0.04737854004,0.4613494873,-0.09367370605,-1.225251913,0.9853573442,-0.1262681931
0.02217102051,0.4337463379,-0.05128479004,-1.58723259,1.273572087,-0.3484538496
0.05113220215,0.4428100586,-0.0777130127,-1.875120282,1.574409127,-0.6209617853
0.1275024414,0.4740447998,-0.2493591309,-2.034050465,2.16092062,-0.8512456417
0.3984222412,0.6918945313,-0.4679260254,-2.059714079,2.376036882,-0.8446931839
1.061599731,1.289825439,-0.9802398682,-1.320848227,0.1424199939,-0.1561978608
1.908843994,2.363037109,-1.707855225,0.2576041222,-3.061589956,1.005442142
1.732177734,2.102890015,-1.720993042,1.083711863,-0.02352956124,1.258612871
0.593963623,0.5584564209,-1.029678345,1.034412503,2.771093845,0.8026189804
-0.1606140137,0.3559417725,-0.3960418701,0.6347798705,4.08513546,0.02759540826
-0.4327545166,1.439697266,0.4274291992,-0.03245008364,4.963928699,-1.313538194
-0.3751831055,2.534683228,0.9506378174,-0.5811544657,3.827827215,-2.073090792
-0.4258270264,2.170730591,0.1126556396,-0.2868264318,-0.1412167847,-1.049900889
-0.1243896484,0.6924438477,0.08847045898,0.4253614247,0.03730423003,-0.4297889173
-0.0267791748,0.2289886475,0.07783508301,0.8437301517,0.02586115897,-0.4432978034
0.09289550781,0.02458190918,0.08103942871,0.9194715619,-0.665551126,-0.6692587733
0.1096801758,0.03898620605,0.08206176758,0.7832441926,-1.871988654,-1.198469639
0.1641693115,0.4452667236,0.1235656738,0.3737437725,-2.953253031,-1.876018763
0.3224029541,1.004302979,0.1927947998,-0.3799097836,-3.139656782,-2.363371611
0.6457672119,1.514663696,0.1836090088,-1.230689645,-2.021643877,-2.042952776
0.9606781006,1.677429199,0.08334350586,-1.844391942,0.2509360909,-0.6811923981
0.8383331299,1.33303833,0.01840209961,-2.388641596,1.507263184,0.08293136954
0.5287628174,0.95362854,0.01947021484,-3.056195736,1.766106129,0.05587152019
0.446395874,0.8123779297,-0.06098937988,-3.55237484,2.965902567,0.01424231939
0.4501190186,0.8108062744,-0.2050476074,-3.256503344,4.079912186,0.07368993014
0.4221343994,0.8225860596,-0.8773651123,-1.161949992,5.886354923,0.1530247033
0.4662475586,0.8970489502,-0.5385437012,0.8952450156,3.209532499,0.5856184959
0.4216156006,0.8905639648,-0.007797241211,1.22446239,-0.1524947286,0.6299835443
0.3147888184,0.8725585938,0.0008392333984,0.6030105352,-0.6588599086,0.4938882887
0.2597961426,0.8942718506,0.0294342041,-0.1544641405,-0.06154378876,0.5028117299
0.2403411865,0.8845062256,0.0431060791,-0.1174845546,-0.1120461076,0.3135025203
0.2316436768,0.8586883545,0.02178955078,0.2169107348,0.08478732407,0.1207706258
0.2154693604,0.8795318604,0.02563476563,0.5042735338,0.5251170397,-0.02732882649
0.2080383301,0.9337615967,0.04272460938,0.5122526288,1.128230333,-0.1405270249
0.1837158203,0.9352111816,0.06646728516,0.21969001,1.698464751,-0.3724747598
0.2597808838,0.9342956543,0.09658813477,-0.1992558539,1.598711014,-0.5162715912
0.3863677979,0.8899078369,0.1041564941,-0.6087102294,0.8653712869,-0.5171890855
0.4668884277,0.9226226807,0.1106567383,-0.8419346809,-0.3640275002,-0.6651582718
0.6112976074,1.072967529,0.1027374268,-1.191468716,-1.024399877,-0.7260469794
0.8764038086,1.370498657,0.02769470215,-1.698052526,-0.1262663305,-0.2517467439
1.483169556,1.755432129,-2.107589722,2.557590485,1.314164758,1.487827182
1.033203125,1.591018677,0.07130432129,3.352378607,-0.5782455206,2.510843277
0.6299438477,1.422439575,-0.1316070557,2.643321753,0.6734707952,2.313927889
0.1720123291,1.372253418,-0.3260803223,3.02953434,-0.2284483463,1.778820395
0.1326141357,1.298233032,0.05043029785,2.930802345,-1.333201885,1.68604672
0.07218933105,1.134216309,0.2329864502,2.418313265,-1.325612426,1.48678875
-0.05297851563,1.065597534,1.081054688,0.4469410181,-2.205289841,1.155315757
0.3082885742,0.9198303223,0.03311157227,1.160865784,-0.5432361364,1.833872676
0.7535400391,0.8387908936,-0.4075164795,1.807350039,-1.441573381,2.404316902
0.6292572021,0.9253234863,0.2136535645,0.8875450492,-2.443679333,1.784781575
0.6949768066,0.9362030029,0.1040496826,0.6075597405,-2.369927406,1.287745953
0.4629364014,0.8824615479,-0.09216308594,0.9161316752,-2.073919535,0.9676252007
0.1498718262,1.004699707,-0.07060241699,0.8197625279,-1.211421609,0.6493950486
-0.0305480957,0.9973907471,-0.06649780273,0.7056977153,-0.8546816111,0.6375985742
-0.02883911133,0.8305664063,-0.03323364258,0.6516802907,-0.9744125605,0.9077946544
0.0823059082,0.6243438721,-0.01553344727,0.3520334065,-0.835826695,1.004245281
0.216796875,0.5361022949,-0.03044128418,0.04097646102,-0.6694664955,0.8641552925
0.2433929443,0.483581543,-0.03634643555,-0.242171362,-0.4451692104,0.5013126135
0.1732788086,0.4571075439,-0.01347351074,-0.6250556111,-0.1750988513,0.08468559384
0.0626373291,0.4249267578,-0.0132598877,-0.8440185785,0.09718993306,-0.2313109785
-0.02934265137,0.3243560791,-0.0087890625,-1.088755608,0.2933197618,-0.5900182724
-0.03900146484,0.2775421143,-0.05366516113,-1.366219521,0.6365961432,-0.9629476666
-0.04124450684,0.2911376953,-0.1364440918,-1.642605305,1.090916276,-1.314263344
0.118637085,0.3961791992,-0.2768554688,-1.921808124,1.237369657,-1.452583075
0.575012207,0.8285369873,-0.6179046631,-1.680364847,0.5749493241,-1.44326973
1.871170044,1.731384277,-1.664581299,-0.04710865766,-1.614415646,-0.1624640077
2.607513428,2.227401733,-1.273513794,0.3592830598,-1.081263661,1.527253151
1.193969727,1.140884399,-0.9543762207,0.3989415169,0.9560852051,1.436644912
0.2359771729,0.1932067871,-0.7082824707,0.6366648674,2.612962008,0.6162301898
-0.2635803223,0.07334899902,-0.2194519043,0.272910893,3.670027733,-0.4730354548
-0.2411346436,1.031478882,0.4024810791,-0.05487177148,3.371816874,-2.128289223
0.2063598633,2.509674072,0.716217041,-0.4332462251,2.324226618,-2.712864399
0.5577697754,3.01449585,0.4450683594,-0.8642695546,-0.5833331943,-0.8445214033
0.3071594238,1.150909424,0.04432678223,-1.027944207,-1.663555861,0.2321743816
0.1121673584,0.4072723389,0.03602600098,-0.9426924586,-2.128759623,0.01451982092
0.08288574219,0.05000305176,0.04479980469,-0.9886649847,-2.864672899,-0.2972796261
0.04092407227,-0.05278015137,0.007919311523,-0.7864527702,-3.621032238,-0.7837536335
0.05821228027,0.1375732422,0.0126953125,-0.4869499505,-3.399614334,-1.295983076
0.2453155518,0.6191558838,0.05435180664,-0.1344070733,-2.276536703,-1.681598186
0.6560821533,1.22756958,0.04974365234,0.1459617317,0.02165815793,-1.097149968
0.9508361816,1.63885498,0.1272277832,-0.1779119372,2.630433559,0.3198155463
0.6802520752,1.482528687,0.2489471436,-1.417874932,3.369479656,0.5518168211
0.45362854,1.034698486,0.09619140625,-2.194887638,3.114920378,0.2801618874
0.3685455322,0.783416748,0.04254150391,-2.55217886,2.208873749,0.069555372
0.3375549316,0.7152404785,-0.002868652344,-2.698334694,1.241787553,-0.2962090373
0.4733428955,0.7470550537,-0.4598083496,-2.467198133,2.955456734,-0.4599297941
0.6957702637,0.8381652832,-1.408920288,0.6340246201,0.47330603,-0.05283232033
0.5515594482,0.8031005859,0.08517456055,1.131736875,-1.722500086,0.1076755971
0.4311523438,0.8076934814,0.06008911133,1.079797864,-1.809736133,0.05655382201
0.3465118408,0.8367156982,0.03247070313,0.7614787221,-0.4590658545,-0.07036790252
0.286529541,0.8397979736,0.04920959473,0.6748729944,0.6436492801,-0.3307065368
0.3182830811,0.8901062012,0.06326293945,0.6031636596,1.384851217,-0.4669703841
0.3813018799,0.9279327393,0.09150695801,0.4460067749,1.543379307,-0.4579039216
0.3497009277,0.8510284424,0.1017608643,0.2507352829,1.364255667,-0.5090895891
0.3466033936,0.7406311035,0.1133575439,-0.05414845794,0.8040546775,-0.5846943259
0.4147338867,0.7516937256,0.1175384521,-0.4458235502,-0.1581379771,-0.7788167
0.5597686768,0.8273468018,0.1234893799,-0.812287569,-1.425649524,-0.9062612057
0.7329406738,1.018936157,0.1286773682,-1.238618612,-2.371141195,-0.7527225018
0.9592285156,1.338119507,0.07749938965,-2.3119452,-0.477329284,-0.1365338713
1.145690918,1.613800049,-0.1038970947,-2.357812405,2.204895496,0.5901503563
1.274002075,1.636749268,-3.320831299,4.866589069,1.57715857,1.785208225
0.8763122559,1.33795166,0.1808776855,4.321815014,0.3607768416,2.250840664
0.5061187744,1.166366577,0.1692657471,2.335597038,0.5803057551,2.050279617
0.2242736816,1.206848145,-0.1942749023,2.452183247,-2.250918865,1.653262973
0.1887207031,1.231460571,0.1209411621,2.13886714,-3.457359076,1.415486097
0.1222076416,1.211532593,0.3366394043,1.541216016,-2.689261913,1.140629768
0.1789093018,1.264144897,0.5498962402,1.234614253,0.2320164591,1.290637851
0.5898895264,0.9570617676,-0.5749816895,1.709707618,0.03813007474,2.061154127
0.8403625488,0.8779449463,-0.03729248047,1.122670412,-2.136358738,2.295780897
0.6993865967,0.8400421143,0.0852355957,0.6563419104,-2.04741168,1.751797199
0.64112854,0.7098236084,0.0638885498,0.5685196519,-2.653502464,1.423277736
0.3695831299,0.7153320313,-0.01910400391,0.48906371,-2.502322674,0.9928629398
0.1938934326,0.7794036865,-0.0234375,0.2513051927,-1.906052113,0.7919117212
0.09107971191,0.7819519043,-0.07507324219,0.1098639145,-1.524050355,0.7806233764
0.1092834473,0.7192230225,-0.07759094238,-0.1036579534,-1.226393938,0.8980474472
0.1436462402,0.6769866943,-0.03607177734,-0.311748296,-0.9062851667,0.837854445
0.1332550049,0.6015014648,-0.0411529541,-0.5195869803,-0.5078586936,0.6313851476
0.07902526855,0.4817657471,-0.08247375488,-0.7455276847,-0.02087811753,0.3966267109
0.01705932617,0.4073486328,-0.09799194336,-1.010194302,0.3689599335,0.1353940368
-0.0263671875,0.3361663818,-0.0926361084,-1.205310702,0.6147158742,-0.2724232674
-0.01818847656,0.3347625732,-0.09274291992,-1.394135475,0.9672957659,-0.7268243432
-0.0007934570313,0.3814544678,-0.145690918,-1.477053881,1.448204875,-1.147169113
0.07833862305,0.4270172119,-0.1792144775,-1.615578413,2.002019882,-1.401825905
0.3047790527,0.5308685303,-0.2241516113,-1.799140215,2.022148132,-1.35722065
0.9701080322,0.9558868408,-0.5493927002,-1.756043673,1.114621282,-0.8953331709
2.19682312,1.904418945,-1.280258179,-0.8218964934,-1.705834508,0.4143143594
2.710235596,2.139556885,-1.600082397,0.1904690117,-1.602565169,1.618618727
1.287689209,0.9356689453,-1.049224854,0.4411334693,1.554142714,1.315713644
0.3933105469,0.2570343018,-0.5901489258,0.5662740469,3.722166777,0.5624678731
-0.2242431641,0.5339202881,-0.155960083,0.2556195259,3.849018574,-0.5789626837
-0.04801940918,1.546081543,0.3356781006,0.1757680923,3.091469526,-1.592196703
