accelerometer.x,accelerometer.y,accelerometer.z,gyro.x,gyro.y,gyro.z
0.8456596012,-1.027396005,-0.9817810861,0.4025501311,0.2046316415,1.032586336
0.6514999149,-1.546573608,-1.345391695,0.5630254149,0.3076644838,0.8968464136
-0.04107946775,-1.717443385,-1.333893565,0.6657930613,0.3412099183,0.682141602
-0.5809845824,-1.909368225,-1.241136956,0.6776676178,0.3402979076,0.4242031276
-1.087016069,-1.966934863,-1.099849832,0.6064192653,0.3197636008,0.1913933158
-1.471645793,-1.612433443,-0.9017010027,0.4752222002,0.296807766,0.03147319704
-1.436864695,-1.026197735,-0.6917044996,0.3401796818,0.2632343471,-0.0376012139
-1.041424823,-0.3912760303,-0.6176409,0.2626752853,0.2433405519,-0.0169296544
-0.4921246149,0.1600631362,-0.8176923477,0.2703995407,0.2747309506,0.08239454031
0.08824526969,0.6479577123,-1.196424538,0.3697969615,0.3599864542,0.2400554866
0.5740503262,0.8820961385,-1.541162105,0.5160009861,0.4670306146,0.3924801648
0.8081007818,0.8151683821,-1.57143917,0.638643384,0.5265430212,0.4786028266
0.7365747379,0.4803437223,-1.160332065,0.6901688576,0.5238375068,0.5018354654
0.4779705635,0.06019289516,-0.5289730209,0.6585623026,0.4256921709,0.4599408507
0.1511811069,-0.2326806286,0.1180500408,0.5566684008,0.2378580868,0.3523265123
-0.2103102453,-0.4520850116,0.7078139228,0.3977209032,-0.01280081365,0.2058164179
-0.4522236894,-0.5419838937,1.039825279,0.1930186152,-0.2544930577,0.05448468775
-0.5623989052,-0.4692717087,1.036057451,-0.01088233851,-0.4119315743,-0.05959170684
-0.5200444491,-0.2465080784,0.6819961755,-0.1625914425,-0.425237,-0.1120855436
-0.4198153116,0.09058569533,-0.04788520225,-0.2476400435,-0.3172963858,-0.1057343334
-0.2976325549,0.4648585684,-0.8335773145,-0.2778578699,-0.1201931834,-0.06071998551
-0.07675181577,0.6915145299,-1.357901633,-0.3020087779,0.1252584755,0.01428880449
0.1212305706,0.7049158633,-1.510828926,-0.3359576762,0.3317629099,0.1043675691
0.2586540049,0.6869710413,-1.2814035,-0.3696710169,0.4565325379,0.191852957
0.3028786388,0.581033463,-0.8531687347,-0.3676467538,0.5042065978,0.2551581562
0.2230051109,0.3658049045,-0.4571224212,-0.2994459569,0.4928044081,0.2942336798
0.06137750183,0.1788093377,-0.1857528732,-0.145267278,0.4165384173,0.3140177727
-0.07597542457,0.1024199255,0.06018354281,0.06141787022,0.291566968,0.3261485994
-0.04992430686,0.03470540268,0.3682803547,0.2714858949,0.1495467126,0.3325543106
-0.02090798267,0.05769289503,0.8442249653,0.4253140092,0.003279989352,0.3395860195
0.04701806402,0.1118242982,1.46997786,0.4982513189,-0.1461718231,0.3493108153
0.1406565711,0.106065004,2.122318902,0.5061674714,-0.2781583369,0.3554539382
0.209555043,0.1231704526,2.604821848,0.4832744002,-0.3728510141,0.3607475162
0.1858982,0.168429398,2.773427772,0.431065619,-0.415017724,0.3568975925
0.1095145599,0.235814835,2.783141941,0.3452867866,-0.4236162603,0.3356820643
-0.09090162941,0.325377617,2.751436889,0.2432320714,-0.3956728876,0.2887384295
-0.2860503998,0.3413999465,2.635251473,0.1470780969,-0.3259979188,0.2295763195
-0.482732371,0.3713409113,2.438777299,0.0746062845,-0.2475522757,0.1719836593
-0.5819689903,0.5102408479,2.2385692,0.03016158566,-0.1785737425,0.1309568733
-0.5844266126,0.6607336072,2.088470993,0.008182053454,-0.1264299005,0.1056520268
-0.4940978877,0.7846376348,2.013484433,-0.004053306766,-0.1004507616,0.102850914
-0.3748408092,0.825219236,2.008966079,0.006715508178,-0.08086849004,0.1157814115
-0.2673983063,0.80103815,2.011133486,0.02677257359,-0.08248130232,0.1293850988
-0.2395485416,0.7600754405,2.058119109,0.04357961565,-0.127228424,0.1363046467
-0.2899064907,0.6806406692,2.169765128,0.05621312186,-0.1962154806,0.1368559301
-0.3301601751,0.5528261902,2.284994266,0.05821407959,-0.2585192323,0.117170155
-0.3958943743,0.362626859,2.301749586,0.04988131672,-0.3076891899,0.08126780391
-0.5271215479,0.1223427696,2.257813414,0.02929618582,-0.3451475501,0.02802491561
-0.6403551283,-0.07594634461,2.238621222,-0.008032545447,-0.3693157434,-0.03397001326
-0.6780798788,-0.2257102051,2.18459854,-0.06096995622,-0.361507684,-0.09461057186
-0.6438724888,-0.3204460058,2.089260097,-0.1209438071,-0.3027910888,-0.1302484572
-0.6026049511,-0.3957435311,1.944555858,-0.1758704931,-0.2090333402,-0.1442607939
-0.5092305384,-0.3888835823,1.733361085,-0.2403142005,-0.1131656617,-0.143863976
-0.4361004203,-0.351291226,1.655637794,-0.3123117983,-0.04786612466,-0.1281354874
-0.3248509628,-0.3357312533,1.643871953,-0.3986088634,-0.007685417309,-0.1045404077
-0.193097683,-0.3982195659,1.607335828,-0.4991690516,0.008105379529,-0.07500179857
-0.02817395508,-0.4986567931,1.508251769,-0.6036342382,0.002809683792,-0.04598426074
0.05961100361,-0.6338648895,1.278214933,-0.6870195866,-0.03225673735,-0.02459030598
0.07474719795,-0.803482036,0.9181447725,-0.7198981643,-0.1243523061,-0.008922130801
0.02316635605,-0.9721411511,0.3490723809,-0.6598994136,-0.2368513644,0.01447535399
-0.01538286257,-1.078604799,-0.4987912332,-0.4884429276,-0.3435969949,0.04860642552
-0.06725128924,-1.07024789,-1.41205291,-0.2328157872,-0.4048679173,0.08154352009
-0.1823474487,-0.9956827702,-2.193428912,0.06124140322,-0.3934594691,0.108672075
-0.3638859191,-0.8366542378,-2.690316942,0.3242798746,-0.3405761123,0.1287074238
-0.577880552,-0.6355617566,-2.776025387,0.4750169218,-0.3116064966,0.1218639091
-0.7208759412,-0.6105272686,-2.419759295,0.4701389074,-0.3402448893,0.0731844008
-0.8299129468,-0.752493607,-1.823619448,0.3047446012,-0.4128077626,-0.02745219693
-1.001670612,-0.9507669392,-1.233903497,0.03330812603,-0.4611954391,-0.1744800806
-1.167588612,-1.195289397,-1.002660208,-0.2629123628,-0.3916666806,-0.3471756876
-1.339907127,-1.423741009,-1.244633566,-0.5169807673,-0.2286770195,-0.5033163428
-1.397438986,-1.362334062,-1.762347526,-0.6596750617,-0.01617380977,-0.617385149
-1.226647535,-1.062659626,-2.458480363,-0.6693668962,0.1968526691,-0.7002840042
-0.9878443317,-0.7186258242,-3.139174809,-0.574662745,0.3226385713,-0.7468088865
-0.707183516,-0.2726742008,-3.532652733,-0.4280244112,0.333070755,-0.7537519932
-0.3710232237,0.2580588155,-3.473039683,-0.297070384,0.2133019865,-0.733317852
-0.0612087942,0.6933388228,-3.075181352,-0.1979075372,0.01922632754,-0.6810207367
0.2376262683,0.9559002104,-2.648839269,-0.1258242875,-0.1667874902,-0.6125314236
0.3959425609,1.094397996,-2.385823123,-0.1000763476,-0.3355999291,-0.5306320786
0.4316334674,1.160866903,-2.154817734,-0.1113814637,-0.4243092835,-0.4227064252
0.5524007679,1.093082237,-1.941062171,-0.1659341604,-0.4351509511,-0.3059405684
0.6057492405,0.9358633845,-1.741166206,-0.2410725802,-0.3926434219,-0.2020178884
0.5728291138,0.6421919884,-1.588503702,-0.3304373324,-0.3164759576,-0.1211412102
0.5265988392,0.2472872461,-1.449879075,-0.4047824144,-0.2290832698,-0.06677916646
0.4029021707,-0.1836982788,-1.377042387,-0.4412875473,-0.1454611719,-0.04278838262
0.2554141462,-0.5596282714,-1.3809014,-0.4370517731,-0.09095292538,-0.04481025413
0.1463683363,-0.7902180653,-1.37517367,-0.3957752287,-0.060167633,-0.05791917443
0.01406768832,-0.8630483237,-1.313222533,-0.3152881265,-0.03449928761,-0.08291187137
-0.04365019503,-0.8622878607,-1.279500881,-0.2086516321,-0.01606972702,-0.1127845719
-0.02889510896,-0.7264023034,-1.146764143,-0.09344513714,-0.001882268349,-0.1388289481
0.02501198392,-0.4977911162,-0.8908370788,0.01679190062,0.00961911492,-0.1496504843
0.1795313684,-0.2295253795,-0.4769365442,0.1050362736,0.01144577749,-0.136523515
0.3667234441,0.05445113663,0.0122860656,0.1741351485,0.02852953039,-0.1042570695
0.5078038301,0.2765934201,0.4512894773,0.2293142527,0.06290188432,-0.06010532007
0.5708946386,0.4329208769,0.8071528335,0.2687102258,0.08938509971,-0.023331929
0.5336423279,0.5963935293,1.203691314,0.2992660105,0.1157740951,0.004471739754
0.4648606143,0.7385726337,1.526106574,0.3315169811,0.1429045349,0.02558642253
0.4288781408,0.8169365609,1.789081219,0.3658185005,0.1624598503,0.02967251092
0.3301296339,0.8790291522,2.00431913,0.3978565931,0.1772364974,0.007070588879
0.207262402,0.8954296673,2.151519862,0.4296810925,0.1898095459,-0.03138811886
0.1624975237,0.8647305777,2.241048742,0.4587151706,0.2033694685,-0.07332449406
0.2174940193,0.8365992927,2.350747134,0.480060935,0.2092023194,-0.1009814218
0.3865231367,0.8870037843,2.494364747,0.4879955351,0.2159271836,-0.1024734303
0.5860899793,0.9668787005,2.668607215,0.4788915217,0.2080999017,-0.08253487945
0.7764412497,1.007777113,2.84958922,0.446777612,0.1921979934,-0.0421596691
0.9552229687,0.9941934084,3.01621303,0.399014622,0.1838298142,0.01536247972
1.081988596,0.9060802407,3.093541185,0.3430664539,0.195800066,0.07400751859
1.145703528,0.7459031227,3.014500966,0.3022628427,0.2165255845,0.1234512329
1.160028114,0.4500748408,2.770358447,0.2836478055,0.2358557433,0.1496040076
1.121744853,0.07378712074,2.441864744,0.2902623117,0.236782521,0.1664964408
1.126605737,-0.2426309448,2.100453107,0.3219749033,0.2495204359,0.1943583339
1.218406945,-0.4950117146,1.782628097,0.3503018916,0.258274287,0.2244648486
1.234842824,-0.6852420255,1.631272584,0.354008168,0.2477314323,0.2535889745
1.209948913,-0.8751625399,1.61789054,0.3277851045,0.2247528732,0.2633363903
1.104045238,-1.127116024,1.614814785,0.261151731,0.2050287127,0.2468664199
0.902651143,-1.414462894,1.574174148,0.1596693248,0.1839141101,0.2050004452
0.6909373146,-1.586225235,1.500800868,0.03572394699,0.1539337635,0.1633491367
0.5341626985,-1.677009668,1.359914142,-0.08944782615,0.1109868288,0.1253631413
0.456076127,-1.700506279,1.10381932,-0.1868138313,0.05136869848,0.09293100983
0.3667616937,-1.669264169,0.6917331411,-0.2588062584,-0.0324428454,0.05514288694
0.2455754738,-1.56517894,0.204371649,-0.304597944,-0.1145925075,0.02776462212
0.18483079,-1.465100609,-0.3128039667,-0.3030884862,-0.1539780051,0.02528095618
0.2785498149,-1.504361776,-1.02111298,-0.23609972,-0.1236106828,0.04379528761
0.3988274686,-1.567038889,-1.740699758,-0.1011243239,-0.01732072979,0.08422101289
0.5043403187,-1.588040176,-2.347074583,0.08347827196,0.1266700029,0.1537428796
0.6308613238,-1.589680929,-2.700273688,0.2905291915,0.2730019093,0.2292224616
0.6408239149,-1.555562386,-2.76422389,0.4609053135,0.3747906089,0.2776182592
0.5309481204,-1.507393106,-2.511856564,0.5257844329,0.3644042611,0.2837592363
0.4275301238,-1.555173094,-1.849622489,0.507620573,0.307451278,0.2700524926
0.3845554899,-1.715377685,-1.279732352,0.4207559526,0.223405391,0.2167924643
0.09645020345,-1.593971319,-0.9433528635,0.2854701579,0.1184038743,0.1353261322
-0.2594210438,-1.227324119,-0.7242915949,0.1527885497,0.06037679315,0.07337807119
-0.3484995494,-0.8484276777,-0.8104396001,0.083379969,0.06657162309,0.0434300676
-0.2986290186,-0.4253372899,-1.220163141,0.09990940988,0.142497018,0.04636087641
-0.06859919671,-0.05795943702,-1.773984188,0.1875172853,0.2428164482,0.08295729011
0.3480062129,0.2106242796,-2.110633725,0.3108051121,0.3474224806,0.1668362021
0.7790773703,0.4348918847,-2.10601834,0.4200146198,0.4278796613,0.2691531181
1.086621224,0.5949222877,-1.79109139,0.4684199691,0.450681895,0.3615989089
1.181824862,0.6437456475,-1.135836506,0.4486058056,0.4027594328,0.4325472116
1.117078614,0.5871054764,-0.4425485369,0.3637580276,0.2718704045,0.4639834166
0.866114141,0.5288789129,0.1805143881,0.2307443619,0.09976136684,0.4367345273
0.4431438725,0.4444827199,0.5668950476,0.08640983701,-0.05499412492,0.3539853394
0.003377002152,0.2826034742,0.6488584605,-0.0408950001,-0.1503206342,0.2404268384
-0.4085942449,0.1541208867,0.4574398166,-0.1464243531,-0.2017896771,0.11767748
-0.6810495423,0.2041068606,0.1709060172,-0.2165300995,-0.2111239582,0.004626701586
-0.756684629,0.3450742511,-0.1065098252,-0.2517645359,-0.1617393643,-0.07771584392
-0.6249252117,0.5054232185,-0.3380231636,-0.2642187178,-0.07179727405,-0.117605269
-0.3897565657,0.7698919011,-0.4140729686,-0.2767494321,0.03881125525,-0.1162108406
-0.1511114757,1.011391796,-0.32309389,-0.3034890294,0.1567200422,-0.08364994079
0.1009279334,1.157014319,-0.08994096769,-0.340321064,0.2640869915,-0.02450166643
0.3592071137,1.203171674,0.1579933442,-0.3617444932,0.3503600061,0.05312722921
0.5501470341,1.200361293,0.3377472693,-0.3467865884,0.4155262411,0.127073884
0.6235956436,1.142442188,0.4572603684,-0.2980758846,0.4523849785,0.1912050098
0.6176552207,1.090049153,0.5610743786,-0.2290821522,0.4527674019,0.2487990707
0.5666836699,1.057615202,0.7304846043,-0.1578186005,0.4010189176,0.2914841175
0.5383654109,1.01339203,0.9852432092,-0.08439419419,0.2982983887,0.3221615851
0.5091641586,0.9402478832,1.191308803,0.004848560318,0.1718934327,0.3346890509
0.4379099904,0.8621668647,1.236627954,0.1079296693,0.05157447606,0.3372566104
0.3221215378,0.8701181159,1.199101064,0.2140781432,-0.04938166589,0.3416830003
0.2177428795,0.9286451237,1.15980658,0.3118105531,-0.1251488626,0.3471494019
0.1706692859,0.9726333185,1.165110532,0.3872158825,-0.1775518209,0.3544785082
0.135832658,0.9948287837,1.282064594,0.4339993894,-0.2128235251,0.35644418
0.1253480158,0.9919926835,1.438963713,0.4517611861,-0.2282386124,0.3516952693
0.08904109624,0.9946808997,1.621982777,0.4382672012,-0.2128964067,0.3398423493
0.03573704728,0.9757955819,1.789861556,0.3950164318,-0.1834684014,0.3269275129
-0.00613926994,0.967493033,1.934170658,0.3277380764,-0.1494201571,0.3124313951
-0.0545838231,0.9549363338,2.067586026,0.2556962371,-0.1233773753,0.2953605056
-0.06770633953,0.8774836763,2.078303819,0.2024806738,-0.1007029563,0.2800862193
-0.05496230103,0.7713473606,1.965670543,0.1754623055,-0.07665536553,0.2591314018
-0.05029547826,0.6891080533,1.792872428,0.1764295697,-0.0529803969,0.2272514999
-0.1066647235,0.5905886424,1.598949692,0.1901363283,-0.02987055108,0.1774261445
-0.148969203,0.5128624286,1.474383986,0.1999591291,-0.01791375689,0.1126404926
-0.2491863577,0.4158288723,1.440242062,0.1849393696,-0.02458767779,0.03696731105
-0.3429047981,0.3671884678,1.525975057,0.141762346,-0.04216027632,-0.03535508737
-0.33272155,0.3658879066,1.657179763,0.0782430619,-0.05513815582,-0.09298683703
-0.233171627,0.3157522951,1.676589981,0.001142417081,-0.07479281723,-0.1344293654
0.001363068514,0.239326058,1.613099798,-0.06776050478,-0.09965395182,-0.1367537081
0.4309302876,0.0903846198,1.430192378,-0.1205592752,-0.1192156672,-0.1027677804
0.7551710096,-0.03131868285,1.152077447,-0.1768588275,-0.1528570354,-0.04882736877
0.9281500337,-0.1426777016,0.9255074102,-0.2408876121,-0.2125776261,0.01142851729
1.079666583,-0.4205219986,0.6638385875,-0.2801881433,-0.2536751628,0.06235674024
1.134048746,-0.9326935223,0.1485030468,-0.2752493322,-0.2525883317,0.07585044205
0.9127283004,-1.421777016,-0.5123872123,-0.237161085,-0.2559814453,0.03899373114
0.5208864529,-1.721204199,-1.079109241,-0.1880862117,-0.3109804988,-0.01927756704
0.2206236956,-1.73756146,-1.369201026,-0.1532235593,-0.4190227091,-0.07116232812
0.01312631582,-1.499023922,-1.475343771,-0.1432649344,-0.525883913,-0.09782136977
-0.1228700083,-1.2344132,-1.577161054,-0.1570792347,-0.6303645968,-0.09524478018
-0.1358995858,-1.096186633,-1.713753299,-0.1785208732,-0.7121508121,-0.08055824041
-0.1935968647,-1.039201594,-2.011796334,-0.183386609,-0.7156355381,-0.06453131139
-0.3832601894,-1.024500868,-2.517916887,-0.1646251678,-0.5973528624,-0.06080128998
-0.5875625726,-1.01153325,-3.071568422,-0.1141983122,-0.3573589921,-0.04958499223
-0.6363833021,-1.014527171,-3.534078382,-0.02681653574,-0.04463490844,-0.03381002322
-0.6182634158,-1.003095677,-3.824151461,0.06904638559,0.2437149286,-0.02542736381
-0.6449409948,-0.8148486487,-3.684530225,0.113373369,0.4062026441,-0.02703005448
-0.5291729274,-0.5843102928,-2.99953779,0.1033270359,0.4567801356,-0.01995551214
-0.3148793116,-0.4399748871,-2.095827201,0.04895674065,0.4019818604,-0.0148837883
-0.3856859553,-0.1773024403,-1.369236681,-0.03634861484,0.2668874562,-0.03437368572
-0.6071145375,0.1351689334,-0.8708785789,-0.1627299786,0.07487753034,-0.06817266345
-0.7269131756,0.3353302712,-0.480413865,-0.2957051992,-0.1304985285,-0.0837225616
-0.7158464226,0.4515595264,-0.3488321424,-0.3827705979,-0.2621034086,-0.06386816502
-0.6735790603,0.619138445,-0.6131184541,-0.4142454267,-0.3122483492,-0.01864348166
-0.7143629061,0.7595902873,-1.097874732,-0.3938448131,-0.2955591083,0.03538007289
-0.7012737074,0.6786287449,-1.485654153,-0.3386239111,-0.210688442,0.08565495908
-0.7058788631,0.4323685037,-1.696179648,-0.2614596188,-0.0889204666,0.1217362583
-0.7754074496,0.2237093867,-1.725939996,-0.1794279814,0.04364963621,0.1425612867
-0.8406535365,0.04247369859,-1.51872114,-0.1130902395,0.1473611146,0.1350943148
-0.9212506295,-0.116811439,-1.097879993,-0.06426808238,0.2070951909,0.09309993684
-0.9684092711,-0.2407815175,-0.5797574518,-0.03545694426,0.2188882083,0.02244121209
-1.005118415,-0.2109060192,-0.005628945798,-0.02909315564,0.1873807609,-0.04985362664
-0.9839245279,-0.06210545078,0.4961269824,-0.02404779755,0.136144489,-0.1074237153
-0.8268415765,0.13367548,0.8527192374,0.005914218724,0.08413515985,-0.1319801509
-0.5822302716,0.3394529041,1.000319198,0.07450740039,0.04618671536,-0.1292530745
-0.3695081429,0.5841220767,1.015157286,0.173146978,0.03429537639,-0.1100357771
-0.2475295305,0.814016874,1.020106433,0.2901366949,0.03905018419,-0.08945593238
-0.1789075374,0.9558768295,1.123956683,0.4068889022,0.05892625079,-0.07100234181
-0.1115983805,1.022230001,1.304481593,0.4998665154,0.08138149232,-0.06385468692
-0.1479953895,1.062723924,1.631215301,0.548378408,0.1122669727,-0.07413630188
-0.220421177,1.124541205,2.032445154,0.5557348132,0.1537150741,-0.09767838567
-0.2489747608,1.136888061,2.428396191,0.5126987696,0.1883324534,-0.13365601
-0.2611106043,1.115467672,2.79742941,0.4278925359,0.2265509516,-0.1913592666
-0.3099196434,1.054311485,3.116706956,0.3072512448,0.2651040256,-0.2515791953
-0.2651239316,1.011749523,3.407802364,0.1624895185,0.296649158,-0.2947874069
-0.07784165683,0.9677963999,3.62852952,0.003750243224,0.3088389039,-0.3141033947
0.1392061896,0.969682652,3.706049982,-0.1439862251,0.3091565967,-0.3063565195
0.397250392,0.9739701201,3.658068334,-0.2525665164,0.3033491075,-0.2665391266
0.6930018459,0.9103151018,3.362409563,-0.3032890558,0.2916218638,-0.2033827752
0.8986264175,0.8009802823,2.955518615,-0.3096643984,0.2647037208,-0.1402560622
0.9456985498,0.6591559826,2.541192549,-0.2777480185,0.2228745222,-0.07571461797
0.9054328827,0.4482938026,2.12414904,-0.2171636373,0.1710233986,-0.02210301533
0.8241907698,0.2315127539,1.654555844,-0.1225266159,0.1145771667,0.0198641438
0.6734145174,0.004172317249,1.168625846,-0.008891868405,0.05703130364,0.056329377
0.5180067692,-0.2023281605,0.7261907065,0.1002029255,0.004107103683,0.08213354647
0.3186585379,-0.4017337115,0.4238093497,0.1820961833,-0.04100375623,0.08480197191
0.1093903125,-0.6299433322,0.2888292168,0.2162243277,-0.09112417698,0.06960330904
-0.07895023913,-0.8386188158,0.3252373318,0.1921622306,-0.1323969364,0.04137127101
-0.2602987399,-0.9854682502,0.3940285439,0.1083770543,-0.1712170392,0.002968224697
-0.4479387056,-1.017343982,0.4649520919,-0.009029792622,-0.1984279454,-0.04419480264
-0.7050631628,-1.049726495,0.3625935412,-0.1328454763,-0.1717816889,-0.08991888165
-0.8876908898,-1.074086445,0.01645662928,-0.2446751893,-0.1144378632,-0.1163621694
-0.9317401671,-1.086167928,-0.3998141416,-0.3092880249,-0.01648280583,-0.1190271899
-0.7886635293,-1.173715863,-0.9884119024,-0.2846559286,0.1268812269,-0.08779959381
-0.5149839508,-1.330351947,-1.689668074,-0.1460184008,0.3140774667,-0.01893690228
-0.1314081561,-1.593673798,-2.404175357,0.06946744025,0.4697370529,0.0678845495
0.1174199262,-1.760544276,-2.797683677,0.2707025409,0.4620469213,0.1320187896
0.1750324495,-1.866480101,-2.57947581,0.3845653832,0.3336566091,0.1579501182
0.1955420805,-2.080738937,-1.944783237,0.4051670432,0.1265260577,0.1311941445
0.0151209237,-2.317732168,-1.40188749,0.345607847,-0.1142575145,0.02590314299
-0.4134983835,-2.390658288,-1.083980647,0.2344653606,-0.3478593528,-0.1524351835
-0.7902999714,-2.272500111,-1.000416813,0.1321379989,-0.4789234698,-0.3119046092
-0.7725488453,-1.971885764,-1.300694476,0.08325141668,-0.473343879,-0.4003655016
-0.3724249071,-1.407899882,-1.884958591,0.08849135041,-0.3582786918,-0.4289407432
0.07125464312,-0.7632184147,-2.34261585,0.1346330047,-0.1662032753,-0.3864662647
0.6230678934,-0.2011152775,-2.527880647,0.1635830998,0.01280647982,-0.2906622291
1.103037156,0.3163338943,-2.303132565,0.1240943,0.1210956722,-0.1764509529
1.461435073,0.6110661977,-1.699286966,0.008688044734,0.1397742331,-0.06060434505
1.669718927,0.7051186924,-1.012506479,-0.1704862267,0.06071269885,0.02611377463
1.556581208,0.7022954517,-0.4759849426,-0.3712763488,-0.05872138962,0.05446119606
1.213170506,0.6267980199,-0.2956312981,-0.5369481444,-0.1423558444,0.04254541174
0.7932926504,0.5062181683,-0.5826023198,-0.6130284667,-0.1645893455,0.01608253643
0.3717036071,0.4934294139,-1.213232465,-0.6010271907,-0.1308881044,-0.03110708296
0.02660772868,0.5612012199,-1.792004413,-0.5316981673,-0.05530034006,-0.06834512204
-0.06825761673,0.6157073015,-2.114066622,-0.4425467551,0.02016991563,-0.07742223889
0.006558262537,0.7515355757,-2.107551541,-0.3659361899,0.08201490343,-0.05047782883
0.1728731526,0.9124421769,-1.839405047,-0.3191348612,0.1287472546,-0.004862939473
0.3063864278,1.018551605,-1.440118728,-0.2860600948,0.1580161452,0.04789428413
0.3780327371,1.040744147,-1.050372976,-0.2484695762,0.1812168062,0.1029271781
0.3833375655,1.079854507,-0.7569301282,-0.1966486126,0.1981559396,0.1591071934
0.3756222419,1.102031267,-0.528466825,-0.1221685112,0.2104884982,0.2163006961
0.3485501106,1.1328911,-0.3142582571,-0.0275398232,0.2068641037,0.267054826
0.2906797401,1.169845159,-0.06941957318,0.07656180859,0.1942694783,0.3110451698
0.2574763394,1.187763093,0.1987088009,0.1757538915,0.1720109433,0.3468052447
0.211313431,1.178687222,0.5307283402,0.2579603493,0.1508731693,0.3785722256
