x acc,y acc,z acc,x gyro,y gyro,z gyro
9.057842388,8.548454942,-4.926944361,-2.811624765,2.476555824,-4.238743305
11.92118132,8.710915202,-5.799304702,-1.731089711,2.545767784,-4.26173687
12.14382337,4.708419098,-7.174208908,-0.5774917006,2.491829872,-3.694384575
11.36946396,2.763655735,-6.402318527,-0.09867148101,2.423626423,-3.106481314
9.355716497,0.9446388117,-5.90405687,-0.1793462038,1.974596858,-2.961897612
8.007664058,-1.148310203,-6.315631592,-0.3270713389,1.41752243,-2.940596581
7.381539991,-2.606444481,-6.730242906,-0.3983686864,0.8244454861,-2.887254
7.869422293,-4.106345186,-6.837934634,-0.3313388824,0.4410017729,-2.62340641
7.896269383,-6.07394465,-6.471144226,-0.09273351729,0.3296401799,-2.133538723
6.998391738,-7.358425658,-6.180146433,0.1924648732,0.5404414535,-1.927380681
6.916780207,-8.198634958,-5.906242398,0.4076325595,0.833534658,-1.820829749
7.682408021,-9.214039496,-5.729117652,0.5194273591,1.148970127,-1.649128199
10.03071828,-10.04251744,-5.546546331,0.5799463391,1.377230525,-1.223467112
12.8039707,-9.820264684,-5.400130028,0.6094604135,1.492513895,-0.4757443368
14.4456846,-9.277534356,-6.25607758,0.8820753098,1.030763626,0.5395326018
13.23973878,-8.800295029,-6.787248987,1.317460895,0.3868892193,1.592592716
10.92727316,-6.937849299,-6.219367851,1.676882029,-0.06886398792,2.396984339
9.066604371,-4.595896297,-4.795534487,1.850413799,-0.2067887783,2.82063818
7.929969992,-2.552787125,-3.683728845,1.914709926,-0.08762208372,3.007750511
7.239296005,-1.117890515,-2.952783345,1.919398785,0.2601679564,3.079024315
7.29091864,0.2483884854,-2.726334304,1.899911523,0.6198226213,3.184891224
6.970518812,0.6833832459,-3.095711222,1.856317997,0.81979388,3.328671217
6.88564974,1.387120713,-3.441558211,1.712008834,0.9647927284,3.3863976
7.241608374,2.147044762,-3.773055772,1.517861843,0.8223528266,3.476822138
7.34077485,2.899724247,-3.67060779,1.20847249,0.4552713037,3.65691328
6.551577945,3.94636739,-3.464453057,0.7100119591,0.08944170922,3.754801035
5.872491519,5.241784217,-3.633217094,0.2418238819,-0.2603501678,3.779552698
5.399591683,6.409360846,-4.45009491,0.1551070511,-0.6658758521,3.741462946
5.203965066,7.689394811,-4.950263277,0.4354981482,-1.064816236,3.536542416
5.292772061,8.573393568,-4.93610148,0.882215023,-1.391538978,3.361127615
5.375025982,8.979120733,-4.265144001,1.292668223,-1.453844666,3.416974545
5.2882502,9.584120179,-3.488253619,1.700063348,-1.36636579,3.624575138
5.021449275,10.69198907,-2.597854932,2.090152025,-1.137863874,3.832548857
4.460116538,11.92865735,-1.804041472,2.436968327,-0.7737929821,3.945915222
3.99493999,12.84120007,-1.143348197,2.683993578,-0.4059091806,4.053765774
2.749856342,13.20235276,-0.8955693681,2.796333075,-0.05777973309,4.076966286
1.581373704,13.03454237,-0.995811365,2.870987892,0.1583282799,4.000332832
0.6128939977,12.92491646,-1.112519344,2.943321943,0.2350756079,3.895907402
-0.1844306847,12.6279735,-1.109130359,3.042528629,0.2762268186,3.820627451
-0.6211562146,13.76225225,-0.3470423363,3.035829067,0.159354344,3.781407833
-2.919371782,15.26173444,0.6956931308,2.762246609,0.01637534983,3.29048872
-7.345154088,13.98330206,0.952045873,2.342683077,-0.06796292216,2.148142815
-9.151125652,11.5750333,0.7803552813,1.846363425,-0.1418171525,1.04046154
-7.962302821,10.8523807,0.4728732403,1.48322928,-0.3543608189,0.3089604974
-6.492814206,10.60816629,0.2964356002,1.408838868,-0.5619860888,-0.1655181497
-5.933232111,10.54093575,0.4867556352,1.571812034,-0.4739466608,-0.6518079638
-5.534810301,10.41968604,0.9918773866,1.913337827,-0.1469155699,-1.257030725
-4.580962347,9.516485735,1.928990041,2.214715242,0.1286384314,-1.657244086
-3.964333254,8.414870063,3.157107063,2.120721102,0.3487722874,-1.75232017
-4.454699773,7.910813457,4.017483245,1.552990913,0.4112367332,-1.948230624
-4.719227493,8.077580474,4.016100266,0.7724560499,0.2644556463,-2.43962121
-3.913927009,8.751555256,3.324797918,0.07451405376,0.01096833404,-3.064627647
-2.649399241,8.943577711,2.341476324,-0.3911436796,-0.2069972754,-3.621091843
-1.216036417,8.984484891,1.732166615,-0.6850649714,-0.285674274,-4.034637928
-0.03670037589,8.990529432,1.373058578,-0.854547143,-0.2776045203,-4.412986755
1.109597903,9.179180364,1.355787125,-0.9667958021,-0.2994155884,-4.827858925
2.414309213,9.178654295,1.552899597,-1.228854656,-0.3348962665,-5.206214428
3.99469449,9.093541478,1.214340426,-1.648540854,-0.2995215952,-5.388025761
5.327838699,8.646293969,0.1849967942,-1.907392621,-0.3357444108,-5.411538601
6.56425564,8.225926285,-0.7760287964,-1.855692983,-0.3799771369,-5.349383831
7.755621141,8.198627359,-1.21871265,-1.609743714,-0.3520291746,-5.2872262
8.824576653,7.776769143,-1.386316411,-1.223507285,-0.2689010501,-5.198663235
9.432784539,6.555628681,-1.500119608,-0.7450464368,-0.1121776327,-5.019171715
9.922226344,5.093699688,-1.412559106,-0.3018608689,0.1900701821,-4.813201904
10.37897876,3.41375572,-1.266856796,0.1067629009,0.5007453561,-4.65879488
11.11042374,1.498756211,-1.016608362,0.4195485413,0.7741956115,-4.501953602
12.24858489,-0.7239514032,-0.7160463291,0.6126850247,0.9047560096,-4.207818031
13.7597692,-2.894894928,-0.3278562821,0.6688964367,0.9144371152,-3.709914446
14.99927242,-4.575809786,0.0202715114,0.5798230171,0.7255168557,-3.052262783
14.93717866,-6.419307655,0.00747018975,0.4845095873,0.4122923017,-2.472173214
14.00829505,-8.865572096,-0.4563172423,0.5248249769,0.1342051029,-1.90255022
13.595577,-10.80159627,-0.515022237,0.6148996353,0.07075029612,-1.099711299
13.27505092,-11.38412377,-0.2369070142,0.7125067115,0.2527916431,-0.2023602426
12.76870182,-11.13080017,0.06349076766,0.7271419168,0.4012700617,0.5346181989
11.95221241,-10.63596966,0.3492588434,0.5239081383,0.2806642354,1.169952273
10.89203233,-9.91359997,0.4447843332,0.1117114574,0.06339546293,1.814801216
9.740850371,-8.579739723,-0.1256128773,-0.2175501287,0.001237517572,2.461217165
8.651975522,-6.75471976,-0.8239581301,-0.3484786153,0.08674003929,2.939805031
8.074674231,-4.50102664,-1.277880878,-0.3968698978,0.2282465696,3.224768639
8.103135771,-2.152334686,-1.689054034,-0.4345344901,0.2789418697,3.366008282
8.499192606,-0.1258335343,-2.171950363,-0.4488113821,0.1682457626,3.521653175
8.673864113,1.70687523,-2.634291981,-0.3846960366,0.05185045674,3.74200201
8.385664427,3.258358822,-3.078267628,-0.1527867913,-0.04816537723,3.926507235
7.912541888,4.423874427,-3.249208716,0.219731003,-0.1802979559,4.048223019
7.299099609,5.325346882,-2.748511357,0.5423095226,-0.3059378564,4.177494526
6.386550464,6.007888416,-1.880848525,0.6814886332,-0.2958240807,4.296087742
5.521249393,6.676112087,-1.227133565,0.7669004798,-0.3170031607,4.258038044
5.387641133,7.512883814,-0.4925847797,0.7971413136,-0.3588932157,4.082965851
5.681299085,7.588806777,0.2333835162,0.6945109963,-0.4511600137,4.046646118
5.496624655,7.390752056,0.7741032352,0.4308382571,-0.5721658468,4.192976475
5.308309822,7.778699819,0.9250108589,0.2273124605,-0.6969402432,4.442148685
4.403127407,8.778696361,1.086643729,0.1964019686,-0.7680593133,4.607813835
3.295353797,9.876790289,1.330476889,0.2673152983,-0.7301204205,4.612739086
2.037454507,10.75312421,1.581919793,0.3928591013,-0.5472877622,4.486121178
0.939546457,11.21573821,1.685899077,0.5251283646,-0.2160032988,4.280957222
-0.5392161825,11.18452241,1.427428174,0.6939223409,0.1171414331,3.991198063
-1.977603557,10.92645015,1.137526359,0.9107947946,0.3513642848,3.680749655
-3.521968842,10.98872277,0.9732125797,1.045153618,0.6384350061,3.277863979
-4.411346369,11.426691,0.8192609121,1.095347762,0.9222616553,2.696682692
-4.016242305,11.60426758,0.3770211489,1.20011282,1.028761625,2.157552004
-3.356246949,11.83021101,0.1564858622,1.165830255,0.9873329997,1.764358878
-3.828222656,11.9294862,-0.1677206652,0.9084460735,0.6416579485,1.393359661
-5.496683107,11.72944294,-0.7436185189,0.4787684977,0.1744634509,0.9014781117
-7.703670005,11.34611348,-1.052393084,-0.1016539037,-0.3420380056,0.07687456906
-8.87707724,10.62988829,-1.361627375,-0.6752867103,-0.8339309692,-0.8710362911
-8.685463366,10.4997632,-1.565749434,-1.061619639,-1.246703982,-1.770194888
-7.924115421,10.56054529,-1.44661189,-1.26637423,-1.381854057,-2.544930935
-7.019850121,11.10322477,-1.023458374,-1.392538309,-1.222173333,-3.347706795
-6.011327743,11.40908753,-0.6196200911,-1.512086987,-0.8628854156,-4.176902771
-4.558770389,11.25277703,-0.2239421725,-1.725615144,-0.3773002326,-4.811336994
-2.969596241,11.34239709,-0.03732786014,-2.043310404,0.0207393989,-5.307366371
-1.45760587,12.10488719,-0.4102781063,-2.275236845,0.3127597272,-5.904388905
0.8287392269,13.15828215,-0.9681554425,-2.318176985,0.5604966283,-6.646708965
4.695098429,14.98188055,-1.191605155,-2.23269248,0.7159166932,-7.362388611
8.45404472,15.22052331,-1.326961866,-2.153616428,0.6249454618,-7.786202908
11.67084228,14.48326468,-1.559870312,-2.143204212,0.3775529861,-7.813248158
13.83013745,13.38180449,-2.652567642,-1.802788019,0.01831451803,-7.628765106
15.33119084,11.99943477,-3.444540734,-0.94849509,-0.002717641881,-7.415208817
16.8248278,9.748481304,-3.157520905,0.1174288541,0.3840254545,-7.133117676
19.29943863,6.021954935,-1.580794735,0.9065324664,0.8204653859,-6.385828972
20.52599586,0.882083279,0.06195727448,1.122113347,1.065851331,-5.115774632
19.68693573,-3.328238998,0.7276829909,0.8261668682,0.7897254825,-3.947657108
17.67203734,-6.028442544,0.5609656575,0.1313005239,-0.02587936632,-2.955524921
15.43025093,-6.848384716,-0.6227364695,-0.3234518468,-0.921369791,-2.099820375
13.15000298,-7.577227983,-1.637383906,-0.2462343276,-1.444968939,-1.524787784
11.74467558,-8.154940193,-1.541731137,0.09547896683,-1.522626042,-1.19171083
10.9255418,-9.19053704,-0.6844825855,0.4163579941,-1.180868626,-1.122988582
11.05194232,-10.77598954,0.2722653278,0.4693763256,-0.5248300433,-0.9143104553
12.31911213,-11.50634964,0.8130947907,0.2619384825,0.2245990038,-0.3099037707
13.70967568,-10.73121867,-0.05211553329,0.121126309,0.620947659,0.4626249075
14.33032453,-9.60042074,-1.150070491,0.08907599002,0.5603737831,1.339700699
14.24498667,-7.69086313,-1.804350392,0.08061828464,0.2765196264,2.237292528
13.37233991,-5.647311475,-2.316712762,0.1960263997,-0.2236472815,2.94423461
12.34604456,-4.085203613,-2.182255338,0.2767285407,-0.5405520797,3.631783485
11.54405247,-1.787895224,-1.554534797,0.2346143425,-0.661518693,4.264976025
10.33393434,0.7434872938,-1.037442037,0.1368601173,-0.5781598091,4.647088051
9.066007574,2.80678819,-1.143132947,0.1077896059,-0.2639126778,4.744443417
8.432263096,4.537218482,-1.583057273,0.09710942954,-0.001481953077,4.742842197
8.048559547,6.110891695,-2.257458755,0.1578253955,0.05596231669,4.598462105
8.05309193,7.646485059,-2.81805368,0.261497438,-0.04831210524,4.354319096
8.122124549,8.159543303,-3.071460286,0.4418110847,-0.129820466,4.222496986
8.037059663,8.461381054,-3.075471275,0.6968615651,-0.1526489705,4.28098917
7.789425211,9.332945862,-2.91736278,0.9646831751,-0.2409535348,4.445549011
6.58417147,9.623175593,-2.747799994,1.218727708,-0.3017210066,4.624520302
5.118398076,10.19834981,-2.228921082,1.377875447,-0.2603320181,4.704591751
4.00294677,10.63745668,-1.741648437,1.432442546,-0.1803839207,4.741488934
3.454424999,11.68968961,-1.298797117,1.388946772,-0.1683164686,4.772611141
3.123390964,12.28877427,-1.414132639,1.435998559,-0.3669281602,4.779095173
2.400289456,12.63185004,-1.409748725,1.41848886,-1.080760241,4.626349926
1.62509711,12.88168756,-0.4798503859,1.209213734,-1.790354967,4.403115749
-0.3341998059,12.98005909,0.7319698744,0.9447265863,-1.93789494,3.841772795
0.2571785255,12.93053372,1.260089493,0.8604635,-1.623071671,3.584816694
0.09206921189,12.41554655,0.7575725177,1.353838682,-0.9192793369,3.597236633
0.1056488244,13.52962891,0.2409913609,2.161167383,-0.2702943683,3.523973703
-0.734520728,14.42226047,-0.2425684009,2.881013393,0.1571708173,3.296566725
-2.230398753,14.17515968,-0.07749941927,3.289496183,0.3701561391,3.0338552
-4.828971478,14.78252469,1.408953775,2.879876137,-0.2555736899,2.147753477
-5.630495365,16.11894397,0.9746692083,2.45748806,-1.394187093,0.6191549301
-4.153373479,15.97726171,0.3042354603,2.444292545,-2.364798546,-0.8523818254
-3.114718997,13.82902569,-0.03953943524,2.53082037,-2.612011433,-1.966796875
-1.657294914,10.97975504,0.6489665971,2.243064165,-2.265878439,-2.949289083
-0.7251297993,12.51062254,-1.607010249,1.979497552,-3.390811443,-4.55486536
5.536587247,8.290047167,-2.922021419,1.995123267,-4.051482677,-4.069731236
4.255080872,5.814893901,-2.367937923,2.121243715,-3.662094355,-3.808694839
4.727926348,2.204159711,-0.3338904477,1.964558244,-2.504856586,-3.5070467
4.630574227,-1.402003079,-0.1495481719,1.385478616,-1.829464674,-3.160331964
4.693301024,-4.253225015,-0.3207961345,0.7261583209,-2.398240566,-3.070314169
5.926703586,-6.887569895,0.3368777929,0.00455100229,-3.116044283,-2.57703805
6.260581321,-8.30218944,1.421375157,-0.2306554765,-3.370097637,-2.333731651
5.727174117,-9.917360784,2.232575512,-0.02165926993,-3.055961609,-2.091864586
5.772080595,-12.05433073,3.909266616,0.4883214235,-2.441917658,-1.35109818
3.919061449,-15.27456236,6.631053048,1.052270412,-1.916215062,-0.4113936722
3.867660348,-13.59264037,10.80278753,0.7465485334,-1.132633448,0.5386298895
1.324207453,-11.07235032,12.54630527,-0.1122604534,-0.8490748405,0.99861449
-0.8619213655,-6.749122378,14.09170749,-1.475376368,0.5831087828,0.9778357744
-2.7030829,-1.444108967,12.31179391,-2.082314014,1.656182766,0.1864575446
-2.890938883,0.6500425557,6.411940926,-1.217122316,1.872795939,-0.5224286318
-1.219047873,0.287588423,4.525883434,-0.3299356997,2.084444046,-0.3267928958
0.3396826212,-2.105689254,0.7081999995,1.194192648,2.195059538,0.3037158549
-2.070302884,-1.31584879,-2.306350358,2.204752445,2.096765757,0.09621119499
-1.843279842,-1.576149393,-2.58100375,1.994823456,1.886024237,-0.2787867486
0.91383217,2.522528765,-0.2597892926,0.2837271392,0.9481548667,-1.524779797
1.68126148,-0.5975586275,3.104067255,-1.517650127,0.1633930057,-2.536631346
-0.06975041257,6.239813843,2.004171538,-1.908334374,2.52955246,-3.367172003
-0.6879962927,5.761576737,1.139489768,-1.648866057,3.226352215,-3.784441471
1.73084881,7.641237222,3.547748595,-1.180373788,3.560236454,-3.584948063
9.294812238,9.530542902,6.178798525,-1.544727206,1.133350968,-1.552979827
6.046515961,4.688403608,-2.002363904,-0.9851258993,-0.2282791138,-0.4625420868
2.009592102,4.871833591,-1.957134185,-0.725281477,-0.8814893365,-0.1663714498
-0.8198679381,2.131060427,0.1562292571,-1.650713801,-0.765539825,-0.3849827051
-2.139908919,0.7736962618,0.5917694497,-2.50869298,-0.530559957,-0.7205703855
-3.893773863,1.12164753,-0.2598141347,-2.908934116,-1.534464121,-1.896197438
-2.341807456,-0.04461509454,-2.791253351,-2.466977358,-2.14019084,-2.357262611
-2.198183998,-1.001504608,-5.419317543,-1.097806573,-0.9379475117,-2.508268595
-2.637417711,0.02832885338,-6.192776782,0.4367149174,1.08231163,-3.031383276
-1.637498326,-0.2352905189,-4.869506902,1.027776718,1.416691422,-3.503105879
1.339216806,-1.983358175,-3.300888635,1.323915601,1.233114958,-3.471197128
0.2343435934,-2.991827362,-2.544275317,1.70377028,0.8542954326,-3.299859285
-0.739434219,-2.937368626,-1.431220552,1.916605234,0.5094850659,-3.45239687
-0.1021808561,-3.04173501,-0.003325271965,1.834097505,0.3368167281,-3.767210484
0.06332593248,-3.418990698,0.7239293375,1.573375344,-0.2151334435,-4.247318745
0.3650289517,-3.274962751,0.6322070393,1.045173407,-1.729003072,-4.991809368
0.1801139906,-3.596683599,0.5815387822,0.3589001596,-2.823456287,-5.758065701
0.009425415471,-3.610109482,0.9402376541,-0.5307765007,-1.339080453,-6.136220455
0.8780302042,-4.483707257,2.588309105,-1.342852831,2.799489021,-5.572357178
0.8204454458,-5.442606064,1.517778891,-1.18999362,6.48314333,-4.870579243
1.797492197,2.372273321,-2.288972376,0.02270147018,6.86922121,-4.538785458
-1.140315113,13.37231653,-2.418527123,0.4418536425,5.352105141,-4.145810604
-0.5963612344,13.54178228,4.642590828,-1.730948091,0.6341466308,-2.048942804
-2.600755329,0.1143815815,0.5217991838,-2.359352112,-1.861985803,-0.277428925
-1.157716476,-5.100628026,-1.25798463,-1.234259486,-1.61892283,0.5324664116
1.889302758,-3.996194958,2.188814697,-0.6495405436,-0.7059470415,0.9819750786
1.855152359,1.113185699,2.961758387,-0.1546495557,-0.04157681763,1.107336402
1.180817073,3.052294397,2.360202944,-0.1294587702,0.04895419627,0.8214509487
1.419611801,2.6535511,1.836006636,-0.3744728565,-0.117619589,0.5321805477
2.466376085,3.634543082,-1.484684431,-0.04392465204,0.4461639822,0.7184365988
1.977110805,3.359105846,-3.253181127,0.4512133002,1.309289098,0.8351307511
-1.049992453,3.475865262,-4.469026405,0.8686665893,1.437378764,0.2225054204
-2.075436739,1.066615671,-4.283429015,0.7941183448,0.5805151463,-0.1200303733
-3.688585053,-1.699378152,-3.717796534,0.1518349648,-0.6498073936,-0.2255987525
-2.270966033,-1.158622923,-0.5182230789,-0.8940152526,0.02816298418,0.2011881322
1.562645915,0.4775947159,-0.1270563176,-1.262950063,1.233360052,0.7713841796
2.811148431,0.493193267,-0.6760112559,-1.026316643,1.76449883,1.176381707
2.322990527,0.2968026799,-0.7860900986,-0.5145077109,1.892038822,1.151462674
1.077798159,-0.5571762021,-1.03343587,0.07184630632,2.047775269,0.6683575511
0.7455757905,-1.570432623,-0.8997305794,0.5244666338,2.348876715,0.1035324708
0.7485054142,-2.178563936,-0.6644026511,0.7595552802,2.666964293,-0.3645363152
0.8301233747,-1.916124714,-0.7739291938,0.8667830825,2.622711182,-0.5597751737
0.2621884627,-1.106757127,-0.9059136519,0.8708520532,2.435645342,-0.703958571
-0.2993117401,-0.6668377693,-0.6209855342,0.6164489388,2.262923717,-0.8078199029
-0.6860223623,-0.9770201553,-0.7751800706,0.235512808,1.991909981,-0.7788758278
-1.156714751,-1.330719611,-1.146246257,-0.05341219157,1.789336801,-0.680983305
-0.8331357082,-1.081178449,-0.565918896,-0.2785942256,1.91849947,-0.4725274444
-0.5801758598,-0.4138683859,0.2371956218,-0.5244298577,1.776979446,-0.2993918955
-0.633729865,0.06115852532,0.3794704417,-0.6479075551,1.264241576,-0.2440376431
-1.231684068,-0.03577800035,-0.1733914043,-0.4643236399,0.9406260848,-0.3209627271
-2.595814366,0.09529226559,-0.5182084658,-0.1524201185,0.7101362944,-0.6318179965
-3.800689922,0.6103717857,-0.8361590747,0.1177022457,0.3178159297,-1.003087878
-4.516067558,1.101414012,-1.262664312,0.3171460032,-0.2144154608,-1.211662292
-4.510479528,1.070672837,0.1891443423,-0.004410243127,-0.7967845798,-0.9545195103
-2.511425187,0.3697369832,1.107173306,-0.4891781807,-0.9382690191,-0.1197041497
-0.196393802,0.2128705973,0.9902209977,-0.642727077,-0.9369315505,0.4039250314
1.123251896,1.027288453,0.4796072613,-0.4069370627,-0.6860548258,0.5969249606
1.201584186,0.4885311204,1.145932368,-0.2768093944,-0.4779093266,0.3577820361
0.8602639537,-0.04965221192,0.7024737309,-0.1141108721,-0.06590280682,-0.1578875035
0.839731161,-0.9571107552,-0.1981926681,0.161315158,0.2166476548,-0.395955652
0.5604793353,-1.864775635,-0.4199205256,0.2895359099,0.2724962831,-0.2495430261
1.278913582,-2.365961654,-0.8894926785,0.3749212623,0.4967156351,0.02348051034
1.995943224,-1.59167181,-1.827412411,0.6405715346,0.6656066775,0.1801291853
1.572890976,0.04407762666,-2.798478626,1.045166731,0.3968791664,0.09215915948
0.4273275869,1.468198575,-2.169768635,1.004943728,-0.130482465,-0.2128740102
-0.4620113623,1.812490152,-1.168083994,0.4773573577,-0.5262649655,-0.2422044277
-1.066036263,0.6358569401,-1.051630429,0.03996662796,-0.4981935024,0.07291036099
-0.8854661995,-0.2077542772,-0.5145066887,-0.2579219043,-0.4400109053,0.4401855171
-0.3803862414,0.1025695631,0.07709478399,-0.4364542961,-0.4914726019,0.5777876377
-0.1679327736,-0.2020873374,0.01080788281,-0.3782407045,-0.7866114974,0.5027691722
-0.0691767774,-0.7247749945,0.1329999188,-0.2037301362,-0.9960474372,0.3697104156
0.1579912983,-1.050878003,0.3085504009,-0.03086358868,-1.078118205,0.3214793801
0.3797099496,-0.9474924475,0.1564705916,0.1447860599,-1.186498642,0.3160121739
0.7234463763,-0.8343395311,0.05489478875,0.2895072997,-1.23316288,0.2864774168
0.7335271138,-0.4718740001,0.1634452529,0.3125556707,-1.249804497,0.2454006374
0.4741010285,-0.1842494829,0.2532867788,0.2543165386,-1.226810336,0.2035757005
-0.03250847716,-0.08071779679,0.3725239836,0.205911383,-1.244401217,0.1551930308
-0.5223842171,-0.2520025842,0.6713480133,0.1885881424,-1.332742453,0.1201757789
-0.6500748506,-0.3155740159,1.076918453,0.1757924408,-1.30166769,0.1261283159
-0.1065741956,-0.1507902809,1.469879076,0.1531080306,-1.120139718,0.2096447498
0.9479749703,0.17462533,1.849893707,0.11289455,-0.9853026867,0.2913399935
1.840037792,0.395205771,1.937040076,0.1309129447,-0.7297651172,0.3773812354
1.781859743,0.8256161264,1.65878676,0.1857514977,-0.4810070693,0.3688606024
0.9783154558,1.16959966,1.411171451,0.2464785576,-0.4143358171,0.1669126451
-0.3796375419,0.8719476695,1.746598168,0.1372038871,-0.4415118694,0.05709333718
-1.000490974,0.5016670809,1.98028549,-0.06568533182,-0.5751455426,-0.02286531031
-1.081434543,0.3064227412,2.152972837,-0.1676916629,-0.8962554932,-0.1069409549
-1.543625572,0.4786410101,1.73499424,0.02869573794,-1.155524611,-0.1709792912
-0.5122936158,1.77768012,0.7938088563,0.3302402794,-0.8195704222,0.1723159254
