accelerometer-x,accelerometer-y,accelerometer-z,gyroscope-x,gyroscope-y,gyroscope-z
-3.433992744,1.871767686,2.794623705,1.661409736,2.873467207,-1.124230504
-3.223135241,2.175003029,3.105169371,2.101722717,2.916033983,-1.322271347
-2.743594067,2.434572834,4.012313734,2.479147673,2.571507454,-1.368253589
-2.097480813,2.513388596,4.835447103,2.386515856,1.713741899,-1.227202296
-1.210258126,2.777114936,5.718119288,1.428786755,0.5010659099,-0.9145293236
-0.1270680537,3.618214463,7.047427279,-0.3298399746,-0.5182804465,-0.4251322448
0.3662055942,4.622002798,7.10002139,-1.997768164,-0.6434753537,0.0459513776
-0.1926739047,5.287170004,5.765926164,-2.798281908,0.03037117049,0.1584615409
-1.657951916,6.255986394,5.522137866,-2.755646229,0.7884322405,-0.1053626388
-3.144851101,7.723430936,5.379186608,-2.460361481,0.9696506858,-0.6439337134
-3.659797058,7.866806557,3.2055952,-2.18919158,0.6078869104,-1.176245213
-2.951253359,6.142443017,1.261537939,-1.800173402,0.3003525734,-1.317848086
-0.8088520386,2.762203782,1.802134762,-1.648479223,0.1629962921,-1.210824966
2.427882688,0.0476595768,3.019332331,-1.90695405,0.1537113488,-1.048779249
4.746884146,0.2054477538,3.561008767,-2.338196516,0.2434473634,-0.7982109785
6.083779816,1.608933911,3.165582046,-2.699605942,0.4735333025,-0.5080515146
6.577836422,3.490564819,2.336286355,-2.99979496,0.9326736927,-0.3280138373
6.271629369,5.341614126,1.228715135,-3.198138714,1.541995883,-0.3072492778
5.809955276,6.917766296,0.222567377,-3.207211256,2.225214481,-0.4037598372
5.628420897,8.140618237,-0.3723100486,-3.02798605,2.840560436,-0.6246650219
5.586211402,8.864522294,-0.6535223607,-2.797097206,3.218038321,-0.9438834786
5.379906155,8.63183056,-1.1786059,-2.658645868,3.370233774,-1.222371101
4.765149286,7.340656192,-1.829308016,-2.653089523,3.290256023,-1.215524197
3.924757031,5.077131999,-2.388361117,-2.725818634,2.84365797,-1.06650126
3.503610178,3.631213645,-3.550540272,-2.763385534,2.176206112,-0.826818049
3.126037971,2.664619022,-4.57412461,-2.586936474,1.548807621,-0.5615648627
2.986163344,2.062114901,-4.866400752,-2.14618206,0.8582404256,-0.1760842651
3.357050082,0.9332324515,-5.822632971,-1.464591503,-0.1442390084,0.06690610945
3.475345038,0.1112502977,-8.087026348,-0.7327694893,-1.303679228,0.01854523458
2.67380946,-0.3636380818,-9.731936412,-0.2545092404,-2.210948944,-0.1287570149
1.957566731,-1.620418597,-9.089766636,-0.1571805477,-2.432293892,-0.1914203912
1.629801196,-3.260674698,-5.622348884,-0.4299012721,-1.97472322,-0.2187545747
0.8613979992,-4.546579016,-1.72073892,-1.044980168,-0.7121353149,-0.2529479563
0.04182707125,-5.208862775,2.499136199,-1.606907964,0.6832446456,-0.2558555901
-0.2779359208,-4.887808282,3.473128531,-1.803940058,1.174582958,-0.2498656362
-0.1453304812,-4.060526268,-0.08865224305,-1.715003014,0.7967931032,-0.2404255569
0.1154673309,-3.523203352,-3.332923941,-1.515429735,-0.009148125537,-0.2897110581
0.5029219032,-3.255223446,-4.932588504,-1.304460287,-0.6879931092,-0.384454757
0.9913414531,-3.258393309,-4.934290632,-1.10404253,-1.016515851,-0.4446184933
1.207065029,-3.702829267,-4.581427919,-0.9054963589,-1.120944858,-0.4726543427
1.199365999,-4.351426446,-4.794985329,-0.7272062302,-1.109481812,-0.4358254969
1.200862375,-5.091107333,-5.296497804,-0.5387147069,-1.025014043,-0.3244481087
1.4214944,-5.804684642,-5.485440998,-0.3351935446,-0.9208866954,-0.194486931
1.805604338,-6.112244863,-5.27637856,-0.1085249856,-0.9299595356,-0.1084974259
2.177406291,-6.039800389,-5.227262355,0.1127639934,-0.9460562468,-0.05573248118
2.316834927,-5.925878241,-5.057334827,0.3404408991,-0.9799107313,-0.04258854315
2.071120776,-5.841096848,-4.489217252,0.5382618308,-0.9169762731,-0.04917454347
1.786252133,-5.845419388,-3.468139052,0.686534822,-0.9035021067,-0.06924113631
1.313535837,-5.779906174,-2.505756494,0.8013287783,-0.8456052542,-0.0828621462
0.6724897307,-5.320487167,-1.438772867,0.8700670004,-0.7003762126,-0.1430028379
-0.08618249194,-4.464338539,-0.03923544732,0.8998792171,-0.4156001508,-0.1993744969
-0.7903866998,-3.475027058,1.696829636,0.9170004129,-0.1480737329,-0.267349869
-1.495440803,-2.370693943,3.194868054,0.8494070172,0.0652417317,-0.3295051157
-2.073500218,-0.973313702,5.023655845,0.6535707712,0.2159219682,-0.3156019449
-2.376980915,0.6854758343,7.673837177,0.3347991705,0.3903262615,-0.2628641725
-2.446381929,2.738851548,10.86350299,0.1093190759,0.2397450656,-0.2183107287
-2.449713412,4.78548188,11.71074876,0.0944788754,-0.3386080265,-0.1217061579
-2.045510972,5.809086092,9.436371749,0.1282915026,-0.7160313725,-0.08908432722
-1.399047882,6.100429337,7.953285402,0.1416413933,-0.7678461075,-0.1304900944
-0.5486423287,5.869076742,7.381669755,0.01243454032,-0.7927066684,-0.2376039773
0.1872371204,5.616209066,6.0021677,-0.2427290529,-0.9216169715,-0.4020195603
0.6232775907,5.016677823,4.401933813,-0.5220367908,-1.269923687,-0.4738852084
0.569994621,3.288002265,2.243811338,-0.6337196231,-1.629055738,-0.4668123722
0.2648505215,0.9427917225,0.6519315844,-0.5323911309,-2.065716982,-0.4409365058
0.2000442873,-1.439078279,-1.329151485,-0.2913684249,-2.190562963,-0.392260313
0.6790520849,-3.74005805,-3.067923052,0.0199633278,-1.866977096,-0.2717853487
1.726685115,-6.20625761,-3.117068191,0.5770463347,-1.43486619,-0.2435702085
2.207365229,-7.272741178,-3.257136002,1.287841797,-0.7350524068,-0.2627801001
2.53665549,-6.423007094,-2.78561856,1.950271964,0.1236998215,-0.1297629327
3.117436147,-5.084110606,-2.951577184,2.223228216,1.314109683,-0.001923579723
2.875336533,-3.096952454,-2.169039152,1.570815921,3.262795925,-0.1216614321
1.777964343,1.873182813,4.271605306,0.3111505806,4.585566521,-0.4856575131
1.463481922,10.28864675,12.88968499,0.3447215855,2.93223381,-0.2269071639
4.96495465,15.05247794,4.952167649,0.8934841156,0.7012523413,0.2493881136
7.994408855,13.29112644,-5.091659122,0.8525326848,-0.1499730647,0.4709125161
7.930427089,10.11478656,-5.96421937,0.3773274124,0.3336578012,0.4705297351
6.905893487,6.302725349,-3.983656963,-0.1960378587,1.26560986,0.3939819634
5.826724624,1.049693762,-3.341400678,-0.5557233691,2.027564049,0.3794892728
4.874596626,-3.230139274,-3.52216641,-0.5964154005,2.577516317,0.4336816669
4.29905913,-5.521609459,-3.120750386,-0.343000263,2.982657194,0.5389768481
3.974526732,-6.863878054,-2.739106984,-0.03638733551,3.260325193,0.7102276683
3.745762692,-7.771281067,-2.778257092,0.2066117376,3.251067162,0.9367021322
3.341239934,-7.849457947,-3.847963714,0.4452560246,2.915843487,1.161645412
3.049174804,-6.511527089,-5.317905334,0.6395600438,2.360081196,1.379726171
3.047800593,-4.109847641,-6.681831049,0.7614891529,1.617372036,1.486595035
2.964572567,-0.4939771109,-8.089840236,0.8166155219,0.7835980058,1.391810536
2.665606279,3.646681848,-9.289811069,0.7682554126,0.01619884372,1.097473264
2.163512498,6.837066034,-9.289025472,0.6448197961,-0.6299633384,0.6955265403
1.419411164,7.759177957,-8.24534644,0.5866840482,-1.143042326,0.4252820313
0.5501473629,5.657829362,-6.758410431,0.6085803509,-1.551519513,0.269032985
-0.219154719,3.018460517,-5.436552756,0.7303382158,-1.783023834,0.1587666571
-0.722647554,1.446790461,-4.020837232,1.061537266,-1.736063004,0.07043839991
-1.157417347,0.3267985897,-2.269371165,1.965182185,-0.8678423166,0.1268971413
-2.03733205,-0.9943623352,1.700934734,3.058706522,0.4374465644,0.3114602864
-3.130179309,-2.151505833,5.619710352,3.33412528,1.164648533,0.4005177021
-3.330535585,-2.120413945,3.820927238,2.979529858,1.460791945,0.3101394773
-3.008190467,-1.497755509,1.699426083,2.388524055,1.616892099,0.06456327438
-2.515606857,-0.742346307,1.431004278,1.875229836,1.796064258,-0.2688025236
-2.186749581,-0.08115034299,1.846736266,1.562529922,2.068427086,-0.505890429
-2.058886879,0.01975625535,2.682222483,1.464754462,2.464925289,-0.653324306
-1.746945666,-0.1237999827,3.599354279,1.379783034,2.761837006,-0.7301149964
-1.444451789,0.1033639284,3.466223281,1.172885418,2.783180475,-0.6947832704
-1.175916588,0.1782113718,2.30258633,0.8581579328,2.538963318,-0.5640593171
-0.9466460598,0.1276245094,1.137662845,0.554746449,2.34449172,-0.4449960291
-0.6472457646,-0.1370505094,0.9303644949,0.333237201,2.34329915,-0.3703324497
-0.2873939599,-0.3917290348,1.413808521,0.2255530506,2.430602312,-0.27279374
-0.1404506732,-0.8417033378,1.629891359,0.1903415322,2.428695679,-0.1320930719
-0.2011366126,-1.309599667,1.365122232,0.1761447638,2.327982903,0.01622402295
-0.3798424899,-1.48004625,0.9092426502,0.184097752,2.143289089,0.120595172
-0.4975441557,-1.475720788,0.4877614512,0.2620561123,1.947590232,0.1643842608
-0.5454477704,-1.104612516,0.1709967643,0.4199416339,1.918256283,0.1662878841
-0.4716583116,-0.4885036479,0.3517424769,0.6243792176,2.094484806,0.2046873569
-0.296203545,-0.2528290982,0.8548597565,0.8071810007,2.311720371,0.2797555029
-0.05726123475,-0.2813204486,1.121012154,0.9197018743,2.414501429,0.3369764686
0.1270887768,-0.2339203996,1.085446335,0.9697205424,2.368801117,0.3558681309
0.2427218014,-0.2340595158,0.9465089894,1.002484798,2.163944721,0.3634506762
0.3137605367,-0.3607949674,0.8195785998,1.045179844,1.831215024,0.3930948675
0.3766387254,-0.5351765518,0.8030009745,1.103161693,1.382114053,0.4761538208
0.2529813296,-0.5657955619,0.8598144563,1.141516805,0.8563159704,0.6054843664
-0.3122317197,-0.212208334,0.9019237055,1.080528498,0.2995797992,0.6477214694
-1.10260293,0.714120914,0.8431757485,0.9163531065,-0.1969556659,0.568202436
-1.699130315,1.873242434,0.8393184885,0.8021851182,-0.482380271,0.478464663
-2.172429379,2.395384148,1.311544663,0.8490335941,-0.4724219143,0.417217046
-2.739311275,2.553973704,2.275768757,1.025535583,-0.1884990185,0.3456239998
-3.495231934,2.770977456,3.350306161,1.135876536,0.1779426187,0.2258850783
-4.37619936,3.146515819,3.68728946,1.106859326,0.574829936,0.05690509826
-5.102210327,3.46069575,3.598061317,1.044138193,1.02891326,-0.1200004295
-5.593047386,3.375055695,3.789627845,1.049855351,1.426224828,-0.406649977
-5.420495355,3.311457959,4.034460099,1.103329659,1.64285624,-0.7380686402
-4.145340102,3.637058864,4.322228409,1.127359629,1.716881752,-0.8916512728
-2.757779828,3.311901027,5.240103132,0.9203873277,1.553781033,-0.7853360176
-1.714779719,2.669780935,5.778329719,0.344296068,1.13846159,-0.4820253253
-0.9419737572,2.616950093,5.545614019,-0.4229638577,0.6487440467,-0.07510311902
-0.6655158731,3.102114952,4.828678632,-1.005515575,0.2479411215,0.2418290079
-1.547861602,3.532760869,4.128841387,-1.295566559,0.00341685582,0.3545353115
-3.880176715,3.785799226,4.171445434,-1.492847443,-0.1392589062,0.3097824752
-5.939042259,3.83592607,4.413896638,-1.763572454,-0.3285739422,0.09911658615
-7.073758237,3.98138142,4.192970745,-2.126699209,-0.6566710472,-0.2223994881
-7.392870948,4.635089658,3.378439199,-2.499172211,-1.011137724,-0.5477927327
-7.128039862,5.118342546,2.389696165,-2.728455305,-1.174115658,-0.8643805385
-6.003774551,4.788274141,1.81040224,-2.721739531,-0.9718865156,-1.201524258
-3.217348766,3.037747401,2.301273786,-2.596753359,-0.8574317098,-1.47633934
0.05160130016,1.340076638,2.063545226,-2.470852852,-0.9072467089,-1.617436051
2.063323108,1.217168051,1.069214455,-2.446822882,-0.9082205296,-1.677442431
2.903789597,2.745142173,0.3817782803,-2.702029228,-0.6962683201,-1.683666945
3.071874419,5.229744235,-0.5865747306,-2.935931206,-0.5597915053,-1.582590342
2.890975708,6.60067603,-1.802805647,-3.177910089,-0.2860491574,-1.453714609
2.897390836,8.104091465,-2.670997909,-3.342036247,0.140579015,-1.202593446
3.285537044,9.35537046,-2.738265273,-3.288952827,0.5711761713,-0.8309759498
3.659618486,9.250563347,-2.601468446,-3.132633924,0.944667995,-0.4794874787
3.834439046,8.326596152,-2.555515089,-2.972367048,1.253833652,-0.3264292181
3.693529816,6.953008874,-2.468072368,-2.696605206,1.267674565,-0.3902764022
3.356091759,5.56221561,-2.96095993,-1.966328263,0.4993640482,-0.558475554
2.669422331,3.825911457,-5.878606787,-0.912325561,-0.7684935331,-0.6996514797
2.025426215,2.449369421,-9.001611382,0.02065777965,-1.688262939,-0.8302012086
1.798014467,1.655726642,-9.08358707,0.3721269965,-1.471543193,-0.8693471551
1.413854699,0.7060790619,-3.915959976,-0.02083547786,-0.4786726832,-0.9532215595
0.3554037028,-0.5751666168,2.333154194,-0.9731961489,0.5521696806,-1.111293435
-0.4972396929,-1.5511019,4.451009102,-1.722780347,0.607034564,-1.045210838
0.7036657171,-2.742031932,-0.4373183812,-2.034253597,-0.2224263847,-0.817491293
1.784353314,-3.586341653,-5.656674347,-2.027861357,-1.39111793,-0.5299835801
2.153983768,-3.971825071,-8.258868769,-1.869367123,-2.189705372,-0.3121882379
2.345400658,-4.145153347,-8.378710954,-1.77112782,-2.371320009,-0.2755535245
2.623427764,-3.923981955,-6.700704092,-1.858740211,-2.361268282,-0.2877526879
2.556713943,-4.205162118,-5.688531959,-1.965035677,-2.513621807,-0.2094661593
2.230209806,-4.996628722,-6.295362711,-1.901688695,-2.417037249,-0.0769007951
2.228868475,-5.760232921,-5.580976424,-1.556899071,-1.986886024,0.002264331095
2.381873363,-6.331225467,-3.963046429,-0.9901183248,-1.568689942,-0.005894689821
2.806684437,-6.652448887,-3.741373225,-0.5004785657,-1.361397743,-0.02827829309
3.588202478,-7.163993219,-5.0715504,-0.1538895518,-1.207289577,-0.04078510404
4.41941131,-7.728725536,-6.085167471,0.1472729445,-1.073592544,-0.046333801
4.604789213,-8.09155347,-6.316947936,0.4234906435,-0.9926702976,0.02639199421
3.905897432,-8.395549861,-6.059098379,0.6711478829,-0.8986852169,0.1006212234
2.478193364,-8.26869166,-5.548881496,0.9355359674,-0.8221222162,0.111914739
1.4516455,-7.788571809,-5.256905214,1.19581759,-0.7631438375,0.09714697301
1.035083199,-7.359670689,-5.056973593,1.412922621,-0.7060520053,0.07690802962
0.9874724296,-6.951212054,-4.300732616,1.560083032,-0.6080937386,0.1153017581
1.007007443,-6.572855126,-3.085593148,1.622144938,-0.5981959105,0.1500768811
0.3932052448,-5.747114496,-1.743320169,1.546325207,-0.5693253279,0.0983196795
-1.209218553,-4.059028723,0.3103460521,1.368184924,-0.5028133392,-0.08095380664
-3.476991051,-1.807982319,2.704969737,1.087334871,-0.08500892669,-0.368421793
-5.411398441,0.9754968913,6.310134748,0.5520299673,0.7874419093,-0.7466030121
-6.402973191,4.87667957,11.54132509,-0.1111634374,1.272197723,-0.9284204245
-5.438563511,8.707966874,13.76304837,-0.414077729,0.4189201891,-0.7109499574
-2.629275906,10.79210714,10.96961709,-0.3035155535,-1.248075128,-0.3701591194
-0.9353411142,11.61877775,7.405001531,-0.3104140759,-2.114601374,-0.2053659856
-1.675964543,11.42955632,7.576606636,-0.5104997754,-2.05342865,-0.2968250513
-2.484245211,10.20654364,7.343058577,-0.8108219504,-2.114579439,-0.435680896
-2.636298936,7.430199101,4.617333637,-1.022563577,-2.312858105,-0.520694375
-2.046469296,4.956924488,2.76606981,-1.0865978,-2.193417072,-0.5727677941
0.05153042688,3.434133906,2.523455524,-0.9552429318,-2.007978678,-0.6551497579
2.005482913,1.571547306,1.10670525,-0.686624527,-1.717363477,-0.7322372198
3.322467721,-0.820945212,-0.6826537626,-0.4325214326,-1.33469677,-0.7711992264
3.936930868,-3.623258302,-1.744938126,-0.1097474545,-1.091437697,-0.6586850286
4.17282929,-6.586259382,-1.680257272,0.450009048,-0.6352350712,-0.4397270679
4.836968614,-7.774411182,-0.5872352403,0.8293002844,0.0241891183,-0.07896509022
5.648921249,-6.432886683,2.165342343,0.7610487938,0.5146544576,-0.1002298966
3.51020037,-1.431633224,6.283448986,0.1900523156,1.302589059,-0.9062591791
-1.816785365,7.767131546,10.76457733,0.08321481198,1.440279007,-1.700493455
-5.922476909,16.54200455,8.867545442,0.6760473251,0.08381046355,-0.4897862375
-2.605942961,15.65773282,-8.004321177,0.5624770522,-0.267174989,0.5032881498
2.057236335,9.033462565,-17.00799358,0.1767757535,0.4298283756,0.4049247801
4.509009456,4.18823904,-11.35688155,0.1036402956,0.6847516894,0.149105534
5.808816627,-2.365295884,-8.721907137,0.3352327943,0.9326930642,-0.1028324366
7.118925412,-6.374802743,-6.998850003,0.8259547949,1.258548141,-0.320528537
8.465003921,-7.941064218,-4.139024051,1.200232506,1.759160876,-0.3750131726
8.381198095,-9.174237063,-2.845721439,1.272762418,2.585818291,-0.1554813683
6.927747591,-9.580422493,-2.41372133,1.144775391,3.638988256,0.3140760958
5.42946835,-8.812853482,-2.521427526,1.054415941,4.6013484,0.9165731668
5.154766443,-7.022862162,-2.847331212,1.141148686,5.133218288,1.593262434
5.120411754,-4.510825565,-3.618002281,1.20266223,5.152442455,2.249715567
5.000949508,-1.02658995,-4.745533316,1.141308427,4.524086952,2.687554121
4.923326755,3.415835449,-6.95326431,0.8317381144,3.154359102,2.627684355
4.57902115,8.320407234,-9.809193839,0.3002537489,1.541587353,2.053400993
4.147290067,11.90880348,-11.03365497,-0.1580823958,0.2819919884,1.263258696
3.485428917,11.5964572,-9.421839366,-0.2455582917,-0.4170250893,0.6930743456
2.175225732,7.087268291,-6.568611497,-0.1240811199,-0.8306896687,0.3702473044
1.048976919,2.68901755,-4.464223973,0.2148070186,-1.120483637,0.215875119
0.3927271059,-0.1016471876,-2.841351553,1.217175007,-1.19864738,0.2961758077
-0.5099254984,-2.559673962,-0.3271183232,2.281386137,-0.9006061554,0.4789527059
-1.185963058,-4.15722957,2.372597731,2.656885147,-0.7464096546,0.5739790797
-1.063973632,-4.07188762,1.566851257,2.512897015,-0.9163060784,0.5292465091
-0.9947183091,-3.231923819,-0.4463122369,2.094685793,-1.203989506,0.4274445176
-1.19774585,-2.733554611,-1.53805011,1.600537419,-1.207149625,0.3382575512
-1.710422693,-2.609541862,-1.34501877,1.344894767,-0.7175192237,0.2263038307
-2.291151328,-2.216211238,-0.006259571851,1.318870544,0.02236353606,0.04356699809
-2.972229804,-1.274741119,0.7452145559,1.230252028,0.6125562787,-0.174166128
-3.524791498,-0.2144400385,0.4450094472,1.002596378,0.976885736,-0.3070943952
-3.840380419,0.368221318,-0.1180044481,0.7497113943,1.319535494,-0.3562653959
-4.20262354,0.6195084474,-0.01563303794,0.5967929363,1.815281391,-0.3512377143
-4.589119058,0.8323895661,0.8232938209,0.6104339361,2.430505753,-0.3282389343
-4.646269516,1.08010176,1.934931706,0.683185041,3.033981562,-0.2652001083
-4.396377641,1.144011045,2.533835172,0.7532618642,3.445607424,-0.2226635665
-3.825645207,0.9805845698,2.287237661,0.8070577383,3.763883352,-0.3102913201
-2.864403635,0.7747077769,1.848747022,0.8673386574,3.915126801,-0.4851491451
-2.125714974,0.3392512441,1.454896611,0.9568116069,3.883340836,-0.6598485112
-1.684580103,-0.3638251288,1.201720307,1.064751387,3.771551609,-0.7907748222
-1.225897885,-0.7619505867,1.382164844,1.242506504,3.683920145,-0.8499310613
-0.740235014,-0.8237748824,1.925823101,1.478406191,3.604166269,-0.8123463988
-0.2880079636,-0.6415080978,2.397870704,1.72306633,3.428778887,-0.7163205147
0.115429958,-0.2849018143,2.513188397,1.867469788,3.087249994,-0.574904561
0.4871262221,-0.02082476136,2.230598075,1.883805394,2.600210905,-0.4157373011
0.7792278847,-0.008880056548,1.877985829,1.785711884,2.051451445,-0.2635690868
1.003271033,-0.3485574171,1.73588359,1.607622981,1.496337056,-0.1264256388
1.095956185,-0.873938551,1.818328649,1.409487247,0.9921723604,-0.02099535801
1.1388088,-1.189022153,2.09973093,1.233181357,0.5437243581,0.05173192918
1.175019054,-1.155766949,2.522101187,1.062485695,0.2235738039,0.137712881
0.9301768633,-0.6507569876,3.063428663,0.8644526601,0.07714635879,0.2944018841
0.1602672805,0.04577040205,3.516075984,0.5759652257,0.04995495081,0.4146441221
-0.6295524332,1.066556634,3.64511153,0.1763018668,0.0118983062,0.4637479782
-1.29905986,2.146605202,3.196293119,-0.2183913887,-0.03590756655,0.4811652899
-1.987532392,2.531463182,2.798196595,-0.3598074615,0.143199563,0.4833296835
-2.760306717,2.268034948,3.574087444,-0.1968313158,0.7046857476,0.4584070146
-3.620482407,2.153601344,5.21956011,0.05481003225,1.383446217,0.311946243
-4.391375302,2.397126608,5.993715514,0.2623373866,1.825529575,-0.1077474132
-4.468879105,2.846400653,5.437103375,0.5057854056,2.136693239,-0.6720682383
-4.094995524,2.849764577,5.747781436,0.7895433307,2.511337996,-1.123755574
-3.79431951,2.300128123,7.502573432,0.7705927491,2.855439901,-1.38583684
-3.328412017,1.941946553,9.406002915,0.05411879718,2.743817806,-1.453574061
-2.845698058,2.22254161,9.061386929,-1.313968897,1.97092402,-1.3570894
-3.006775924,3.569848783,5.188198173,-2.70898962,0.9772778749,-1.239604354
-3.935939227,6.192109842,1.365647132,-3.360940933,0.4764592052,-1.224792242
-5.034366624,9.636569328,1.222547698,-3.142769814,0.6418008208,-1.421612382
-4.963929399,12.85644907,2.825246806,-2.694537163,0.8887379169,-1.891471624
-2.409566841,12.28324353,2.876770657,-2.422687531,0.8707996607,-2.202084541
0.544229919,6.761483847,2.194288744,-2.277055979,0.7444954515,-2.311221838
2.73675253,2.78465936,1.919418056,-2.202264309,0.5575751066,-2.210103273
4.697413136,2.012758457,1.391851395,-2.18873477,0.297154814,-1.855448484
6.030874155,3.169720169,0.08236687917,-2.283366442,0.1686964631,-1.269056797
6.74750676,4.971717568,-1.391040663,-2.43226099,0.2445693016,-0.5061077476
7.159543838,6.92157504,-2.52326234,-2.500084162,0.5663211942,0.3412137032
7.637873883,8.244654951,-3.035315206,-2.427598238,1.080645919,1.129371881
8.255753268,8.485974813,-2.933440055,-2.235994339,1.54981637,1.6571486
9.011022769,8.203598718,-2.606361479,-2.024491787,1.440750718,1.28666997
10.13482631,8.363876958,-2.128649859,-1.833617806,0.63503474,-0.3855406344
12.71675302,9.271293415,-1.854250734,-1.575532556,0.2667503357,-1.246382713
11.44048688,5.048566415,-0.657083268,-1.323762536,0.5406804085,-0.9158992767
7.747108164,0.7814934916,0.6457096411,-1.208638549,0.7843887806,-0.3826387227
5.568894941,-0.6546838057,-0.6809200707,-1.265861034,0.9530925751,-0.0192285534
4.228413814,-1.440098855,-2.667963656,-1.406529784,1.145735621,0.08147474378
3.235426275,-1.572776556,-4.006912751,-1.484538794,1.190225005,0.03281559795
2.534358319,-1.965089528,-4.993738846,-1.414820433,0.9687665105,-0.03597231582
1.953643128,-2.705667072,-6.003028117,-1.315063238,0.3929806948,-0.068208009
1.354137458,-3.637316638,-6.660737992,-1.406587958,-0.318300426,-0.01083721779
0.9439602548,-4.904305828,-6.485415328,-1.709787846,-0.4748389125,0.164689064
0.4438952023,-6.113347271,-4.529401671,-1.982797623,-0.2965307832,0.2652615011
-0.5053508109,-5.945142329,-3.065882778,-2.065689564,-0.3244577646,0.2243721187
-1.413169054,-5.117641704,-4.06102545,-1.894016147,-0.502584517,0.0226787366
-1.711771769,-3.987677305,-4.948811324,-1.51813972,-0.6931901574,-0.1797364205
-1.435131149,-3.616724516,-5.133427887,-1.115665793,-0.9125701785,-0.2729572952
-0.9659775139,-4.178847527,-5.52530539,-0.8281467557,-1.115508914,-0.2956934869
-0.5527918496,-5.029502233,-5.999005437,-0.6079553366,-1.290322781,-0.2608894706
-0.270427664,-5.854242161,-6.190820971,-0.3574259281,-1.390634775,-0.1816135645
-0.08661598798,-6.45909606,-6.034446168,-0.07568574697,-1.41592741,-0.05199370906
0.1398037536,-6.990366252,-5.609661251,0.1768628806,-1.373218179,0.08120322973
0.5433059361,-7.375393159,-5.033238497,0.4211319685,-1.219785213,0.1763341129
0.8420916065,-7.461187529,-4.149993189,0.6781978607,-1.053528547,0.2023244351
0.8169259664,-7.315631057,-3.410309671,0.9089376926,-0.8922149539,0.1692988127
0.4827595513,-7.18956196,-2.739723071,1.129167795,-0.7073678374,0.07085561007
0.04184877163,-6.967350703,-1.924478847,1.332035065,-0.5039541125,-0.09611303359
-0.5510649527,-6.438073146,-1.023894281,1.455734134,-0.2112633735,-0.2875700891
-1.270695935,-5.582070065,0.3088052524,1.441154838,0.1939976066,-0.4772756398
-1.881497929,-4.262323098,2.129450507,1.273195148,0.6531662345,-0.6452955604
-1.963293731,-2.384528407,4.636792371,0.8937502503,1.068181634,-0.7790136933
-1.492202697,0.1082429326,7.728265517,0.2219281793,1.480245113,-0.8291745782
-0.80784783,3.308691417,11.77067278,-0.4822909534,1.712822676,-0.6783315539
0.09915230202,7.055423539,16.0886634,-0.4165415168,0.6819208264,-0.3337102532
0.9594663784,10.51483217,13.14739484,-0.00687533617,-0.8658679128,-0.04640568793
1.788460311,12.22690731,7.292193482,-0.06504889578,-0.9175001979,-0.1204828471
2.941197245,11.0811275,9.267609759,-0.3858020008,-1.0071522,-0.1611805111
2.605084298,6.623309886,9.100608348,-0.7158150673,-1.463119388,-0.06382093579
1.946197196,3.509509173,6.358208167,-0.9985209107,-1.949425578,-0.02869330347
2.169085914,1.945374774,4.027065897,-1.13279891,-2.23546648,-0.05954389274
1.755202769,-0.04267302056,1.150676933,-1.033882976,-2.189251423,-0.1522585154
1.116324946,-2.280799737,-0.8948236643,-0.7453988791,-1.92295146,-0.3080249429
0.1851350336,-4.728562892,-1.90413617,-0.3635489643,-1.257304788,-0.3726357222
0.07350245858,-7.374180276,-1.595588399,0.09993586689,-0.3532634079,-0.223812446
1.883539372,-8.644562031,-0.9990388026,0.3014847338,0.7479711175,0.1185245886
4.753129762,-7.080925644,0.7163523263,-0.2225758284,1.775532603,0.3633021116
5.319548425,-1.731369619,6.227026257,-1.055066347,3.081707954,0.06431018561
2.542113463,6.848966316,12.55942544,-0.87830019,2.638891697,-0.5024653673
1.414958568,16.29558532,6.130847856,0.001054799417,0.2603775561,-0.1261683851
3.482994968,17.96042173,-8.514061674,0.6745882034,-1.798368931,0.3906422555
2.294850182,12.41851826,-13.737375,0.4241283238,-1.221574664,0.6575201154
-2.266325514,4.420370218,-7.023722579,-0.01847624965,0.1491274238,0.7225294709
-2.734212198,-1.451661867,-6.606846243,-0.1108822599,0.8685567975,0.5029549599
0.6069993867,-3.909100027,-10.79066805,0.14290528,1.609604239,0.2622930706
4.251559128,-5.830184409,-8.465538174,0.6484203339,2.071006298,0.05568335578
6.590048837,-7.441445886,-5.473575203,1.242281318,2.35169816,-0.02847759426
7.572557069,-8.3065301,-3.844006501,1.616646647,2.91814971,0.2011352926
7.281527712,-8.140276292,-3.199827138,1.730292559,3.972526073,0.7821518183
6.110106097,-6.730807554,-2.769171283,1.752408862,4.903404236,1.476693034
5.545481917,-4.392324858,-3.094702045,1.723207355,5.248418808,2.008018255
4.975197812,-1.690897324,-4.533323813,1.625630379,4.863469601,2.17980361
4.845841364,2.125923648,-6.530998683,1.51793313,3.868132591,1.886374593
4.788050854,7.04344084,-8.801154276,1.365699649,2.531493187,1.232482195
4.162001022,11.23089136,-9.872139833,1.250208735,1.273785233,0.6387866139
2.962854365,11.82530804,-9.28139863,1.232468486,0.4243708849,0.2535329461
1.704992192,8.763453783,-7.276126145,1.252122879,-0.1249620169,0.03525387496
0.7129421526,4.909453127,-5.210661349,1.281319261,-0.4870612323,-0.04425400496
