AcelerometerX,AcelerometerY,AcelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-0.9957269016,5.529829005,3.367769921,-2.343266964,-0.9440675378,-0.8103608489
1.071577385,4.500980463,2.753378379,-2.770550251,-0.9600180984,-0.5584956408
3.338911783,3.708709557,3.886917422,-3.310542583,-0.6761003733,-0.242864415
4.868548286,3.03919117,5.195759548,-3.917057276,-0.07629718632,0.1077481508
5.700365605,2.473649875,5.153995459,-4.265630245,0.4369283319,0.403572619
5.128869201,2.702989961,2.008280435,-4.035193443,0.14856489,0.4923293889
3.440734328,3.932378027,-2.748029711,-3.539686203,-0.1939210892,0.5454701185
2.796065135,4.759632568,-6.290909823,-3.045170784,-0.1711552441,0.6414496303
1.302489104,4.967008075,-7.805154695,-2.745651007,0.1163505763,0.5511963964
-1.67388496,4.861625793,-7.054494149,-2.694466114,0.5294279456,0.2526471615
-3.266868876,4.176556786,-4.63126747,-2.793524265,0.7638790607,-0.1725390404
-4.100879029,3.749804368,-1.732383765,-2.914088964,0.6442832947,-0.5975801349
-3.841007027,3.702103875,0.3343289122,-2.930730581,0.2683677375,-0.8620616198
-2.932015867,3.698090548,0.3790251822,-2.832140684,-0.256587863,-1.000268698
-2.492845867,3.356544471,-0.8596903916,-2.730829239,-0.8518717885,-1.190691948
-2.902357811,2.968100449,-1.774950987,-2.683183193,-1.301750541,-1.368458629
-2.707616452,2.206113037,-2.876337819,-2.650188923,-1.522134542,-1.424981475
-2.082404532,0.969375778,-4.088257156,-2.56168437,-1.530378699,-1.329085708
-1.331670775,-0.1525789179,-5.137306774,-2.421100378,-1.477456331,-1.211270928
-0.8193307625,-0.9221452403,-5.716980639,-2.224644661,-1.453754663,-1.11398685
-0.2532317059,-1.845636635,-6.054108316,-2.011573315,-1.533667088,-1.052193284
-0.09953821433,-2.784998967,-5.978215747,-1.801049113,-1.685227275,-1.00512898
0.05189557953,-3.544379996,-6.234194834,-1.560639143,-1.776628017,-0.9867703319
0.1767725164,-4.475161547,-6.852544174,-1.333811879,-1.882830977,-0.9817652106
0.3310825872,-5.154079045,-6.878377119,-1.118418097,-1.833022952,-0.9671042562
0.5843855134,-5.627905933,-7.059352695,-0.8498274088,-1.715937138,-0.9704445601
0.8665818316,-6.102316758,-6.956487364,-0.5453807116,-1.595052481,-0.9956170321
1.16474842,-6.26510552,-6.584858283,-0.2584677637,-1.534064293,-1.016216755
1.458046161,-6.271840381,-6.137618958,-0.003192613833,-1.533521533,-1.024206519
1.610163453,-6.310342254,-5.962731762,0.2237319648,-1.473075032,-0.9996352196
1.691631775,-6.290906901,-5.975746142,0.4316233695,-1.379096866,-0.9760430455
1.792086831,-6.226276316,-5.917298629,0.5915374756,-1.300902605,-0.9363095164
1.859563015,-6.100064596,-5.7966726,0.7698819041,-1.142507315,-0.8863731027
1.880451051,-6.101035486,-6.025204293,1.000561237,-0.9302104712,-0.842691958
1.885780721,-6.127979607,-6.090647948,1.292653203,-0.6762112379,-0.7929353118
2.083384483,-5.968263677,-6.064021807,1.642709613,-0.3477908373,-0.7150608301
2.384530307,-5.730321767,-5.844954108,2.014544964,0.04220644385,-0.5975544453
2.728053676,-5.508985539,-4.917276368,2.328234196,0.4045999348,-0.4384747744
2.701985168,-5.0566901,-3.02199366,2.462738276,0.7617759109,-0.2165234685
2.195029041,-3.869427358,0.5890525189,2.318390846,1.047115326,-0.08344393224
1.285686292,-1.377027774,5.739711527,1.869705915,1.243363142,0.0918623805
1.280159053,2.374555295,11.45820374,1.108142018,1.182104588,0.3018027842
0.2209396297,6.825441063,17.1312634,0.2032582462,0.7764300108,0.3675122857
-3.394154947,11.19154018,19.27602736,-0.5799694657,0.1699067205,0.08209075779
-7.679520483,12.78805767,15.8677153,-0.9671049118,-0.6328083873,-0.4102395773
-9.626571665,11.71605739,10.6581394,-1.013328075,-1.378992438,-0.8316702843
-8.339847263,7.828584671,6.163496911,-0.8343809843,-1.754062891,-1.061705351
-4.908664607,3.712930974,2.107398688,-0.52071172,-1.685859084,-1.186355472
-2.130679319,1.280479371,-0.9365832232,-0.2851702869,-1.35298717,-1.138306141
-0.82507917,0.4157826951,-0.8919538079,-0.240655005,-0.713550806,-0.9728299975
-0.8072440189,1.480724879,-0.3408098717,-0.1436336637,0.1306060255,-0.6518445611
-0.2152865724,4.204529665,-1.307001467,0.04888763279,0.8201504946,-0.34065184
-0.4757677197,6.655708181,-1.256193363,-0.1175250411,1.180271149,-0.2565478683
-1.381117235,10.17908631,1.759892242,-0.7896810174,0.5410957336,-0.4421681762
-2.358772619,15.59586352,5.930422315,-2.460097075,-0.8343774676,-0.9209598303
-2.917111143,17.88986527,10.60342932,-2.497066021,-0.2695765197,-1.177637696
1.413109433,5.163341379,-12.49863283,-0.8555396199,0.9109732509,-1.05877459
10.46352869,-12.474865,-24.01380758,0.9034870267,0.6711307764,-0.2230459154
22.51267587,-13.4877444,-19.13235071,1.761081815,0.2392501682,1.036821842
28.88982839,-11.41169684,-8.005223679,1.225507379,-0.0003163008951,2.119608164
21.34767698,-13.47043437,4.239465077,1.10284555,1.130710363,2.242489576
2.894611434,-9.814761995,-5.852187567,2.054422855,2.628123045,1.75167644
-7.847471742,-1.756602845,-16.49806487,3.163116693,2.902034521,0.7487310171
-12.41072892,4.653353045,-15.38773164,3.25642848,2.676698446,-0.03273050487
-9.653171503,12.00662556,-6.573591624,2.279201269,2.221143007,-0.09679444134
-4.555189023,12.83625034,0.9712016783,1.226707816,1.368077278,0.05571024865
-1.862094287,5.504067372,1.900474725,0.7183780074,1.332404256,0.2639172375
1.106321658,1.325209324,-1.020751599,0.8486629128,1.730234027,0.5718624592
1.931477327,-0.07304477794,-3.129403941,1.447285652,1.727326274,0.7630600929
0.9896570802,-0.8541624219,-3.448375198,2.050740719,1.345011234,0.8914485574
0.7574711032,-0.5698053821,-2.509442489,2.4093225,1.018318772,0.9743575454
0.1936474989,-0.002321136424,-2.181763025,2.512347937,0.9940911531,0.9881587029
-0.9273465353,0.03806698807,-2.423845103,2.441683531,1.085609913,0.9133046865
-2.260595738,-0.2199368824,-2.299088258,2.285276413,1.123708963,0.786382556
-2.914889083,-0.2078635828,-1.788303805,2.087152481,0.9668140411,0.6764984131
-2.712569691,-0.02912964837,-0.7473159121,1.903638363,0.6419482231,0.5864722729
-2.311112458,0.2999807254,0.3372902827,1.787067056,0.3656881154,0.5237668157
-1.911149848,-0.08939794685,1.022649176,1.722505689,0.4152611196,0.53691113
-1.292547994,-0.8437024027,1.087387825,1.698549509,0.6017341018,0.5845603943
-1.001578112,-1.316036422,1.305318044,1.653641105,0.8615716696,0.6183818579
-0.9972262002,-1.662739151,1.407040488,1.604531884,1.124342084,0.6236011386
-0.9857787044,-1.881366704,1.250142831,1.539940476,1.263789296,0.6459718943
-0.7638293131,-2.010140968,1.226022827,1.420552015,1.257262945,0.6656598449
-0.6739709091,-2.176314696,1.591164591,1.300672174,1.085450888,0.6985734701
-0.4704422868,-2.483360538,1.601221875,1.292771101,0.756616354,0.7311332226
-0.3379251831,-2.458253569,0.4302627636,1.449100137,0.2880118787,0.7321714759
-0.4026452003,-1.933999393,-0.6283199688,1.668808341,-0.1711090952,0.683401823
-0.7852342855,-1.17176882,-0.4290270843,1.818980336,-0.4618996084,0.6200680137
-1.156880975,-0.5066320098,0.4885615156,1.840412855,-0.4592321813,0.573582828
-1.59083419,-0.140043846,1.104429561,1.766559243,-0.1397133768,0.5199567676
-2.319638879,-0.01531973421,1.519056948,1.663365483,0.2875655293,0.4522438049
-2.665777544,-0.01565174264,2.246165939,1.604081511,0.6357257962,0.3830001056
-2.2556897,-0.3080494656,3.419182421,1.52042973,0.8558669686,0.3309930861
-1.297817605,-0.6142483349,5.115982831,1.333146691,0.9057338834,0.3270983398
-0.5242013496,-0.4989543148,6.465237632,1.04899168,0.7194590569,0.365052104
-0.5070492123,0.4906330612,6.575753186,0.7868422866,0.4138153493,0.4007476866
-1.229405017,2.068385067,5.304153872,0.6228075624,0.3093981445,0.3906726837
-2.49227625,3.078219112,3.676599724,0.536236465,0.4885960519,0.2893908024
-3.975023283,3.063933397,2.785141883,0.4187631011,0.7163088918,0.1396287531
-4.454309313,3.116383716,2.955135169,0.2750350833,0.7922731042,0.02283303812
-3.576560848,3.44871422,3.673351243,0.1580826193,0.7801452875,-0.05282337219
-2.184992216,3.560423952,4.564482337,0.07333683968,0.8098412156,-0.1058604494
-0.9078088911,3.390809729,5.311863715,-0.02211405337,0.910494864,-0.1534322202
-0.1747900191,3.129136814,5.400474896,-0.1689891517,0.9643061161,-0.1810013801
-0.2120889454,3.260430367,4.781231237,-0.3887185752,0.8652415872,-0.2129449397
-1.213250878,4.152798309,4.076420587,-0.6658531427,0.6644909978,-0.2868401408
-2.71063843,5.28567655,3.523825576,-0.9752120376,0.4680735171,-0.4169171751
-4.028417019,6.095003221,3.552091008,-1.283349156,0.1965261847,-0.5796971321
-4.732468667,6.703700351,4.220034985,-1.590416431,-0.1546787024,-0.770578444
-4.430348884,6.686953799,4.816648295,-1.971817493,-0.4429108799,-0.917103231
-3.004099691,6.30550592,4.520502033,-2.362447739,-0.7173041105,-0.9964358211
-1.232152562,5.953288811,3.430091645,-2.767434359,-0.8391044736,-0.9366433024
1.505498963,5.736878349,3.263555221,-3.239008427,-0.6150133014,-0.7389030457
4.027760309,4.149115237,4.234210518,-3.773441792,-0.1260832846,-0.4906519949
5.351694206,2.000347304,5.444824325,-4.21328783,0.2418491989,-0.2603668571
5.820771853,1.262009648,4.714981526,-4.150547504,0.1208846942,-0.05292098224
5.563215727,2.500794487,0.3561123625,-3.60004735,-0.4813497961,0.1011524722
4.616620813,4.534112917,-4.187978344,-3.027068377,-0.7380159497,0.1874337494
3.144254888,5.464020608,-6.622647623,-2.608734608,-0.2410421371,0.2202686667
1.220883418,5.511925684,-6.800851396,-2.420184135,0.5207249522,0.1174871102
-1.636624759,5.79378214,-5.244549005,-2.534230232,0.9071086049,-0.1623759717
-3.488367309,5.94256225,-2.204427276,-2.715576649,0.8423128128,-0.5429057479
-3.603612521,5.683949892,-0.6330370604,-2.817376137,0.3748683929,-0.8149974346
-2.351350945,5.261715829,-0.2132217488,-2.87635684,-0.1575070322,-0.9578381777
-1.222329891,4.591045349,-0.6631121729,-2.880341291,-0.5814654827,-1.041739225
-1.032473601,3.94753994,-1.851239715,-2.829125643,-1.043259144,-1.082831502
-0.8005484668,3.005712095,-3.055805913,-2.742444277,-1.312520623,-1.044843316
-0.8046287949,1.735914862,-4.428771552,-2.595561266,-1.401729345,-0.9923549294
-0.9439032639,0.7048276005,-5.639268454,-2.427354097,-1.331854939,-0.8966989517
-0.629040392,-0.271263165,-6.266098038,-2.277706146,-1.183315396,-0.7947897911
-0.2539970825,-1.064333113,-6.2539809,-2.115401745,-1.185826659,-0.7568362951
0.04806165479,-1.78563897,-6.026785424,-1.900965333,-1.247768164,-0.6895160079
0.6078293347,-2.673868496,-6.079762981,-1.656298041,-1.318034172,-0.66658777
0.6692977297,-3.312186274,-6.172402687,-1.394904017,-1.455002904,-0.6901220679
0.9448683826,-3.660188395,-6.175868901,-1.145857453,-1.576722383,-0.7446905375
1.244258303,-4.130393585,-6.413236811,-0.9129860997,-1.655883193,-0.8233675957
1.30170716,-4.990384859,-6.414883994,-0.7748479843,-1.756491542,-0.8540322781
1.390720491,-5.360477232,-6.421342376,-0.7642735243,-1.599752784,-0.816051662
1.216355273,-5.65686607,-6.594051643,-0.6492923498,-1.415885687,-0.7448602915
0.9984751774,-6.717299253,-6.511128445,-0.4357799888,-1.25544107,-0.626305759
1.224778161,-7.291118547,-6.316659182,-0.1994140893,-1.162344098,-0.5255967379
1.268772712,-7.40424516,-6.166691323,0.04807193577,-1.073122621,-0.459541589
1.323903356,-7.356162974,-6.279677066,0.3598010838,-1.006146789,-0.4309523106
1.19473242,-7.190874796,-6.287936361,0.6799128056,-0.8921177983,-0.3760355711
1.002488797,-7.094422839,-6.285277955,1.007372379,-0.7050363421,-0.3317463994
0.6419438588,-7.121222583,-6.201999368,1.362388968,-0.4641393721,-0.2960826457
0.7051911731,-6.930571417,-5.882897762,1.744223118,-0.1752513945,-0.2487111539
1.118583174,-6.652111618,-5.249225181,2.107328892,0.1064180508,-0.1808714271
1.563235113,-6.212355927,-3.961619319,2.39399457,0.2916001678,-0.09767960012
1.830433951,-5.443137395,-1.822873891,2.481725454,0.3570521474,0.000662339502
1.612529743,-3.989531993,1.821162118,2.202850103,0.4083518088,0.1266690046
1.284293814,-1.437079799,6.879853037,1.531849623,0.415294081,0.2838743627
0.6672156627,2.171030034,12.16456337,0.6193107963,0.2534133196,0.3897209167
-1.4240435,6.640013769,15.8723564,-0.3246446848,-0.09144419432,0.3013177514
-5.109501068,10.19680901,16.25298419,-0.9737303257,-0.5121335983,-0.02372905985
-7.762213964,11.94849486,11.91009761,-1.154430389,-1.139536977,-0.4699906707
-8.571012226,11.10515719,7.333665311,-1.080364943,-1.727527261,-0.8597277403
-6.983785705,6.845404239,4.479164645,-0.9511357546,-1.871646881,-1.090558648
-3.862777837,2.078771437,1.598944432,-0.7398930192,-1.63642931,-1.142267108
-1.020477604,-0.7921306209,-0.6958914299,-0.4188010693,-1.274396777,-1.023638129
0.569657498,-1.763711215,-1.834941053,-0.05323243141,-0.9078559875,-0.9082436562
1.073735586,-2.242708199,-2.001117411,0.2577703595,-0.4426597357,-0.7332428694
1.905285632,-1.441681155,-1.620530825,0.5619730949,0.136031583,-0.4633126259
2.633342132,0.5613362444,-2.217934116,0.8466816545,0.7962091565,-0.2308707386
2.013103909,2.746716875,-1.998607474,0.7650911808,1.291319966,-0.2196127623
-0.5445183806,5.622486831,2.031663649,0.08770637214,1.272342443,-0.5911637545
-4.045162403,11.32169333,6.5277125,-1.153118968,0.7774353027,-1.1567384
-4.82958581,19.52791538,9.898091435,-2.231655121,0.4486897588,-1.496711254
0.9730212949,21.63252619,4.015909128,-1.805986166,1.017439961,-1.176828861
9.704278005,8.568063898,-9.633540335,-0.574682653,1.159469604,-0.622330308
13.71299342,-10.54449198,-14.71615106,0.7177709937,0.4929618537,0.2912766635
18.43614423,-14.118924,-13.43574066,1.347239971,0.9549446702,1.182512164
20.09789904,-12.30418812,-9.743701084,1.370023608,1.611423135,1.706124187
11.98223697,-12.22646541,-5.633107594,1.627965093,1.863918781,1.606291533
1.19105607,-7.884339291,-9.42033773,2.257686377,1.61638248,1.220534563
-5.354124063,-1.633321333,-12.82524262,2.878048658,1.11095047,0.5047967434
-10.49107253,5.316912815,-11.43934122,2.895103455,0.8069050908,-0.1461698115
-12.86466511,12.41600949,-5.47004586,2.2366817,0.6001075506,-0.2919608355
-10.44755838,12.72116382,-1.434340583,1.49417448,0.6013730764,-0.1940808594
-5.780273839,6.081266372,-0.4779470365,1.166113615,0.4055416882,0.02412841097
-1.248514206,2.419714287,-0.4150574496,1.347180009,0.2639981508,0.4035249949
1.391657334,1.128359302,-1.750412758,1.649685979,0.1038493365,0.7546685338
1.870348174,-0.493260487,-1.168471971,1.869921923,-0.1173490956,1.01865375
1.691167373,-1.549548825,-0.0290940656,2.038254499,-0.2824715674,1.220443726
1.374501616,-1.92391113,-0.1050689787,2.201285362,-0.3049662411,1.304891229
0.1392272689,-2.132860754,-0.6662859807,2.30850172,-0.2390949726,1.224062562
-1.363735015,-1.745055615,-0.7583738972,2.304043531,-0.1028726846,1.049248934
-1.948326025,-0.943420668,-0.6604419308,2.201617718,-0.00122433994,0.816493988
-1.87841633,-0.8204238184,-0.2297772901,2.032322884,0.1299773604,0.6223679185
-0.9730117964,-0.8438648998,0.2139572235,1.844518542,0.2993681729,0.4921697378
-0.2435172261,-1.146397648,0.7016436367,1.698483348,0.3790214658,0.3874830306
-0.1359550058,-1.823401422,1.208883549,1.601511717,0.4875470996,0.3218610287
-0.1466046658,-2.179608477,1.118760868,1.57976985,0.718917191,0.285082221
-0.3064926646,-2.03074478,0.4656529337,1.554497123,1.021831393,0.3096697927
-0.4790674188,-1.638512472,0.2991372604,1.475282907,1.252839565,0.3066844046
-1.095535329,-1.474555251,0.7469839037,1.330387592,1.363060713,0.2838589549
-1.601660559,-1.655882124,1.035589395,1.217601061,1.439382672,0.2525918484
-1.721731438,-1.971701055,0.4023787314,1.212972522,1.428013444,0.2552188039
-1.033953903,-2.02688109,-0.5268007915,1.357040405,1.164162636,0.3361192644
0.04485317761,-1.838243602,-1.324354606,1.623806596,0.6070317626,0.4282852113
0.5517131875,-1.287740301,-1.275773385,1.87430799,-0.07822191715,0.5132930875
0.4232973085,-0.7088344981,-0.4590013668,2.01429081,-0.4765603542,0.543618381
-0.8595358586,-0.2608031458,0.1020341411,2.045519114,-0.305319339,0.4830002785
-2.779655852,-0.06435469101,0.2844987864,2.003871918,0.3083063364,0.3822930455
-3.912918709,-0.1561515157,0.9739914551,1.951556325,1.023621798,0.312245518
-3.067503365,-0.1374035606,2.315771098,1.875583172,1.45909071,0.3016858399
-1.372581316,-0.05356617049,4.311587772,1.64926517,1.584102511,0.3709165752
0.2161845441,0.4449970991,5.809722052,1.184355378,1.802095413,0.5423291922
0.62650364,1.175149695,5.467752196,0.6017974615,2.238614082,0.6667147875
-0.3890731865,1.615741253,4.289309013,0.1479801834,2.675729752,0.7239839435
-1.210212094,2.750630834,3.424216616,-0.08967471123,3.265241146,0.7349348664
-1.954968239,3.745729082,2.638604291,-0.1100101024,3.441533327,0.5992662311
-5.468074268,2.161047569,4.201420301,-0.006203551311,2.84881258,0.270131737
-7.031389168,0.8372066109,6.221314309,0.1168776304,1.80707562,-0.04144827276
-5.345380785,1.590731315,6.930955447,0.08150499314,1.130020738,-0.1610314101
-2.668872003,2.971489507,6.119954122,-0.01077935006,1.046094656,-0.1397065073
-1.182957008,3.506030099,4.851663494,-0.04984233156,0.9976579547,-0.1257387549
-0.9332511562,3.605847148,4.361593035,-0.1573760957,0.9256598353,-0.1439330429
-1.46144764,4.136708175,4.292024409,-0.3711142242,0.807356894,-0.2009880692
-2.586834356,5.079981544,4.320566321,-0.6639234424,0.6734234691,-0.2819542885
-3.759966282,6.516228983,4.426306915,-0.9931346178,0.5829737782,-0.3807911277
-4.475825564,7.554595296,4.466835909,-1.35887289,0.5267284513,-0.4714086056
-4.211755817,7.529787602,4.427051304,-1.836874604,0.4873799384,-0.5465123653
-3.211203687,6.503335015,4.09170525,-2.384026051,0.245320648,-0.6424146295
-2.414548575,5.498545394,4.091186779,-2.928752422,-0.1782186478,-0.7931788564
-2.277728367,5.441408964,4.09484764,-3.43239522,-0.3171630204,-0.9273129106
-1.931108348,4.761868949,3.35026203,-3.876828909,-0.3232507408,-1.011078358
-1.563340765,3.18029417,3.404617889,-4.039070129,-0.4420289099,-1.104886651
-1.123310787,2.081518105,1.626437419,-3.796928644,-0.4423005581,-1.189811945
0.01455649475,2.780042806,-2.319682133,-3.358308315,-0.2193555981,-1.198100567
1.540216348,4.650851291,-4.999570621,-3.000457525,0.04541639984,-1.108154178
2.190871921,5.510056968,-5.239773462,-2.684338808,-0.1454620659,-1.082610607
0.7284012222,5.310657847,-4.905447984,-2.378546715,-0.6577360034,-1.175670505
-1.584593542,5.136264572,-4.448821821,-2.287731409,-1.221820474,-1.372407556
-3.628376376,4.896805243,-2.808731725,-2.396601915,-1.916211724,-1.660268307
-4.967494398,5.118332609,-1.547654974,-2.502650976,-2.533504963,-1.947733998
-5.167062446,5.383982611,-1.229965281,-2.514211893,-3.109750271,-2.037132978
-3.164794695,4.817644612,-0.9868773863,-2.437108994,-3.67054081,-1.866227508
-0.8259940198,3.472313707,-1.748156211,-2.309726715,-3.992733002,-1.587021351
0.9788189484,1.83016434,-3.564068446,-2.166827679,-4.005250931,-1.347739816
1.816287498,0.4608545935,-5.300080923,-1.992991567,-3.714734793,-1.180454969
2.345346005,-0.3584001812,-6.268705006,-1.803492188,-3.212421417,-0.9765905142
3.315481808,-0.05511866063,-6.70060823,-1.654641628,-2.506975412,-0.7589365244
3.435848894,0.006128127491,-7.151895369,-1.731999874,-1.610746622,-0.8470512033
1.191911956,-2.164244904,-6.722679777,-1.862315297,-1.260750055,-0.9858865738
0.605506737,-3.385857659,-4.826102936,-1.8654989,-1.358016372,-0.9621744156
0.8245539771,-3.370692823,-4.52756598,-1.69867456,-1.416252255,-0.8853017688
0.2739725701,-3.83633582,-5.136901116,-1.433519244,-1.365335703,-0.7877374291
-0.06547280832,-4.368168322,-5.529976305,-1.164509654,-1.336047649,-0.6908282042
-0.016137115,-4.705038224,-5.528530782,-0.9326886535,-1.421007395,-0.621154964
0.29869675,-4.904668231,-5.532216193,-0.7137603164,-1.552753448,-0.6028960347
0.9847631706,-5.125457931,-5.79145282,-0.5343531966,-1.670143127,-0.5718849301
1.564226608,-5.597382785,-6.311881884,-0.3639848828,-1.735433459,-0.5161314011
1.766526565,-5.986963117,-6.712732383,-0.1997559518,-1.78748703,-0.4120370448
1.664276297,-6.173026371,-6.77651775,-0.02557110228,-1.806863904,-0.3084184825
1.347293145,-6.128816643,-6.811523012,0.1960571408,-1.756089449,-0.2438830882
0.9648596158,-5.888282963,-6.842003491,0.4778853357,-1.591463208,-0.2066265345
0.8892211681,-5.777648166,-6.720815152,0.8094140291,-1.343145251,-0.1754260957
1.035904233,-5.575967656,-6.295384923,1.1777426,-1.032213449,-0.1401352286
1.365168555,-5.378193506,-5.638397517,1.537416697,-0.638156414,-0.08781804144
1.802254881,-5.081584303,-4.819067923,1.82506454,-0.2414613068,-0.03991629928
1.581464012,-4.945142281,-3.639980304,2.029256582,0.1195773631,-0.03879235312
0.9370330128,-4.418428437,-2.486279348,2.142365694,0.3996468186,-0.1119286194
0.2270882885,-3.191009625,-0.3679018768,2.004570961,0.4214867949,-0.1690966189
-0.3198642239,-1.340443718,4.020412577,1.611390352,0.5853388309,-0.1876300871
0.01688449931,0.687618107,7.288665308,1.020131707,0.5661582351,-0.1622603536
-0.06820610574,2.364167756,11.09849715,0.4422827661,0.2445154637,-0.1365014613
-1.728710629,4.320062755,12.95309275,0.03524892777,-0.1306942552,-0.180277124
-4.621543948,6.471770249,12.2022171,-0.2023391277,-0.4909261763,-0.3725965023
-7.636397965,7.895333563,9.787091898,-0.3579422235,-0.6952039003,-0.6955693364
-9.333748995,7.98409029,6.367160704,-0.4463860691,-0.8761481643,-1.091540337
-9.104234721,6.375303678,3.605746026,-0.5068833828,-1.21163094,-1.30180347
-5.613561182,4.014840037,2.767150883,-0.4761422276,-1.366026878,-1.219171882
-1.642122479,1.654587408,1.419578921,-0.2838589251,-1.312974811,-1.08185792
-0.2228163833,-0.7272130353,-0.1229915889,-0.0619651489,-1.024035454,-0.9585740566
0.09596541561,-2.240333871,-0.8738540876,0.134535864,-0.4846257567,-0.6977480054
2.126503786,-1.047100823,-1.712747336,0.4503902197,-0.02237609774,-0.3457878232
4.326523768,1.302583066,-2.145470937,0.7382298112,0.2852425277,-0.01078031491
4.66813385,3.987814083,-1.003581414,0.7956161499,0.2739720345,0.02414890565
1.632045906,6.926625309,0.2326610471,0.255364418,-0.06761191785,-0.3829249144
-0.8352570112,12.20012218,4.408770089,-1.368464947,-0.3062308729,-0.9864473343
-1.726708203,18.3128066,11.03661265,-2.291864634,0.1793690622,-1.203800797
2.495769353,16.31540762,-0.8976710165,-1.420158386,1.157355905,-0.8628189564
8.918153347,2.997724603,-15.78603654,-0.1623283625,1.361605525,-0.5619924664
12.79412267,-10.6929582,-15.53333955,0.7832999229,1.066812992,0.2336945385
18.48580521,-13.56196699,-11.69526361,0.9790964723,1.401617885,0.9487745166
16.72051286,-14.11919405,-5.704233386,0.9966975451,2.141030073,1.165189624
7.693381835,-10.35997011,-6.579438012,1.527671814,2.868026972,1.166647792
0.4503663711,-0.08326689675,-13.52732472,2.133280039,3.009222269,0.9331924319
-4.289218119,7.29173171,-14.3939813,2.217963934,3.008771658,0.3900638521
-7.46953041,9.834300223,-8.570696,1.748609543,2.720128536,-0.118590042
-7.241485039,9.027102382,-2.637183026,1.377368212,2.170330524,-0.07468727231
-2.966345714,6.515709343,-0.7354233759,1.207012534,1.739643097,0.3318797052
0.001291354985,3.740353819,-0.4023137033,1.335640311,1.479056478,0.7505381703
0.7714489213,1.095365964,-1.613431368,1.598832846,1.2684201,1.127353311
0.8661974354,-0.3510217614,-2.276151619,1.865926147,1.186731458,1.460776448
0.5513689771,-0.6500994005,-2.740969271,2.109245062,1.162694573,1.684022307
-0.3135078041,-0.7227665773,-2.950392943,2.321594954,1.245672464,1.761236072
-1.49725209,-0.9515940376,-3.447328904,2.496466398,1.371249318,1.638333321
-2.554236739,-1.382438108,-3.511876487,2.548710585,1.595471263,1.416176558
-2.322748828,-1.780374766,-2.583295661,2.450851679,1.758144021,1.206596732
-1.295638946,-1.856039955,-0.7516442967,2.280648947,1.737371445,1.064814568
-0.3842765999,-1.340413322,0.9460925176,2.120693207,1.500029802,0.9499218464
-0.2954352275,-0.6066577336,2.057239988,1.97898531,1.262631893,0.8800573945
-0.7742927664,-0.3069458883,2.462460957,1.879525542,1.129672766,0.8621069193
-1.268549863,-0.4530868821,2.513472767,1.839265823,1.202654719,0.8710954189
-1.915178811,-0.9459458026,2.113103476,1.860551834,1.353081465,0.8424339294
-2.671917655,-1.506764161,1.427905874,1.886136532,1.519952297,0.7682886124
-3.138255648,-1.873735186,1.106471296,1.739911437,1.562484026,0.6357529759
-3.319610578,-2.394188801,1.651652524,1.446228504,1.431066275,0.5347008705
-2.545044548,-2.831419357,2.149013432,1.222467542,1.231863976,0.5338547826
-1.499648045,-2.665763516,1.321113725,1.194691181,1.019971132,0.590305388
-0.8181165644,-2.078016819,0.2455211132,1.35635221,0.6437776685,0.631077826
-0.8216887238,-1.296286011,0.6147954474,1.575377941,0.100766845,0.6001346707
-1.302733288,-0.2594341955,1.911206108,1.719285011,-0.3440838754,0.5433185101
-2.003689015,0.6746347068,2.52595231,1.706094742,-0.3722014427,0.4718946218
-3.047052113,1.080076625,2.757282108,1.566622138,-0.02175952494,0.3958856165
-4.102249441,0.7491244229,3.291943112,1.405322194,0.4816365838,0.310645014
-4.33537489,-0.1397527541,3.931876507,1.235314727,0.9055473804,0.2378120869
-3.167502493,-0.8922533754,4.626814582,0.9713618159,1.038964033,0.2531948984
-1.095048934,-0.4163128564,5.27306549,0.6701369882,0.8356247544,0.3731356859
0.4837389908,0.9896084187,5.073603241,0.459649235,0.5206104517,0.4606111944
0.3458288689,2.11076232,3.975428649,0.3932435811,0.4467516541,0.4618887007
-0.9713734547,2.273905886,2.553549342,0.3919159472,0.574752152,0.3599115312
-2.621049637,2.038421891,1.820494302,0.3449242115,0.7182707191,0.2077214867
-3.329738297,2.490430914,1.687054969,0.2458311617,0.7755074501,0.1082141101
-3.117606828,3.283737593,2.096560776,0.1567151397,0.8300002217,0.03172812238
-2.845367803,3.373491514,2.61897663,0.1098791659,0.9752575755,-0.06099513918
-2.284920032,3.061060472,3.149241737,0.06452153623,1.107094169,-0.1589909494
-1.397267867,2.882588988,3.507128416,-0.04729618877,1.109743357,-0.2235105336
-0.7428216695,3.257592514,3.654829206,-0.252540946,0.9512669444,-0.2527126372
-0.9874976371,4.127275161,3.477797984,-0.4876036942,0.7242256999,-0.312081933
-2.145235083,5.19583086,3.119940239,-0.7285864949,0.5250486732,-0.4328440428
-3.400665352,6.080711076,3.344721931,-0.9817498326,0.3359126747,-0.6045427918
-4.016075717,6.375487803,3.917417189,-1.255205035,0.1109400019,-0.7613332272
-3.714160224,6.070487203,4.30363389,-1.580036998,-0.1222939119,-0.8872241974
-2.711936653,5.741411901,4.004988798,-1.949322581,-0.4326206148,-0.9206223488
-1.18222409,5.304534395,4.066803449,-2.400509596,-0.7092872262,-0.8461506963
