AcelerometerX,AcelerometerY,AcelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-0.8376769319,-0.4419759978,1.590327994,0.2316951603,0.1930965781,-0.3603938222
-0.4995818721,-0.2954474659,1.727220683,0.2340541929,0.2667633295,-0.3823246956
-0.261233427,-0.1269759824,1.902740331,0.2507628202,0.2906523943,-0.3901620507
0.06201822002,-0.004886749128,2.176999171,0.2728467882,0.2586023211,-0.3806961179
0.4430630623,0.07500058819,2.346648466,0.3298366964,0.1801574081,-0.3702209592
0.8209576331,0.2003773187,2.455848846,0.3721655309,0.07009269297,-0.3245061934
1.057925949,0.2873182277,2.832610613,0.3531805575,-0.1240281835,-0.2468973249
1.22436673,0.3693029757,3.313756299,0.2934522331,-0.3569061458,-0.156976223
1.297294896,0.3716086223,3.516710483,0.1709836572,-0.5515235066,-0.05142084882
1.218364056,0.3760340376,3.444132153,-0.0264918711,-0.5935063958,0.04832305387
0.8568317142,0.1956958828,2.872078116,-0.2413827926,-0.4008513689,0.1058824211
0.1155707182,-0.2023278682,1.889317371,-0.4305015802,-0.1014260352,0.08135417104
-0.62805255,-0.6290799933,1.034408514,-0.531965673,0.1469418854,0.01004597265
-0.9242376825,-0.7284902156,0.2181149277,-0.4900653958,0.3593132496,-0.06014163792
-0.9342859061,-0.5552883425,-0.5076484934,-0.3398943841,0.5119068027,-0.1017515063
-0.7047163952,-0.4078042636,-0.7307903093,-0.1263418794,0.5526294708,-0.112921074
-0.2320800324,-0.385635248,-0.4441501269,0.09687183052,0.4745000303,-0.1009550542
0.1678624848,-0.3811145557,0.1566822616,0.2818440795,0.339456439,-0.07422357798
0.5308551814,-0.4150149256,0.7586889545,0.4196554124,0.2093721777,-0.01853922009
0.9682181324,-0.4319920716,1.231969899,0.5000756979,0.1319088191,0.07989973575
1.321043436,-0.379563673,1.493783098,0.5363162756,0.08457063884,0.196645841
1.438903215,-0.3845440917,1.595274219,0.5390380025,0.0588674061,0.3048149049
1.369110132,-0.5145508201,1.621686425,0.487760365,0.02435142547,0.386998266
1.153277397,-0.7150655014,1.698238919,0.3566001952,-0.05789790675,0.4435632825
0.8507406308,-0.8757169589,1.810593378,0.1404312551,-0.1246983781,0.5010735989
0.7329921302,-0.8141638813,1.701300644,-0.1080331504,-0.1085713357,0.5835086107
0.7424124311,-0.6911757995,1.087579548,-0.3252125084,0.04737193882,0.6938408017
0.7135875378,-0.6843629046,0.3027384997,-0.4915679395,0.1990866363,0.8064131141
0.5661553351,-0.626753304,-0.4612707731,-0.5965164304,0.3150882721,0.8927683234
0.3393170759,-0.6175751412,-1.352764855,-0.5848670006,0.5006227493,0.9749369621
0.02384250175,-0.6998800611,-2.436249242,-0.4560683072,0.7498729825,1.053378344
-0.4806158903,-0.7232720426,-3.417627008,-0.2299241275,1.001742721,1.126449585
-0.9949301252,-0.4753440143,-4.254357818,0.04890489578,1.367668748,1.210024595
-1.211833704,-0.2353258824,-4.670878765,0.3353824615,1.746969104,1.301132441
-1.196654621,0.01069178215,-4.276999274,0.5871344805,1.979094148,1.385018706
-0.9194673994,-0.01657119557,-3.233199246,0.763689816,2.092050076,1.447370768
-0.9862398191,-0.3202712338,-2.060308144,0.8026733994,2.131490469,1.411097646
-1.461957051,-0.9146858642,-0.9823848972,0.6823656559,2.093028307,1.206363082
-1.862439885,-1.73565358,-0.06087035603,0.416115433,2.028563023,0.8647869229
-1.692370027,-2.628914671,0.1449777953,0.1621108502,2.018307924,0.5443828106
-0.7852800244,-2.004827956,-0.6128472359,0.2118986845,2.0273242,0.5852737427
0.7128899109,-0.4423804869,-2.358791909,0.2908528745,2.361929655,0.5917872787
0.1825438481,-0.8640937411,-3.44551747,0.3875078261,2.377811432,0.5400319099
-0.1592865989,-0.707904816,-3.324638928,0.5658581257,2.115495205,0.4131365716
-0.1286535602,-0.4348918847,-3.698999479,0.9140079021,1.949791193,0.2437858582
-0.4694843285,0.1967147045,-4.209880379,1.432975531,1.716744423,0.1880903691
-0.0472303916,1.644825016,-4.06491895,2.09322691,1.30012095,0.2812159956
0.6567828238,2.624987269,-3.735096629,2.826758385,0.7484330535,0.3770471811
0.7693193619,2.815992363,-3.042524114,3.330064297,-0.3449034095,0.2901093662
0.5971430325,2.128376595,0.2178390333,3.268329382,-2.08097291,-0.1302447915
0.3271050253,0.7987289963,3.686439273,3.090430498,-3.654090166,-0.6023961902
-0.1277411215,0.6875736834,3.657666183,3.09867239,-4.934570789,-0.9019981027
-0.09172668206,0.6679571287,3.1573096,3.119658232,-6.199986935,-1.127603173
0.9780527863,0.493353426,4.767584989,2.986557484,-7.551546097,-1.259608388
2.269178712,0.5348252541,6.101001,2.732729673,-8.79761982,-1.276757598
3.601774784,0.6168219848,6.399763581,2.317344666,-9.80725193,-1.074374437
3.760241591,1.570430285,5.921816399,0.7278856635,-7.551434994,-1.477400184
2.494853991,2.462160513,0.6351479151,-0.5103081465,-3.931915283,-1.372267962
3.296694398,5.386014993,-2.086427504,-1.105306506,-2.045085669,-0.6192557216
2.4255994,5.367600216,2.049053759,-1.562481284,-0.1484508961,0.2063425779
1.051073964,4.181794687,1.018330655,-1.833732724,1.478403568,0.8290674686
0.2654194074,3.051807491,1.545211088,-1.921769619,2.768055439,1.148566127
0.129522452,1.940080174,2.143788391,-1.922570229,3.244228601,1.214081526
1.727529311,-0.01848024406,3.470991519,-2.121815443,2.326145887,1.233606219
5.044736043,-2.663812382,4.82417606,-2.326343536,0.3245051801,1.180095792
4.81918775,-4.430607535,5.348893177,-2.072610855,-1.023452759,1.145731449
1.998321205,-2.298701889,2.314694408,-1.616596341,-0.051436048,1.099468827
-0.9255668853,1.397707574,-2.991773586,-1.280639887,0.588240087,0.6522650719
-0.4368313283,3.27351489,1.274254212,-1.063944697,0.6137430668,0.1782324463
0.5636879221,1.663252653,2.080549552,-0.7808092237,-0.100410223,0.1001733243
1.990586811,0.8582721953,0.7080658518,-0.1392456293,-0.2723403573,0.1491735578
1.521826413,2.796220034,-1.208484394,0.48536551,-0.2200095057,0.2100792527
0.6380841147,3.394244671,-1.607787663,0.8502357006,-0.05024972558,0.2989808023
0.4857213237,3.726892572,-2.323119707,1.1990453,0.1768505275,0.4335697591
-0.3447748298,3.672142744,-2.916190229,1.684110284,0.2064687908,0.5673242211
-0.4482433876,2.905511014,-2.008130797,2.047465563,-0.02695941925,0.5853178501
-0.1364525435,2.266898346,1.706473663,1.970520854,-0.5129466653,0.6045377254
1.064107341,1.726102493,6.2401289,1.353521585,-0.8814056516,0.6875721216
1.685796786,1.103657992,9.052013536,0.423642993,-0.9107917547,0.770054698
1.014146355,0.9925894804,9.146335495,-0.458157599,-0.7133162618,0.7995646596
-0.1731542346,0.9746841136,7.351915253,-1.085529447,-0.5786861181,0.7978054285
-0.7769922346,1.346298581,5.770680665,-1.434700966,-0.6732642651,0.8439905047
-0.2694578691,2.542195588,4.981894679,-1.561013579,-0.9100798368,0.9719344974
0.5998074294,3.590500818,4.537717664,-1.541504025,-1.252015352,1.219271779
1.208822832,4.647084632,4.670756015,-1.462418079,-1.681088448,1.527110219
1.283118487,5.453758742,5.03121196,-1.356724858,-2.172845364,1.839405537
0.3461573702,6.165929691,4.953221542,-1.207739592,-2.622126341,2.114432573
-0.6731690182,6.832414994,4.352468649,-0.9893698096,-3.03905654,2.348324537
-1.247430211,7.144459082,3.76954075,-0.6912831664,-3.487362623,2.578654766
-1.434403858,7.302376438,3.571864799,-0.3201026917,-4.054639816,2.793699026
-1.966967889,7.496437706,3.624821313,0.04077573866,-4.615755081,2.877174854
-3.67614555,7.951033823,4.0530666,0.1411367059,-5.264416695,2.851448536
-4.605155123,7.575967169,6.11540245,0.06856258959,-6.011039257,2.851934433
-4.030976349,6.330455067,5.632426041,0.07001215219,-6.494112968,2.929415941
-3.879750599,5.829112981,4.086633938,0.02977381088,-6.800031662,3.055991888
-4.908351888,6.096870768,3.741257489,-0.1472640783,-7.03741169,3.129245758
-6.410193206,6.237272926,3.252663241,-0.5029522777,-7.120139122,3.139779568
-7.779867694,6.752637693,2.689405673,-0.9116303325,-6.956989288,3.132438183
-8.148529157,7.373818457,0.9617010056,-1.188872457,-6.567811489,3.211638689
-8.047867473,7.67306327,-1.106386248,-1.307827592,-6.164883614,3.357447147
-8.005797679,7.101032613,-2.814036846,-1.246459484,-5.871643543,3.538788319
-7.67322752,5.996899989,-4.389719936,-1.038764358,-5.703508854,3.748937607
-7.273107089,4.803374679,-5.551852037,-0.7497729659,-5.556117058,3.999185324
-7.084884611,3.710149234,-6.384584717,-0.4080739617,-5.3971591,4.296395302
-7.003865201,3.086074794,-7.069049913,0.02499821596,-5.274828911,4.610228062
-6.852113966,2.578105106,-7.92553464,0.5964380503,-5.184167385,4.892972469
-7.429342191,1.894662093,-8.893367281,1.319631219,-5.065161705,4.992360592
-9.475037872,0.8118094271,-9.670739893,2.152335405,-4.864270687,4.808081627
-11.49126079,-0.2425523266,-9.728961196,2.931190729,-4.592080593,4.419382095
-12.8604472,-1.447307179,-8.630551041,3.499786139,-4.231536865,3.880475283
-13.9764012,-3.145290661,-6.943221055,3.835543394,-3.838768482,3.219647884
-14.18797123,-4.706123097,-5.095445655,3.951898575,-3.400319576,2.550371885
-13.24540397,-5.678014657,-3.459070779,3.879590988,-2.904756546,1.995310903
-11.99069266,-6.278323898,-2.012879453,3.683701515,-2.46015358,1.570648909
-10.79638351,-6.829831992,-0.4008032257,3.420007467,-2.221850157,1.226171732
-9.907748906,-7.682562919,0.7958440885,3.206251621,-2.154300928,0.8804137707
-9.978458519,-8.966714256,1.345910897,3.115566254,-2.205847502,0.4372947812
-10.71038631,-10.30737132,1.529373321,3.082034826,-2.351804733,-0.1367397308
-11.23738657,-11.23270455,2.100849851,2.98590374,-2.508640528,-0.8155803084
-11.41165826,-11.71127132,3.226028916,2.733161688,-2.598239899,-1.528488278
-10.72100941,-11.70597088,4.550285469,2.312918663,-2.552784443,-2.181527138
-8.73590702,-11.02115789,5.563228002,1.740952015,-2.30917573,-2.654911041
-5.89914221,-9.903493587,5.994487083,1.090366244,-1.934828162,-2.886329174
-2.384551204,-8.475321317,6.736145992,-0.2672676742,-0.8480648398,-2.580162048
3.108666273,-6.488761715,10.95740058,-1.37143302,0.06697110087,-2.192341566
4.226598874,-5.667321413,7.323222242,-1.737653613,0.6120507121,-2.049180508
3.083929307,-5.912874968,2.845477109,-1.655238271,0.8581946492,-2.080793858
2.894094133,-5.65999677,0.8954141775,-1.542107701,0.9779458046,-2.009938478
4.357779614,-4.677404952,0.7685983541,-1.337537408,0.8946406841,-1.861188054
4.794073767,-4.587796285,-0.7997617003,-0.8115426302,0.7910061479,-1.784273267
4.732107433,-4.54511245,-2.868059528,-0.235530287,0.5975313783,-1.657157183
5.17529719,-3.21691622,-1.829442309,0.2814305425,0.4101037085,-1.581075907
4.319190648,-3.269799961,-0.9772888892,0.850584507,0.03708690405,-1.672283769
3.734248487,-2.477496322,-1.324265905,1.458611846,-0.317691952,-1.008985639
8.957031651,5.771082817,-1.857246847,1.921432972,-0.253672719,-0.5708571076
9.32252559,2.342324173,-2.09069919,2.536733389,-0.594619453,-0.2197046876
9.739845578,5.153534271,-5.327435378,4.141918659,-1.329602122,0.5747426748
13.17514561,15.28759252,-13.44923727,5.488877773,-1.584119558,1.491610408
16.17539242,18.38898968,-7.574628614,5.485456467,-1.235873461,1.926226377
8.324860122,13.65275026,1.888389004,4.867153645,-1.14291954,1.514102817
-1.822594197,8.428274903,6.606355245,3.865818262,-1.162932873,1.308516026
-3.605545535,5.739155062,9.214718711,2.858944654,-1.056747079,1.2459656
-5.127486222,1.747036852,6.807170078,1.764876366,-0.9473891854,0.8589437604
-10.04562944,-0.5691410729,5.035827929,0.9515531659,-0.6166229844,0.5071255565
-11.13551609,-0.7934130619,1.94983979,0.4764539599,0.462867111,0.5229474306
-8.629852538,-3.786624864,-1.527782545,-0.01978216507,1.796455979,0.4269298017
-7.881243079,-7.546427771,-1.060785649,-0.4311497509,1.635099411,-0.1068557575
-8.241673304,-6.973633729,2.532202602,-0.8198708296,1.17369318,-0.3387353122
-4.927576813,-3.508331069,3.2621021,-1.110336781,0.8348351121,-0.1990951449
-3.735257372,-1.955608875,3.270236307,-1.294519186,0.7290585637,-0.02705654502
-4.098214486,-1.217604397,2.45391174,-1.365157008,0.9024170637,0.151385352
-4.333613726,-0.5702379283,0.8033831057,-1.224538922,1.322727799,0.2410579771
-5.746910498,0.703353144,-1.06758605,-0.8767566681,1.970980048,-0.01783045568
-8.405132513,3.354647405,-3.352423591,-0.2477859408,2.632688522,-0.73324579
-11.97195756,4.246099401,-6.914149274,0.3414288461,2.656992674,-1.670952559
-12.93180096,3.717967799,-5.529338592,0.5089581609,1.7760849,-2.270136118
-8.642788007,3.588768588,-0.80872812,0.5890583992,1.392627597,-2.316500902
-2.558409057,2.748456704,1.535279476,0.5002419353,1.158011436,-1.840357184
1.774489215,1.895940734,2.846391301,0.5863105059,0.7596094012,-1.189642429
3.772937991,2.022721633,2.162967139,0.6237921119,0.3123341501,-0.4398326278
5.750687679,2.597079856,3.384256654,0.4383750558,0.1133846045,0.313031435
7.375473239,3.049167205,4.474508051,0.2751640379,-0.024440106,0.8973225951
8.083585852,3.945333663,3.264403363,0.30811432,-0.3082651496,1.367031932
10.31927102,3.807932148,1.812488983,0.4921187758,-0.6719882488,2.005935192
13.82558637,3.358300667,0.4434638982,0.7960553765,-0.906026125,2.631723642
14.10307527,2.353246842,-0.3604313947,1.005617976,-1.142407775,3.01202631
11.2538958,0.4975453248,0.4278314448,1.133200765,-1.265885949,3.102772951
7.918757694,-1.635171053,-0.5046949043,1.288215041,-1.206236959,3.021631479
6.243469442,-3.439298742,-2.300154426,1.290463328,-0.7819238305,2.967061996
5.860571364,-5.484931295,-2.733603126,1.089750767,0.1600729674,2.774823666
4.28581854,-7.833381842,-2.857006219,0.9324247837,1.065047264,2.617256641
5.466955493,-6.655682462,-4.44249028,0.8153899908,2.095979691,2.603477001
5.342765634,-4.082477403,-5.558930597,0.8179290891,2.642614365,2.347365618
0.5010340437,-2.109947496,-6.254019478,0.7091981173,2.833734512,1.80318296
-3.36349619,0.4655594102,-2.68357156,0.358751893,2.541990995,1.267821193
-4.620079136,2.449882046,1.292105949,-0.04663154855,2.297451258,1.131964564
-3.065566552,2.27803904,0.1921335872,-0.09471960366,1.849732161,0.959289372
-3.187768451,3.438916465,-2.40113862,-0.1340608895,1.508950114,0.681917429
-2.56487796,4.541961293,-1.843180035,-0.1541627795,1.156054616,0.4475345612
-2.067669612,4.397362268,-1.943935535,-0.271566391,0.972494483,0.3569580615
-1.797856646,4.222663288,-1.070414478,-0.4390404224,1.096512198,0.3113086522
-2.327334694,4.418062526,-0.3294540727,-0.5705316067,1.463420153,0.3095400631
-2.16107621,3.962356401,0.04085808009,-0.651273191,1.711505771,0.3566136658
-1.384154849,2.992992898,0.8150773429,-0.5610580444,1.698087692,0.4636207819
-1.039816511,2.456711016,1.113453117,-0.3082991242,1.408319712,0.5836834311
-1.201086685,1.937767806,1.574035616,0.08570408821,1.031980395,0.6771957874
-0.9612520928,0.8277110528,1.403022047,0.4720164537,0.75661093,0.8655786514
-0.01835281829,-0.5993313363,1.236128918,0.7591938972,0.5282773972,1.023473024
-0.3813286368,-1.687140602,1.136480065,0.8789876103,0.4058994949,1.055186629
-1.096823762,-2.690831906,0.9473463171,0.8438775539,0.279571116,1.091100931
-1.024012793,-1.989210993,1.304782037,0.6886557937,0.2576605082,1.204957962
-0.3506804006,-1.566026497,1.001522144,0.4440918863,0.4237197936,1.276426077
0.4327531191,-2.231782316,0.3908811858,0.07899938524,0.5826308727,1.418087959
0.940455973,-2.630569453,0.2016176741,-0.444209516,0.6536241174,1.616754413
0.7784884645,-2.771211265,0.2044517285,-1.051956177,0.5617135167,1.925593376
0.4426479057,-4.287231914,0.233637491,-1.612009645,0.6036775112,2.299695253
0.659592036,-3.260386528,0.0372360902,-2.067174911,0.5876654983,2.570848227
-1.032079195,-2.792773693,0.8443526833,-2.354774237,0.6276555657,2.601507425
-2.776488913,-2.536051094,1.41131875,-2.281996012,0.9141181111,2.450623035
-3.553718902,-2.054833512,1.255430269,-1.870829225,1.108160257,2.308941364
-3.522387359,-1.120354275,0.9700409639,-1.200772166,1.138874054,2.214826584
-3.010239217,-0.2165431483,0.5305548833,-0.5747718811,0.8984051943,2.128486395
-2.684775675,-0.3755237499,0.7701708642,-0.06918474287,0.6540094614,1.956009626
-3.569862227,-1.032900448,0.5466138916,0.2228306085,0.4914865494,1.740694642
-4.936013802,-1.764862139,0.72942019,0.3227690756,0.1999925822,1.691649199
-5.432322571,-1.41974931,1.794788199,0.3543232679,0.002511466388,1.869594455
-3.908105171,-0.9273100757,1.515890301,0.2951375544,-0.0102727022,2.227816582
-3.436382854,-0.3450204751,0.6845144419,0.3350815177,0.05914072692,2.573386192
-3.368392437,0.2626028887,0.81979385,0.1162912622,-0.3462020755,3.135194302
-3.186578365,1.110578731,1.929256582,-0.3247431219,-1.054498792,3.759795427
-3.513878474,2.628082312,2.253000753,-0.4463418722,-1.563232541,3.561448574
-4.816016719,2.815032871,1.321722212,0.0894376561,-1.707162738,2.026385307
-6.882082403,2.4046307,1.026712991,0.5614444613,-2.154281616,-0.2807345092
-8.594876501,1.762771304,4.12651762,0.1592344642,-2.768258572,-1.653921366
-3.610648703,-1.486412862,5.580287857,-0.4428774118,-3.598203182,-1.776245236
-0.1173246492,-4.338957425,4.167030833,-0.7512863874,-3.601691961,-1.572694778
-0.3716419401,-8.687894977,1.206536182,-0.8317469954,-3.185082436,-1.581383467
-1.048146532,-10.53867716,1.000819549,-1.226086855,-2.670143366,-1.690872669
-0.7337336692,-9.920403805,2.477508304,-1.925144076,-2.196375847,-1.69940424
0.1537085065,-9.908577758,2.908624762,-2.515425682,-1.622714758,-1.710382223
0.1799585077,-10.30632971,1.446042273,-2.744356394,-0.9248594046,-1.630512714
0.5611188023,-7.925127813,0.3579495148,-2.478151321,-0.3810222149,-1.481227875
-2.188200949,-1.137821543,1.09268184,-2.900233269,0.1476096213,-1.257948399
-2.522119015,6.661373952,3.960626801,-1.420929074,0.5602496266,-0.01194031443
1.584115696,5.302917023,-10.28509987,-1.182793617,1.670821309,0.8389954567
-1.212612872,12.1767752,1.520701501,-1.424716473,1.854001522,1.826321721
-0.09925415496,14.72672506,5.291272178,-1.57153368,2.166587353,2.682824612
-0.002929039189,12.10579437,2.455914312,-1.769337535,2.319598913,2.910673141
-2.988801876,9.736955702,1.48380531,-2.046334267,1.655242801,2.665981531
-4.454472979,8.353676466,-1.851183163,-2.109869003,0.7847681046,2.156894207
-6.629013651,8.754860727,-2.902782466,-1.827178955,-1.031698346,1.301521063
-8.042928848,11.68704757,-1.825390842,-1.314251184,-2.646198511,1.066954374
-1.877448362,8.508238667,-3.537197975,-0.941442132,-2.694019794,0.7712080479
0.8256099889,3.855603415,-4.778994856,-0.7246707082,-2.003252745,0.03525310382
3.381613738,2.306903316,-5.377075315,-0.5615754128,-1.812059402,-0.6603595018
6.174192493,1.52654029,-4.579509225,-0.4069210887,-1.758962631,-1.153755546
6.288537834,1.693705367,-4.342152422,-0.07772498578,-2.078855753,-1.295281649
4.730824699,1.735000085,-3.256489521,0.2203711569,-2.360827923,-1.46393621
4.086731553,0.5965817453,-3.028105128,0.4484198987,-2.563634872,-1.546553135
3.898016908,-0.9809761995,-3.400814113,0.4658393562,-2.465114832,-1.621372819
4.042668248,-2.125378874,-3.882430047,0.3280836642,-2.489136457,-1.554344773
4.701252568,-3.053278148,-3.78835651,0.3043197393,-2.466226578,-1.379036069
5.422630613,-4.187621785,-3.977325715,0.1965722144,-2.066861153,-0.8394854665
5.767302129,-5.552411424,-3.892876622,0.0862923041,-1.715389729,-0.3294573724
5.811082234,-6.144520408,-3.592570903,0.04715349153,-1.339024425,-0.09540637583
6.042391574,-6.454187246,-3.925224648,0.13054052,-1.080376625,-0.01390432194
6.057532445,-6.127480426,-4.165051349,0.3010721207,-0.8068514466,-0.004569480196
5.889802135,-6.27356589,-4.46918861,0.6515083909,-0.5912390351,0.1059772745
6.273733063,-5.824096614,-4.413077431,1.008524418,-0.2528358996,0.2951062322
5.944840716,-5.857368769,-4.009130427,1.31881249,0.01547570713,0.5229840875
5.671287394,-5.494786918,-3.052191522,1.53219831,0.2009554058,0.7389298677
5.409246816,-4.982222011,-1.78585612,1.62987268,0.1632399857,0.9670482874
5.054760593,-4.31514751,-0.05565379042,1.50797236,0.02284501307,1.097229123
3.943222077,-3.423352985,2.092532105,1.198459029,-0.3106019497,1.151401043
1.607851961,-1.704210979,4.597818789,0.7562220097,-0.7350263,1.137349963
-1.879636812,0.1178828676,7.464874108,0.1270936579,-0.9905057549,0.9119722843
-6.679823801,1.861836659,10.47308913,-0.4494878948,-0.9104766846,0.4493787885
-11.31704053,2.470029931,11.42907818,-0.6508977413,-0.3755515218,0.2286797166
-13.19623399,2.619565244,9.031170654,-0.5079861283,0.2882066965,0.24235107
-13.68222887,5.656569718,4.793196108,-0.1969827265,0.3942111731,0.1860838085
-12.94462537,6.664122374,2.505375678,0.1070263162,-0.1815180033,0.2225516587
