Accelerometer X,Accelemeter Y,Accelerometer Z,Gyro X,Gyro Y,Gyro Z
-0.3368456442,7.126175822,0.3203545282,0.2093719244,1.433115721,0.7534198761
-0.7499768019,6.691195674,0.3296396584,0.2860669494,1.574975848,0.6818349361
-2.479296941,4.724741288,-0.4264721392,0.5532224774,1.718010306,0.3651614189
-3.554607375,4.137319,-2.041927268,0.7048012614,1.574342728,0.1000662446
-2.416723581,4.592294473,-1.490537541,0.2742832005,0.9675100446,-0.3598587513
-1.768344867,-1.621188412,2.921196367,-0.3693479002,0.357073456,-0.479326427
-1.172410187,-11.04296056,6.089672965,-0.9937728643,0.1091028079,-0.853464365
-2.888824375,-2.708141937,1.453048937,-1.708297491,0.4846763015,-1.097106457
-1.112502977,2.958210339,-1.192758417,-2.397266626,0.7994582057,-0.7773718834
2.062326059,0.7171820552,-1.822323856,-2.717009544,0.9088606834,-0.370639652
2.390669979,0.1680915443,-2.587669638,-2.205889225,0.8334921598,-0.3060590625
0.6570430821,0.3835784616,-3.694282095,-1.434386849,0.5913916826,-0.3502425253
0.3235489403,-1.462427006,-3.549111992,-0.8447178006,0.7370410562,-0.2392366529
-0.08904168076,-3.253054286,-1.24946084,-0.320306927,1.057400465,-0.7563112378
-4.179253478,-2.64255449,-0.9416184409,-0.04219834134,1.409166217,-1.025776029
-4.726901388,-3.016405923,0.5523483436,0.1910212189,0.8857187629,-1.075317264
-4.599654772,0.03119593325,-0.4633844042,0.3491030037,0.5596628785,-1.363615394
-4.311357178,1.651328114,-1.197421148,0.1057524309,1.069822073,-1.519390583
-2.829723659,0.9255740457,-2.237318908,-0.7634212971,0.4046461582,-2.089275122
-0.511197418,-4.04987511,3.652098612,-1.226666689,-1.559192896,-0.7070909739
5.481812286,-1.874078885,4.090753064,-0.9236482978,-1.929440737,0.3927320242
3.972765567,2.415443186,-1.985791978,-0.9586227536,0.2905627787,2.036986351
2.062659675,7.257400986,-6.288802038,-0.2089948803,-0.6207879186,2.033104897
-0.2211643784,0.09636720134,-6.701127286,0.2704898715,-0.8958310485,2.420016766
-0.3154676329,-3.059018737,-4.268652593,0.3112663329,-1.020591378,1.936438084
-4.710896887,-1.523918125,-1.557317705,-0.2469851822,-1.108944774,0.9825467467
-7.337413849,-1.974527803,2.010007259,-0.5148124099,-0.5468147993,0.1211528853
-6.143554193,-1.320334411,1.135886775,-0.4199270904,-0.05914670229,-0.6497756243
-4.131808128,0.01134732344,-0.5091179814,-0.1875386089,0.3256092072,-1.191633224
-1.186187222,1.533168183,-0.7923153298,-0.0531119518,0.889456749,-1.345724106
1.08794692,2.805767614,-0.5009779296,0.1737297177,1.410607576,-1.287620544
2.172637177,3.774069626,-1.985238582,0.5280613899,1.812387347,-1.19373405
1.856643182,4.054527905,-4.076164567,0.9803156257,1.711209893,-1.122647405
0.9118281367,3.981256917,-4.946887663,1.319459558,1.481804967,-0.9947342277
0.4061678945,3.79765976,-3.865395326,1.410318851,1.310025811,-0.9105862975
-0.4033148432,2.733628845,-1.784402706,1.270596743,1.137894988,-0.8516952395
-1.629331679,2.311267941,0.2837529365,1.129488111,1.298043609,-0.7291861176
-1.911997112,1.498100377,1.473460441,0.8445282578,1.259048462,-0.73936373
-2.368255026,1.211431553,2.622486684,0.5505024791,1.069289446,-0.6957614422
-2.217236489,1.11350777,2.784040936,0.3251724839,0.89850986,-0.6686199307
-2.049571646,0.6409066247,1.867764295,0.2686860561,0.7869697809,-0.6143809557
-1.892927378,0.37631227,0.661622665,0.3273780644,0.7280789018,-0.5579478741
-1.685804969,-0.2581932555,-0.1913183984,0.4245150089,0.513325572,-0.5712553859
-1.485824541,-1.753928657,-0.4548682126,0.4886815548,0.1134249642,-0.6346999407
-0.6269251534,-2.944572858,-0.2317623447,0.3315947354,0.3547464907,-0.5055842996
0.5886889462,-2.979237345,0.415053504,0.1929004639,0.4902538657,-0.3921518326
0.8725716466,-2.853955014,0.7498474764,0.04432697222,0.3999556601,-0.2768912613
1.039140511,-3.153172354,0.5546645116,0.04024260491,0.02701217122,-0.1131409854
1.050824519,-3.495651913,-0.09647942955,0.1230309606,-0.3952133954,0.0319288522
1.051600765,-2.847943791,-0.871568607,0.2883772552,-0.3574465215,0.114075385
0.4895987497,-2.307493683,-0.8650555719,1.06870687,0.4367738664,0.1338205934
0.4752279868,-3.178109812,-3.436366196,1.216948867,0.9322755933,0.1503973901
0.6131482647,-1.38939801,-1.494193433,0.6205818057,0.3414764702,0.2813908458
0.450119849,-0.1372901634,0.9175865541,-0.2277334929,-0.7078311443,0.5117135048
-0.3005386516,0.8553630299,2.045102099,-0.691185832,-1.168635488,0.4836909473
-1.106487954,0.6798848824,1.24609224,-0.8412749171,-1.093311548,0.3839161992
-1.200871581,0.09511047928,0.3469777467,-0.8968018293,-0.7628097534,0.3349523842
-0.857729759,-0.05997019232,-0.09743453831,-0.9262367487,-0.4045104682,0.3203659952
-0.7370128371,-0.2063508401,-0.4053106932,-0.8892055154,-0.1019950882,0.2928054929
-0.7688128737,-0.4222311406,-0.806726717,-0.7396003008,0.0406133309,0.228013292
-0.8867381191,-0.7164817979,-1.400338799,-0.5242653489,0.07706774771,0.154191792
-0.9180845667,-1.038826331,-1.976260033,-0.2940354645,0.03332533315,0.06137900054
-1.08582306,-1.179568681,-2.379671323,-0.07055389136,-0.05778193846,-0.06156476587
-1.60280023,-1.269303312,-2.597272748,0.09411202371,-0.04458660632,-0.1642177999
-2.030612386,-1.055743563,-2.445275722,0.2357866019,0.1070306152,-0.267902106
-2.648326936,-0.9540548748,-2.224623384,0.3365336061,0.3485874832,-0.3766987324
-3.171732093,-0.7860282124,-1.755341154,0.3826941848,0.5893532634,-0.4482725263
-3.185119398,-0.374617741,-1.070200543,0.3707887232,0.7186892629,-0.4521377683
-2.588195123,0.173811091,-0.2408519524,0.3139395416,0.7163547277,-0.3962992728
-1.868275752,0.67446578,0.4611836793,0.2349493653,0.5866812468,-0.2901226282
-1.421009831,1.113866082,0.8239040618,0.1421587169,0.3902035952,-0.1604908556
-1.460957518,1.452156957,0.9187953454,0.07652764767,0.1763940156,-0.03257587925
-2.051910318,1.581721494,0.6543339693,0.05237730965,-0.08873752505,0.09957177192
-2.926305965,1.483981835,0.2621908008,0.03836188465,-0.3986103237,0.220340699
-3.84312358,1.228245325,-0.2016393014,-0.04241605103,-0.647669673,0.3256782889
-4.728188798,0.9984130719,-0.4295107762,-0.2347611934,-0.944388926,0.4241033494
-5.373351911,1.114492105,-0.08670593129,-0.5291720629,-1.139369845,0.495792985
-5.753955156,1.53329444,0.5000047006,-0.7953413725,-1.191298008,0.5869873166
-6.120272686,2.169445979,0.8333768235,-0.9311759472,-1.293101907,0.6198059916
-7.126764435,3.307476781,0.3837640473,-0.9240242839,-1.214416385,0.4427214861
-8.258799211,5.384155629,-0.9903229967,-0.9506337643,-0.5229028463,-0.0644716844
-7.479509952,6.465887036,-2.414379064,-1.156560659,0.3881762624,-0.3025330007
-2.119060777,4.071794097,-2.100408099,-1.423416018,1.338664532,-0.28917858
3.177185975,0.05750935516,-1.460794437,-1.355135083,2.079556942,-0.08287629485
6.727355952,-1.745753534,-3.383583284,-1.276592374,2.174015522,0.1132572666
8.170777813,-2.742394336,-2.577593065,-1.178766012,1.883414865,0.2345123291
8.064065159,-3.165112967,-1.041776121,-0.8053253293,1.704431057,0.3999755979
7.992081288,-2.978616582,-2.040786866,-0.37272048,1.82097578,0.5621727705
7.509789939,-2.528658061,-2.943526564,-0.05406419188,1.914259672,0.6914404631
6.563542523,-1.955093619,-2.320248243,0.1686132699,1.948967457,0.749684155
4.908057289,-1.445539584,-1.72439978,0.2530706227,1.915712595,0.6986457109
2.689728913,-1.239736441,-1.166920211,0.2506184578,1.7201823,0.5820889473
0.8262472639,-1.329306822,-0.6451049532,0.2201215625,1.38602376,0.4725107849
-0.1388737793,-1.500786255,-0.284675312,0.1577956527,0.9866304994,0.346858412
-0.6240227099,-1.696841327,0.2556909173,0.04274923354,0.7667695284,0.2611429989
-0.6411293276,-1.672865992,0.5678729527,-0.064594917,0.6698471308,0.1909696311
-0.9244608238,-1.560762877,0.3543067744,-0.2003170699,0.6516196132,0.1614101529
-1.119027264,-0.9872440277,0.2799094128,-0.3574099541,0.9210966229,0.02915357053
-1.350002989,-0.7371165897,0.331237449,-0.5006816387,1.325458765,-0.09226100147
-1.555061012,-0.07137070725,0.1011895069,-0.5965939164,1.65991354,-0.1119311899
-1.590073581,0.9387105907,-0.1948117935,-0.7357619405,1.792874813,-0.02632121556
-0.8092484906,1.7732851,0.2052645062,-0.8970822096,1.624614954,0.06196900085
0.1798401421,2.056955911,1.093000112,-0.9777137041,1.556512833,0.1645395756
1.372765732,1.371121764,0.9906114583,-0.9521409273,1.666584373,0.2647738457
2.1946133,0.2108013898,0.21606121,-0.8553137183,1.887954116,0.3833447099
2.046593799,-0.911055691,-0.5372562806,-0.699460566,2.109451532,0.4526190162
1.322858669,-1.986559601,-1.483441737,-0.5549334884,2.243445873,0.4500235021
0.3483399749,-3.039560588,-2.084329655,-0.4344352484,2.147307396,0.4325165749
-0.3080491733,-3.620700434,-2.160491688,-0.3877148926,1.850764871,0.4396053553
-0.707758101,-3.480086679,-1.627941978,-0.4445784092,1.448719263,0.4031307399
-1.362940065,-3.128413176,-0.7334215346,-0.5288426876,1.218115091,0.3330022693
-2.066826586,-2.500626145,-0.3073198362,-0.587639153,1.214833498,0.2749504149
-2.343895953,-1.635321567,-0.2841933737,-0.6475527883,1.23424983,0.279066056
-2.14699917,-0.9215642255,-0.1442453893,-0.6720941663,1.191959739,0.3236297965
-1.772479044,-0.4933341368,-0.1694353602,-0.673327744,1.183303118,0.375485003
-1.369168292,-0.2946884643,-0.4354476189,-0.6618218422,1.261802793,0.3632662892
-1.280444591,-0.287085588,-1.009590884,-0.6617147923,1.398247123,0.2949743271
-1.411115044,-0.6643295859,-1.422512344,-0.7226487398,1.295902371,0.2238274813
-1.231696343,-0.7863865243,-0.9702033149,-0.7437564731,1.147841096,0.2101327032
-0.5826034888,-0.86787589,-1.127735033,-0.6900839806,1.01217854,0.2149221748
-0.2510426531,-0.8920604832,-1.309771808,-0.6170161366,1.002059579,0.2454262972
-0.04470072699,-0.811225782,-1.267504154,-0.5672991872,1.039721489,0.2654924095
0.1055836502,-0.7472890241,-1.161675881,-0.6234455109,0.9782788754,0.219455421
-0.1999593124,-0.8449655545,-0.6667055212,-0.6797959805,1.088907838,0.2328414023
0.1912298799,-0.5535094963,-1.020454662,-0.7506837249,1.234228253,0.2392037064
0.3721308196,-0.3207762607,-1.575197792,-0.8621854782,1.406721592,0.1986157596
0.408118371,-0.3637374506,-1.880801033,-0.9878315926,1.624456048,0.1276435852
0.7782625468,-0.5492734662,-2.26187175,-1.054003596,1.893081665,0.03089577332
1.433876035,-0.8985878391,-3.173414932,-1.067840219,2.004203081,-0.08090080321
1.918285691,-1.451667127,-4.056124818,-0.9920117259,2.0924685,-0.2298513651
2.435580842,-1.681307073,-5.073693257,-0.8849774003,2.098613501,-0.3303420246
2.716897198,-1.557002063,-5.585460292,-0.8453858495,2.003646612,-0.4245218933
2.89183291,-1.238358723,-5.118545375,-0.7957661152,1.864008665,-0.4541085362
2.542700615,-0.9654401921,-4.875928459,-0.7051146626,1.731530547,-0.4629867673
1.756012185,-0.6936544646,-4.521415933,-0.592746079,1.667239666,-0.462738812
0.8056251124,0.2297217788,-4.300422235,-0.4749370217,1.700270891,-0.4433070421
-0.0294534735,0.4278501495,-4.229042175,-0.370919019,1.751118898,-0.4603011906
-0.7723061957,0.04307224901,-4.287545802,-0.2594765127,1.696980119,-0.5380571485
-1.310266021,-0.4742027354,-4.687326042,-0.1000911295,1.52305758,-0.6852463484
-1.347346629,-1.184990706,-5.240783515,0.170302704,1.226247072,-0.8762608767
-1.428032861,-1.737197887,-5.237504348,0.567586422,0.8464002013,-0.9775754809
-1.542526379,-1.788859101,-5.055338101,1.039170384,0.5020261407,-0.9361584187
-1.626861343,-1.71039522,-4.91220681,1.500887394,0.1872924417,-0.780684948
-1.299736298,-1.521309403,-4.118295736,1.844422698,-0.1167494506,-0.6706988215
-1.577071038,-1.251201838,-2.207913365,1.945588231,-0.4576593637,-0.6586778164
-2.47712252,-1.273271047,0.03794555364,1.885497093,-0.7331437469,-0.7663064599
-3.092358112,-1.211198329,1.117175645,1.835939407,-0.9247714877,-0.9762114882
-3.231874135,-0.4719289452,1.066228717,1.881665826,-1.213070273,-1.214055419
-3.282302592,1.575016444,0.4485524535,2.036931992,-1.541802883,-1.352777362
-2.908338346,4.538005249,-1.262510437,2.119085073,-1.674186468,-1.272572756
-2.120442441,7.137008181,-2.181076065,1.94646287,-1.374286294,-1.012620091
-1.172071311,9.88617771,-2.958803044,1.548806548,-0.9644281268,-0.7330359221
-0.3554062601,11.29812658,-2.559285839,1.179345369,-0.736426115,-0.5896840692
0.2057633956,10.21427218,-1.364743169,1.012707233,-0.7896537185,-0.5272756815
0.3804195592,8.399555589,0.1010389925,1.020837069,-1.073205829,-0.5240146518
-0.0139390935,6.911707726,2.120929786,1.238661051,-1.222833991,-0.3214192092
0.4837886021,5.926348782,3.650529171,1.7063694,-0.994073689,0.1272139698
1.406270527,5.191981783,3.678205698,2.13936162,-0.8186542392,0.5123824477
0.8708658656,3.207100344,3.930915261,2.193057537,-1.100608468,0.7511303425
-0.3553498537,1.105757594,5.360848988,1.794802547,-1.858188272,0.7108960748
-1.996388483,-0.9751239663,7.543349679,1.232343793,-2.030637503,0.4154726565
-3.620190147,-2.961523409,7.697103486,0.6264333725,-1.847160578,0.07970455289
-4.225767099,-4.330366122,7.123258473,0.08771374822,-1.211502433,-0.2580287457
-4.328918262,-5.708270679,5.577604902,-0.3663556874,-0.9328517914,-0.6492379308
-3.548703412,-6.428411584,4.857392978,-0.5150527358,-0.948964715,-0.8648508787
-1.049823526,-5.210842551,2.737102074,-0.2583546937,-1.064504981,-1.025769234
0.6874260916,-3.974000077,-0.8060887114,0.1609435081,-1.393967032,-1.117940426
1.895264589,-3.499513849,-2.17461929,0.5532770157,-1.652763963,-1.153986692
3.364332348,-3.361161609,-1.89682234,0.8615304232,-1.455890894,-1.01952374
4.88925322,-3.136144647,-1.490840031,1.145478129,-0.9389154315,-0.7159954906
5.96245879,-2.463676178,-1.113938563,1.41459465,-0.5408594012,-0.4093999267
5.872751047,-1.662119558,-0.5858084224,1.558481932,-0.4691405296,-0.1986526549
4.921824533,-0.9837228678,0.8924731556,1.548529148,-0.5910661817,-0.09697716683
3.331127413,-0.8225251746,2.43229349,1.443086147,-0.7218774557,-0.01180588454
2.550300277,-0.7461088744,3.017537265,1.304436445,-0.7798446417,0.08641842008
2.590274267,-0.4538473451,2.737792395,1.148760438,-0.794390738,0.1797027439
2.531255384,-0.1505576412,2.356740237,0.9941969514,-0.7127296925,0.2976517677
2.405808804,0.09184183287,1.992265412,0.8707842231,-0.5842954516,0.4167149067
2.025465671,0.4814490532,1.671107166,0.7433114648,-0.5137403011,0.4943622947
1.036682889,0.9060381551,1.612656146,0.6001582742,-0.4866905808,0.5533388257
-0.02911561985,0.9807651871,1.655800876,0.4552958608,-0.5464566946,0.6039167643
-0.7857733608,0.7509037075,1.638512472,0.2998797596,-0.7220312357,0.61723876
-1.757334082,0.1294938104,1.630604475,0.1465759724,-0.8953921199,0.596092701
-2.783668888,-0.683826898,1.382697636,0.01070724055,-1.022994399,0.5665866733
-3.640772916,-1.408109141,0.9384256362,-0.1221655905,-1.059450388,0.5501059294
-4.184265461,-1.86511758,0.3400812652,-0.213355422,-1.04854095,0.5465095639
-4.390416686,-2.140203518,-0.3509399283,-0.2605940402,-1.097762823,0.5455579758
-4.342201229,-2.408599019,-1.092805174,-0.2619163394,-1.174269438,0.521687746
-4.532938613,-2.581680042,-1.728998799,-0.2570033371,-1.260212541,0.4863976836
-4.729949962,-2.510537883,-1.96173145,-0.2546157241,-1.342555165,0.4501247704
-4.590565457,-2.253045469,-1.851719754,-0.1982352734,-1.399690151,0.4002211392
-4.054839747,-1.912618167,-1.793782529,-0.04184046015,-1.40000701,0.3259178996
-3.340360229,-1.687078642,-1.983250038,0.1795284152,-1.343368292,0.241604358
-2.486136724,-1.353543438,-2.53057354,0.3853214681,-1.269461036,0.1566419452
-1.673112661,-0.621820816,-2.956896333,0.5791361928,-1.171253204,0.08246891201
-1.076281032,0.04315115946,-3.140910839,0.7430137992,-1.100457668,0.06492952257
-0.5339338582,0.1000865141,-3.130354958,0.7662802339,-1.0554322,0.1282895952
-0.05785656116,-0.5778782139,-2.476652857,0.6282957792,-1.036778569,0.27489236
0.3627449324,-1.566263813,-1.270285893,0.4121091068,-0.9882506728,0.5161318183
0.7368363114,-2.189860406,0.08680968392,0.1806490719,-0.8646602035,0.7607564926
0.8701759836,-2.223472169,1.316909113,0.04556049034,-0.7692815065,0.8773195744
0.2571189043,-1.312061088,2.080751212,0.02938270941,-0.430121541,0.7776938081
-0.6623050943,1.26141402,2.707559754,0.01891941577,0.2482090443,0.4846806228
-1.894222971,7.559685897,2.687973302,-0.01116690785,0.5454150438,0.1026758701
-4.694930087,16.77416495,1.247684185,0.300475657,0.7956879735,-0.02213023789
-3.672276015,24.2429425,0.38979719,0.3903713822,1.34986043,-0.216274485
0.9820023276,18.10855829,1.298977442,0.08291690797,1.259014487,-0.6473749876
2.979618453,5.134568289,2.685681684,-0.4305713773,0.4183574617,-0.7979263663
4.68164332,-0.6987883203,2.278634084,-0.9363996983,-0.1608854085,-0.2770421505
6.708770494,-2.909628386,1.068657406,-1.049102783,0.09365280718,0.3060842454
6.191251179,-2.461760116,-0.9611509705,-0.9189773202,0.3624262214,0.5583564639
2.824881188,-1.679957997,-1.846994771,-0.8187764287,0.435987711,0.6823844314
1.639142879,-1.544305664,-1.208195056,-0.7484537959,0.6849437356,0.7275018692
1.891041418,-0.5350964723,-1.135961009,-0.5580070019,0.9336654544,0.6983694434
2.022155815,1.461268484,-2.097023425,-0.2203392386,0.8438316584,0.5757063627
1.588955245,2.895332734,-3.527017942,-0.004281632137,0.4750671983,0.5898044109
2.70905876,4.164498099,-3.602071429,0.04697862267,0.1903502494,0.6608633995
4.579201182,4.30883935,-1.840358694,0.0349506028,0.1020936146,0.7739306092
6.010058161,3.599888532,0.1946072108,-0.1105783582,0.1588248014,0.8784413338
5.874574171,2.225669971,2.066730286,-0.5207005739,0.3160705268,0.925799489
4.2919379,0.188391405,4.218737639,-1.110280514,0.795253396,0.8469515443
1.966623021,-1.822673692,6.226964298,-1.4184407,1.224499106,0.6890776753
0.9668252168,-2.431010757,5.163239673,-1.42386663,1.749842525,0.6387170553
2.108349413,-2.823860905,2.602344937,-1.342417955,2.193130016,0.6145782471
2.952503651,-2.936946601,1.26122405,-1.241614342,2.355185032,0.5569218993
3.220029091,-3.117200877,0.5526572634,-1.144045711,2.293335438,0.4753496051
3.126124188,-3.16449805,0.2230158514,-1.042255163,2.135157585,0.360391587
2.550511874,-2.729434901,-0.007455576703,-1.00425756,1.892600775,0.2455635965
1.741572449,-2.216657812,0.10149755,-1.061273694,1.660722256,0.1604130119
1.296117961,-1.913065911,0.2878548188,-1.187235117,1.472124577,0.1047714055
0.7263762922,-1.672473194,0.3939747679,-1.28868103,1.42151916,0.08381259441
0.1352700557,-1.584397435,0.2442243514,-1.301561356,1.406976581,0.08363267779
-0.4994415138,-1.692348692,-0.2969891424,-1.171447277,1.403073788,0.1115985289
-0.7969508807,-2.141244552,-1.278929218,-0.9327941537,1.40647912,0.130022347
-0.8756890479,-3.005996172,-2.159216554,-0.6548845172,1.466026068,0.1544872075
-0.8031690245,-4.092021477,-2.345345567,-0.4406419694,1.377701163,0.1305063665
-1.292995153,-4.667884259,-2.110503961,-0.2965215445,1.133157134,0.05574344471
-2.271240028,-4.362290954,-1.710028579,-0.1964437664,0.8981202841,-0.05974126235
-2.657030759,-3.559735386,-2.179693817,-0.2404426485,0.7983505726,-0.1729405224
-2.398484452,-2.345187746,-2.300634903,-0.412235707,1.031452775,-0.2062912881
-1.677147177,-0.8061258285,-2.020763777,-0.6029977202,1.391048789,-0.1488085538
-0.5905757829,0.6674965255,-1.772782411,-0.7151145339,1.580911875,-0.007259603124
0.5770603216,1.654012239,-1.436163561,-0.7446649671,1.54502213,0.1966498494
2.029690595,2.209144368,-1.293272217,-0.7317297459,1.32089591,0.3770839274
2.835306428,2.332057631,-1.025111694,-0.7469345331,1.095795393,0.424862653
2.918919946,1.980810244,-0.5823638349,-0.8316518664,0.8735825419,0.2631960213
2.014641933,1.061174941,-0.1492199629,-0.8486981988,0.6950953603,-0.002733408473
