bmi160_accelerometer.x,bmi160_accelerometer.y,bmi160_accelerometer.z,bmi160_gyroscope.x,bmi160_gyroscope.y,bmi160_gyroscope.z
5.7801623,-19.204197,-0.45702913,-1.5232832,0.20851937,-0.44127277
-3.1863425,-16.820646,-2.5866413,-3.0004952,-0.21331291,-1.0760185
-7.8646097,-12.532708,4.0680976,-3.6181972,0.56417406,-0.86084145
-8.92822,-16.940586,-4.1700916,-3.1271248,0.3053224,-0.60212296
-2.8076782,-15.407385,-2.9724839,-2.8300579,3.1404402,-0.4348814
0.25842485,-10.673783,8.145168,-2.0238097,1.401314,-0.83421063
2.2731814,-8.070093,0.5778667,-2.460555,-1.4220861,-1.1335411
0.37357944,-2.80708,1.1120644,-2.2389867,-1.6531085,-0.8246235
-1.3968102,-2.9219356,1.8735801,-1.5467184,-1.3688245,-0.58827496
-2.4675984,-2.3279173,2.3144577,-0.73940486,-1.3262151,-0.6585803
-2.6665018,-0.5769694,0.8557332,0.36710593,-1.2921276,-0.7086463
-1.7727824,-0.3182454,-0.8069794,1.6099665,-0.8278192,-0.53394806
-0.49830532,-1.5421742,-2.6009982,2.582258,-0.3527253,-0.20372581
-1.0710872,-12.080165,-21.860828,2.225538,-0.54553246,0.18814678
10.801202,-41.80351,-11.933904,-2.4040978,-0.14407277,-0.52755666
1.9331015,-1.4440684,-7.7754774,-1.3379327,-1.7713493,-1.6138281
-8.746066,-0.5937191,-4.3235316,-0.6786866,-0.43155253,-0.22396524
-0.34516466,-26.352455,-10.293026,0.36710593,0.5663045,0.11038477
-1.9405792,-5.0754757,10.293923,-0.8427325,0.78467727,-0.6958635
-7.007082,0.9418748,-5.521139,1.6419235,-0.052462727,1.0455263
-1.7895322,-16.873587,5.3039904,2.5897145,3.1425705,1.0890676
4.108177,-16.49253,2.705086,1.6270103,0.32236615,0.61091113
-2.3790638,-7.5287175,-2.1098714,1.9890563,-0.24953084,0.4054543
-5.351847,-6.798009,-0.1911267,2.0955796,0.060451973,0.8580452
-1.1763715,-9.018549,-0.7013961,2.1616242,0.4342156,0.9645685
1.8323039,-9.250952,-1.0319048,2.0859926,0.89426315,0.75684804
1.2239288,-8.851051,-1.640579,1.9272728,1.1126359,0.5342144
1.4419748,-9.0544405,-1.8224336,1.6547064,0.8624393,0.5714975
2.888735,-9.083155,-0.66071814,1.4544425,0.6344794,0.6929341
1.7892331,-9.193523,-0.770788,1.520487,0.28934392,0.6087807
1.0752747,-8.771789,-1.3986049,1.2712225,-0.10998531,0.57895416
-0.41934216,-10.470394,-2.7735806,0.902785,-0.054593194,0.40438908
-2.0458634,-12.650255,-0.23659034,0.32875755,0.5940006,0.29040915
-1.6196418,-13.39532,-3.8324046,0.05712312,1.0103735,0.26058263
4.234997,-15.572789,0.43639103,-0.8736242,0.8592436,0.14873315
5.143073,-17.937197,-2.4478576,-1.6489807,0.2063889,-0.6649717
-6.750751,-12.602399,-3.3077781,-2.9472334,-0.1611165,-0.7553834
-3.339483,-13.033406,6.7869425,-3.2858443,-0.1579208,-0.55525273
-0.9942178,-16.631613,-4.2681975,-3.1111462,0.215976,-0.6969287
-0.86261255,-16.650755,-3.0514472,-2.5861194,2.0009072,-0.9407339
-3.0664022,-11.75175,6.753443,-1.9854612,0.87508893,-1.0824099
-0.4648058,-7.3992057,0.5344968,-2.3838584,-0.99492764,-1.2677604
-0.49112684,-5.497211,0.90358967,-2.263487,-1.5785422,-1.2208902
-0.8602197,-5.267201,1.0881361,-1.8204832,-1.6062382,-1.1921289
-2.321337,-4.6325045,1.8329022,-1.1079755,-1.5094352,-1.1665633
-2.8292136,-2.1843479,1.9959131,-0.22822617,-1.3613678,-0.9758866
-2.8986056,-1.3507484,0.5033901,0.85697997,-1.2697577,-0.5999925
-1.969293,-0.68464637,-1.8248264,2.0902536,-0.8981246,-0.05366111
0.21296121,-5.6817575,-12.413067,2.8549576,-0.8256887,0.4745613
7.401898,-36.5381,-18.191135,-1.9290038,-0.286814,0.07523208
2.4601207,-3.2671003,-5.6482577,-1.298519,-1.2122352,-1.6468502
1.0417751,3.629613,-4.2370906,-0.6202319,-1.0130366,-0.33368424
-2.4556344,-16.022938,2.1155543,0.97948176,0.16271435,-0.53820896
-3.5934215,-27.511778,-9.64158,-3.1612122,1.2511162,-0.50412154
-15.597315,6.3221364,-7.681858,1.1030488,-1.9694827,0.679086
-1.561915,-8.5322075,12.392428,2.6024973,3.9572074,1.1966561
6.3646092,-23.909084,3.2967114,1.6674892,1.6738806,0.9123721
3.106781,-12.827324,-2.6922245,2.1626894,-0.04287563,0.108254306
-4.3935213,-4.368995,-0.36131623,2.1211452,0.28934392,0.58214986
-1.346561,-7.320243,-1.1255239,2.106232,-0.401726,1.3223536
2.7762725,-9.497711,-1.463211,2.0614922,-0.15259463,0.96350324
1.4635102,-8.481958,-3.5808592,2.0252743,0.0029293909,0.477757
-0.1486541,-8.536993,-2.239383,1.6941199,0.08175664,0.53208387
0.22492532,-8.412566,-2.2441685,1.4512469,-0.123833336,0.7834789
1.5687944,-7.6698937,-0.9026923,1.4959866,-0.05352796,0.8452624
2.1918256,-8.355139,-0.32063824,1.6451193,-0.26977026,0.73554343
0.16749759,-11.004591,-2.018944,1.108375,-0.15579033,0.29467008
-1.4446666,-10.851151,-2.2848465,0.37349734,-0.0034620073,0.13808084
-3.1669009,-13.493426,-3.4513476,0.29147437,1.236203,0.020905199
3.8638103,-18.01616,1.332204,-0.83847153,0.87508893,0.05712312
2.9823544,-19.587646,-4.9989057,-1.645785,0.28082207,-1.1164974
-7.522137,-13.61546,0.32392836,-3.3423018,-0.26977026,-0.63940614
-3.0616167,-14.758332,7.6803627,-3.2421699,0.3500622,-0.61597097
-3.3753755,-18.198313,-6.404988,-2.9855819,-0.16324696,-0.63088423
-2.3572295,-13.512568,2.2331018,-2.7544262,1.9039708,-0.8800156
-0.94636136,-10.582856,2.0341983,-1.9215472,0.052995343,-1.1868027
-0.112761766,-7.114161,1.6295122,-2.2709436,-1.0002538,-1.2411296
-0.09122636,-3.7076788,2.117947,-2.0131574,-1.5732161,-1.1143669
-0.17736799,-3.0323045,2.556432,-1.745917,-1.9875916,-0.98334324
-2.1801605,-2.0452652,2.3407788,-1.0653661,-1.9503086,-0.8661676
-2.5609183,-0.97926265,1.3779668,0.027296597,-1.742588,-0.8533848
-2.1969104,-1.4823537,-0.55304116,1.0849398,-1.1419297,-0.63940614
-1.5741782,-3.135196,-5.8683977,2.2585604,-0.8214278,-0.18348639
-1.1261221,-12.961621,-22.627428,1.9922521,-0.43581346,0.34473604
7.236494,-29.064121,-14.236098,-1.9055687,-1.5243485,-0.54140466
1.0345967,-2.2465613,-6.2494545,-1.1601719,-1.3624331,-1.2144988
-1.5741782,-12.008081,4.6142592,-0.40718532,0.8507217,-0.56590503
-1.6363916,-19.010378,-4.941478,-0.84486294,1.717555,-0.69373304
-16.78535,-0.9768698,3.1360931,-0.10572438,-0.71170884,0.5406058
-0.8889336,-10.312168,10.028021,2.3873203,3.6548145,1.0178301
5.578866,-20.27977,3.6104703,2.0455136,2.3682792,0.330888
2.3114667,-10.456037,-2.306382,2.4437778,1.2021154,0.063514516
-3.7106698,-5.645865,0.13220344,2.3565617,1.058309,0.95924234
0.6227321,-7.4398837,0.64247286,2.133928,-0.04607133,1.4587035
2.781058,-9.605389,-1.2212368,2.0774708,-0.29640108,0.9880036
1.302892,-7.684251,-4.1150565,2.1424499,0.4075848,0.6162373
1.2239288,-9.102596,-1.695614,1.7516426,0.8145038,0.68228173
1.6887345,-9.390035,-1.1470593,1.3351364,-0.03967993,0.75897855
1.0226326,-8.002795,-1.2116655,1.3159622,-0.06311506,0.6939993
0.17467605,-10.00798,-2.5004997,1.1838733,0.0902785,0.5704323
-0.21565314,-9.921839,-0.8213364,0.7067821,0.53754324,0.38734534
-2.4747767,-11.553146,-1.4560326,0.6226287,1.0455263,0.3340837
-0.7115656,-14.281562,-3.3077781,0.16897258,1.3874661,0.38308442
4.9417768,-14.78226,-0.8644072,-0.57868785,1.122223,0.31490952
7.0809603,-18.404097,-0.22701904,-1.4923915,0.015712187,-0.5254262
-4.5445685,-14.3461685,-5.2145586,-2.7554915,-0.5402063,-0.8523196
-7.172187,-12.130414,-0.87158567,-3.2347133,-0.9002551,-0.6489932
-3.789932,-12.49203,6.4106708,-3.320997,-0.666969,-0.45405558
-2.0458634,-15.553646,1.8400806,-3.3273885,0.57482636,-0.49986058
-1.3776677,-18.210278,-3.501896,-3.1612122,0.32662708,-0.64366704
-0.117547415,-17.987446,-4.5391846,-2.8641453,1.090266,-0.9109074
-3.8593237,-13.890934,7.105487,-2.2325952,1.0881355,-1.3487182
-2.3117657,-10.736296,-0.95772725,-2.1367242,-0.49759698,-1.618089
-0.7618149,-6.7645097,1.7036897,-2.2325952,-0.13342044,-1.3869334
0.86949193,-4.1222353,1.3058829,-2.3188791,-2.1516376,-1.1175627
0.895813,-2.4358935,1.9935204,-2.3252707,-2.739513,-0.93966866
-1.0253245,-2.2537398,2.1541386,-2.1484418,-2.8054242,-0.6234276
-3.7707894,-2.2944179,2.3575284,-1.330476,-2.0355272,-0.6149058
-4.7359943,-2.6416762,1.7228323,-0.18561685,-1.4231514,-0.6138405
-3.5359936,-2.5292134,0.5297111,0.683347,-1.0247542,-0.6234276
-1.969293,-0.6774679,-0.57457656,1.6099665,-0.50611883,-0.5158391
-0.5392824,-1.5684953,-3.882654,2.7228687,-0.7553834,-0.28468353
-0.0840479,-6.1585274,-14.949758,2.3915813,-0.8736242,0.09227581
6.022136,-28.199415,-26.261528,-0.5030563,0.18934517,0.21371238
5.799305,-24.09363,-7.4904323,-2.3401837,-0.74260056,-1.050453
1.0465608,0.79800636,-8.906086,-0.886407,-0.9661664,-1.1111712
-2.4101706,4.2909293,-7.178767,-0.6649717,-1.3837377,-0.11650986
-2.8411777,-12.539886,9.32124,0.88787174,0.24793299,-0.37309787
-4.180261,-37.216167,-24.64697,-0.028095521,1.7825344,-0.6894721
-3.6436708,-7.4446692,23.632114,-1.0483224,0.71650237,-0.45618606
-15.259628,7.606185,-8.836694,0.8591104,-1.522218,0.29680055
-1.7943178,-9.758828,13.403396,2.728195,4.2096677,1.2286131
3.1115668,-23.204697,0.24466611,2.5854537,3.7453594,0.8995893
5.7370915,-17.764614,1.11685,2.5588229,1.1168969,0.21264714
-0.6541379,-7.0280194,-2.3901308,2.2777345,1.263899,0.20838621
-5.028218,-4.5245285,-0.5554339,2.3544314,0.9581771,0.96882945
-2.9443684,-6.6038914,-0.07148558,2.2415166,0.19893226,1.4022461
1.5759728,-8.647362,-0.53629136,2.1190147,0.21171506,1.2808095
2.3928227,-9.39482,-0.39720857,2.0412529,0.20851937,0.88787174
0.038285162,-8.9108715,-2.8405795,1.8676198,0.472564,0.5970631
0.13160525,-9.0951185,-2.1891336,1.7409903,0.980547,0.68547744
1.288535,-8.968299,-1.6788642,1.5077041,0.83900416,0.8314144
2.699403,-8.367103,-0.8572287,1.223287,0.38734534,0.9358072
2.4382863,-8.503493,-0.13369897,1.2903967,0.0774957,0.89426315
1.8753748,-8.601898,0.12263216,1.3596368,-0.19200826,0.8420667
1.2095718,-11.200803,-1.7315062,1.2062433,-0.48374894,0.61091113
-0.3906283,-12.429816,-3.1543384,0.8612409,-0.06950645,0.3564536
-2.4364917,-12.22852,-2.2178476,0.38628012,0.19467133,0.29573533
-1.8448663,-12.417852,-3.990331,0.03581846,0.68667585,0.23501703
1.3725829,-12.882658,-2.6488547,-0.32729286,0.8761542,0.11997187
4.115356,-15.807585,-2.0668006,-1.1910636,0.74739414,-0.12929265
3.3343983,-20.270199,0.31435707,-2.245378,0.3500622,-0.5467309
-2.8746774,-17.172989,3.382853,-3.5915663,-1.3240846,-0.7320814
-5.4523454,-12.702897,4.619045,-3.4371076,-0.47096616,-0.82036257
-7.344769,-15.584753,-1.2667005,-3.4264553,0.37243208,-0.840602
-4.386343,-17.235203,-5.4349976,-2.8289926,0.96350324,-0.86723286
-0.4001996,-15.920047,1.2532408,-2.5797281,2.1392543,-0.9790823
-0.29491538,-13.323236,5.0476594,-1.8023742,0.6408708,-1.5200875
-0.625424,-9.157631,-1.0295119,-2.1058326,-0.8459282,-1.6617635
-0.9415757,-5.676972,1.8161523,-2.2570956,-1.4274123,-1.4977176
-0.6828518,-3.5066817,2.309672,-2.249639,-2.1697464,-1.2304773
-1.3513466,-2.4119651,1.931307,-1.8970468,-2.2803977,-0.93221205
-2.6593232,-2.7975087,1.6701902,-1.3560417,-1.9556347,-0.6969287
-3.3107693,-2.1194427,2.3144577,-0.63727564,-1.9460475,-0.59147066
-3.3107693,-1.6764714,1.5143577,-0.03555215,-1.8640246,-0.4902735
-2.664109,-1.015155,-0.44027936,0.8058488,-1.3496503,-0.24633513
-2.0889342,-0.93619186,-1.7195421,1.8388585,-0.8800156,0.041144624
-0.5943173,-4.2634115,-9.468997,2.6759984,-0.92582065,0.18814678
1.7102699,-18.868902,-22.294527,0.9933298,-0.066310756,0.42143282
4.886742,-34.698322,-16.878372,-2.1345937,-0.19094302,-0.31664053
2.797808,-10.570892,-7.454241,-1.8375269,-0.36124715,-1.4966524
-1.2242279,4.2909293,-6.4459653,-1.2720214,-0.65418625,-0.93647295
0.3400799,-0.45942193,7.416853,-0.48281687,-0.03328853,-0.30172727
-7.7063847,-14.405989,-9.270094,1.2115694,0.40438908,-0.4647079
-0.8578269,-33.206097,13.06541,-1.522218,2.3171482,-0.6149058
-9.886545,1.2963116,-6.4387865,0.96989465,-1.3432589,-0.36244553
-2.7382865,-3.9472601,10.914262,2.1041014,2.1754723,0.74300003
-0.87936234,-18.308384,0.517747,2.5162137,3.007286,0.8772194
3.1546376,-17.704794,3.7181473,2.3979726,1.9242103,0.58960646
1.0058829,-9.737292,-3.1040893,2.3491051,1.7516426,0.36177978
-3.4857445,-6.515357,-0.2943172,2.3819942,1.6909243,0.7312825
-2.2974088,-6.869794,0.7286145,2.3608227,0.8038515,1.1316769
1.3220345,-7.88794,0.6735796,2.1776025,0.28721344,1.1753515
1.6166508,-8.855837,-0.6128617,1.9837302,0.05938674,0.9933298
-0.103190474,-9.150453,-1.6932211,1.8953159,0.28614822,0.8047835
-1.1213365,-8.649755,-2.033301,1.8314018,0.8772194,0.8591104
-0.40498522,-7.9980097,-1.0657034,1.6003795,1.1627018,0.9975907
1.1976078,-8.146664,1.2125629,1.4491163,0.7921339,1.0487219
1.5017953,-9.049655,0.12263216,1.5322045,0.29040915,0.99972117
1.9713868,-9.929018,-2.725724,1.319158,-0.10572438,0.7813484
2.2229323,-10.5996065,-2.5627131,1.0018517,-0.09187635,0.50119215
1.1976078,-10.664212,-0.6655038,0.8015879,0.4171719,0.29253963
-1.6627127,-12.104094,-0.20309082,0.6119764,0.45765075,0.40119338
-0.75702924,-13.641781,-1.0944172,0.44593316,0.3596493,0.58321506
1.2071791,-13.222738,-2.4311078,0.23288657,0.57802206,0.37243208
1.166501,-12.719647,-3.3436706,-0.17283405,0.78467727,0.12529804
4.1033916,-14.315062,0.050847482,-0.9279511,-0.037549466,-0.08135717
2.6084757,-15.27578,-2.2298117,-1.5168918,-0.39107367,-0.44233802
-3.083152,-15.062519,-3.7965121,-2.707556,0.14460538,-0.74060327
-5.689534,-13.153346,6.6981087,-3.415803,-0.31557527,-0.6926678
-4.968397,-15.687644,4.6262236,-3.2112782,0.75485075,-0.8363411
-3.0472596,-19.185053,-2.0787647,-2.995169,0.8145038,-1.0408658
-3.231806,-18.317955,-5.5594244,-2.7512305,1.7729472,-1.3380659
-4.1778684,-15.824334,3.802195,-2.1654856,2.2542994,-1.5200875
-0.48155555,-12.326925,0.67118675,-1.458304,0.029560216,-1.801309
-0.16301104,-7.5119677,1.0375878,-2.007831,0.19254087,-1.7043729
0.83090764,-5.81097,4.343571,-1.9897221,-1.6935873,-1.5094352
-0.15583257,-3.4489548,2.2378874,-2.1239414,-2.6393812,-1.3954552
-2.2160528,-1.7841483,3.3637104,-1.9098296,-2.9311218,-1.0898665
-3.8617167,-1.3336995,2.4296124,-1.5669578,-2.8735993,-0.8469934
-3.7731822,-1.2714862,1.0543375,-0.72555685,-2.1866572,-0.63088423
-2.7239294,-1.7578273,0.048454657,0.07523208,-1.5637621,-0.47962117
-1.50688,-2.2561326,-1.178166,0.9911993,-1.142995,-0.28894445
-1.1333007,-1.9615164,-1.7937196,1.630206,-0.9513863,-0.13568406
-0.381057,-4.191627,-5.4924254,2.1807983,-0.7745576,0.050731722
-0.03619144,-9.428319,-13.249059,1.8037058,-0.9204945,0.02197043
6.3454666,-27.473492,-18.29642,-0.7596443,-0.40279123,-0.13981183
7.057032,-23.31985,-8.903693,-1.8183528,-0.33901042,-1.000387
0.27756742,-1.3217354,-7.2098737,-1.4817392,-1.1994524,-0.9844085
1.274178,5.6970115,-4.328317,-0.7585791,-1.5998468,-0.23781328
0.4549354,-5.4996037,6.0658054,1.0657656,-0.07057169,-0.794797
-8.868399,-33.42145,-28.360033,1.2350045,2.4726722,-0.90877694
-5.689534,-44.28038,5.131707,-3.12819,0.91130686,-0.8363411
-18.344873,12.6009035,-2.8094728,0.72169536,-1.4380646,-0.79692745
-8.638389,5.689833,0.34546378,1.3351364,2.4524326,1.4597687
-3.5886357,-10.00798,9.122637,3.2574825,5.794335,1.3127666
7.4808607,-26.414669,6.8108706,2.335257,2.718608,0.96243805
6.8222365,-16.334604,-3.1902308,2.5716057,2.0573645,0.079493016
-2.2686949,-4.9845486,-1.1446666,2.2170162,2.5717387,0.509714
-2.0554347,-4.1988053,2.0988045,2.0891883,1.2873341,1.3532454
1.3411771,-6.527321,1.1934203,2.0678835,0.81556904,1.4480511
2.4358935,-10.566107,0.60658056,1.9294033,1.1350058,1.1210246
1.4611173,-11.174481,-0.5626124,1.7696184,1.0465914,0.7781527
-0.038584266,-9.701401,-2.440679,1.6589673,1.1318101,0.67482513
-0.24227329,-8.898908,-1.654936,1.5439221,1.767621,0.8314144
1.4970096,-8.371888,0.32632118,1.428877,1.5694877,1.1433945
3.4851463,-8.968299,0.41485563,1.3479192,0.79852533,1.155112
3.595515,-9.370892,-0.3493521,1.4299421,0.26697403,0.9741556
2.1484556,-10.942079,-1.3411771,1.319158,-0.0034620073,0.90171975
1.5640087,-11.155339,-2.2226331,0.96243805,-0.22183478,0.8740237
0.785444,-10.551749,-1.6142579,0.50026006,-0.12063764,0.7834789
-0.20608185,-11.023734,-2.1723838,0.34899697,0.103061296,0.56297565
-1.3489537,-10.999805,-2.0644078,0.22329947,0.38414967,0.3660407
-1.4901303,-10.5589285,-2.9892337,0.009187635,0.5439346,0.28721344
1.7892331,-12.724433,-1.218844,-0.8981246,0.5055862,0.22862564
3.3607194,-16.09263,1.7467605,-1.7320689,0.13608351,-0.09413997
0.61794645,-16.631613,-1.4823537,-2.6361854,-0.13128997,-0.84805864
-4.7431726,-14.693426,5.811867,-3.2379088,-1.0801463,-1.1931942
-4.0965123,-16.885551,3.8835511,-3.1271248,-0.04607133,-1.1825418
-1.9669002,-18.81626,0.56829536,-3.2219305,1.0732223,-1.0025175
-3.2437701,-20.29652,-3.7941194,-2.6873167,0.9123721,-1.2528472
-4.3911285,-16.588243,1.0423734,-2.5488362,1.0476567,-1.2613691
-1.9286151,-12.78186,4.063312,-1.7650911,-0.60305506,-1.3274136
-1.7057835,-7.2939215,0.3574279,-2.2698784,0.029560216,-1.7139599
0.50039905,-4.4742794,5.0141597,-2.3295314,-1.0673635,-1.247521
1.0058829,-4.529314,2.5995028,-2.469077,-2.5541625,-1.1718894
-0.6828518,-3.4803605,3.4546378,-2.1612246,-2.8970344,-1.1772157
-3.3251262,-1.7267207,2.9853454,-1.755504,-3.2229958,-0.94925576
-3.9478583,-0.99601245,1.6076777,-1.1218235,-2.9130127,-0.7129072
-3.1863425,-1.5876378,0.048454657,-0.018508423,-1.8895903,-0.47322977
-2.0961127,-2.5292134,-1.4081762,0.9741556,-1.1674954,-0.22396524
-1.6842481,-2.4765713,-2.239383,1.6941199,-0.92582065,-0.07283531
-1.221835,-4.328317,-7.272386,2.0721445,-0.8491239,0.09440628
0.1363909,-12.669397,-17.417356,1.0476567,-0.7585791,0.24460414
4.896313,-24.524637,-15.074484,-1.320889,-0.34753227,-0.03129122
4.6902313,-16.78236,-7.454241,-1.3240846,-0.4145088,-0.9790823
2.388037,-2.629712,-7.5215387,-1.0866709,-1.1951915,-1.0941274
3.446861,0.38135612,-9.277272,-1.2942581,-1.6275429,-0.33687994
0.66101724,-8.465208,12.059527,1.351115,-0.19094302,-1.3071741
-4.376772,-39.834217,-22.737797,-0.81290597,2.4055624,-0.9311468
-7.687242,-4.9989057,14.926726,-0.8469934,-1.0023843,-0.72462475
-11.649457,7.7979097,-9.464211,1.0359391,-1.0151671,0.8655018
-1.2242279,-5.7870417,10.97169,2.4491038,3.537639,1.0890676
2.0551355,-21.805792,1.9408783,2.1648197,3.1244617,0.9326115
6.216254,-18.329918,0.3717848,2.458691,0.96243805,0.1242328
-0.85064846,-7.864012,-2.158027,2.0636227,0.26377833,0.3085181
-5.1936216,-5.233701,-0.8572287,2.1403193,0.33621418,0.8900022
-4.2352962,-6.7405815,-0.37328035,2.3320613,0.086017564,1.4320726
0.7423732,-9.200702,1.1312069,2.279865,0.31810522,1.2126347
2.184647,-9.789935,-0.15523437,2.150972,-0.03967993,0.79306597
0.6801598,-8.731111,-1.9734805,2.0316658,-0.09187635,0.4841484
-0.6589235,-8.302496,-2.385345,1.9773388,0.67708874,0.4107805
-0.4408776,-8.757432,-1.6046867,1.570553,0.9198287,0.5906717
0.52193445,-8.218449,0.2542374,1.4097028,0.9134373,0.6588466
-0.25663024,-8.307282,0.2856432,1.5034432,0.21917169,0.72063017
0.79501534,-9.660723,-1.5014962,1.4011809,-0.42303067,0.8079792
2.7065816,-10.410274,-2.5962126,1.291462,0.0902785,0.6023893
0.15553348,-11.723037,-0.7926225,0.99972117,0.69093674,0.26164785
-0.7716853,-12.334104,-0.9098708,0.63967246,0.48108587,0.29147437
0.11964113,-12.250055,-2.1843479,0.25419122,0.4629769,0.3500622
0.62751776,-11.962618,-3.2072797,0.09973244,0.9869384,0.26058263
2.9967113,-14.609677,0.4531408,-0.4380771,0.9134373,0.11997187
4.2780676,-16.549957,0.6017949,-0.98334324,-0.0023967742,-0.32516238
0.91495556,-14.978472,-2.536392,-1.7714825,-0.10785484,-0.9311468
-7.4213395,-12.178271,-5.2025948,-2.9525597,0.298931,-0.84486294
-5.3180485,-14.583357,7.0695944,-3.229387,0.21171506,-0.6820154
-4.0845485,-16.842182,3.1097722,-2.9195373,0.9230244,-0.7607095
-4.491627,-18.188442,-7.1620173,-2.455229,1.1318101,-1.0994537
-3.5288153,-15.35235,-2.440679,-2.5403144,2.4300628,-1.2102379
-2.3141587,-13.109976,7.5726852,-1.8545707,1.8283393,-1.1804113
1.0561321,-9.262916,1.4449657,-1.7576345,0.14034446,-1.5190223
1.4635102,-7.3585277,1.3393825,-2.1005063,-0.48055324,-1.3741506
1.044168,-6.625427,2.175674,-2.1005063,-1.8171544,-1.4338037
-0.4863412,-4.9103713,3.859623,-2.0823975,-2.4838572,-1.398651
-2.8339994,-3.094518,3.7325041,-2.04831,-2.9907749,-1.2826737
-4.0103707,-1.3169497,2.1637099,-1.645785,-3.1494946,-1.0621705
-3.4881372,-0.70378894,-0.61046886,-0.474295,-2.546706,-0.7585791
-2.333301,-1.451247,-2.34706,0.56297565,-1.595586,-0.43914232
-1.8568304,-1.803291,-3.3173494,1.1509843,-0.9714925,-0.19733442
-0.67088765,-1.8801605,-3.4393835,1.5439221,-0.5050536,0.14660269
-0.72352976,-3.487539,-7.614859,1.8931854,-0.61370736,0.20625575
-0.06969096,-15.507884,-18.1023,1.2445916,-0.7074479,0.5352796
4.45065,-27.557241,-14.825331,-1.2198249,-0.8832113,0.10931954
2.0670996,-11.75175,-7.65793,-1.5445879,-0.9959929,-0.9673647
-0.73549384,1.2747762,-6.606284,-1.0440615,-1.238866,-0.7468615
-0.81954175,-8.156235,-6.678069,-0.81397116,-1.0268847,-0.36990216
-0.007477571,-30.022446,-9.873684,0.027296597,0.7569812,-1.1026493
-6.4178495,-6.3403816,5.2441697,-2.1580288,0.4278242,-1.0014522
-14.111971,5.668298,-7.085447,0.3564536,-2.0930498,0.37030163
-0.90807617,-10.324132,15.559329,2.828327,3.8422954,0.6492595
-1.6076777,-20.210379,0.43878385,2.2287338,3.561074,0.6290201
4.328616,-18.777975,2.4101706,2.4491038,1.3086388,0.18708155
-0.07447661,-9.710972,-2.33031,2.0167525,0.34260556,0.2882787
-5.4523454,-5.94766,-1.7099708,2.129667,0.57482636,0.7451305
2.4382863,-9.160025,-1.0728818,2.3235395,1.1978545,0.8090445
1.2167503,-7.461419,0.9203394,2.436321,0.3596493,1.4906604
3.7773697,-9.409177,0.52253264,2.2649517,0.0966699,0.9933298
2.5558336,-9.090333,-1.3002,1.9315338,-0.35059482,0.67802083
0.40468612,-9.5048895,-2.5603201,1.7706836,-0.124898575,0.5374101
-1.2433704,-8.819645,-2.9075787,1.6717501,0.45871598,0.52462727
-1.0013963,-8.498708,-2.4311078,1.3766805,0.4981296,0.6545857
-0.4648058,-8.335996,-0.79501534,1.2957228,0.43208516,0.7738918
0.30418757,-8.800503,0.9586246,1.4768125,0.20425843,0.8548495
1.1066805,-8.977871,1.224527,1.6493802,0.0838871,0.8196968
0.48364928,-9.689436,-0.50488555,1.6845329,0.2585853,0.6045197
-1.1069796,-11.42842,-2.4143581,1.2882662,0.37136686,0.40119338
-0.07926225,-12.456138,0.019740786,0.68867314,0.5556522,0.3820192
1.0896316,-12.539886,-1.0534402,0.44806364,0.64939266,0.4054543
-0.46002015,-11.514861,-2.1532412,0.31810522,0.83261275,0.36391023
0.9604192,-12.11845,-0.5985048,0.009187635,0.56523925,0.50119215
5.0303116,-14.257634,2.6688945,-0.36670646,-0.031158065,0.16258119
2.05035,-14.923436,-0.30867413,-0.7692314,-0.36444286,-0.597862
-2.1418753,-14.25524,-2.0165513,-1.5786754,-0.2484656,-0.9694952
-6.480063,-11.557932,-3.2647073,-2.309292,0.14780109,-0.92262495
-3.6293137,-13.699508,3.9960139,-2.8417754,0.43528083,-0.88853747
-1.9166509,-15.884155,3.2126634,-2.684121,0.6983934,-1.1111712
-3.9888353,-16.950157,-0.55064833,-2.387054,0.73887223,-1.4433907
-6.2237315,-16.442282,-3.5066817,-2.4435115,1.1392667,-1.4210209
-3.775575,-13.205988,2.882155,-2.2123559,1.277747,-1.2262163
0.8431709,-11.641681,2.2713869,-1.7618954,0.83580846,-1.6042409
0.37836507,-8.2304125,1.576571,-2.3071616,0.11371362,-1.5797405
-0.4959125,-7.1620173,1.9743778,-2.5818586,-0.77775323,-1.2603039
-1.0543375,-6.745367,1.9815563,-2.5765324,-1.8501766,-1.1985203
-2.3021946,-5.0826545,1.6654046,-2.4925122,-2.369877,-1.0930623
-2.333301,-2.7640092,1.2628121,-2.309292,-2.9566875,-0.6585803
-2.4340987,-1.5972091,-0.12412767,-1.6436546,-2.3219416,-0.34646705
-2.4508486,-1.3938192,-0.200698,-0.42742476,-1.3848029,-0.1611165
-1.4614165,-2.2585254,-0.37328035,0.3884106,-1.1408646,0.0027962367
-0.34037903,-1.8415761,-1.7602202,1.3958547,-1.0258194,0.11038477
0.30179477,-1.6716857,-3.714857,2.0721445,-0.8043841,0.13168943
1.0322039,-6.7764735,-13.083655,2.555627,-1.5062395,0.35538837
5.3368917,-24.608387,-22.706392,0.58854127,-0.072702155,0.45552027
4.726124,-30.391241,-9.397213,-2.684121,-1.0343412,-1.1750852
0.67776704,-4.299603,-8.834301,-1.6617635,-1.9045035,-1.6415241
