x (Accelerometer),y,z,x (gyroscope),y,z
-0.05703223917,-0.04384498695,0.09206862737,-0.02880883217,-0.006534752902,-0.02780104056
-0.01633358742,-0.02457856094,0.04395955324,-0.0202339869,-0.01041551121,-0.01854868606
0.0009252981514,-0.006046294427,0.02543371646,-0.02114124782,-0.01873235218,-0.007127301302
0.02927621724,0.01001315223,0.04719195929,-0.02192341909,-0.02431993186,-0.004018859472
0.03845660844,0.004677928683,0.07671674446,-0.01956243254,-0.02236353979,0.000688198139
0.06355422482,-0.0003153495595,0.07159224105,-0.008425092325,-0.01268534549,0.001527093817
0.06519084957,0.01957826843,0.05997077684,-0.003360080067,-0.004901753739,0.003372262698
0.0726603452,0.04253010495,0.04067746283,-0.005915116984,0.001539100893,0.009720173664
0.06902618995,0.04390256235,0.08368249182,-0.01449607126,-0.002447435632,0.01149375923
0.05386529957,0.01889116295,0.1500011764,-0.03184177354,-0.007551916875,0.008677998558
0.04113791994,0.02009118639,0.1590057361,-0.04540757462,-0.01220962591,0.005435763858
0.03777184104,0.006275134747,0.1138952592,-0.05234084651,-0.00809637364,-0.002993140835
0.0252582503,-0.00200432556,0.04559563001,-0.04931617156,-0.009920189157,0.001744124806
0.02661112621,0.01214022739,-0.06064648414,-0.03575668484,-0.01172900759,0.005009160377
0.05061418882,0.02497282095,-0.1096481232,-0.02551437542,-0.01950975135,0.01101802476
0.03705971072,0.03499620232,-0.1024047279,-0.0174809508,-0.01860986836,0.01547189616
0.04817059506,0.02654167771,-0.09038052815,-0.01111959666,-0.01444263384,0.0251858104
0.05329962851,-0.001288870767,-0.06963876889,-0.01070520934,-0.01019382663,0.03094835579
0.0168235629,-0.01461070915,-0.0400198757,-0.01329685003,-0.008739153855,0.03857437894
0.01773161765,-0.01103138936,-0.04787818798,-0.0142792901,-0.01573447883,0.03847744316
0.03224836491,-0.01417290226,-0.06016133097,-0.01022493001,-0.02195330709,0.0406335853
0.0149403795,-0.04047229564,-0.06119359663,-0.006439779885,-0.02260684595,0.03898775205
0.01943345314,-0.06726677907,-0.07193418635,-0.001072186977,-0.02420951054,0.03894185275
0.00947144657,-0.0586585252,-0.07008008292,0.003682088107,-0.02322893403,0.04060633108
0.04226911593,-0.04818447745,-0.06414309409,0.005844637286,-0.02548064105,0.0392880328
0.04204685148,-0.04616612337,-0.02553016258,0.003972168546,-0.03149991855,0.04109099135
0.01760448414,-0.07417816589,0.01633329516,-0.001467887312,-0.02972086892,0.03737143055
-0.03727244015,-0.0980415643,0.03313011619,-0.008421400562,-0.02415273152,0.03577326611
-0.04825739656,-0.094515436,0.03843523686,-0.01520101074,-0.02835360169,0.03432823718
-0.05382482143,-0.08452975629,0.04510521614,-0.0192005448,-0.0328713879,0.02770948038
-0.07797711978,-0.05905483104,0.01459200445,-0.02033953369,-0.02455455065,0.02701017819
-0.0481141887,-0.05790156935,-0.07468903802,-0.01000566967,-0.01111730468,0.03310242668
-0.03433686163,-0.06685586018,-0.1308972475,0.0009784470312,-0.001850142144,0.03792718798
-0.0009308511093,-0.03295885127,-0.1482318286,0.002927614842,0.002516909502,0.04470972717
0.02918064791,-0.02086860051,-0.07553074954,-0.002392737893,0.007685012184,0.04239102453
0.005473316845,-0.03495090187,-0.008959551525,-0.007096146699,0.01285554003,0.03707269207
-0.0008851122715,-0.05657996536,0.02625964589,-0.01578477398,0.009782865644,0.03060433641
0.006800802589,-0.05219575892,0.005965045884,-0.01505160704,-0.007003571838,0.02805382758
0.009631313307,-0.02896189059,-0.04501403072,-0.006116893608,-0.01939723268,0.02690456994
0.02074555865,0.01762684211,-0.07366670924,0.003513096366,-0.02576831169,0.0253008157
-0.01288615038,0.03462970709,-0.0977840824,0.009614242241,-0.02359120548,0.02350302599
-0.02270399924,0.01586012469,-0.09822422739,0.01255863346,-0.02247107774,0.0177492667
-0.03086896632,-0.009481237312,-0.07183481763,0.01639716513,-0.02564508654,0.01537712943
-0.07177680384,-0.000233224234,-0.007888707423,0.01508263033,-0.02400697581,0.01553452294
-0.05621171657,0.0029693712,-0.001143324816,0.0124399839,-0.02349088341,0.01884652302
-0.0328279549,-0.0008700608328,0.009162380621,0.01968431473,-0.02062905207,0.02294486202
-0.04406608235,-0.009114157565,0.01930968063,0.01975411735,-0.01439661346,0.02715970203
-0.05157550813,-0.006285071619,0.03949088339,0.01638122462,-0.01609358005,0.02925907075
-0.06418430288,0.0107347445,0.05151040701,0.01594207808,-0.02074774727,0.03370025381
-0.05129859089,0.02051028859,0.0510989036,0.007620498072,-0.02192220278,0.03264564276
-0.04612403779,-0.02066635593,0.05388473492,0.002171551809,-0.02391951904,0.03285448998
-0.06424545848,-0.02489128015,0.02574117498,0.002070351737,-0.02187660709,0.031762328
-0.01206438567,-0.0205894913,-0.01252805766,0.008302267641,-0.02641788498,0.03538550064
0.01452924142,-0.009962298827,-0.03405015364,0.01206984185,-0.02659631521,0.03703719378
0.008177095911,0.002287234154,-0.06644026511,0.0139089385,-0.02529522777,0.03828676045
-0.003595869067,0.01603577352,-0.08920563915,0.01681098528,-0.02768461592,0.04476835951
0.02177943174,0.0590858107,-0.1133382099,0.02418581955,-0.03146233782,0.05405116826
0.06357333137,0.06137947459,-0.122232295,0.0271315407,-0.03585734963,0.06507585943
0.05790021764,0.04972936881,-0.09996785618,0.03597994894,-0.02170483395,0.07475828379
0.05818981171,0.04536123673,-0.02418634675,0.04354572296,-0.02469236776,0.07749707997
0.07629808065,0.04451952521,0.01754091739,0.04288227484,-0.0262590535,0.0845861733
0.06270864084,0.03480769401,0.0514595536,0.03044611216,-0.0288369935,0.08844323456
0.03247852041,0.03974544267,0.06465805787,0.0290970467,-0.04229365289,0.09890004992
0.07205733781,0.051330082,0.05377659837,0.03256741166,-0.06001832336,0.1046825722
0.1128547372,0.06526303803,0.02192307799,0.02747692913,-0.04938320071,0.1020839289
0.07487181071,0.01914396867,-0.005399813217,0.02855737321,-0.03422075883,0.1014490277
0.04337079356,-0.02217266884,-0.04823299277,0.03896909207,-0.01955968514,0.1004070118
0.06776639915,0.008736848685,-0.05467968469,0.04932479188,-0.004846518394,0.1057828739
0.09727810564,0.02500584644,-0.06701426561,0.06599023193,0.01580778509,0.1186985895
0.1030228598,0.00007861819416,-0.07308335639,0.06827815622,0.03380489349,0.124768205
0.05680281433,0.01496317585,0.001477671337,0.0423008278,0.03602576256,0.1121459007
-0.06103095342,-0.04019172513,0.2120709713,-0.002789155114,0.01467413269,0.1038730592
-0.06223452052,-0.08015139508,0.3224479933,-0.04059067741,-0.009867295623,0.09177087247
0.03053184332,-0.03034516164,0.3239917156,-0.07116642594,-0.03967019916,0.09040493518
0.08483085813,0.01218845044,0.28807343,-0.08378427476,-0.05042593554,0.08951023966
0.1675301841,0.03937134866,0.1908043114,-0.09245472401,-0.03555031866,0.09494309127
0.2104752996,0.01876578301,0.1073562129,-0.1028209105,-0.01728345454,0.09516127408
0.1754368656,-0.01088408985,0.08954933802,-0.1155817136,-0.003023824189,0.09123630822
0.1362727299,-0.03575724982,0.06968319256,-0.1316729933,0.00716266036,0.08846145868
0.1689728572,-0.06071253512,0.0272451498,-0.138658464,0.01281788386,0.08974536508
0.20398075,-0.06919599356,-0.004530629167,-0.1381183714,0.01444904134,0.09500334412
0.20506723,-0.08487608551,-0.007425766087,-0.1348083317,0.01554413326,0.09308507293
0.1999113086,-0.07898468939,-0.06209025321,-0.120628126,0.01049808133,0.09378531575
0.1584103275,-0.08539338739,-0.08625847978,-0.1092439145,-0.003542902879,0.09510917962
0.1173190962,-0.1045271269,-0.04084989678,-0.1039371341,-0.02159228921,0.09616440535
0.1122770104,-0.1099272324,0.01194879647,-0.1018627957,-0.03454377502,0.09542351216
0.0947722603,-0.1507160466,0.01602817474,-0.1017195135,-0.03635821119,0.09431493282
0.1215588527,-0.1894096422,0.001089548802,-0.1000289395,-0.03797687963,0.09372317791
0.129987293,-0.2328542316,-0.05847323176,-0.100417085,-0.02950848453,0.08618427068
0.08462620241,-0.2636070973,-0.07599135279,-0.0976074487,-0.01810988784,0.07473827153
0.02911861552,-0.2896095536,-0.03697919283,-0.1040163264,-0.02025751211,0.05654427409
-0.008051131443,-0.3151853088,-0.02392740355,-0.1063737571,-0.02696122043,0.03086500987
-0.06231682851,-0.3475628531,-0.04805237551,-0.1056595743,-0.03093614802,0.006287330762
-0.09121296039,-0.3988201621,-0.1010597431,-0.09897876531,-0.05036177859,-0.02960675396
-0.1636274045,-0.4374392311,-0.1178524724,-0.08446651697,-0.07643833756,-0.04146521911
-0.2039037392,-0.4673027467,-0.1307423492,-0.07370336354,-0.08568776399,-0.03882176429
-0.1842665802,-0.4361372086,-0.2157739175,-0.04742476344,-0.04535982758,-0.05864213407
-0.1548550461,-0.316558643,-0.3331687093,-0.01589666493,-0.009447635151,-0.07342427969
-0.03918152518,-0.2340215218,-0.3556254558,0.004833032843,-0.008600883186,-0.07027214766
0.05438881199,-0.1477031286,-0.2568231362,0.008830171078,-0.02639639005,-0.06929609925
0.03645940674,-0.02871171522,-0.1307628074,0.00553229684,-0.04115416482,-0.07939825952
-0.05026464473,0.008729834422,-0.07850947309,-0.004286778159,-0.04994499683,-0.08908896893
-0.1130344777,0.01323094523,-0.01798807663,-0.01192955393,-0.05061699077,-0.09626560658
-0.1329403707,0.01468406665,-0.0003016132951,-0.02149163373,-0.04151856527,-0.09239390492
-0.195866344,0.02493979547,0.01710544858,-0.02863005362,-0.0271211192,-0.09218376875
-0.2098857362,0.05822334865,0.03987900592,-0.03408553824,-0.02748836949,-0.09574335068
-0.201102345,0.06922960357,0.01973930421,-0.03197219223,-0.03270131722,-0.09232062846
-0.1468261996,0.1059814174,0.02569558227,-0.03058202378,-0.03735465929,-0.09218747169
-0.1741076628,0.1186398234,0.04745733222,-0.02814412117,-0.04796437174,-0.09258529544
-0.2093568901,0.1164902442,0.08349310672,-0.03102006763,-0.05868200213,-0.1000440121
-0.2853594949,0.1479842836,0.127694652,-0.03649256751,-0.05579582602,-0.11426837
-0.3252900849,0.179437991,0.1300210491,-0.04216856509,-0.05441284552,-0.1186282262
-0.2866893553,0.1636228745,0.09870821151,-0.05321869999,-0.05396868289,-0.128056407
-0.2456920859,0.1711582384,0.0937169791,-0.06270407885,-0.05803959072,-0.1329302639
-0.2273568763,0.1820034576,0.07638707411,-0.07235872746,-0.06333957613,-0.1387811154
-0.2629331436,0.1659974947,0.07587561746,-0.07716839015,-0.06787547469,-0.134464398
-0.2594843913,0.1410845872,0.09836977334,-0.07341517508,-0.0745966509,-0.12974222
-0.268111423,0.143288527,0.04962415487,-0.06820390373,-0.07755169272,-0.119879216
-0.2383687573,0.1743494357,0.03745031747,-0.056154944,-0.07430055737,-0.1068239436
-0.2195666608,0.1659226759,0.02565408122,-0.04955643043,-0.06396323442,-0.0907336548
-0.2225136741,0.1504559344,0.02588905902,-0.04793137684,-0.05932504684,-0.07436648756
-0.1900900987,0.1076233394,0.02251929032,-0.04623707384,-0.05587305874,-0.05261912197
-0.1512926044,0.101711485,0.04513970293,-0.05238791183,-0.05926379561,-0.03877867386
-0.1682573294,0.09340455215,0.05432663347,-0.06634794176,-0.06279887259,-0.02943603508
-0.1485846606,0.08317103516,0.02792436424,-0.08067408204,-0.07392109185,-0.0195410829
-0.134524425,0.0890600932,0.03800736683,-0.1031069532,-0.07734724879,-0.01028287038
-0.1222963001,0.05445493603,0.0057037646,-0.1134128943,-0.08716640621,-0.004481122829
-0.09670666243,0.02124970878,-0.03178162419,-0.1172899231,-0.1010617167,0.003228995018
-0.07292867728,-0.02301438036,-0.08547872758,-0.1162546575,-0.08688668907,0.01010225713
-0.02915251779,-0.02547024908,-0.134610715,-0.104718104,-0.05646726489,0.01621288061
-0.02986278495,-0.001538461614,-0.1623702441,-0.09263120592,-0.03739285097,0.02717398107
0.008392565292,0.03407704165,-0.1606102487,-0.07801311463,-0.02192015015,0.03608704731
0.04497888635,0.01760463027,-0.1171054535,-0.07322251052,-0.02468001097,0.04181615263
0.02564918585,-0.01020458315,-0.0927718072,-0.0679217577,-0.03118664585,0.04565403238
0.06101655956,-0.0001700958699,-0.1310217506,-0.06694070995,-0.03587239981,0.04665158316
0.08091200419,-0.003199380563,-0.1822106706,-0.06302506477,-0.03278525919,0.05035284534
0.09019187371,-0.02506342185,-0.1749152529,-0.05427198112,-0.03382986039,0.05589371547
0.06784172941,-0.03553279341,-0.1796481266,-0.04523614049,-0.02921007387,0.05657868087
0.05362469575,-0.04058364706,-0.1631464892,-0.03443743661,-0.01259759534,0.05540336668
0.04985533328,-0.03578676817,-0.1289928751,-0.02791588753,-0.00112150237,0.05838663876
0.08127696504,-0.04341916275,-0.09698854811,-0.0272211507,0.001919429749,0.05915523693
0.08091602278,-0.0306231018,-0.03448737601,-0.02887870371,0.001082397997,0.05798291415
0.06178308696,-0.0274868496,-0.004880173257,-0.02684756182,-0.0003485474735,0.05280132964
0.05668751738,-0.02480769352,-0.009685527712,-0.0267447643,-0.002476679161,0.04934241623
0.09730375154,-0.03485796289,-0.02688566884,-0.02020343579,-0.004253648221,0.04508844763
0.109815881,-0.04343757519,-0.08367489303,-0.01205576025,-0.001177963801,0.04120715708
0.109085667,-0.02713262934,-0.1077770686,-0.01051091775,-0.002358752303,0.03353461623
0.07807181233,-0.02236439202,-0.08555003925,-0.01125633623,-0.00581020955,0.02609746903
0.02994819821,-0.02215922484,-0.06396306134,-0.005751885474,-0.0001867581159,0.02575503848
0.02282755255,0.01330430273,-0.107187286,0.008773261681,0.00568657741,0.03062835708
0.01588730496,0.02712678412,-0.1361655432,0.01508454047,0.01066157315,0.03602199629
0.02106726488,0.03184095316,-0.145117496,0.02246442623,0.01390690077,0.03947638348
-0.00224098386,0.02935118217,-0.09348258582,0.02464758605,0.0125456797,0.03940483183
-0.045166664,0.02761836703,-0.05968260755,0.02232664265,0.009607947432,0.03604525328
-0.05775507355,0.01930325089,-0.04580956502,0.01908779517,0.002967728302,0.0318162404
-0.03006707535,0.0012990999,-0.05819266125,0.01597003266,0.001875033602,0.02421184815
-0.09421652612,0.01815261955,-0.0558066429,0.01540676598,0.005482577719,0.01452796813
-0.1150856381,0.008423837213,-0.0596545505,0.01372710988,0.01418365818,0.009718298912
